composite_ID,UID,test,paradigm,theta,Age
A095_2,A095,2,IRE,0.3200694,61.0
A095_3,A095,3,IRE,-0.17800218,61.0
A095_4,A095,4,IRE,-0.41172364,61.0
A096_1,A096,1,IRE,-0.6706398,60.0
A096_2,A096,2,IRE,-0.55896944,60.0
A096_3,A096,3,IRE,-1.9151922,60.0
A096_4,A096,4,IRE,-1.9204532,60.0
A097_1,A097,1,IRE,0.14730547,64.0
A097_2,A097,2,IRE,-0.47214893,64.0
A097_3,A097,3,IRE,0.31698403,64.0
A097_4,A097,4,IRE,-0.5914035,64.0
A098_1,A098,1,IRE,0.6124665,60.0
A098_2,A098,2,IRE,-0.096271254,60.0
A098_3,A098,3,IRE,1.3472352,60.0
A098_4,A098,4,IRE,-0.9018639,60.0
A099_1,A099,1,IRE,0.5525987,63.0
A099_2,A099,2,IRE,0.97143245,63.0
A099_3,A099,3,IRE,0.9325728,63.0
A099_4,A099,4,IRE,1.1421402,63.0
A100_1,A100,1,IRE,0.41694874,66.0
A100_2,A100,2,IRE,1.5501331,66.0
A100_3,A100,3,IRE,0.26074573,66.0
A100_4,A100,4,IRE,0.18579558,66.0
A101_1,A101,1,IRE,-0.24693763,69.0
A101_2,A101,2,IRE,-0.8620508,69.0
A101_3,A101,3,IRE,-1.2491857,69.0
A101_4,A101,4,IRE,-1.011913,69.0
A102_1,A102,1,IRE,-0.38333195,68.0
A102_2,A102,2,IRE,1.0901707,68.0
A102_3,A102,3,IRE,-0.3659669,68.0
A102_4,A102,4,IRE,0.1741312,68.0
A103_1,A103,1,IRE,1.6768701,68.0
A103_2,A103,2,IRE,-0.57117534,68.0
A103_3,A103,3,IRE,-1.2689043,68.0
A103_4,A103,4,IRE,-0.71614736,68.0
A104_1,A104,1,IRE,1.6540266,66.0
A104_2,A104,2,IRE,1.0291764,66.0
A104_3,A104,3,IRE,-0.4121698,66.0
A104_4,A104,4,IRE,-1.7346635,66.0
A105_1,A105,1,IRE,0.6195348,68.0
A105_2,A105,2,IRE,0.6627499,68.0
A105_3,A105,3,IRE,-0.66510576,68.0
A105_4,A105,4,IRE,-0.010698175,68.0
A106_1,A106,1,IRE,1.0056148,66.0
A106_2,A106,2,IRE,-0.080483235,66.0
A106_3,A106,3,IRE,0.26081502,66.0
A106_4,A106,4,IRE,0.8969831,66.0
A107_1,A107,1,IRE,-1.0345303,70.0
A107_2,A107,2,IRE,-1.5771314,70.0
A107_3,A107,3,IRE,-0.7658409,70.0
A107_4,A107,4,IRE,-1.1520263,70.0
A108_1,A108,1,IRE,-0.7558844,69.0
A108_2,A108,2,IRE,-0.6152969,69.0
A108_3,A108,3,IRE,0.07778465,69.0
A108_4,A108,4,IRE,-1.6173264,69.0
A109_1,A109,1,IRE,-0.15640523,68.0
A109_2,A109,2,IRE,-1.224899,68.0
A109_3,A109,3,IRE,-0.13068518,68.0
A109_4,A109,4,IRE,-1.6439301,68.0
