composite_ID,UID,TEST,CTT_purified_what,CTT_purified_where
A040_2,A040,2,0.7368421052631579,0.6277777777777778
A040_3,A040,3,0.3684210526315789,0.31666666666666665
A040_4,A040,4,0.3157894736842105,0.45
A041_1,A041,1,0.8947368421052632,0.7833333333333333
A041_2,A041,2,0.631578947368421,0.46111111111111114
A041_3,A041,3,0.7894736842105263,0.7333333333333333
A041_4,A041,4,0.7368421052631579,0.5777777777777777
A042_1,A042,1,0.5263157894736842,0.5555555555555556
A042_2,A042,2,0.7894736842105263,0.4222222222222222
A042_3,A042,3,0.7894736842105263,0.5444444444444444
A042_4,A042,4,0.5789473684210527,0.4444444444444444
A043_1,A043,1,0.8421052631578947,0.8333333333333334
A043_2,A043,2,0.7894736842105263,0.7555555555555555
A043_3,A043,3,0.8421052631578947,0.6833333333333333
A043_4,A043,4,0.7894736842105263,0.45
A044_1,A044,1,0.7368421052631579,0.6222222222222222
A044_2,A044,2,0.5789473684210527,0.5666666666666667
A044_3,A044,3,0.5263157894736842,0.46111111111111114
A044_4,A044,4,0.42105263157894735,0.35
A045_1,A045,1,0.631578947368421,0.5277777777777778
A045_2,A045,2,0.6842105263157895,0.4166666666666667
A045_3,A045,3,0.6842105263157895,0.35
A045_4,A045,4,0.3157894736842105,0.4777777777777778
A046_1,A046,1,0.631578947368421,0.45
A046_2,A046,2,0.5789473684210527,0.37222222222222223
A046_3,A046,3,0.3684210526315789,0.46111111111111114
A046_4,A046,4,0.42105263157894735,0.45555555555555555
A047_1,A047,1,0.7368421052631579,0.42777777777777776
A047_2,A047,2,0.631578947368421,0.55
A047_3,A047,3,0.42105263157894735,0.5111111111111111
A047_4,A047,4,0.3684210526315789,0.45555555555555555
A048_1,A048,1,0.9473684210526315,0.7777777777777778
A048_2,A048,2,0.631578947368421,0.65
A048_3,A048,3,0.7894736842105263,0.6333333333333333
A048_4,A048,4,0.8947368421052632,0.5444444444444444
A049_1,A049,1,0.9473684210526315,0.9
A049_2,A049,2,0.8421052631578947,0.5388888888888889
A049_3,A049,3,0.7894736842105263,0.6222222222222222
A049_4,A049,4,0.631578947368421,0.65
A050_1,A050,1,0.631578947368421,0.55
A050_2,A050,2,0.5789473684210527,0.55
A050_3,A050,3,0.5263157894736842,0.4888888888888889
A050_4,A050,4,0.5263157894736842,0.4666666666666667
A051_1,A051,1,0.8947368421052632,0.8277777777777777
A051_2,A051,2,0.5789473684210527,0.6888888888888889
A051_3,A051,3,0.5789473684210527,0.5444444444444444
A051_4,A051,4,0.5263157894736842,0.5666666666666667
A052_1,A052,1,0.9473684210526315,0.6944444444444444
A052_2,A052,2,0.8947368421052632,0.6611111111111111
A052_3,A052,3,0.8421052631578947,0.6
A052_4,A052,4,0.7368421052631579,0.5388888888888889
A053_1,A053,1,0.9473684210526315,0.7611111111111111
A053_2,A053,2,0.7894736842105263,0.7888888888888889
A053_3,A053,3,0.631578947368421,0.5777777777777777
A053_4,A053,4,0.8947368421052632,0.5222222222222223
A054_1,A054,1,0.7894736842105263,0.7166666666666667
A054_2,A054,2,0.7894736842105263,0.7777777777777778
A054_3,A054,3,0.8947368421052632,0.7888888888888889
A054_4,A054,4,0.8947368421052632,0.8
A055_1,A055,1,0.7894736842105263,0.6666666666666666
A055_2,A055,2,0.7368421052631579,0.8
A055_3,A055,3,0.7894736842105263,0.5944444444444444
A055_4,A055,4,0.8421052631578947,0.45
A056_1,A056,1,0.7368421052631579,0.6944444444444444
A056_2,A056,2,0.8421052631578947,0.6444444444444445
A056_3,A056,3,0.5789473684210527,0.5611111111111111
A056_4,A056,4,0.5789473684210527,0.4777777777777778
A057_1,A057,1,0.8421052631578947,0.6833333333333333
A057_2,A057,2,0.7894736842105263,0.4222222222222222
A057_3,A057,3,0.7894736842105263,0.42777777777777776
A057_4,A057,4,0.5789473684210527,0.39444444444444443
A058_1,A058,1,0.7894736842105263,0.7555555555555555
A058_2,A058,2,0.631578947368421,0.4777777777777778
A058_3,A058,3,0.631578947368421,0.6277777777777778
A058_4,A058,4,0.5789473684210527,0.43333333333333335
A059_1,A059,1,0.8947368421052632,0.7777777777777778
A059_2,A059,2,0.8947368421052632,0.7777777777777778
A059_3,A059,3,0.9473684210526315,0.7666666666666667
A059_4,A059,4,0.8421052631578947,0.6277777777777778
A060_1,A060,1,0.8421052631578947,0.5944444444444444
A060_2,A060,2,0.8947368421052632,0.8111111111111111
A060_3,A060,3,0.7368421052631579,0.55
A060_4,A060,4,0.7894736842105263,0.6
A061_1,A061,1,0.9473684210526315,0.9222222222222223
A061_2,A061,2,0.8947368421052632,0.7666666666666667
A061_3,A061,3,0.7894736842105263,0.6555555555555556
A061_4,A061,4,0.6842105263157895,0.6722222222222223
A062_1,A062,1,0.9473684210526315,0.7444444444444445
A062_2,A062,2,0.8421052631578947,0.5666666666666667
A062_3,A062,3,0.5263157894736842,0.5222222222222223
A062_4,A062,4,0.5789473684210527,0.5166666666666667
A063_1,A063,1,0.8947368421052632,0.7222222222222222
A063_2,A063,2,0.6842105263157895,0.7222222222222222
A063_3,A063,3,0.7894736842105263,0.5444444444444444
A063_4,A063,4,0.5789473684210527,0.5611111111111111
A064_1,A064,1,0.8947368421052632,0.6666666666666666
A064_2,A064,2,0.7894736842105263,0.6888888888888889
A064_3,A064,3,0.8421052631578947,0.5444444444444444
A064_4,A064,4,0.7894736842105263,0.5055555555555555
A065_1,A065,1,0.3157894736842105,0.3611111111111111
A065_2,A065,2,0.5263157894736842,0.5111111111111111
A065_3,A065,3,0.42105263157894735,0.3611111111111111
A065_4,A065,4,0.10526315789473684,0.3333333333333333
A066_1,A066,1,0.8947368421052632,0.6555555555555556
A066_2,A066,2,0.7894736842105263,0.5055555555555555
A066_3,A066,3,0.5789473684210527,0.45555555555555555
A066_4,A066,4,0.47368421052631576,0.4166666666666667
A067_1,A067,1,0.8947368421052632,0.7111111111111111
A067_2,A067,2,0.5263157894736842,0.43333333333333335
A067_3,A067,3,0.5263157894736842,0.4222222222222222
A067_4,A067,4,0.5789473684210527,0.37777777777777777
A068_1,A068,1,0.8947368421052632,0.8111111111111111
A068_2,A068,2,0.7368421052631579,0.6333333333333333
A068_3,A068,3,0.7894736842105263,0.6444444444444445
A068_4,A068,4,0.6842105263157895,0.5444444444444444
A069_1,A069,1,0.8421052631578947,0.4111111111111111
A069_2,A069,2,0.5263157894736842,0.39444444444444443
A069_3,A069,3,0.7368421052631579,0.49444444444444446
A069_4,A069,4,0.5263157894736842,0.3611111111111111
A070_1,A070,1,0.7894736842105263,0.7555555555555555
A070_2,A070,2,0.8421052631578947,0.6
A070_3,A070,3,0.6842105263157895,0.5055555555555555
A070_4,A070,4,0.6842105263157895,0.38333333333333336
A071_1,A071,1,0.8947368421052632,0.7333333333333333
A071_2,A071,2,0.8421052631578947,0.6888888888888889
A071_3,A071,3,0.47368421052631576,0.5444444444444444
A071_4,A071,4,0.6842105263157895,0.6111111111111112
A072_1,A072,1,0.8947368421052632,0.7555555555555555
A072_2,A072,2,0.6842105263157895,0.7222222222222222
A072_3,A072,3,0.5789473684210527,0.6277777777777778
A072_4,A072,4,0.5789473684210527,0.7
A073_1,A073,1,0.7894736842105263,0.7055555555555556
A073_2,A073,2,0.5263157894736842,0.5722222222222222
A073_3,A073,3,0.6842105263157895,0.6222222222222222
A073_4,A073,4,0.7894736842105263,0.7333333333333333
A074_1,A074,1,0.8421052631578947,0.8
A074_2,A074,2,0.5263157894736842,0.6944444444444444
A074_3,A074,3,0.47368421052631576,0.55
A074_4,A074,4,0.47368421052631576,0.5
A075_1,A075,1,0.631578947368421,0.7333333333333333
A075_2,A075,2,0.7368421052631579,0.6777777777777778
A075_3,A075,3,0.5263157894736842,0.3
A075_4,A075,4,0.5789473684210527,0.5277777777777778
A076_1,A076,1,0.6842105263157895,0.5388888888888889
A076_2,A076,2,0.6842105263157895,0.5
A076_3,A076,3,0.3684210526315789,0.4777777777777778
A076_4,A076,4,0.21052631578947367,0.3055555555555556
A077_1,A077,1,0.9473684210526315,0.7166666666666667
A077_2,A077,2,0.7894736842105263,0.5833333333333334
A077_3,A077,3,0.7894736842105263,0.5944444444444444
A077_4,A077,4,0.8947368421052632,0.7277777777777777
A078_1,A078,1,0.7368421052631579,0.6611111111111111
A078_2,A078,2,0.7368421052631579,0.6
A078_3,A078,3,0.5789473684210527,0.5111111111111111
A078_4,A078,4,0.7368421052631579,0.39444444444444443
A079_1,A079,1,0.6842105263157895,0.7722222222222223
A079_2,A079,2,0.5789473684210527,0.5888888888888889
A079_3,A079,3,0.5263157894736842,0.5111111111111111
A079_4,A079,4,0.5789473684210527,0.46111111111111114
A080_1,A080,1,0.7894736842105263,0.7222222222222222
A080_2,A080,2,0.8421052631578947,0.7055555555555556
A080_3,A080,3,0.8421052631578947,0.6166666666666667
A080_4,A080,4,0.5789473684210527,0.5277777777777778
A081_1,A081,1,0.7894736842105263,0.6388888888888888
A081_2,A081,2,0.631578947368421,0.6388888888888888
A081_3,A081,3,0.8421052631578947,0.7611111111111111
A081_4,A081,4,0.7894736842105263,0.6444444444444445
A082_1,A082,1,0.8947368421052632,0.6722222222222223
A082_2,A082,2,0.8947368421052632,0.7944444444444444
A082_3,A082,3,0.8421052631578947,0.5888888888888889
A082_4,A082,4,0.7894736842105263,0.6
A083_1,A083,1,0.8947368421052632,0.8444444444444444
A083_2,A083,2,0.8421052631578947,0.7111111111111111
A083_3,A083,3,0.7894736842105263,0.6111111111111112
A083_4,A083,4,0.5789473684210527,0.6444444444444445
A084_1,A084,1,0.7368421052631579,0.7611111111111111
A084_2,A084,2,0.47368421052631576,0.5944444444444444
A084_3,A084,3,0.7368421052631579,0.6555555555555556
A084_4,A084,4,0.6842105263157895,0.6388888888888888
A085_1,A085,1,0.631578947368421,0.6833333333333333
A085_2,A085,2,0.8421052631578947,0.8111111111111111
A085_3,A085,3,0.7894736842105263,0.6111111111111112
A085_4,A085,4,0.47368421052631576,0.5722222222222222
A086_1,A086,1,0.7894736842105263,0.7388888888888889
A086_2,A086,2,0.47368421052631576,0.6
A086_3,A086,3,0.47368421052631576,0.4
A086_4,A086,4,0.5789473684210527,0.37777777777777777
A087_1,A087,1,0.9473684210526315,0.8444444444444444
A087_2,A087,2,0.8421052631578947,0.7944444444444444
A087_3,A087,3,0.6842105263157895,0.5777777777777777
A087_4,A087,4,0.8947368421052632,0.5888888888888889
A088_1,A088,1,0.8421052631578947,0.8777777777777778
A088_2,A088,2,0.9473684210526315,0.9388888888888889
A088_3,A088,3,0.8421052631578947,0.7166666666666667
A088_4,A088,4,0.8421052631578947,0.7777777777777778
A089_1,A089,1,0.8947368421052632,0.8333333333333334
A089_2,A089,2,0.8421052631578947,0.7944444444444444
A089_3,A089,3,0.7894736842105263,0.75
A089_4,A089,4,0.6842105263157895,0.7777777777777778
A090_1,A090,1,0.8421052631578947,0.6944444444444444
A090_2,A090,2,0.5263157894736842,0.6
A090_3,A090,3,0.21052631578947367,0.4666666666666667
A090_4,A090,4,0.5789473684210527,0.4111111111111111
A091_1,A091,1,0.7894736842105263,0.7055555555555556
A091_2,A091,2,0.6842105263157895,0.6166666666666667
A091_3,A091,3,0.5263157894736842,0.5055555555555555
A091_4,A091,4,0.7368421052631579,0.4388888888888889
A092_1,A092,1,0.5789473684210527,0.5888888888888889
A092_2,A092,2,0.631578947368421,0.4888888888888889
A092_3,A092,3,0.5789473684210527,0.5888888888888889
A092_4,A092,4,0.3684210526315789,0.4722222222222222
A093_1,A093,1,0.7894736842105263,0.6777777777777778
A093_2,A093,2,0.8421052631578947,0.6277777777777778
A093_3,A093,3,0.9473684210526315,0.6888888888888889
A093_4,A093,4,0.7894736842105263,0.7333333333333333
A094_1,A094,1,0.6842105263157895,0.4444444444444444
A094_2,A094,2,0.6842105263157895,0.5444444444444444
A094_3,A094,3,0.47368421052631576,0.36666666666666664
A094_4,A094,4,0.631578947368421,0.4388888888888889
A095_1,A095,1,0.8947368421052632,0.8055555555555556
A095_2,A095,2,0.631578947368421,0.5555555555555556
A095_3,A095,3,0.631578947368421,0.5222222222222223
A095_4,A095,4,0.6842105263157895,0.4666666666666667
A096_1,A096,1,0.5789473684210527,0.5444444444444444
A096_2,A096,2,0.21052631578947367,0.5
A096_3,A096,3,0.3157894736842105,0.3333333333333333
A096_4,A096,4,0.42105263157894735,0.4444444444444444
A097_1,A097,1,0.8421052631578947,0.5944444444444444
A097_2,A097,2,0.631578947368421,0.5666666666666667
A097_3,A097,3,0.7894736842105263,0.7222222222222222
A097_4,A097,4,0.8421052631578947,0.6611111111111111
A098_1,A098,1,0.7894736842105263,0.7222222222222222
A098_2,A098,2,0.7368421052631579,0.6388888888888888
A098_3,A098,3,0.8421052631578947,0.7722222222222223
A098_4,A098,4,0.7894736842105263,0.4444444444444444
A099_1,A099,1,0.8421052631578947,0.7833333333333333
A099_2,A099,2,0.8421052631578947,0.8333333333333334
A099_3,A099,3,0.631578947368421,0.6111111111111112
A099_4,A099,4,0.6842105263157895,0.8111111111111111
A100_1,A100,1,0.6842105263157895,0.6055555555555555
A100_2,A100,2,1.0,0.7111111111111111
A100_3,A100,3,0.8947368421052632,0.6277777777777778
A100_4,A100,4,0.7894736842105263,0.5833333333333334
A101_1,A101,1,0.42105263157894735,0.48333333333333334
A101_2,A101,2,0.47368421052631576,0.5166666666666667
A101_3,A101,3,0.5263157894736842,0.35555555555555557
A101_4,A101,4,0.3684210526315789,0.4722222222222222
A102_1,A102,1,0.7368421052631579,0.6277777777777778
A102_2,A102,2,0.8947368421052632,0.75
A102_3,A102,3,0.631578947368421,0.55
A102_4,A102,4,0.7368421052631579,0.5166666666666667
A103_1,A103,1,0.9473684210526315,0.8611111111111112
A103_2,A103,2,0.6842105263157895,0.4444444444444444
A103_3,A103,3,0.3684210526315789,0.45555555555555555
A103_4,A103,4,0.631578947368421,0.4777777777777778
A104_1,A104,1,0.9473684210526315,0.8444444444444444
A104_2,A104,2,0.631578947368421,0.6166666666666667
A104_3,A104,3,0.8421052631578947,0.6555555555555556
A104_4,A104,4,0.3684210526315789,0.3333333333333333
A105_1,A105,1,0.8421052631578947,0.6666666666666666
A105_2,A105,2,0.7368421052631579,0.6944444444444444
A105_3,A105,3,0.7894736842105263,0.5666666666666667
A105_4,A105,4,0.6842105263157895,0.7277777777777777
A106_1,A106,1,1.0,0.7666666666666667
A106_2,A106,2,0.7368421052631579,0.6333333333333333
A106_3,A106,3,0.8947368421052632,0.6666666666666666
A106_4,A106,4,1.0,0.7444444444444445
A107_1,A107,1,0.631578947368421,0.5166666666666667
A107_2,A107,2,0.47368421052631576,0.4222222222222222
A107_3,A107,3,0.5263157894736842,0.4166666666666667
A107_4,A107,4,0.5263157894736842,0.3611111111111111
A108_1,A108,1,0.5263157894736842,0.6166666666666667
A108_2,A108,2,0.47368421052631576,0.4222222222222222
A108_3,A108,3,0.5263157894736842,0.6222222222222222
A108_4,A108,4,0.42105263157894735,0.45
A109_1,A109,1,0.6842105263157895,0.5
A109_2,A109,2,0.5263157894736842,0.45
A109_3,A109,3,0.7368421052631579,0.5
A109_4,A109,4,0.47368421052631576,0.3888888888888889
