UID,test,theta,TSVR_hours,Segment,Days_within,Time,Time_squared,Time_log
A086,3,-1.1229844,145.29,Late,3.80875,145.29,21109.1841,4.985590952989995
A086,4,-1.1456217,169.55,Late,4.819583333333334,169.55,28747.202500000003,5.139028508864655
A087,1,1.164813,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A087,2,1.112516,31.07,Early,1.2945833333333334,31.07,965.3449,3.4679210137050633
A087,3,-0.23325346,72.8,Late,0.7883333333333331,72.8,5299.839999999999,4.301358731606427
A087,4,0.27864328,144.2,Late,3.763333333333333,144.2,20793.639999999996,4.978112102390695
A088,1,2.00997,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A088,2,2.599694,24.25,Early,1.0104166666666667,24.25,588.0625,3.228826155721369
A088,3,0.43418288,74.91,Late,0.8762499999999998,74.91,5611.508099999999,4.3295484280286765
A088,4,1.1879628,149.93,Late,4.002083333333334,149.93,22479.004900000004,5.016816153171337
A089,1,1.6034564,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A089,2,0.9674698,32.14,Early,1.3391666666666666,32.14,1032.9796000000001,3.500741011998417
A089,3,0.524776,79.34,Late,1.0608333333333333,79.34,6294.8356,4.386267628931136
A089,4,0.3647498,146.96,Late,3.878333333333334,146.96,21597.2416,4.996941966964253
A090,1,0.20163605,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A090,2,-0.51139903,23.54,Early,0.9808333333333333,23.54,554.1315999999999,3.2003044392827653
A090,3,-1.5578265,95.42,Late,1.7308333333333332,95.42,9104.9764,4.568713648977476
A090,4,-1.1440647,144.07,Late,3.7579166666666666,144.07,20756.1649,4.977216384550811
A091,1,0.64397514,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A091,2,-0.25296763,22.2,Early,0.9249999999999999,22.2,492.84,3.1441522786722644
A091,3,-1.0806334,73.64,Late,0.8233333333333333,73.64,5422.8496000000005,4.312676556539088
A091,4,-0.80276793,142.61,Late,3.697083333333334,142.61,20337.612100000002,4.9671012920725275
A092,1,-0.28513366,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A092,2,-0.78696686,22.83,Early,0.9512499999999999,22.83,521.2089,3.170945291110651
A092,3,-0.45482323,71.31,Late,0.72625,71.31,5085.1161,4.28096243218686
A092,4,-1.3833519,146.16,Late,3.845,146.16,21362.7456,4.991520430236574
A093,1,0.56161565,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A093,2,0.19028424,22.09,Early,0.9204166666666667,22.09,487.9681,3.139399623366404
A093,3,0.67098945,70.22,Late,0.6808333333333332,70.22,4930.8484,4.265773677849632
A093,4,0.5149613,140.95,Late,3.6279166666666662,140.95,19866.902499999997,4.95547488291898
A094,1,-0.70889944,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A094,2,-0.17624284,22.98,Early,0.9575,22.98,528.0804,3.177220149599368
A094,3,-1.6861137,76.21,Late,0.9304166666666663,76.21,5807.964099999999,4.3465289823207245
A094,4,-1.1788263,149.99,Late,4.004583333333334,149.99,22497.0001,5.017213609456379
A095,1,1.5409168,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A095,2,-0.27584857,29.71,Early,1.2379166666666668,29.71,882.6841000000001,3.424588334452731
A095,3,-0.5608494,78.76,Late,1.0366666666666668,78.76,6203.137600000001,4.379022125653583
A095,4,-0.7580661,148.79,Late,3.9545833333333333,148.79,22138.464099999997,5.009234313180627
A096,1,-0.45961466,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A096,2,-1.2598481,24.49,Early,1.0204166666666665,24.49,599.7601,3.238286218388024
A096,3,-2.12857,71.19,Late,0.7212499999999998,71.19,5068.0161,4.279301532151069
A096,4,-1.4557325,143.66,Late,3.7408333333333332,143.66,20638.1956,4.974386161421135
A097,1,0.24293853,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A097,2,-0.5491651,24.37,Early,1.0154166666666666,24.37,593.8969000000001,3.2335673736111907
A097,3,0.7895957,70.83,Late,0.7062499999999998,70.83,5016.8889,4.27430221608671
A097,4,0.086306766,144.85,Late,3.7904166666666668,144.85,20981.5225,4.98257869631373
A098,1,0.6008492,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A098,2,0.3483601,25.77,Early,1.07375,25.77,664.0929,3.2872818575322613
A098,3,1.1610224,78.84,Late,1.04,78.84,6215.7456,4.380024632003209
A098,4,-0.6924288,146.29,Late,3.8504166666666664,146.29,21400.764099999997,4.992403432501452
A099,1,1.1219946,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A099,2,1.2483166,28.75,Early,1.1979166666666667,28.75,826.5625,3.392829131991639
A099,3,-0.21441267,78.57,Late,1.0287499999999996,78.57,6173.244899999999,4.3766371373894435
A099,4,0.8498486,143.51,Late,3.734583333333333,143.51,20595.120099999996,4.973348709310239
A100,1,-0.06985861,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A100,2,0.79101294,31.14,Early,1.2975,31.14,969.6996,3.4701013603093664
A100,3,0.2661362,75.34,Late,0.8941666666666667,75.34,5676.1156,4.3351970473170836
A100,4,0.06164612,146.8,Late,3.8716666666666675,146.8,21550.24,4.995860008514102
A101,1,-1.0356112,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A101,2,-0.70036155,29.12,Early,1.2133333333333334,29.12,847.9744000000001,3.405189402931693
A101,3,-1.5118189,75.21,Late,0.8887499999999996,75.21,5656.544099999999,4.333492687678026
A101,4,-1.1640573,150.22,Late,4.014166666666667,150.22,22566.0484,5.018735730130124
A102,1,-0.044223346,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A102,2,1.0700971,29.13,Early,1.2137499999999999,29.13,848.5568999999999,3.40552135314221
A102,3,-0.4782194,75.27,Late,0.8912499999999998,75.27,5665.572899999999,4.3342796761761475
A102,4,-0.5023084,150.41,Late,4.022083333333334,150.41,22623.1681,5.019991389020281
A103,1,1.7611793,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A103,2,-1.0142955,27.26,Early,1.1358333333333335,27.26,743.1076,3.3414473772563813
A103,3,-1.7227138,80.24,Late,1.098333333333333,80.24,6438.457599999999,4.397407736712184
A103,4,-0.96813315,149.72,Late,3.9933333333333336,149.72,22416.0784,5.015423810828053
A104,1,1.7474676,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A104,2,0.04523211,22.6,Early,0.9416666666666668,22.6,510.76000000000005,3.1612467120315646
A104,3,0.22338806,72.62,Late,0.7808333333333334,72.62,5273.664400000001,4.298916727950875
A104,4,-1.7777252,145.78,Late,3.829166666666667,145.78,21251.8084,4.9889348671169165
A105,1,0.61165696,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A105,2,0.47426346,22.77,Early,0.94875,22.77,518.4729,3.1684242813721024
A105,3,-0.23769371,69.46,Late,0.6491666666666663,69.46,4824.691599999999,4.255045172913092
A105,4,0.29649377,146.2,Late,3.8466666666666662,146.2,21374.439999999995,4.991792206294776
A106,1,1.1972102,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A106,2,0.124567874,22.64,Early,0.9433333333333334,22.64,512.5696,3.1629401925378975
A106,3,0.3480307,66.08,Late,0.5083333333333332,66.08,4366.5664,4.205885936955008
A106,4,1.0106606,147.13,Late,3.8854166666666665,147.13,21647.2369,4.998090266593961
A107,1,-0.71622896,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A107,2,-1.6166046,26.22,Early,1.0925,26.22,687.4884,3.30395199722332
A107,3,-1.0414004,71.45,Late,0.7320833333333333,71.45,5105.1025,4.282896668766692
A107,4,-1.2497748,145.95,Late,3.8362499999999997,145.95,21301.402499999997,4.990092392864926
A108,1,-0.4913459,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A108,2,-1.1094757,27.61,Early,1.1504166666666666,27.61,762.3121,3.3537563070620187
A108,3,-0.358304,68.96,Late,0.628333333333333,68.96,4755.481599999999,4.247923650150401
A108,4,-1.1333818,152.12,Late,4.093333333333334,152.12,23140.4944,5.031221927704644
A109,1,-0.25337747,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A109,2,-1.0994496,24.65,Early,1.0270833333333333,24.65,607.6225,3.2445435716167785
A109,3,-0.23198725,71.17,Late,0.7204166666666666,71.17,5065.168900000001,4.279024447084182
A109,4,-1.2962439,149.87,Late,3.9995833333333337,149.87,22461.016900000002,5.016418538851983
