UID,test,CTT_full_IFR,CTT_full_ICR,CTT_full_IRE
A067,T2,0.375,0.2916666666666667,0.4166666666666667
A067,T3,0.16666666666666666,0.3333333333333333,0.375
A067,T4,0.3333333333333333,0.25,0.25
A068,T1,0.5833333333333334,0.75,0.625
A068,T2,0.2916666666666667,0.5833333333333334,0.6666666666666666
A068,T3,0.4583333333333333,0.5833333333333334,0.5833333333333334
A068,T4,0.3333333333333333,0.5,0.5
A069,T1,0.2916666666666667,0.375,0.4583333333333333
A069,T2,0.20833333333333334,0.3333333333333333,0.5
A069,T3,0.2916666666666667,0.5,0.5
A069,T4,0.25,0.3333333333333333,0.20833333333333334
A070,T1,0.5416666666666666,0.7083333333333334,0.625
A070,T2,0.2916666666666667,0.5,0.5
A070,T3,0.4583333333333333,0.4166666666666667,0.4166666666666667
A070,T4,0.25,0.4166666666666667,0.4583333333333333
A071,T1,0.5833333333333334,0.5833333333333334,0.6666666666666666
A071,T2,0.5416666666666666,0.5,0.5833333333333334
A071,T3,0.2916666666666667,0.4583333333333333,0.4583333333333333
A071,T4,0.375,0.3333333333333333,0.375
A072,T1,0.5,0.7083333333333334,0.625
A072,T2,0.5416666666666666,0.625,0.7083333333333334
A072,T3,0.25,0.4166666666666667,0.5416666666666666
A072,T4,0.375,0.5416666666666666,0.4583333333333333
A073,T1,0.4166666666666667,0.5833333333333334,0.5833333333333334
A073,T2,0.4583333333333333,0.5,0.625
A073,T3,0.4166666666666667,0.625,0.6666666666666666
A073,T4,0.5,0.75,0.5416666666666666
A074,T1,0.4166666666666667,0.6666666666666666,0.7083333333333334
A074,T2,0.375,0.5,0.5833333333333334
A074,T3,0.4583333333333333,0.5,0.4166666666666667
A074,T4,0.375,0.375,0.375
A075,T1,0.25,0.7083333333333334,0.625
A075,T2,0.4583333333333333,0.5833333333333334,0.5416666666666666
A075,T3,0.375,0.2916666666666667,0.2916666666666667
A075,T4,0.20833333333333334,0.3333333333333333,0.4583333333333333
A076,T1,0.3333333333333333,0.4583333333333333,0.5
A076,T2,0.2916666666666667,0.375,0.4166666666666667
A076,T3,0.2916666666666667,0.2916666666666667,0.375
A076,T4,0.25,0.25,0.375
A077,T1,0.7916666666666666,0.6666666666666666,0.6666666666666666
A077,T2,0.4583333333333333,0.4583333333333333,0.4166666666666667
A077,T3,0.3333333333333333,0.5,0.4166666666666667
A077,T4,0.4583333333333333,0.5,0.5
A078,T1,0.25,0.4583333333333333,0.5
A078,T2,0.5,0.5416666666666666,0.5416666666666666
A078,T3,0.3333333333333333,0.4166666666666667,0.375
A078,T4,0.25,0.4583333333333333,0.3333333333333333
A079,T1,0.4166666666666667,0.6666666666666666,0.6666666666666666
A079,T2,0.4583333333333333,0.4583333333333333,0.375
A079,T3,0.4166666666666667,0.375,0.4583333333333333
A079,T4,0.25,0.4583333333333333,0.3333333333333333
A080,T1,0.4583333333333333,0.5416666666666666,0.7083333333333334
A080,T2,0.5,0.5833333333333334,0.5833333333333334
A080,T3,0.5,0.6666666666666666,0.5416666666666666
A080,T4,0.3333333333333333,0.375,0.3333333333333333
A081,T1,0.375,0.5416666666666666,0.6666666666666666
A081,T2,0.4583333333333333,0.5833333333333334,0.5833333333333334
A081,T3,0.4166666666666667,0.6666666666666666,0.5833333333333334
A081,T4,0.625,0.4166666666666667,0.5416666666666666
A082,T1,0.5416666666666666,0.625,0.5833333333333334
A082,T2,0.5833333333333334,0.625,0.6666666666666666
A082,T3,0.375,0.6666666666666666,0.5833333333333334
A082,T4,0.3333333333333333,0.5,0.5
A083,T1,0.625,0.6666666666666666,0.75
A083,T2,0.4583333333333333,0.4583333333333333,0.625
A083,T3,0.3333333333333333,0.5416666666666666,0.4583333333333333
A083,T4,0.5416666666666666,0.625,0.7083333333333334
A084,T1,0.5,0.6666666666666666,0.7083333333333334
A084,T2,0.2916666666666667,0.5,0.5833333333333334
A084,T3,0.4583333333333333,0.5,0.5
A084,T4,0.5416666666666666,0.5416666666666666,0.5
A085,T1,0.3333333333333333,0.5,0.625
A085,T2,0.5833333333333334,0.7083333333333334,0.5833333333333334
A085,T3,0.5,0.5,0.4583333333333333
A085,T4,0.25,0.4166666666666667,0.4166666666666667
A086,T1,0.4166666666666667,0.625,0.625
A086,T2,0.3333333333333333,0.625,0.7083333333333334
A086,T3,0.25,0.3333333333333333,0.4166666666666667
A086,T4,0.25,0.4583333333333333,0.4166666666666667
A087,T1,0.625,0.6666666666666666,0.7083333333333334
A087,T2,0.5833333333333334,0.6666666666666666,0.6666666666666666
A087,T3,0.4583333333333333,0.5,0.5416666666666666
A087,T4,0.5,0.4166666666666667,0.4583333333333333
A088,T1,0.5416666666666666,0.75,0.75
A088,T2,0.7083333333333334,0.7916666666666666,0.8333333333333334
A088,T3,0.5416666666666666,0.5833333333333334,0.5
A088,T4,0.625,0.75,0.7083333333333334
A089,T1,0.625,0.8333333333333334,0.75
A089,T2,0.625,0.5833333333333334,0.5833333333333334
A089,T3,0.4166666666666667,0.625,0.5833333333333334
A089,T4,0.4166666666666667,0.5416666666666666,0.5416666666666666
A090,T1,0.5416666666666666,0.4166666666666667,0.6666666666666666
A090,T2,0.3333333333333333,0.3333333333333333,0.5
A090,T3,0.2916666666666667,0.375,0.2916666666666667
A090,T4,0.16666666666666666,0.4583333333333333,0.375
A091,T1,0.4583333333333333,0.6666666666666666,0.5833333333333334
A091,T2,0.375,0.5,0.5
A091,T3,0.20833333333333334,0.4166666666666667,0.4166666666666667
A091,T4,0.3333333333333333,0.4166666666666667,0.4166666666666667
A092,T1,0.20833333333333334,0.5416666666666666,0.4166666666666667
A092,T2,0.3333333333333333,0.375,0.375
A092,T3,0.3333333333333333,0.4166666666666667,0.375
A092,T4,0.25,0.4166666666666667,0.4166666666666667
A093,T1,0.5,0.625,0.625
A093,T2,0.5833333333333334,0.5416666666666666,0.5833333333333334
A093,T3,0.625,0.5416666666666666,0.5833333333333334
A093,T4,0.4166666666666667,0.5,0.375
A094,T1,0.16666666666666666,0.5416666666666666,0.3333333333333333
A094,T2,0.25,0.5,0.4583333333333333
A094,T3,0.2916666666666667,0.3333333333333333,0.375
A094,T4,0.3333333333333333,0.3333333333333333,0.3333333333333333
A095,T1,0.4583333333333333,0.75,0.625
A095,T2,0.375,0.5833333333333334,0.5833333333333334
A095,T3,0.2916666666666667,0.4583333333333333,0.5416666666666666
A095,T4,0.2916666666666667,0.4583333333333333,0.5
A096,T1,0.25,0.4166666666666667,0.4583333333333333
A096,T2,0.16666666666666666,0.375,0.4166666666666667
A096,T3,0.3333333333333333,0.16666666666666666,0.2916666666666667
A096,T4,0.4166666666666667,0.2916666666666667,0.16666666666666666
A097,T1,0.4166666666666667,0.4166666666666667,0.5833333333333334
A097,T2,0.375,0.4583333333333333,0.5416666666666666
A097,T3,0.375,0.4583333333333333,0.4583333333333333
A097,T4,0.4166666666666667,0.4583333333333333,0.4166666666666667
A098,T1,0.4583333333333333,0.625,0.6666666666666666
A098,T2,0.4166666666666667,0.5,0.5416666666666666
A098,T3,0.5,0.625,0.7083333333333334
A098,T4,0.20833333333333334,0.4166666666666667,0.4583333333333333
A099,T1,0.5,0.75,0.7083333333333334
A099,T2,0.5,0.6666666666666666,0.5416666666666666
A099,T3,0.4583333333333333,0.625,0.6666666666666666
A099,T4,0.5833333333333334,0.625,0.7083333333333334
A100,T1,0.375,0.5833333333333334,0.4583333333333333
A100,T2,0.5416666666666666,0.625,0.7083333333333334
A100,T3,0.5416666666666666,0.5833333333333334,0.5
A100,T4,0.3333333333333333,0.5416666666666666,0.4583333333333333
A101,T1,0.20833333333333334,0.5416666666666666,0.5833333333333334
A101,T2,0.25,0.5833333333333334,0.3333333333333333
A101,T3,0.20833333333333334,0.3333333333333333,0.3333333333333333
A101,T4,0.25,0.4583333333333333,0.4166666666666667
A102,T1,0.375,0.5,0.625
A102,T2,0.5416666666666666,0.625,0.625
A102,T3,0.375,0.4166666666666667,0.5833333333333334
A102,T4,0.3333333333333333,0.5416666666666666,0.4583333333333333
A103,T1,0.5833333333333334,0.7083333333333334,0.75
A103,T2,0.4583333333333333,0.4583333333333333,0.4583333333333333
A103,T3,0.2916666666666667,0.4166666666666667,0.5416666666666666
A103,T4,0.4166666666666667,0.375,0.4583333333333333
A104,T1,0.5833333333333334,0.7083333333333334,0.625
A104,T2,0.375,0.625,0.7083333333333334
A104,T3,0.2916666666666667,0.5,0.6666666666666666
A104,T4,0.08333333333333333,0.3333333333333333,0.3333333333333333
A105,T1,0.5416666666666666,0.6666666666666666,0.6666666666666666
A105,T2,0.5416666666666666,0.625,0.5416666666666666
A105,T3,0.3333333333333333,0.5,0.4583333333333333
A105,T4,0.375,0.5416666666666666,0.5833333333333334
A106,T1,0.5833333333333334,0.625,0.6666666666666666
A106,T2,0.4583333333333333,0.5416666666666666,0.4583333333333333
A106,T3,0.5416666666666666,0.5833333333333334,0.625
A106,T4,0.5416666666666666,0.5833333333333334,0.6666666666666666
A107,T1,0.20833333333333334,0.375,0.5833333333333334
A107,T2,0.3333333333333333,0.3333333333333333,0.2916666666666667
A107,T3,0.25,0.4166666666666667,0.4166666666666667
A107,T4,0.3333333333333333,0.2916666666666667,0.25
A108,T1,0.3333333333333333,0.2916666666666667,0.625
A108,T2,0.20833333333333334,0.5,0.375
A108,T3,0.4166666666666667,0.5,0.7083333333333334
A108,T4,0.20833333333333334,0.3333333333333333,0.20833333333333334
A109,T1,0.4166666666666667,0.4166666666666667,0.4166666666666667
A109,T2,0.20833333333333334,0.3333333333333333,0.4583333333333333
A109,T3,0.5,0.5,0.3333333333333333
A109,T4,0.25,0.20833333333333334,0.375
