UID,test,location_type,irt_theta,ctt_mean_score
A056,2,destination,-0.7365116,0.2333333333333333
A056,3,destination,-0.72254777,0.45
A056,4,destination,-0.8596302,0.3166666666666666
A057,1,destination,-1.0518757,0.2666666666666666
A057,2,destination,-0.60083723,0.2833333333333333
A057,3,destination,-0.51274824,0.3
A057,4,destination,-0.13473281,0.3166666666666666
A058,1,destination,1.7332748,0.7666666666666667
A058,2,destination,-0.17271782,0.3833333333333333
A058,3,destination,0.67109835,0.5166666666666667
A058,4,destination,-0.9756075,0.3166666666666666
A059,1,destination,1.5626048,0.7
A059,2,destination,0.07206453,0.5166666666666667
A059,3,destination,2.0409064,0.8833333333333333
A059,4,destination,-0.5772869,0.2833333333333333
A060,1,destination,-0.1530542,0.4333333333333333
A060,2,destination,0.33590585,0.5
A060,3,destination,0.16965349,0.5333333333333333
A060,4,destination,-0.7229297,0.45
A061,1,destination,2.0403898,0.8833333333333333
A061,2,destination,0.77201295,0.7666666666666667
A061,3,destination,1.5962133,0.6666666666666666
A061,4,destination,0.7794881,0.7833333333333333
A062,1,destination,0.75087893,0.6
A062,2,destination,1.0081036,0.6333333333333333
A062,3,destination,-0.41625023,0.2333333333333333
A062,4,destination,-0.7022192,0.3166666666666666
A063,1,destination,0.42942187,0.6333333333333333
A063,2,destination,0.9230828,0.6666666666666666
A063,3,destination,-1.0528466,0.1166666666666666
A063,4,destination,-0.95782745,0.35
A064,1,destination,0.37014112,0.6333333333333333
A064,2,destination,0.15088972,0.4
A064,3,destination,0.4945773,0.4
A064,4,destination,-1.064075,0.4166666666666667
A065,1,destination,-0.9370374,0.3166666666666666
A065,2,destination,-0.42273253,0.3
A065,3,destination,0.12489203,0.5333333333333333
A065,4,destination,-1.0915083,0.2333333333333333
A066,1,destination,0.03757501,0.35
A066,2,destination,-0.42152458,0.35
A066,3,destination,-0.91012734,0.2
A066,4,destination,-1.2444345,0.1
A067,1,destination,-0.3772701,0.2833333333333333
A067,2,destination,-0.75470644,0.4333333333333333
A067,3,destination,-0.75410956,0.3666666666666666
A067,4,destination,-1.4940736,0.3333333333333333
A068,1,destination,1.4733075,0.7333333333333333
A068,2,destination,-0.34633532,0.3666666666666666
A068,3,destination,-0.3125315,0.2
A068,4,destination,-0.21757181,0.3333333333333333
A069,1,destination,-0.18573126,0.5666666666666667
A069,2,destination,-0.75497293,0.3166666666666666
A069,3,destination,-0.45664144,0.3666666666666666
A069,4,destination,-0.621072,0.5
A070,1,destination,-0.025029317,0.4833333333333333
A070,2,destination,-0.7115501,0.25
A070,3,destination,-0.60091597,0.45
A070,4,destination,-0.9432329,0.3833333333333333
A071,1,destination,-0.09704123,0.3333333333333333
A071,2,destination,-0.43790084,0.3333333333333333
A071,3,destination,-0.8310883,0.4333333333333333
A071,4,destination,-0.20154567,0.3
A072,1,destination,0.6814234,0.5666666666666667
A072,2,destination,1.7074885,0.6833333333333333
A072,3,destination,0.09480323,0.6833333333333333
A072,4,destination,0.58196443,0.7
A073,1,destination,0.30522674,0.4166666666666667
A073,2,destination,-0.94399035,0.3666666666666666
A073,3,destination,-0.27342725,0.4833333333333333
A073,4,destination,1.1537054,0.6
A074,1,destination,0.39766553,0.5666666666666667
A074,2,destination,-0.40341347,0.4166666666666667
A074,3,destination,1.1376537,0.65
A074,4,destination,0.26247647,0.5
A075,1,destination,0.07384318,0.4
A075,2,destination,0.8610925,0.5166666666666667
A075,3,destination,-1.4018217,0.2333333333333333
A075,4,destination,-0.09748435,0.4666666666666667
A076,1,destination,-0.5232532,0.3
A076,2,destination,-1.1163836,0.2
A076,3,destination,-0.5196874,0.3
A076,4,destination,-1.266146,0.1833333333333333
A077,1,destination,-0.5821275,0.2666666666666666
A077,2,destination,-0.5422168,0.3333333333333333
A077,3,destination,-0.26786017,0.3
A077,4,destination,0.8029541,0.5166666666666667
A078,1,destination,-0.27483156,0.45
A078,2,destination,0.06392656,0.5166666666666667
A078,3,destination,0.34884748,0.5833333333333334
A078,4,destination,-1.3704203,0.3
A079,1,destination,1.3273735,0.75
A079,2,destination,-0.2008887,0.4
A079,3,destination,-0.19927017,0.5
A079,4,destination,-0.95253634,0.2833333333333333
A080,1,destination,-0.1154154,0.4666666666666667
A080,2,destination,0.10268697,0.45
A080,3,destination,1.1151272,0.65
A080,4,destination,-0.40745336,0.4166666666666667
A081,1,destination,0.6662004,0.4666666666666667
A081,2,destination,-0.9717388,0.2666666666666666
A081,3,destination,1.2064252,0.7166666666666667
A081,4,destination,1.4606197,0.8
A082,1,destination,-0.6594405,0.3333333333333333
A082,2,destination,1.5764099,0.7666666666666667
A082,3,destination,-0.7732746,0.2166666666666666
A082,4,destination,0.112550795,0.5166666666666667
A083,1,destination,1.6751546,0.65
A083,2,destination,-0.3237374,0.35
A083,3,destination,-0.8224563,0.2166666666666666
A083,4,destination,0.76563764,0.6
A084,1,destination,0.089948215,0.6166666666666667
A084,2,destination,-0.3887303,0.4666666666666667
A084,3,destination,0.41099674,0.5833333333333334
A084,4,destination,1.1264467,0.65
A085,1,destination,-0.025167516,0.55
A085,2,destination,0.58357966,0.5
A085,3,destination,-0.9434278,0.4333333333333333
A085,4,destination,0.36916238,0.6
A086,1,destination,1.2463102,0.6
A086,2,destination,0.35159728,0.5666666666666667
A086,3,destination,-0.7232066,0.2666666666666666
A086,4,destination,-1.2129464,0.1
A087,1,destination,1.1479511,0.85
A087,2,destination,0.62924254,0.6666666666666666
A087,3,destination,0.6483832,0.6
A087,4,destination,-0.5654962,0.35
A088,1,destination,1.5717645,0.8
A088,2,destination,2.250928,0.9333333333333332
A088,3,destination,-0.11962351,0.55
A088,4,destination,1.3004314,0.8
A089,1,destination,1.5398204,0.6833333333333333
A089,2,destination,0.37108445,0.4833333333333333
A089,3,destination,-0.0014881843,0.6
A089,4,destination,0.8214839,0.7
A090,1,destination,-0.3088941,0.5166666666666667
A090,2,destination,-0.2992866,0.3833333333333333
A090,3,destination,-0.48725727,0.3833333333333333
A090,4,destination,0.14262137,0.45
A091,1,destination,1.1371102,0.5666666666666667
A091,2,destination,0.2593088,0.4333333333333333
A091,3,destination,-0.6923325,0.4
A091,4,destination,0.056037232,0.3
A092,1,destination,-0.4201831,0.4333333333333333
A092,2,destination,-0.90574074,0.3333333333333333
A092,3,destination,-1.0292109,0.3666666666666666
A092,4,destination,-0.44239357,0.3833333333333333
A093,1,destination,0.97299176,0.6666666666666666
A093,2,destination,-0.6046585,0.1666666666666666
A093,3,destination,-0.8998102,0.2333333333333333
A093,4,destination,-0.7954494,0.2333333333333333
A094,1,destination,-1.036037,0.35
A094,2,destination,-0.29982325,0.3333333333333333
A094,3,destination,-1.0888739,0.3166666666666666
A094,4,destination,-1.2646453,0.35
A095,1,destination,1.3578781,0.6
A095,2,destination,-0.8642308,0.2666666666666666
A095,3,destination,-0.6406247,0.25
A095,4,destination,-0.86643106,0.2833333333333333
A096,1,destination,-0.46724647,0.4166666666666667
A096,2,destination,-0.4302919,0.35
A096,3,destination,-0.7520156,0.35
A096,4,destination,0.013857826,0.45
A097,1,destination,-0.12557247,0.3833333333333333
A097,2,destination,0.08058321,0.5666666666666667
A097,3,destination,-0.33748123,0.5
A097,4,destination,-0.29173175,0.4833333333333333
A098,1,destination,0.36816895,0.4333333333333333
A098,2,destination,1.0905981,0.65
A098,3,destination,0.41594142,0.4333333333333333
A098,4,destination,-0.75626916,0.2666666666666666
A099,1,destination,1.5832982,0.7666666666666667
A099,2,destination,-0.39603183,0.3666666666666666
A099,3,destination,-0.024725638,0.4666666666666667
A099,4,destination,1.3247222,0.6166666666666667
A100,1,destination,-0.6996861,0.2666666666666666
A100,2,destination,1.1456058,0.5166666666666667
A100,3,destination,0.24805592,0.4
A100,4,destination,-1.136643,0.2
A101,1,destination,0.8865688,0.5833333333333334
A101,2,destination,-0.23393802,0.5
A101,3,destination,-0.978317,0.2666666666666666
A101,4,destination,0.17299545,0.5166666666666667
A102,1,destination,0.20968845,0.4666666666666667
A102,2,destination,0.24436091,0.5166666666666667
A102,3,destination,0.012451167,0.3833333333333333
A102,4,destination,-1.0560108,0.2166666666666666
A103,1,destination,1.2595557,0.7333333333333333
A103,2,destination,-0.42329043,0.3333333333333333
A103,3,destination,0.97105753,0.6166666666666667
A103,4,destination,-0.8396413,0.4
A104,1,destination,0.06332143,0.5
A104,2,destination,0.2064909,0.35
A104,3,destination,1.1526464,0.7
A104,4,destination,-1.420157,0.2166666666666666
A105,1,destination,1.0632366,0.5666666666666667
A105,2,destination,0.89520895,0.6
A105,3,destination,0.023725206,0.5
A105,4,destination,0.6975893,0.55
A106,1,destination,1.2047487,0.6
A106,2,destination,0.13819233,0.55
A106,3,destination,0.28499973,0.5
A106,4,destination,0.24336678,0.5666666666666667
A107,1,destination,-0.26651132,0.3333333333333333
A107,2,destination,-1.135201,0.1833333333333333
A107,3,destination,-1.1414355,0.3
A107,4,destination,-1.0968966,0.2
A108,1,destination,-0.17483757,0.5
A108,2,destination,-0.8555178,0.3
A108,3,destination,0.98977315,0.6833333333333333
A108,4,destination,-0.94147485,0.1666666666666666
A109,1,destination,-0.8293198,0.2666666666666666
A109,2,destination,-1.0111979,0.4166666666666667
A109,3,destination,-1.1678147,0.1333333333333333
A109,4,destination,-0.6777049,0.2833333333333333
A010,1,source,1.623562,0.9558823529411764
A010,2,source,0.09898508,0.6764705882352942
A010,3,source,-0.5057274,0.6470588235294118
A010,4,source,0.5918101,0.8970588235294118
A011,1,source,0.12731029,0.7058823529411765
A011,2,source,-0.20856883,0.75
A011,3,source,-0.8450841,0.5
A011,4,source,-0.13091515,0.7058823529411765
A012,1,source,1.0843484,0.9705882352941176
A012,2,source,-0.13956255,0.5882352941176471
A012,3,source,1.1480632,0.9411764705882352
A012,4,source,-0.95036143,0.4852941176470588
A013,1,source,-0.15501398,0.7205882352941176
A013,2,source,-0.8239752,0.5588235294117647
A013,3,source,0.5210637,0.7647058823529411
A013,4,source,-1.5770361,0.3529411764705882
A014,1,source,0.47304404,0.7058823529411765
A014,2,source,1.1207099,0.9411764705882352
A014,3,source,0.04152508,0.6911764705882353
A014,4,source,-1.1226914,0.5735294117647058
A015,1,source,1.200968,0.9264705882352942
A015,2,source,1.5226954,0.9705882352941176
A015,3,source,1.1774372,0.9411764705882352
A015,4,source,-0.10652651,0.7352941176470589
A016,1,source,1.356192,1.0
A016,2,source,1.3373035,0.9117647058823528
A016,3,source,-0.013329637,0.7205882352941176
A016,4,source,-1.0709041,0.5588235294117647
A017,1,source,-0.2286647,0.6764705882352942
A017,2,source,0.8418083,0.8970588235294118
A017,3,source,0.1830041,0.7647058823529411
A017,4,source,1.0870038,0.9705882352941176
A018,1,source,0.9366276,0.7794117647058824
A018,2,source,0.34145153,0.7794117647058824
A018,3,source,-0.39613545,0.5588235294117647
A018,4,source,0.23495352,0.6911764705882353
A019,1,source,-0.8907665,0.6176470588235294
A019,2,source,-0.8944451,0.4411764705882353
A019,3,source,-0.5290039,0.5882352941176471
A019,4,source,-1.2386124,0.3676470588235294
A020,1,source,0.35700476,0.7352941176470589
A020,2,source,0.35810092,0.7647058823529411
A020,3,source,-0.56137884,0.5147058823529411
A020,4,source,-1.6343551,0.3088235294117647
A021,1,source,1.2139407,0.9705882352941176
A021,2,source,-0.017297959,0.7941176470588235
A021,3,source,0.36036015,0.8529411764705882
A021,4,source,1.0062183,0.8823529411764706
A022,1,source,0.1581856,0.8235294117647058
A022,2,source,0.90218073,0.8676470588235294
A022,3,source,0.64592147,0.7941176470588235
A022,4,source,0.74378496,0.8823529411764706
A023,1,source,0.8170031,0.8529411764705882
A023,2,source,0.5076978,0.7941176470588235
A023,3,source,0.6582759,0.8235294117647058
A023,4,source,-0.32591987,0.5294117647058824
A024,1,source,0.31113845,0.8823529411764706
A024,2,source,0.54446435,0.8529411764705882
A024,3,source,-0.2945651,0.5588235294117647
A024,4,source,-1.4681152,0.2794117647058823
A025,1,source,1.0412298,0.8676470588235294
A025,2,source,1.480383,0.9411764705882352
A025,3,source,0.13729797,0.7647058823529411
A025,4,source,-0.3094319,0.6323529411764706
A026,1,source,0.8561924,0.8235294117647058
A026,2,source,-0.1953155,0.5735294117647058
A026,3,source,0.7336966,0.8970588235294118
A026,4,source,-0.42854974,0.5882352941176471
A027,1,source,0.59530455,0.7941176470588235
A027,2,source,0.7602098,0.8088235294117647
A027,3,source,-0.47716057,0.5588235294117647
A027,4,source,-0.4226555,0.5735294117647058
A028,1,source,1.1920228,0.8529411764705882
A028,2,source,-0.37323314,0.75
A028,3,source,0.4525285,0.7352941176470589
A028,4,source,-1.4747403,0.3529411764705882
A029,1,source,1.4011933,1.0
A029,2,source,0.22787775,0.75
A029,3,source,1.1538624,0.9411764705882352
A029,4,source,-0.056302976,0.7647058823529411
A030,1,source,0.77168596,0.8529411764705882
A030,2,source,1.0246594,0.9411764705882352
A030,3,source,0.54660773,0.8088235294117647
A030,4,source,1.3088306,0.9411764705882352
A031,1,source,1.2707294,0.9117647058823528
A031,2,source,-0.06876846,0.7352941176470589
A031,3,source,-0.23774107,0.6323529411764706
A031,4,source,-1.0014096,0.4705882352941176
A032,1,source,0.95065767,0.9117647058823528
A032,2,source,-0.558087,0.5588235294117647
A032,3,source,0.03167592,0.6617647058823529
A032,4,source,1.2263699,0.8970588235294118
A033,1,source,0.01302593,0.7794117647058824
A033,2,source,0.11565804,0.7352941176470589
A033,3,source,1.0797325,0.9117647058823528
A033,4,source,-0.57237154,0.7205882352941176
A034,1,source,1.4213097,0.9558823529411764
A034,2,source,1.3198788,0.9117647058823528
A034,3,source,0.29753846,0.7941176470588235
A034,4,source,0.2194541,0.7647058823529411
A035,1,source,-0.58022076,0.4117647058823529
A035,2,source,0.94498247,0.8382352941176471
A035,3,source,-0.67052317,0.5882352941176471
A035,4,source,-1.0736576,0.4705882352941176
A036,1,source,0.56033707,0.8382352941176471
A036,2,source,0.11009441,0.7941176470588235
A036,3,source,-0.44275582,0.5588235294117647
A036,4,source,-1.2420775,0.4117647058823529
A037,1,source,0.971286,0.8823529411764706
A037,2,source,0.94823486,0.8529411764705882
A037,3,source,0.0045165215,0.6470588235294118
A037,4,source,-0.5205274,0.7058823529411765
A038,1,source,0.71647024,0.8529411764705882
A038,2,source,-0.52280927,0.7058823529411765
A038,3,source,1.3734354,0.9411764705882352
A038,4,source,-0.27067098,0.6323529411764706
A039,1,source,1.3928413,1.0
A039,2,source,0.31963685,0.7941176470588235
A039,3,source,1.0655857,0.8382352941176471
A039,4,source,0.74151385,0.8529411764705882
A040,1,source,-0.46198902,0.6029411764705882
A040,2,source,-0.335709,0.6911764705882353
A040,3,source,-1.4675875,0.3823529411764705
A040,4,source,-1.0677122,0.3823529411764705
A041,1,source,1.079175,0.8970588235294118
A041,2,source,-1.0853513,0.5735294117647058
A041,3,source,-0.1782166,0.6470588235294118
A041,4,source,0.9023358,0.8823529411764706
A042,1,source,-0.5589121,0.5294117647058824
A042,2,source,-1.3708228,0.4264705882352941
A042,3,source,-0.8300745,0.5
A042,4,source,-1.5882493,0.3676470588235294
A043,1,source,0.66669923,0.8529411764705882
A043,2,source,0.21157885,0.8235294117647058
A043,3,source,-0.3631573,0.6764705882352942
A043,4,source,-0.15410642,0.6470588235294118
A044,1,source,-0.77502024,0.4558823529411764
A044,2,source,-0.4404797,0.5147058823529411
A044,3,source,-1.4569299,0.4117647058823529
A044,4,source,-1.2631737,0.3676470588235294
A045,1,source,-0.5580017,0.5588235294117647
A045,2,source,-0.8744425,0.5
A045,3,source,-0.7973534,0.4558823529411764
A045,4,source,-0.57261163,0.5
A046,1,source,-0.6971506,0.5735294117647058
A046,2,source,-1.4928403,0.3235294117647059
A046,3,source,-1.7452676,0.4558823529411764
A046,4,source,-0.63528097,0.5882352941176471
A047,1,source,-0.35001668,0.6029411764705882
A047,2,source,-0.16671039,0.5735294117647058
A047,3,source,-1.3709793,0.4705882352941176
A047,4,source,-1.6715268,0.2647058823529412
A048,1,source,1.1008136,0.8823529411764706
A048,2,source,0.42243886,0.8235294117647058
A048,3,source,-0.026019838,0.6617647058823529
A048,4,source,-0.17341782,0.5588235294117647
A049,1,source,1.1971763,1.0
A049,2,source,-1.2098973,0.5588235294117647
A049,3,source,0.85623467,0.7941176470588235
A049,4,source,-0.14212708,0.6764705882352942
A050,1,source,0.004513393,0.7647058823529411
A050,2,source,-0.64157915,0.5441176470588235
A050,3,source,-0.91331995,0.5294117647058824
A050,4,source,-0.3250553,0.4558823529411764
A051,1,source,1.209352,0.8529411764705882
A051,2,source,-0.22324474,0.6176470588235294
A051,3,source,-0.78436285,0.5882352941176471
A051,4,source,-0.21998222,0.7205882352941176
A052,1,source,0.78120226,0.8823529411764706
A052,2,source,-0.19870977,0.6764705882352942
A052,3,source,0.39233577,0.7647058823529411
A052,4,source,-0.8431323,0.4264705882352941
A053,1,source,1.0110499,0.8676470588235294
A053,2,source,0.9028614,0.8529411764705882
A053,3,source,-0.8095616,0.5441176470588235
A053,4,source,-0.7212973,0.4705882352941176
A054,1,source,-0.009010122,0.7794117647058824
A054,2,source,1.0112917,0.9264705882352942
A054,3,source,1.1221242,0.9411764705882352
A054,4,source,1.0953832,0.9411764705882352
A055,1,source,-0.104547046,0.75
A055,2,source,0.97470355,0.8970588235294118
A055,3,source,-1.0984837,0.3529411764705882
A055,4,source,-1.8678097,0.2647058823529412
A056,1,source,0.7685593,0.8382352941176471
A056,2,source,-0.08752507,0.7058823529411765
A056,3,source,0.2292436,0.6911764705882353
A056,4,source,-1.4955524,0.5147058823529411
A057,1,source,0.12942022,0.8382352941176471
A057,2,source,-1.3945471,0.4558823529411764
A057,3,source,-0.56744486,0.5882352941176471
A057,4,source,-1.7203946,0.3235294117647059
A058,1,source,1.3013333,0.8529411764705882
A058,2,source,-0.7516616,0.5147058823529411
A058,3,source,0.24483971,0.7647058823529411
A058,4,source,-0.613019,0.5588235294117647
A059,1,source,0.78058815,0.8529411764705882
A059,2,source,0.78051406,0.8676470588235294
A059,3,source,1.2624742,0.8235294117647058
A059,4,source,0.8706269,0.8823529411764706
A060,1,source,-0.73423666,0.6029411764705882
A060,2,source,0.89305395,0.8823529411764706
A060,3,source,-0.4122879,0.6470588235294118
A060,4,source,0.5975928,0.8088235294117647
A061,1,source,1.7025199,0.9705882352941176
A061,2,source,0.41044217,0.8088235294117647
A061,3,source,0.69539714,0.7647058823529411
A061,4,source,-0.7289813,0.5588235294117647
A062,1,source,0.62293416,0.8235294117647058
A062,2,source,-0.07864903,0.5882352941176471
A062,3,source,-0.71697104,0.5588235294117647
A062,4,source,-0.91934156,0.5588235294117647
A063,1,source,1.103137,0.9117647058823528
A063,2,source,1.1051809,0.8823529411764706
A063,3,source,0.2864874,0.7205882352941176
A063,4,source,-0.9610751,0.5882352941176471
A064,1,source,0.73301834,0.8529411764705882
A064,2,source,1.187793,0.9705882352941176
A064,3,source,-0.08421605,0.6176470588235294
A064,4,source,-1.2915661,0.3823529411764705
A065,1,source,-1.3585184,0.3970588235294117
A065,2,source,-0.18607779,0.6911764705882353
A065,3,source,-1.534947,0.2941176470588235
A065,4,source,-1.4947524,0.3088235294117647
A066,1,source,-0.03744735,0.6911764705882353
A066,2,source,-0.48925865,0.5441176470588235
A066,3,source,-0.78109145,0.6617647058823529
A066,4,source,-1.5672717,0.4264705882352941
A067,1,source,0.33184186,0.7794117647058824
A067,2,source,-1.4980056,0.4558823529411764
A067,3,source,-1.2921559,0.4411764705882353
A067,4,source,-1.626856,0.2941176470588235
A068,1,source,1.1554995,0.9117647058823528
A068,2,source,-0.113646984,0.7058823529411765
A068,3,source,1.1442444,0.9705882352941176
A068,4,source,-0.48383042,0.7058823529411765
A069,1,source,-1.0576996,0.3088235294117647
