composite_ID,theta_Common,theta_Congruent,theta_Incongruent
A036_T1,-1.5120503,-0.8050126,-1.5617707
A036_T2,-2.3538072,-2.5525463,-1.7931703
A036_T3,-2.1430519,-1.1878074,-2.3487585
A036_T4,-2.464137,-2.115074,-2.2591488
A037_T1,0.021304155,-0.21583825,-0.0829327
A037_T2,-0.29204315,-0.8647373,-0.39432922
A037_T3,-0.833713,-0.54054016,-0.9148402
A037_T4,-0.9017182,-0.8579481,-0.8241759
A038_T1,-0.41689023,-0.13964333,-0.2604591
A038_T2,-0.06612973,-0.2690671,-0.5263967
A038_T3,-0.26191536,-0.42256626,-0.36746615
A038_T4,-0.1494768,-0.31882823,-0.41754243
A039_T1,0.04606813,-0.076283954,0.10311875
A039_T2,0.06751655,0.17347847,-0.02583759
A039_T3,-0.3234957,-0.42052573,-0.028886352
A039_T4,-0.57331944,-0.64879227,-0.3613406
A040_T1,-0.6803081,-0.27086848,-0.2806868
A040_T2,-0.41427943,-0.61941487,-0.5351386
A040_T3,-0.7175777,-0.73856413,-0.90037173
A040_T4,-0.8190462,-1.094913,-0.93064415
A041_T1,-0.010779982,0.026328545,-0.066298075
A041_T2,-0.48086694,-0.45549294,-0.44364613
A041_T3,-0.5167431,-0.32686973,-0.3703831
A041_T4,-0.07898983,-0.6809643,-0.32759312
A042_T1,-0.9334406,-0.6882061,-0.8585459
A042_T2,-1.0527481,-1.3154353,-1.0440209
A042_T3,-1.1168188,-0.9923472,-0.9215478
A042_T4,-1.0435822,-1.1589196,-1.3068376
A043_T1,0.1643919,0.12849581,0.18560928
A043_T2,-0.0024266364,0.107447416,0.16144574
A043_T3,-0.3027487,-0.022465402,-0.29392326
A043_T4,-0.826215,-0.1728015,-0.40472743
A044_T1,-1.4819484,-1.0854299,-0.9532756
A044_T2,-1.0400189,-1.0949403,-0.8823597
A044_T3,-1.4695228,-1.2463167,-1.1212108
A044_T4,-1.9270798,-2.41895,-1.546574
A045_T1,-0.9359746,-0.5244013,-0.42788658
A045_T2,-0.6580216,-0.7538953,-0.8124714
A045_T3,-0.42298278,-0.7975714,-0.53776765
A045_T4,-1.1237898,-1.0863767,-0.8981609
A046_T1,-0.9113336,-1.0043232,-0.6160174
A046_T2,-1.1981308,-0.77635866,-1.3370029
A046_T3,-2.1658566,-2.1562538,-1.3811461
A046_T4,-1.373417,-0.71030354,-1.1147553
A047_T1,-0.56552744,-0.84956115,-0.9227222
A047_T2,-0.93490225,-0.48030975,-1.006848
A047_T3,-1.6972852,-1.1750782,-1.4981879
A047_T4,-1.9098914,-2.5276344,-2.1297948
A048_T1,-0.40749374,-0.3538722,-0.24060644
A048_T2,-0.45462096,-0.66625273,-0.33101246
A048_T3,-0.55575866,-0.50338846,-0.39258203
A048_T4,-0.60425943,-0.6405863,-0.5330067
A049_T1,0.08177118,0.011668183,-0.09187181
A049_T2,-0.67195165,-0.45121825,-0.7277334
A049_T3,-0.58506674,-0.25443503,-0.37652382
A049_T4,-0.56061625,-0.4042595,-0.7472229
A050_T1,-0.31997022,-0.53834146,-0.0949954
A050_T2,-0.4005781,-0.51334876,-0.28916386
A050_T3,-1.0333242,-1.048395,-0.9606521
A050_T4,-1.106875,-1.0606136,-1.2247796
A051_T1,-0.1108271,-0.07600792,-0.041371163
A051_T2,-0.18552285,-0.26526073,-0.18676083
A051_T3,-0.76086634,-0.574192,-0.5675683
A051_T4,-0.6243035,-0.7457136,-0.7438079
A052_T1,-0.22485016,-0.48109597,-0.6164749
A052_T2,-0.42082825,-0.8777536,-0.58766717
A052_T3,-0.7195091,-0.8479793,-0.8227223
A052_T4,-0.37780705,-0.78419584,-1.071032
A053_T1,-0.2885017,-0.44445914,-0.21252027
A053_T2,-1.151551,-1.2639779,-1.2864738
A053_T3,-1.3463821,-1.3980162,-1.3044839
A053_T4,-1.4907095,-1.4724555,-1.1440738
A054_T1,-0.056274697,0.13166262,0.068720266
A054_T2,-0.26078853,-0.118331835,-0.48613167
A054_T3,-0.31726465,-0.26880553,-0.24306852
A054_T4,-0.14879209,-0.099199735,-0.26028132
A055_T1,-0.4624914,-0.31538782,-0.21577889
A055_T2,-0.8469799,-1.0363679,-0.57424486
A055_T3,-0.9266651,-0.77419794,-0.9679104
A055_T4,-1.1564229,-1.188435,-0.50649744
A056_T1,-0.37090066,-0.5355634,-0.647325
A056_T2,-0.90483737,-0.9403539,-0.9971318
A056_T3,-0.6239769,-0.7880958,-1.0614076
A056_T4,-0.94452196,-0.7892585,-1.3105538
A057_T1,-0.26362598,-0.3896469,-0.6534233
A057_T2,-0.54752463,-0.81025416,-0.3860979
A057_T3,-0.8209368,-0.8444249,-0.6926641
A057_T4,-1.2538073,-1.278879,-1.5332582
A058_T1,-0.3399614,-0.054483853,-0.31420785
A058_T2,-0.84075606,-0.5182321,-0.60790056
A058_T3,-0.62917006,-1.0639265,-0.3849926
A058_T4,-1.0041165,-1.3924044,-1.0403204
A059_T1,-0.4285835,-0.7449472,-0.6233207
A059_T2,-0.47496137,-0.73166466,-0.26237887
A059_T3,-0.35404447,-0.90465754,-0.86718345
A059_T4,-0.6274229,-0.52323824,-0.6763951
A060_T1,-0.74563795,-0.51184183,-0.5142394
A060_T2,-0.3368844,-0.53777605,-0.36191016
A060_T3,-0.34967044,-0.29484802,-0.3819131
A060_T4,-0.20497432,-0.18825707,-0.017627422
A061_T1,0.3947461,0.41440436,0.4517179
A061_T2,0.087225094,0.10480783,0.068051666
A061_T3,-0.2856871,-0.38525635,-0.20473945
A061_T4,-0.05185156,-0.100344546,-0.29580435
A062_T1,-0.20855646,-0.36575344,-0.2661164
A062_T2,-0.45205197,-0.6944889,-0.9833099
A062_T3,-1.1101943,-0.6133002,-0.95014405
A062_T4,-1.3933127,-1.6521478,-1.335821
A063_T1,-0.95948935,-0.92667735,-1.637714
A063_T2,-2.3416061,-1.7143731,-1.8140639
A063_T3,-2.0750527,-2.668865,-2.2087312
A063_T4,-2.173833,-2.2332935,-2.2615244
A064_T1,-0.2963664,-0.09474492,-0.35062373
A064_T2,-0.6476674,-0.520661,-0.41921464
A064_T3,-0.99105424,-0.49342424,-0.7839214
A064_T4,-0.5029341,-0.70117235,-0.7398189
A065_T1,-0.4977671,-0.68643713,-0.624274
A065_T2,-1.3151283,-1.8792081,-1.121759
A065_T3,-2.1409612,-2.309749,-2.1341271
A065_T4,-1.848042,-1.9943393,-1.8508176
A066_T1,-0.77083856,-0.38006526,-0.75553757
A066_T2,-0.45716655,-0.8631504,-0.6058684
A066_T3,-0.71318924,-0.97773355,-0.6747845
A066_T4,-1.6997578,-1.27503,-1.2249095
A067_T1,-0.34338585,-0.67412084,-0.70207465
A067_T2,-1.4682014,-1.3585191,-1.7118002
A067_T3,-1.4417359,-1.1333934,-1.3231535
A067_T4,-1.6056634,-1.3108498,-1.4478906
A068_T1,0.029441586,0.15660031,0.09978709
A068_T2,0.080111355,0.036848858,-0.26978797
A068_T3,-0.28311488,-0.270623,-0.43138668
A068_T4,-0.4871188,-0.6926035,-0.6760573
A069_T1,-0.7077817,-1.0479727,-0.5458755
A069_T2,-1.1501611,-1.2316633,-1.7122738
A069_T3,-1.4126319,-2.1621413,-1.9927013
A069_T4,-0.9163562,-1.44054,-1.6281663
A070_T1,-0.32718143,-0.52186567,-0.25163588
A070_T2,-0.40496716,-0.4394793,-0.73970205
A070_T3,-1.0397756,-1.4298435,-1.002729
A070_T4,-1.4467779,-1.0911304,-1.3446122
A071_T1,-0.06925742,-0.06460686,-0.31428206
A071_T2,-0.49979705,-0.980287,-0.7196189
A071_T3,-1.1988554,-1.3873115,-0.7761851
A071_T4,-1.1189433,-0.9745958,-0.5587805
A072_T1,-0.083747596,0.0010421601,-0.07452437
A072_T2,-0.06379211,-0.11102306,-0.26865453
A072_T3,-0.38732404,-0.75784713,-0.79868716
A072_T4,-0.8807154,-0.46683845,-0.90725523
A073_T1,-1.177983,-0.51339877,-0.94101936
A073_T2,-1.0593116,-0.8614941,-1.043354
A073_T3,-0.5370971,-1.1937985,-1.0275303
A073_T4,-0.92751175,-0.9905761,-1.3913372
A074_T1,-0.18202838,-0.3253466,-0.27345297
A074_T2,-0.77025694,-0.5606668,-0.32636875
A074_T3,-1.1052237,-0.8204018,-0.39596567
A074_T4,-0.81961036,-0.27963826,-0.9574124
A075_T1,-0.5596117,-0.6650202,-0.4720558
A075_T2,-0.48084557,-0.48097533,-0.57119834
A075_T3,-1.4214578,-1.9677013,-1.4577806
A075_T4,-0.6418508,-1.0634046,-1.3109375
A076_T1,-0.8254861,-0.716884,-0.79050756
A076_T2,-0.9957881,-1.0312408,-0.75904757
A076_T3,-0.944209,-1.2399664,-1.1160817
A076_T4,-1.2952833,-1.7368064,-1.947186
A077_T1,-0.13130742,-0.2547556,-0.21729939
A077_T2,-0.7624806,-0.6408534,-0.61449087
A077_T3,-0.7224819,-0.30953598,-1.0287725
A077_T4,-0.6117213,-0.3342188,-0.57046586
A078_T1,-1.0662726,-0.8575575,-0.9614782
A078_T2,-1.1601207,-0.6422847,-1.0838848
A078_T3,-0.96351194,-1.0185158,-1.2269044
A078_T4,-1.2656175,-1.4823211,-2.1511405
A079_T1,-0.70993716,-0.43599677,-0.5365741
A079_T2,-0.39511335,-0.6060337,-0.29747516
A079_T3,-0.7403131,-0.6953274,-1.0782077
A079_T4,-0.44207504,-1.1158302,-1.2569292
A080_T1,-0.16256416,-0.2868208,-0.26796278
A080_T2,-0.29740527,-0.2205648,-0.49931365
A080_T3,-0.8341305,-0.6627485,-0.5487481
A080_T4,-0.829931,-0.87775093,-1.1504331
A081_T1,-0.36934307,-0.2819495,-0.29979154
A081_T2,-0.34199077,-0.73261505,-0.57602197
A081_T3,-0.82623285,-0.21698174,-0.4909857
A081_T4,-0.41083512,-0.92175215,-0.78070855
A082_T1,-0.55978227,-0.28960842,-0.35453165
A082_T2,-0.60476476,-0.28886366,-0.41359544
A082_T3,-0.6372438,-0.7005341,-0.6247568
A082_T4,-1.1702459,-0.71145993,-1.0971746
A083_T1,-0.04717919,-0.15437493,0.0868498
A083_T2,-0.3105881,-0.6470416,-0.59467524
A083_T3,-0.58761007,-0.39905703,-0.50835633
A083_T4,-0.87011266,-0.425122,-0.65666425
A084_T1,-1.179172,-1.5245093,-1.7585179
A084_T2,-1.189129,-1.6860433,-1.8010626
A084_T3,-1.1784703,-0.7468087,-1.8235856
A084_T4,-2.3108773,-1.2056067,-1.5674257
A085_T1,-0.30055732,-0.16463578,-0.29850325
A085_T2,-0.2620576,0.09563088,-0.082100525
A085_T3,-0.0462701,-0.092130594,-0.40926564
A085_T4,-0.46926987,-0.79462606,-0.60284513
A086_T1,-0.16026516,-0.13565797,-0.1836122
A086_T2,-0.23810352,-0.28824103,-0.21625954
A086_T3,-0.88882124,-0.7607612,-0.65461785
A086_T4,-0.36776915,-1.1351063,-0.92375237
A087_T1,0.28499898,-0.03584209,-0.18351513
A087_T2,-0.13051467,-0.18524033,-0.5067365
A087_T3,-0.32740983,-0.59843826,-0.3777033
A087_T4,-0.27486774,-0.42013177,-0.35757273
A088_T1,-0.5690354,-0.25347957,-0.010037511
A088_T2,-0.17235278,-0.19807579,-0.33703202
A088_T3,-0.21806228,-0.3873983,-0.6821054
A088_T4,-0.09416215,-0.36324483,-0.44053027
A089_T1,-0.18788767,-0.06516498,-0.34697187
A089_T2,-0.009715847,-0.3015409,-0.4597679
A089_T3,-0.4190693,-0.8649433,-0.5945698
A089_T4,-0.5672468,-0.47588912,-0.6363789
A090_T1,-1.2956766,-1.5645288,-1.6954932
A090_T2,-1.3156582,-1.3006754,-1.0154998
A090_T3,-2.0494192,-2.0967915,-2.4778833
A090_T4,-2.2607956,-2.0895185,-2.2810895
A091_T1,-0.3547222,-0.38004634,-0.5164803
A091_T2,-0.5238492,-0.8934899,-0.5896447
A091_T3,-0.9250692,-1.1560079,-0.83027357
A091_T4,-0.66503096,-0.55922866,-0.45334205
A092_T1,-0.47387627,-0.2970514,-0.3796672
A092_T2,-0.50957394,-0.411572,-0.47237504
A092_T3,-0.64542097,-0.91129065,-0.7832944
A092_T4,-1.5038719,-1.3376265,-0.91602015
A093_T1,0.1706706,-0.20423794,-0.36698905
A093_T2,-1.877145,-1.6068077,-1.8228393
A093_T3,-2.3342147,-1.7105321,-2.4407663
A093_T4,-2.3192465,-2.128338,-2.0987413
A094_T1,-0.9282739,-1.0203196,-0.8360001
A094_T2,-0.60290366,-1.1101195,-0.9817864
A094_T3,-1.0056866,-1.417154,-1.153966
A094_T4,-1.0722305,-1.2022649,-1.27951
A095_T1,-0.27295217,-0.11152778,-0.115547016
A095_T2,-0.9054048,-0.8506229,-0.54553676
A095_T3,-0.48455513,-0.8015234,-0.43434292
A095_T4,-0.7702368,-1.4459883,-0.75107104
A096_T1,-0.17199293,-0.35047135,-0.26969424
A096_T2,-0.6014457,-1.0172954,-0.76674485
A096_T3,-0.94371307,-0.92508286,-0.17650235
A096_T4,-0.41385162,-0.34232667,-0.7302077
A097_T1,-1.0816407,-0.8071859,-0.8131834
A097_T2,-2.2613146,-2.1132436,-2.3220603
A097_T3,-1.5564256,-2.0212188,-1.7823144
A097_T4,-1.9700977,-2.3067176,-2.6435583
A098_T1,-0.37680024,-0.40372565,-0.09043383
A098_T2,-0.64977807,-0.49372467,-0.4116703
A098_T3,-0.16594763,-0.17265761,-0.14751065
A098_T4,-0.51632476,-0.32335347,-0.5866237
A099_T1,-0.24798575,-0.4489275,-0.07720999
A099_T2,-0.51312137,-0.44614545,-0.10447536
A099_T3,-0.40274915,-0.35756537,-0.22665562
A099_T4,0.15093826,0.20277411,0.040699307
A100_T1,-1.2875018,-0.47020003,-0.9608972
A100_T2,-1.4704013,-0.99447477,-1.2229484
A100_T3,-0.7611448,-1.3714874,-1.0668608
A100_T4,-2.1010146,-2.1504357,-2.3538194
A101_T1,-0.8380914,-1.0978798,-1.1868296
A101_T2,-1.5315744,-0.9386994,-0.7344551
A101_T3,-2.680961,-2.1346235,-1.8227878
A101_T4,-2.3853638,-2.62351,-1.5100855
A102_T1,-0.44222814,-0.7033373,-0.43016246
A102_T2,-0.6857153,-0.2512314,-0.39255947
A102_T3,-0.9119386,-0.5414447,-0.57400686
A102_T4,-0.4048722,-0.74551696,-0.55013025
A103_T1,-1.8785391,-1.8939002,-1.1420951
A103_T2,-2.0777555,-2.228271,-2.3355603
A103_T3,-2.2492719,-1.7387944,-2.5229707
A103_T4,-2.2040555,-2.116483,-2.061707
A104_T1,0.095333226,-0.28758433,-0.15549518
A104_T2,-0.17972529,-0.2856556,-0.13920192
A104_T3,-0.69555944,-0.17416877,-0.38115776
A104_T4,-1.1881423,-1.1518676,-1.1664275
A105_T1,0.1890984,-0.01984792,0.2860699
A105_T2,-0.16809995,-0.33624282,0.028753491
A105_T3,-0.6783302,-0.52430254,-0.44132504
A105_T4,-0.6882864,-0.81556505,-0.6592331
A106_T1,-0.0798332,-0.20976482,-0.10460744
A106_T2,-0.68068576,-0.72244436,-0.59992296
A106_T3,-0.30701622,-0.49961966,-0.6359022
A106_T4,-0.34886494,-0.3562269,-0.62732035
A107_T1,-2.2520385,-2.0901606,-2.0965972
A107_T2,-2.5321162,-2.412119,-2.0038917
A107_T3,-2.030288,-1.3894976,-1.7460856
A107_T4,-2.057475,-2.1262102,-2.5729072
A108_T1,-0.6933517,-0.8985952,-0.97671974
A108_T2,-0.9501563,-1.197226,-1.0280528
A108_T3,-1.2867302,-0.7785454,-0.91288835
A108_T4,-1.1365656,-0.97926974,-0.9356022
A109_T1,-1.2552799,-1.0633328,-1.3256576
A109_T2,-1.5442495,-1.4972928,-1.7281787
A109_T3,-0.7288072,-1.2767472,-1.1129072
A109_T4,-2.5846982,-2.0732682,-2.2287343
