composite_ID,UID,test,TSVR_hours,log_TSVR,congruence,theta
A034_T4,A034,T4,145.38,4.986205980173081,Common,0.7046929
A035_T1,A035,T1,1.0,0.6931471805599453,Common,0.5768406
A035_T2,A035,T2,44.76,3.8234103470715426,Common,0.85586464
A035_T3,A035,T3,79.98,4.394202210604015,Common,0.39270964
A035_T4,A035,T4,152.47,5.033505108187003,Common,-0.16090216
A036_T1,A036,T1,1.0,0.6931471805599453,Common,-0.73888934
A036_T2,A036,T2,21.63,3.119276459645446,Common,-1.2055333
A036_T3,A036,T3,71.47,4.28317268312119,Common,-1.3212688
A036_T4,A036,T4,143.85,4.975698724215359,Common,-1.7003577
A037_T1,A037,T1,1.0,0.6931471805599453,Common,1.074135
A037_T2,A037,T2,23.7,3.2068032436339315,Common,0.5674047
A037_T3,A037,T3,72.08,4.291554731509806,Common,-0.055334
A037_T4,A037,T4,143.66,4.974386161421135,Common,-1.1208388
A038_T1,A038,T1,1.0,0.6931471805599453,Common,0.94078714
A038_T2,A038,T2,71.85,4.288402532641213,Common,1.203515
A038_T3,A038,T3,72.86,4.3021714094244174,Common,0.9662119
A038_T4,A038,T4,152.89,5.0362380614757605,Common,1.1626796
A039_T1,A039,T1,1.0,0.6931471805599453,Common,1.7927673
A039_T2,A039,T2,28.65,3.3894621254437345,Common,1.6333438
A039_T3,A039,T3,98.84,4.603568904621118,Common,0.7423915
A039_T4,A039,T4,246.24,5.510359524791073,Common,0.34920692
A040_T1,A040,T1,1.0,0.6931471805599453,Common,-0.50575525
A040_T2,A040,T2,26.26,3.3054204262683866,Common,-0.21811867
A040_T3,A040,T3,71.28,4.280547465724028,Common,-1.0536666
A040_T4,A040,T4,143.53,4.97348709846075,Common,-2.2947543
A041_T1,A041,T1,1.0,0.6931471805599453,Common,0.76254874
A041_T2,A041,T2,31.78,3.4898185733156835,Common,-0.75733274
A041_T3,A041,T3,75.74,4.340423084818807,Common,-0.25452635
A041_T4,A041,T4,141.84,4.961725122726247,Common,-0.05822557
A042_T1,A042,T1,1.0,0.6931471805599453,Common,-0.53177786
A042_T2,A042,T2,28.93,3.3988613218646075,Common,-0.71373177
A042_T3,A042,T3,72.17,4.292785500895938,Common,-0.6338839
A042_T4,A042,T4,146.02,4.9905686319459415,Common,-0.8632052
A043_T1,A043,T1,1.0,0.6931471805599453,Common,1.8434825
A043_T2,A043,T2,25.62,3.2816628129669656,Common,1.7593164
A043_T3,A043,T3,64.94,4.188745237643585,Common,1.5419149
A043_T4,A043,T4,149.33,5.012832877639743,Common,0.25080398
A044_T1,A044,T1,1.0,0.6931471805599453,Common,-1.0304874
A044_T2,A044,T2,47.66,3.8848573373553763,Common,-0.77379125
A044_T3,A044,T3,91.63,4.5286130632659365,Common,-1.3698157
A044_T4,A044,T4,155.27,5.0515852804252095,Common,-1.119413
A045_T1,A045,T1,1.0,0.6931471805599453,Common,-0.9832561
A045_T2,A045,T2,24.66,3.2449333591874905,Common,-0.122681215
A045_T3,A045,T3,72.23,4.2936051730729785,Common,0.15733473
A045_T4,A045,T4,151.52,5.027295734989363,Common,-0.91200686
A046_T1,A046,T1,1.0,0.6931471805599453,Common,0.43020782
A046_T2,A046,T2,24.32,3.2315945972759756,Common,0.2925303
A046_T3,A046,T3,73.05,4.304740540713808,Common,-0.40063736
A046_T4,A046,T4,147.94,5.003543540282499,Common,-1.1167192
A047_T1,A047,T1,1.0,0.6931471805599453,Common,0.75198764
A047_T2,A047,T2,23.46,3.1970391302590264,Common,0.14803736
A047_T3,A047,T3,76.85,4.354783898280007,Common,-0.3238854
A047_T4,A047,T4,144.22,4.978249833952101,Common,-0.8915534
A048_T1,A048,T1,1.0,0.6931471805599453,Common,0.3224317
A048_T2,A048,T2,23.91,3.215269329274089,Common,0.20592876
A048_T3,A048,T3,81.15,4.408546844483277,Common,-0.23471095
A048_T4,A048,T4,146.3,4.9924713234685845,Common,-0.28024983
A049_T1,A049,T1,1.0,0.6931471805599453,Common,2.1176636
A049_T2,A049,T2,27.12,3.336481066942464,Common,-0.54816633
A049_T3,A049,T3,111.38,4.721885985684052,Common,-0.39312658
A049_T4,A049,T4,168.86,5.134974568351863,Common,-0.6817068
A050_T1,A050,T1,1.0,0.6931471805599453,Common,0.00396749
A050_T2,A050,T2,24.73,3.2476576262936527,Common,-0.37192112
A050_T3,A050,T3,93.39,4.547435135336853,Common,-2.062106
A050_T4,A050,T4,148.69,5.008566488927144,Common,-2.322435
A051_T1,A051,T1,1.0,0.6931471805599453,Common,1.5414499
A051_T2,A051,T2,17.16,2.8992213731731473,Common,1.6306266
A051_T3,A051,T3,65.63,4.199154926574446,Common,-0.44936913
A051_T4,A051,T4,146.99,4.997144703913756,Common,0.36101753
A052_T1,A052,T1,1.0,0.6931471805599453,Common,1.1206143
A052_T2,A052,T2,31.76,3.4892082589848687,Common,0.046917833
A052_T3,A052,T3,80.98,4.406475315076191,Common,-0.51378584
A052_T4,A052,T4,153.27,5.038704314023848,Common,0.368572
A053_T1,A053,T1,1.0,0.6931471805599453,Common,0.66210884
A053_T2,A053,T2,32.71,3.5177945292459696,Common,-0.29275504
A053_T3,A053,T3,78.28,4.372985890021733,Common,-0.3369597
A053_T4,A053,T4,148.9,5.009968405108552,Common,-0.28871217
A054_T1,A054,T1,1.0,0.6931471805599453,Common,1.175005
A054_T2,A054,T2,16.9,2.884800712846709,Common,0.7835323
A054_T3,A054,T3,72.83,4.3017651530710745,Common,0.74895406
A054_T4,A054,T4,136.83,4.926021041706347,Common,0.9627909
A055_T1,A055,T1,1.0,0.6931471805599453,Common,0.42796743
A055_T2,A055,T2,23.24,3.1880041612011136,Common,-0.24406908
A055_T3,A055,T3,74.48,4.32386772050035,Common,-0.77550447
A055_T4,A055,T4,149.21,5.012034315009963,Common,-1.1726093
A056_T1,A056,T1,1.0,0.6931471805599453,Common,0.06690302
A056_T2,A056,T2,33.61,3.544142657647253,Common,-0.6892337
A056_T3,A056,T3,71.46,4.283034685466931,Common,-0.1399613
A056_T4,A056,T4,147.84,5.002871903478422,Common,-0.88426924
A057_T1,A057,T1,1.0,0.6931471805599453,Common,0.47291753
A057_T2,A057,T2,24.78,3.2495989975110415,Common,-0.19021055
A057_T3,A057,T3,73.83,4.315218874092267,Common,-0.92799795
A057_T4,A057,T4,145.06,4.984017496191964,Common,-3.0194776
A058_T1,A058,T1,1.0,0.6931471805599453,Common,-0.10102588
A058_T2,A058,T2,22.96,3.1763857732472487,Common,-1.5120038
A058_T3,A058,T3,66.28,4.208863015664693,Common,-0.43176028
A058_T4,A058,T4,143.48,4.973141089668675,Common,-1.335273
A059_T1,A059,T1,1.0,0.6931471805599453,Common,0.39033613
A059_T2,A059,T2,30.4,3.4468078929142076,Common,-0.455204
A059_T3,A059,T3,79.78,4.391729410135267,Common,-0.5842659
A059_T4,A059,T4,151.93,5.029980300360032,Common,-0.48127806
A060_T1,A060,T1,1.0,0.6931471805599453,Common,0.81868875
A060_T2,A060,T2,24.87,3.2530839961979376,Common,0.9040753
A060_T3,A060,T3,94.68,4.561009290202322,Common,0.6031432
A060_T4,A060,T4,143.91,4.976112860057833,Common,0.3761608
A061_T1,A061,T1,1.0,0.6931471805599453,Common,2.6787982
A061_T2,A061,T2,35.16,3.5879535355239756,Common,2.027068
A061_T3,A061,T3,82.55,4.425445255041403,Common,-0.026483282
A061_T4,A061,T4,146.56,4.994234872728475,Common,1.0360726
A062_T1,A062,T1,1.0,0.6931471805599453,Common,0.7909508
A062_T2,A062,T2,44.69,3.8218794555751803,Common,-0.39533794
A062_T3,A062,T3,92.72,4.540311613639595,Common,-1.0181804
A062_T4,A062,T4,149.18,5.011834574671738,Common,-1.5417601
A063_T1,A063,T1,1.0,0.6931471805599453,Common,-0.23573828
A063_T2,A063,T2,21.98,3.1346242724206097,Common,-0.3628179
A063_T3,A063,T3,69.99,4.262539022051294,Common,-1.0110852
A063_T4,A063,T4,141.09,4.956460659649984,Common,-1.6293682
A064_T1,A064,T1,1.0,0.6931471805599453,Common,1.1014585
A064_T2,A064,T2,37.65,3.654546775033431,Common,-0.3430456
A064_T3,A064,T3,82.99,4.430697744137536,Common,-0.5695436
A064_T4,A064,T4,156.21,5.057582491203423,Common,0.0822341
A065_T1,A065,T1,1.0,0.6931471805599453,Common,0.41556007
A065_T2,A065,T2,32.31,3.5058576522055884,Common,-0.926882
A065_T3,A065,T3,106.41,4.676653287609955,Common,-1.8409729
A065_T4,A065,T4,187.43,5.238726585134399,Common,-1.5576413
A066_T1,A066,T1,1.0,0.6931471805599453,Common,-0.071369216
A066_T2,A066,T2,23.35,3.192531849528599,Common,-0.021959264
A066_T3,A066,T3,73.79,4.314684186203576,Common,-0.5502166
A066_T4,A066,T4,164.93,5.111566012674697,Common,-1.4046086
A067_T1,A067,T1,1.0,0.6931471805599453,Common,0.25319332
A067_T2,A067,T2,29.91,3.431079756144025,Common,-1.2787881
A067_T3,A067,T3,73.19,4.306629370201435,Common,-1.8355064
A067_T4,A067,T4,144.19,4.978043229495596,Common,-2.7191021
A068_T1,A068,T1,1.0,0.6931471805599453,Common,1.7836801
A068_T2,A068,T2,30.49,3.4496700351129332,Common,1.7246708
A068_T3,A068,T3,82.98,4.430578675256047,Common,1.0378344
A068_T4,A068,T4,155.59,5.053630924557352,Common,0.81317675
A069_T1,A069,T1,1.0,0.6931471805599453,Common,0.52531606
A069_T2,A069,T2,24.96,3.2565568918358894,Common,-1.1091801
A069_T3,A069,T3,79.75,4.391357962102766,Common,-1.7077292
A069_T4,A069,T4,140.22,4.950318958088201,Common,-1.5133605
A070_T1,A070,T1,1.0,0.6931471805599453,Common,0.01194059
A070_T2,A070,T2,24.25,3.228826155721369,Common,-0.12741281
A070_T3,A070,T3,81.92,4.417876287567579,Common,-1.463585
A070_T4,A070,T4,149.2,5.011967739330034,Common,-2.3457181
A071_T1,A071,T1,1.0,0.6931471805599453,Common,1.242194
A071_T2,A071,T2,30.92,3.463232772581608,Common,0.069243565
A071_T3,A071,T3,79.96,4.3939552055391555,Common,-0.25296482
A071_T4,A071,T4,153.27,5.038704314023848,Common,-0.73118097
A072_T1,A072,T1,1.0,0.6931471805599453,Common,1.0058064
A072_T2,A072,T2,33.76,3.548467300397191,Common,0.95091176
A072_T3,A072,T3,83.54,4.437224795138644,Common,0.27332732
A072_T4,A072,T4,154.89,5.04915063032459,Common,-0.20544046
A073_T1,A073,T1,1.0,0.6931471805599453,Common,-0.4963537
A073_T2,A073,T2,66.66,4.214495163352562,Common,-0.61688095
A073_T3,A073,T3,66.9,4.21803603456465,Common,0.33577153
A073_T4,A073,T4,140.12,4.949610592258481,Common,-0.21292955
A074_T1,A074,T1,1.0,0.6931471805599453,Common,0.27775475
A074_T2,A074,T2,29.33,3.41213732170049,Common,-0.7861826
A074_T3,A074,T3,73.02,4.30433532695801,Common,-1.897437
A074_T4,A074,T4,147.21,4.998630186968824,Common,-1.4546502
A075_T1,A075,T1,1.0,0.6931471805599453,Common,-0.13751665
A075_T2,A075,T2,28.68,3.39047341829918,Common,-0.19176517
A075_T3,A075,T3,71.37,4.281791848878036,Common,-2.382096
A075_T4,A075,T4,244.53,5.5034191393614815,Common,-0.80866706
A076_T1,A076,T1,1.0,0.6931471805599453,Common,-0.8407066
A076_T2,A076,T2,27.3,3.342861804649192,Common,-0.62036836
A076_T3,A076,T3,74.88,4.3291531450668135,Common,-0.7486032
A076_T4,A076,T4,149.28,5.0125002207057685,Common,-1.7272584
A077_T1,A077,T1,1.0,0.6931471805599453,Common,0.8804808
A077_T2,A077,T2,53.88,4.00514898341763,Common,-0.93037057
A077_T3,A077,T3,78.36,4.373994462976618,Common,-0.42354697
A077_T4,A077,T4,149.75,5.015622835607295,Common,-0.66979116
A078_T1,A078,T1,1.0,0.6931471805599453,Common,-0.9390425
A078_T2,A078,T2,26.17,3.3021134234382563,Common,-0.7063347
A078_T3,A078,T3,72.3,4.294560608892605,Common,-1.2332926
A078_T4,A078,T4,140.08,4.949327105367852,Common,-1.3553408
A079_T1,A079,T1,1.0,0.6931471805599453,Common,-0.16018082
A079_T2,A079,T2,26.11,3.299902663510574,Common,0.10934144
A079_T3,A079,T3,74.0,4.31748811353631,Common,-0.7055924
A079_T4,A079,T4,194.42,5.275151088516197,Common,-0.33587754
A080_T1,A080,T1,1.0,0.6931471805599453,Common,1.2630976
A080_T2,A080,T2,29.03,3.402196881995239,Common,0.59530085
A080_T3,A080,T3,72.87,4.302306791540646,Common,0.27522263
A080_T4,A080,T4,145.77,4.988866735623107,Common,0.17583942
A081_T1,A081,T1,1.0,0.6931471805599453,Common,0.7060896
A081_T2,A081,T2,31.39,3.477849733183238,Common,0.7885085
A081_T3,A081,T3,80.13,4.396052806406973,Common,0.4211893
A081_T4,A081,T4,154.53,5.046838639056468,Common,0.8027002
A082_T1,A082,T1,1.0,0.6931471805599453,Common,0.20653011
A082_T2,A082,T2,27.97,3.366260811781259,Common,-0.43504566
A082_T3,A082,T3,75.71,4.3400320779712045,Common,-0.5342519
A082_T4,A082,T4,170.25,5.143124477142335,Common,-1.1409655
A083_T1,A083,T1,1.0,0.6931471805599453,Common,0.8363681
A083_T2,A083,T2,25.15,3.263849190510932,Common,0.32098544
A083_T3,A083,T3,74.3,4.321480134805848,Common,0.3251921
A083_T4,A083,T4,144.91,4.982989993275931,Common,0.3416788
A084_T1,A084,T1,1.0,0.6931471805599453,Common,0.023811758
A084_T2,A084,T2,27.25,3.34109345759245,Common,-0.7316856
A084_T3,A084,T3,91.97,4.532276860467767,Common,-0.60200953
A084_T4,A084,T4,162.51,5.096874150546495,Common,-1.1620398
A085_T1,A085,T1,1.0,0.6931471805599453,Common,0.2685321
A085_T2,A085,T2,24.51,3.23907053215372,Common,0.34151566
A085_T3,A085,T3,71.4,4.282206299391671,Common,0.36672533
A085_T4,A085,T4,170.65,5.145457519903701,Common,-0.8346238
A086_T1,A086,T1,1.0,0.6931471805599453,Common,0.89618164
A086_T2,A086,T2,23.47,3.19744787745458,Common,1.1145811
A086_T3,A086,T3,145.29,4.985590952989995,Common,0.11671135
A086_T4,A086,T4,169.55,5.139028508864655,Common,0.51099986
A087_T1,A087,T1,1.0,0.6931471805599453,Common,1.7063106
A087_T2,A087,T2,31.07,3.4679210137050633,Common,0.67824686
A087_T3,A087,T3,72.8,4.301358731606427,Common,0.14777836
A087_T4,A087,T4,144.2,4.978112102390695,Common,-0.04735386
A088_T1,A088,T1,1.0,0.6931471805599453,Common,0.10097023
A088_T2,A088,T2,24.25,3.228826155721369,Common,0.6111859
A088_T3,A088,T3,74.91,4.3295484280286765,Common,0.801251
A088_T4,A088,T4,149.93,5.016816153171337,Common,1.0304488
A089_T1,A089,T1,1.0,0.6931471805599453,Common,0.9798063
A089_T2,A089,T2,32.14,3.500741011998417,Common,0.9080445
A089_T3,A089,T3,79.34,4.386267628931136,Common,0.48770294
A089_T4,A089,T4,146.96,4.996941966964253,Common,0.08557583
A090_T1,A090,T1,1.0,0.6931471805599453,Common,-0.35734013
A090_T2,A090,T2,23.54,3.2003044392827653,Common,-0.895705
A090_T3,A090,T3,95.42,4.568713648977476,Common,-1.5495409
A090_T4,A090,T4,144.07,4.977216384550811,Common,-1.2496858
A091_T1,A091,T1,1.0,0.6931471805599453,Common,0.929876
A091_T2,A091,T2,22.2,3.1441522786722644,Common,0.4898551
A091_T3,A091,T3,73.64,4.312676556539088,Common,-0.27084842
A091_T4,A091,T4,142.61,4.9671012920725275,Common,0.039248843
A092_T1,A092,T1,1.0,0.6931471805599453,Common,-0.21018913
A092_T2,A092,T2,22.83,3.170945291110651,Common,-0.40839288
A092_T3,A092,T3,71.31,4.28096243218686,Common,-0.36913925
A092_T4,A092,T4,146.16,4.991520430236574,Common,-0.92654276
A093_T1,A093,T1,1.0,0.6931471805599453,Common,1.8863667
A093_T2,A093,T2,22.09,3.139399623366404,Common,0.65928304
A093_T3,A093,T3,70.22,4.265773677849632,Common,0.26443118
A093_T4,A093,T4,140.95,4.95547488291898,Common,-0.19815324
A094_T1,A094,T1,1.0,0.6931471805599453,Common,-0.34197062
A094_T2,A094,T2,22.98,3.177220149599368,Common,0.058869928
A094_T3,A094,T3,76.21,4.3465289823207245,Common,-1.0615929
A094_T4,A094,T4,149.99,5.017213609456379,Common,-1.5498525
A095_T1,A095,T1,1.0,0.6931471805599453,Common,0.89498186
A095_T2,A095,T2,29.71,3.424588334452731,Common,-0.33750013
A095_T3,A095,T3,78.76,4.379022125653583,Common,0.2299884
A095_T4,A095,T4,148.79,5.009234313180627,Common,-0.23249625
A096_T1,A096,T1,1.0,0.6931471805599453,Common,1.5919161
A096_T2,A096,T2,24.49,3.238286218388024,Common,0.5699916
A096_T3,A096,T3,71.19,4.279301532151069,Common,0.4321983
A096_T4,A096,T4,143.66,4.974386161421135,Common,0.6906765
A097_T1,A097,T1,1.0,0.6931471805599453,Common,-0.91488755
A097_T2,A097,T2,24.37,3.2335673736111907,Common,-0.66835433
A097_T3,A097,T3,70.83,4.27430221608671,Common,-0.4045328
A097_T4,A097,T4,144.85,4.98257869631373,Common,-1.1176647
A098_T1,A098,T1,1.0,0.6931471805599453,Common,0.5927121
A098_T2,A098,T2,25.77,3.2872818575322613,Common,-0.2544657
A098_T3,A098,T3,78.84,4.380024632003209,Common,0.936746
A098_T4,A098,T4,146.29,4.992403432501452,Common,0.22590356
A099_T1,A099,T1,1.0,0.6931471805599453,Common,0.8971632
A099_T2,A099,T2,28.75,3.392829131991639,Common,0.93869454
A099_T3,A099,T3,78.57,4.3766371373894435,Common,0.7674628
A099_T4,A099,T4,143.51,4.973348709310239,Common,1.4818188
A100_T1,A100,T1,1.0,0.6931471805599453,Common,1.0584316
A100_T2,A100,T2,31.14,3.4701013603093664,Common,0.96297234
A100_T3,A100,T3,75.34,4.3351970473170836,Common,0.8095997
A100_T4,A100,T4,146.8,4.995860008514102,Common,0.44496024
A101_T1,A101,T1,1.0,0.6931471805599453,Common,-0.610561
A101_T2,A101,T2,29.12,3.405189402931693,Common,-1.7245398
A101_T3,A101,T3,75.21,4.333492687678026,Common,-2.132718
A101_T4,A101,T4,150.22,5.018735730130124,Common,-1.7568707
A102_T1,A102,T1,1.0,0.6931471805599453,Common,0.46258628
A102_T2,A102,T2,29.13,3.40552135314221,Common,-0.29522273
A102_T3,A102,T3,75.27,4.3342796761761475,Common,-1.16788
A102_T4,A102,T4,150.41,5.019991389020281,Common,-0.24432187
A103_T1,A103,T1,1.0,0.6931471805599453,Common,-2.1496155
A103_T2,A103,T2,27.26,3.3414473772563813,Common,-2.078288
A103_T3,A103,T3,80.24,4.397407736712184,Common,-2.8077073
A103_T4,A103,T4,149.72,5.015423810828053,Common,-2.9013498
A104_T1,A104,T1,1.0,0.6931471805599453,Common,1.4968857
A104_T2,A104,T2,22.6,3.1612467120315646,Common,0.4585
A104_T3,A104,T3,72.62,4.298916727950875,Common,-1.3553964
A104_T4,A104,T4,145.78,4.9889348671169165,Common,-2.4260375
A105_T1,A105,T1,1.0,0.6931471805599453,Common,1.4342695
A105_T2,A105,T2,22.77,3.1684242813721024,Common,1.2676841
A105_T3,A105,T3,69.46,4.255045172913092,Common,-0.10543131
A105_T4,A105,T4,146.2,4.991792206294776,Common,0.2768614
A106_T1,A106,T1,1.0,0.6931471805599453,Common,0.62846553
A106_T2,A106,T2,22.64,3.1629401925378975,Common,-0.015184133
A106_T3,A106,T3,66.08,4.205885936955008,Common,0.40806973
A106_T4,A106,T4,147.13,4.998090266593961,Common,-0.15138155
A107_T1,A107,T1,1.0,0.6931471805599453,Common,-2.5937958
A107_T2,A107,T2,26.22,3.30395199722332,Common,-0.48547253
A107_T3,A107,T3,71.45,4.282896668766692,Common,-0.79160804
A107_T4,A107,T4,145.95,4.990092392864926,Common,-1.781519
A108_T1,A108,T1,1.0,0.6931471805599453,Common,-0.83135366
A108_T2,A108,T2,27.61,3.3537563070620187,Common,-1.5951226
A108_T3,A108,T3,68.96,4.247923650150401,Common,-0.8794727
A108_T4,A108,T4,152.12,5.031221927704644,Common,-1.1472707
A109_T1,A109,T1,1.0,0.6931471805599453,Common,0.5387026
A109_T2,A109,T2,24.65,3.2445435716167785,Common,-0.08196612
A109_T3,A109,T3,71.17,4.279024447084182,Common,0.5959314
A109_T4,A109,T4,149.87,5.016418538851983,Common,0.42326775
A010_T1,A010,T1,1.0,0.6931471805599453,Congruent,1.251567
A010_T2,A010,T2,21.9,3.131136910560194,Congruent,0.2144668
A010_T3,A010,T3,80.88,4.405254760793088,Congruent,-0.6773748
A010_T4,A010,T4,145.31,4.985727658390071,Congruent,-0.6122237
A011_T1,A011,T1,1.0,0.6931471805599453,Congruent,1.7089931
A011_T2,A011,T2,24.57,3.2414197893030954,Congruent,0.63395435
A011_T3,A011,T3,72.55,4.297965447047447,Congruent,0.2110465
A011_T4,A011,T4,148.85,5.009634793762673,Congruent,-0.48312432
A012_T1,A012,T1,1.0,0.6931471805599453,Congruent,1.4330585
A012_T2,A012,T2,25.6,3.2809112157876537,Congruent,0.14790216
