UID,TEST,Schema,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,calibration
A051,T4,Common,146.99,0.36101753,-0.6243035,0.44685238170038,0.20508276504980086,-0.24176961665057914
A051,T1,Congruent,1.0,1.3472232,-0.07600792,1.4675533974920654,1.1307320821599267,-0.33682131533213866
A051,T2,Congruent,17.16,0.9727606,-0.26526073,1.079532872447022,0.817725765203962,-0.2618071072430599
A051,T3,Congruent,65.63,0.28002846,-0.574192,0.3617194281180648,0.30678255112313163,-0.05493687699493316
A051,T4,Congruent,146.99,-0.012369832,-0.7457136,0.058734460369312534,0.023101984930248308,-0.035632475439064226
A051,T1,Incongruent,1.0,1.6671574,-0.041371163,1.8078708300631592,1.181815080904462,-0.6260557491586971
A051,T2,Incongruent,17.16,1.3075274,-0.18676083,1.4335720104272165,0.9417765302434323,-0.49179548018378416
A051,T3,Incongruent,65.63,0.20157017,-0.5675683,0.28250428594139326,0.31306284607429846,0.0305585601329052
A051,T4,Incongruent,146.99,-0.13263413,-0.7438079,-0.06533175389748676,0.022091011376585076,0.08742276527407183
A052,T1,Common,1.0,1.1206143,-0.22485016,1.232252233255076,0.852553080045579,-0.3796991532094971
A052,T2,Common,31.76,0.046917833,-0.42082825,0.12208289196548414,0.5348939620505437,0.4128110700850596
A052,T3,Common,80.98,-0.51378584,-0.7195091,-0.4576675742461784,0.05076486694094523,0.5084324411871236
A052,T4,Common,153.27,0.368572,-0.37780705,0.45466347286204256,0.6046266369995037,0.14996316413746114
A052,T1,Congruent,1.0,0.8338482,-0.48109597,0.9355909610698455,0.46075461353806757,-0.47483634753177795
A052,T2,Congruent,31.76,-0.45445672,-0.8777536,-0.39935878151195764,-0.19527973469053614,0.2040790468214215
A052,T3,Congruent,80.98,-0.4404287,-0.8479793,-0.3848228580692898,-0.14603584772821315,0.23878701034107663
A052,T4,Congruent,153.27,-0.61076766,-0.78419584,-0.5613291705683929,-0.040544014358298595,0.5207851562100944
A052,T1,Incongruent,1.0,0.53626746,-0.6164749,0.6308534241733227,0.23231797868452225,-0.39853544548880043
A052,T2,Incongruent,31.76,0.5621211,-0.58766717,0.6577615990622157,0.2798795826122228,-0.37788201644999286
A052,T3,Incongruent,80.98,0.026659701,-0.8227223,0.10045945628683409,-0.10819677724793095,-0.20865623353476503
A052,T4,Incongruent,153.27,-1.07158,-1.071032,-1.0425759516647561,-0.5181564513633897,0.5244195003013664
A053,T1,Common,1.0,0.66210884,-0.2885017,0.7581715967339155,0.7493808731145608,-0.008790723619354734
A053,T2,Common,32.71,-0.29275504,-1.151551,-0.22912848039377065,-0.6495279509495611,-0.4203994705557904
A053,T3,Common,78.28,-0.3369597,-1.3463821,-0.27483474821008297,-0.9653279232015741,-0.6904931749914911
A053,T4,Common,148.9,-0.28871217,-1.4907095,-0.22494827633911813,-1.1992669037606591,-0.974318627421541
A053,T1,Congruent,1.0,0.5708262,-0.44445914,0.6630458937162634,0.5213484785551408,-0.14169741516112266
A053,T2,Congruent,32.71,-0.40487805,-1.2639779,-0.3479850486894142,-0.8340583380935481,-0.4860732894041339
A053,T3,Congruent,78.28,-0.35322234,-1.3980162,-0.2944590738236346,-1.055745057641008,-0.7612859838173733
A053,T4,Congruent,148.9,-0.37992942,-1.4724555,-0.3221331197871567,-1.1788606464123454,-0.8567275266251888
A053,T1,Incongruent,1.0,0.7393094,-0.21252027,0.8421771693519559,0.8992476575179742,0.05707048816601834
A053,T2,Incongruent,32.71,-0.3461395,-1.2864738,-0.2875457181856028,-0.8738511750042619,-0.5863054568186591
A053,T3,Incongruent,78.28,-0.04194254,-1.3044839,0.029059022978488124,-0.9035858761729508,-0.932644899151439
A053,T4,Incongruent,148.9,0.067018345,-1.1440738,0.1424642746037354,-0.6387485688876205,-0.7812128434913559
A054,T1,Common,1.0,1.175005,-0.056274697,1.2884905552083887,1.1257955271588493,-0.1626950280495394
A054,T2,Common,16.9,0.7835323,-0.26078853,0.8837197444166098,0.7943009003433519,-0.08941884407325795
A054,T3,Common,72.83,0.74895406,-0.31726465,0.8479669007558572,0.702759266954733,-0.14520763380112423
A054,T4,Common,136.83,0.9627909,-0.14879209,1.0690676597716247,0.9758349195236791,-0.09323274024794559
A054,T1,Congruent,1.0,1.7808114,0.13166262,1.9168402448763844,1.4741995892772917,-0.4426406555990927
A054,T2,Congruent,16.9,0.82492375,-0.118331835,0.9263433892836691,1.0607323143714995,0.1343889250878304
A054,T3,Congruent,72.83,0.59089804,-0.26880553,0.6838444618387411,0.8118629999834852,0.12801853814474407
A054,T4,Congruent,136.83,1.0530409,-0.099199735,1.162719829320081,1.0923750052072827,-0.07034482411279841
A054,T1,Incongruent,1.0,1.5510408,0.068720266,1.6870179915342853,1.3635761895351164,-0.32344180199916894
A054,T2,Incongruent,16.9,0.47554782,-0.48613167,0.5676571124620656,0.44751484007961195,-0.12014227238245367
A054,T3,Incongruent,72.83,0.28893512,-0.24306852,0.37343273368644553,0.8488124525509608,0.4753797188645153
A054,T4,Incongruent,136.83,0.2852234,-0.26028132,0.36956961766492585,0.8203940948363224,0.45082447717139656
A055,T1,Common,1.0,0.42796743,-0.4624914,0.5160765327214563,0.4673625380944532,-0.04871399462700304
A055,T2,Common,23.24,-0.24406908,-0.8469799,-0.1787886852985415,-0.1558514027559456,0.022937282542595888
A055,T3,Common,74.48,-0.77550447,-0.9266651,-0.7282766411476851,-0.28501242452760384,0.44326421662008125
A055,T4,Common,149.21,-1.1726093,-1.1564229,-1.1388709022760635,-0.6574247697059842,0.4814461325700793
A055,T1,Congruent,1.0,0.44781741,-0.31538782,0.5355834040551987,0.7348202811552963,0.19923687710009763
A055,T2,Congruent,23.24,-0.9272309,-1.0363679,-0.8892503903170557,-0.4576128427672322,0.4316375475498235
A055,T3,Congruent,74.48,-0.56337714,-0.77419794,-0.512222812676957,-0.02400842972790901,0.488214382949048
A055,T4,Congruent,149.21,-0.9449697,-1.188435,-0.9076314475699536,-0.7091174988998116,0.19851394867014205
A055,T1,Incongruent,1.0,0.8999145,-0.21577889,1.0093331334192264,0.8938676711812901,-0.1154654622379363
A055,T2,Incongruent,23.24,-0.03131704,-0.57424486,0.04011792270332117,0.30203983585032296,0.2619219131470018
A055,T3,Incongruent,74.48,-0.47668427,-0.9679104,-0.42341523218789856,-0.3479025405002027,0.07551269168769587
A055,T4,Incongruent,149.21,0.022536382,-0.50649744,0.09616795270069708,0.41389092433121244,0.3177229716305153
A056,T1,Common,1.0,0.06690302,-0.37090066,0.14274696469856438,0.6158211422420526,0.47307417754348824
A056,T2,Common,33.61,-0.6892337,-0.90483737,-0.6390753008740695,-0.24963205389722476,0.38944324697684474
A056,T3,Common,71.46,-0.1399613,-0.6239769,-0.07114442167471255,0.20561214804326303,0.2767565697179756
A056,T4,Common,147.84,-0.88426924,-0.94452196,-0.8407360901424203,-0.31395644779959725,0.526779642342823
A056,T1,Congruent,1.0,0.20873047,-0.5355634,0.28783999793076104,0.37067061606211554,0.0828306181313545
A056,T2,Congruent,33.61,-0.6904299,-0.9403539,-0.643875689742976,-0.2988147328939364,0.34506095684903965
A056,T3,Congruent,71.46,-0.06763537,-0.7880958,0.0014679587970412244,-0.046994180756755745,-0.04846213955379697
A056,T4,Congruent,147.84,-0.7919881,-0.7892585,-0.7491109417724966,-0.04891717701094445,0.7001937647615522
A056,T1,Incongruent,1.0,0.32328364,-0.647325,0.40918228320189626,0.18138441893059676,-0.2277978642712995
A056,T2,Incongruent,33.61,-0.4880041,-0.9971318,-0.4351967826911367,-0.3961471141966692,0.039049668494467504
A056,T3,Incongruent,71.46,-0.5078149,-1.0614076,-0.45581563833733896,-0.502266553032568,-0.046450914695228995
A056,T4,Incongruent,147.84,-0.883062,-1.3105538,-0.8463685582878728,-0.9136072898588177,-0.06723873157094484
A057,T1,Common,1.0,0.47291753,-0.26362598,0.5625535627216876,0.7897017032374152,0.22714814051572763
A057,T2,Common,24.78,-0.19021055,-0.54752463,-0.1231006108653733,0.32953294274494777,0.4526335536103211
A057,T3,Common,73.83,-0.92799795,-0.8209368,-0.8859502402008499,-0.1136383769230247,0.7723118632778252
A057,T4,Common,145.06,-3.0194776,-1.2538073,-3.0484762954915645,-0.8152742650780218,2.2332020304135427
A057,T1,Congruent,1.0,0.32523164,-0.3896469,0.4085592504055392,0.6120027592842163,0.20344350887867713
A057,T2,Congruent,24.78,-0.4491313,-0.81025416,-0.39384054747607433,-0.08364202050816735,0.31019852696790695
A057,T3,Congruent,73.83,-0.4091127,-0.8444249,-0.35237301992174025,-0.14015720501221718,0.21221581490952307
A057,T4,Congruent,145.06,-2.4682477,-1.278879,-2.4860617884092355,-0.8587033535603861,1.6273584348488495
A057,T1,Incongruent,1.0,0.05763328,-0.6534233,0.13269640553912287,0.17131611680362266,0.038619711264499784
A057,T2,Incongruent,24.78,0.3133712,-0.3860979,0.39886552822674937,0.6126707391433246,0.21380521091657523
A057,T3,Incongruent,73.83,-1.0740402,-0.6926641,-1.0451364998839492,0.10652949920459255,1.1516659990885418
A057,T4,Incongruent,145.06,-2.7827141,-1.5332582,-2.8235048893752115,-1.2812925766119276,1.5422123127632839
A058,T1,Common,1.0,-0.10102588,-0.3399614,-0.03088638702269611,0.6659703096465266,0.6968566966692227
A058,T2,Common,22.96,-1.5120038,-0.84075606,-1.4897944454586924,-0.14576323665052937,1.344031208808163
A058,T3,Common,66.28,-0.43176028,-0.62917006,-0.372855651404944,0.1971946018512009,0.5700502532561449
A058,T4,Common,143.48,-1.335273,-1.0041165,-1.3070601980695904,-0.41055270003228245,0.896507498037308
A058,T1,Congruent,1.0,0.9982012,-0.054483853,1.105894583788718,1.166330861050361,0.060436277261643134
A058,T2,Congruent,22.96,-0.67255676,-0.5182321,-0.6253554285286289,0.39933495336341596,1.0246903818920448
A058,T3,Congruent,66.28,-1.393185,-1.0639265,-1.3720749888988384,-0.5031921706856006,0.8688828182132378
A058,T4,Congruent,143.48,-1.816154,-1.3924044,-1.8103581537803968,-1.046463669166546,0.7638944846138507
A058,T1,Incongruent,1.0,0.11838707,-0.31420785,0.19592826018253398,0.7313613157504569,0.535433055567923
A058,T2,Incongruent,22.96,-0.96561044,-0.60790056,-0.9322840371266472,0.24647422643543632,1.1787582635620835
A058,T3,Incongruent,66.28,-0.5343647,-0.3849926,-0.48344836864785357,0.6144955910431892,1.0979439596910427
A058,T4,Incongruent,143.48,-1.5446588,-1.0403204,-1.5349509938881196,-0.4674515553099357,1.067499438578184
A059,T1,Common,1.0,0.39033613,-0.4285835,0.4771669183035195,0.5223235472922868,0.04515662898876732
A059,T2,Common,30.4,-0.455204,-0.47496137,-0.3970957415884368,0.44715007622371783,0.8442458178121546
A059,T3,Common,79.78,-0.5842659,-0.35404447,-0.5305418028471848,0.6431431885389459,1.1736849913861307
A059,T4,Common,151.93,-0.48127806,-0.6274229,-0.4240555229648482,0.2000265577325762,0.6240820806974244
A059,T1,Congruent,1.0,-0.028833032,-0.7449472,0.04167518794017926,0.024369538322533656,-0.017305649617645608
A059,T2,Congruent,30.4,-0.8423874,-0.73166466,-0.8013350166144239,0.04633760804482893,0.8476726246592527
A059,T3,Congruent,79.78,-1.0377287,-0.90465754,-1.003748912658999,-0.23977631664883964,0.7639725960101593
A059,T4,Congruent,151.93,-0.14756106,-0.52323824,-0.08135154894121455,0.3910552694656396,0.47240681840685417
A059,T1,Incongruent,1.0,0.21716432,-0.6233207,0.2987345001566307,0.22101555297558068,-0.07771894718105005
A059,T2,Incongruent,30.4,-0.12906325,-0.26237887,-0.06161522254842913,0.8169310367502272,0.8785462592986563
A059,T3,Incongruent,79.78,-0.70171815,-0.86718345,-0.6576279387532472,-0.18160220025314786,0.4760257385000993
A059,T4,Incongruent,151.93,-0.75866055,-0.6763951,-0.7168929419711035,0.13338964175312928,0.8502825837242328
A060,T1,Common,1.0,0.81868875,-0.74563795,0.920070439550806,0.008412849706648415,-0.9116575898441576
A060,T2,Common,24.87,0.9040753,-0.3368844,1.0083575233607696,0.670957791186278,-0.3373997321744916
A060,T3,Common,94.68,0.6031432,-0.34967044,0.6972029266027515,0.6502330143040803,-0.0469699122986712
A060,T4,Common,143.91,0.3761608,-0.20497432,0.4625100601947906,0.8847696497846272,0.42225958958983667
A060,T1,Congruent,1.0,0.9553629,-0.51184183,1.0615052651810997,0.4099038578729668,-0.6516014073081329
A060,T2,Congruent,24.87,0.6335025,-0.53777605,0.7279914739527962,0.3670111014307999,-0.3609803725219963
A060,T3,Congruent,94.68,0.42299643,-0.29484802,0.5098637468938892,0.7687911751621653,0.2589274282682761
A060,T4,Congruent,143.91,0.45973927,-0.18825707,0.5479369111256337,0.9450825638096436,0.3971456526840099
A060,T1,Incongruent,1.0,0.9401504,-0.5142394,1.0512102011749473,0.40110893716512536,-0.650101264009822
A060,T2,Incongruent,24.87,0.4791111,-0.36191016,0.5713657338174374,0.6526047328938284,0.08123899907639098
A060,T3,Incongruent,94.68,0.28330407,-0.3819131,0.367572000799003,0.6195798500006063,0.25200784920160335
A060,T4,Incongruent,143.91,1.1198893,-0.017627422,1.238280406977196,1.2210160316633,-0.017264375313895908
A061,T1,Common,1.0,2.6787982,0.3947461,2.8433667772978555,1.8568510679717936,-0.9865157093260619
A061,T2,Common,35.16,2.027068,0.087225094,2.1694976633813856,1.3583930437564031,-0.8111046196249825
A061,T3,Common,82.55,-0.026483282,-0.2856871,0.04618838174402916,0.7539430328616469,0.7077546511176177
A061,T4,Common,146.56,1.0360726,-0.05185156,1.1448386985316708,1.1329649500172474,-0.011873748514423355
A061,T1,Congruent,1.0,2.6504714,0.41440436,2.8179874617430953,1.9418277882304324,-0.8761596735126629
A061,T2,Congruent,35.16,1.5515088,0.10480783,1.6792354340189222,1.429784296788235,-0.24945113723068713
A061,T3,Congruent,82.55,0.20434943,-0.38525635,0.2833003364504334,0.6192643153208797,0.33596397887044627
A061,T4,Congruent,146.56,1.0039943,-0.100344546,1.1118974308117275,1.0904815956736507,-0.021415835138076877
A061,T1,Incongruent,1.0,3.0097592,0.4517179,3.2052355354022346,1.9959058376383993,-1.2093296977638353
A061,T2,Incongruent,35.16,2.3948817,0.068051666,2.565278016644903,1.3624723299673522,-1.2028056866775507
A061,T3,Incongruent,82.55,0.80529994,-0.20473945,0.9108593739209253,0.912093802600309,0.0012344286793837256
A061,T4,Incongruent,146.56,0.4878294,-0.29580435,0.5804396414425856,0.7617455208885722,0.18130587944598653
A062,T1,Common,1.0,0.7909508,-0.20855646,0.8913902467526829,0.8789633913761759,-0.012426855376507007
A062,T2,Common,44.69,-0.39533794,-0.45205197,-0.3351960646885936,0.48428371599842657,0.8194797806870202
A062,T3,Common,92.72,-1.0181804,-1.1101943,-0.9791961380774811,-0.5824932490337231,0.39670288904375794
A062,T4,Common,149.18,-1.5417601,-1.3933127,-1.5205615504884007,-1.0413973093404931,0.47916424114790757
A062,T1,Congruent,1.0,0.5900816,-0.36575344,0.682998461523976,0.6515202909601511,-0.03147817056382496
A062,T2,Congruent,44.69,0.07712907,-0.6944889,0.15147379119966753,0.10782281250567087,-0.04365097869399666
A062,T3,Congruent,92.72,-0.6415882,-0.6133002,-0.5932656099163326,0.24210127297049952,0.8353668828868321
A062,T4,Congruent,149.18,-1.8845941,-1.6521478,-1.881276220193799,-1.476054780588458,0.40522143960534085
A062,T1,Incongruent,1.0,0.71199334,-0.2661164,0.8137469243359545,0.8107603693103457,-0.0029865550256088502
A062,T2,Incongruent,44.69,-0.5220198,-0.9833099,-0.470599936930467,-0.3733271372901832,0.09727279964028379
A062,T3,Incongruent,92.72,-1.877431,-0.95014405,-1.881296520311543,-0.31857027093432927,1.5627262493772138
A062,T4,Incongruent,149.18,-1.2946194,-1.335821,-1.2747128260976701,-0.9553234736317836,0.3193893524658865
A063,T1,Common,1.0,-0.23573828,-0.95948935,-0.1701748926367693,-0.33821695521697087,-0.16804206258020157
A063,T2,Common,21.98,-0.3628179,-2.3416061,-0.301571336941854,-2.578477526034682,-2.276906189092828
A063,T3,Common,69.99,-1.0110852,-2.0750527,-0.9718599180633399,-2.1464235247808796,-1.1745636067175398
A063,T4,Common,141.09,-1.6293682,-2.173833,-1.6111456491214016,-2.306535621869309,-0.6953899727479076
A063,T1,Congruent,1.0,0.14851327,-0.92667735,0.22544255273665517,-0.27619500775398154,-0.5016375604906367
A063,T2,Congruent,21.98,-0.37778652,-1.7143731,-0.31991263319351815,-1.5789695641231383,-1.2590569309296202
A063,T3,Congruent,69.99,-1.3059899,-2.668865,-1.281722872336717,-3.157609237601703,-1.8758863652649862
A063,T4,Congruent,141.09,-1.7573122,-2.2332935,-1.7493859068040754,-2.437215014731327,-0.6878291079272516
A063,T1,Incongruent,1.0,0.027478363,-1.637714,0.10131151039878471,-1.4537492536063001,-1.5550607640050849
A063,T2,Incongruent,21.98,-0.008720014,-1.8140639,0.06363665072679725,-1.7449031937636674,-1.8085398444904648
A063,T3,Incongruent,69.99,-0.93929017,-2.2087312,-0.904890199033331,-2.3964994773241886,-1.4916092782908574
A063,T4,Incongruent,141.09,-1.3076051,-2.2615244,-1.288228195177409,-2.4836611269396176,-1.1954329317622086
A064,T1,Common,1.0,1.1014585,-0.2963664,1.2124457213390085,0.7366330518387461,-0.47581266950026246
A064,T2,Common,37.65,-0.3430456,-0.6476674,-0.28112738286225075,0.16721243032552527,0.44833981318777605
A064,T3,Common,82.99,-0.5695436,-0.99105424,-0.5153193944705092,-0.3893802006441015,0.12593919382640772
A064,T4,Common,156.21,0.0822341,-0.5029341,0.15859883299465152,0.4018093305326394,0.24321049753798787
A064,T1,Congruent,1.0,1.0718691,-0.09474492,1.182229729773833,1.0997428494991068,-0.08248688027472606
A064,T2,Congruent,37.65,-0.39313197,-0.520661,-0.33581368597169264,0.3953177816064716,0.7311314675781642
A064,T3,Congruent,82.99,0.08748139,-0.49342424,0.16220093095096524,0.4403648164875576,0.2781638855365923
A064,T4,Congruent,156.21,-0.4546223,-0.70117235,-0.3995303565598715,0.09676901589858561,0.4962993724584571
A064,T1,Incongruent,1.0,0.4974914,-0.35062373,0.5904957413100118,0.6712386451603525,0.08074290385034066
A064,T2,Incongruent,37.65,0.39084706,-0.41921464,0.4795015234114657,0.5579949534685548,0.07849343005708909
A064,T3,Incongruent,82.99,-0.52534276,-0.7839214,-0.47405843595918384,-0.04413643518563327,0.4299220007735506
A064,T4,Incongruent,156.21,-0.49327812,-0.7398189,-0.44068592280941477,0.02867685615045647,0.4693627789598712
A065,T1,Common,1.0,0.41556007,-0.4977671,0.5032477015743917,0.4101844742167133,-0.09306322735767841
A065,T2,Common,32.31,-0.926882,-1.3151283,-0.8847963819974475,-0.9146689207488345,-0.029872538751387068
A065,T3,Common,106.41,-1.8409729,-2.1409612,-1.829938443577697,-2.2532540178139313,-0.4233155742362342
A065,T4,Common,187.43,-1.5576413,-1.848042,-1.5369822260561896,-1.7784639292085602,-0.2414817031523706
A065,T1,Congruent,1.0,-0.65965825,-0.68643713,-0.6119899105236299,0.12113968147409745,0.7331295919977274
A065,T2,Congruent,32.31,-0.87245667,-1.8792081,-0.8324929852156171,-1.8515911239057194,-1.0190981386901024
A065,T3,Congruent,106.41,-1.6879672,-2.309749,-1.6775301772619298,-2.563665208342861,-0.8861350310809313
A065,T4,Congruent,187.43,-1.3563521,-1.9943393,-1.3339085039229515,-2.042007281418628,-0.7080987774956764
A065,T1,Incongruent,1.0,-0.22652128,-0.624274,-0.1630484333290767,0.21944165329572812,0.3824900866248048
A065,T2,Incongruent,32.31,-0.51085055,-1.121759,-0.4589751083810724,-0.6019068017881007,-0.14293169340702833
A065,T3,Incongruent,106.41,-1.4735131,-2.1341271,-1.4609033573389636,-2.27332800023861,-0.8124246428996462
A065,T4,Incongruent,187.43,-1.3736215,-1.8508176,-1.3569373145406831,-1.8055836056627488,-0.44864629112206567
A066,T1,Common,1.0,-0.071369216,-0.77083856,-0.00022230257272207456,-0.032434591686095304,-0.03221228911337323
A066,T2,Common,23.35,-0.021959264,-0.45716655,0.05086607812974546,0.4759935394194272,0.4251274612896817
A066,T3,Common,73.79,-0.5502166,-0.71318924,-0.49533586698526505,0.061008670998083075,0.5563445379833482
A066,T4,Common,164.93,-1.4046086,-1.6997578,-1.3787510899982856,-1.5381114072271518,-0.15936031722886623
A066,T1,Congruent,1.0,0.39107627,-0.38006526,0.4767878743161691,0.6278498890932688,0.15106201477709968
A066,T2,Congruent,23.35,-0.52237666,-0.8631504,-0.4697378548288333,-0.17112741775652943,0.29861043707230384
A066,T3,Congruent,73.79,-1.0140574,-0.97773355,-0.9792205612174966,-0.36063715220492587,0.6185834090125707
A066,T4,Congruent,164.93,-0.95435953,-1.27503,-0.9173612490686445,-0.8523374702006437,0.06502377886800081
A066,T1,Incongruent,1.0,-0.020661116,-0.75553757,0.05120848738182494,0.0027253092284938644,-0.04848317815333107
A066,T2,Incongruent,23.35,-0.17442049,-0.6058684,-0.10882252281243426,0.249829325536883,0.3586518483493173
A066,T3,Incongruent,73.79,-0.5615169,-0.6747845,-0.5117080700368339,0.13604874468438957,0.6477568147212235
A066,T4,Incongruent,164.93,-1.193215,-1.2249095,-1.169172278240453,-0.7722084265931193,0.3969638516473337
A067,T1,Common,1.0,0.25319332,-0.34338585,0.3353654430078914,0.660419649536419,0.32505420652852757
A067,T2,Common,29.91,-1.2787881,-1.4682014,-1.2486565373022052,-1.1627837275354802,0.08587280976672496
A067,T3,Common,73.19,-1.8355064,-1.4417359,-1.824286249600459,-1.119886037353391,0.7044002122470681
A067,T4,Common,144.19,-2.7191021,-1.6056634,-2.737897206127259,-1.3855946431732107,1.3523025629540484
A067,T1,Congruent,1.0,-0.14874502,-0.67412084,-0.08257837581479908,0.1415096647333238,0.22408804054812287
A067,T2,Congruent,29.91,-1.5630012,-1.3585191,-1.5480396141648973,-0.9904205755292684,0.5576190386356289
A067,T3,Congruent,73.19,-1.7789383,-1.1333934,-1.771795009012618,-0.6180838783402893,1.1537111306723287
A067,T4,Congruent,144.19,-2.2998943,-1.3108498,-2.3116129257962053,-0.911580044575625,1.4000328812205802
A067,T1,Incongruent,1.0,-0.34167838,-0.70207465,-0.28290263515511516,0.0909926675333077,0.37389530268842286
A067,T2,Incongruent,29.91,-1.9484344,-1.7118002,-1.9551960526368182,-1.5760656770422465,0.37913037559457163
A067,T3,Incongruent,73.19,-1.5251905,-1.3231535,-1.5146886083521007,-0.9344094127962322,0.5802791955558685
A067,T4,Incongruent,144.19,-2.4143772,-1.4478906,-2.4401440271046493,-1.1403505454467384,1.2997934816579109
A068,T1,Common,1.0,1.7836801,0.029441586,1.9178420112250325,1.2647322769536495,-0.653109734271383
A068,T2,Common,30.49,1.7246708,0.080111355,1.8568281979878505,1.3468624483904268,-0.5099657495974237
A068,T3,Common,82.98,1.0378344,-0.28311488,1.1466603459018525,0.7581123210534504,-0.3885480248484021
A068,T4,Common,155.59,0.81317675,-0.4871188,0.9143711999637689,0.42744420761929175,-0.48692699234447717
A068,T1,Congruent,1.0,1.7910994,0.15660031,1.9275007358350635,1.5154441789892732,-0.41205655684579034
A068,T2,Congruent,30.49,1.5916977,0.036848858,1.720879427515156,1.3173865599734764,-0.40349286754167957
A068,T3,Congruent,82.98,0.4358128,-0.270623,0.5231441509090606,0.8088570758395955,0.2857129249305349
A068,T4,Congruent,155.59,0.24195892,-0.6926035,0.32227152891792227,0.11094108646941679,-0.21133044244850546
A068,T1,Incongruent,1.0,1.924949,0.09978709,2.0761773995708785,1.4148675609267385,-0.6613098386441401
A068,T2,Incongruent,30.49,0.8497314,-0.26978797,0.9571031328751326,0.8046986019259378,-0.15240453094919482
A068,T3,Incongruent,82.98,0.5837801,-0.43138668,0.6803040402781734,0.537898897810156,-0.1424051424680174
A068,T4,Incongruent,155.59,-0.05039028,-0.6760573,0.02026671112855531,0.13394735004207742,0.1136806389135221
A069,T1,Common,1.0,0.52531606,-0.7077817,0.6167320417635143,0.0697737037980398,-0.5469583379654744
A069,T2,Common,24.96,-1.1091801,-1.1501611,-1.073287047483957,-0.6472750745790378,0.4260119729049193
A069,T3,Common,79.75,-1.7077292,-1.4126319,-1.6921685288891468,-1.0727116263254668,0.61945690256368
A069,T4,Common,140.22,-1.5133605,-0.9163562,-1.4911972318062492,-0.26830282152300755,1.2228944102832418
A069,T1,Congruent,1.0,0.106019065,-1.0479727,0.18140978755403958,-0.47680608860073204,-0.6582158761547716
A069,T2,Congruent,24.96,-1.1244645,-1.2316633,-1.0936250996432315,-0.7806130342700263,0.31301206537320525
A069,T3,Congruent,79.75,-2.5306687,-2.1621413,-2.550742825163872,-2.319535979660122,0.23120684550374992
A069,T4,Congruent,140.22,-1.9093384,-1.44054,-1.9069164210519676,-1.1260754163869204,0.7808410046650471
A069,T1,Incongruent,1.0,0.34350958,-0.5458755,0.43023321184530033,0.3488776902735055,-0.08135552157179482
A069,T2,Incongruent,24.96,-0.90175474,-1.7122738,-0.865823749784026,-1.5768475913277578,-0.7110238415437318
A069,T3,Incongruent,79.75,-1.8141387,-1.9927013,-1.8154226132903157,-2.0398337997320724,-0.22441118644175662
A069,T4,Incongruent,140.22,-1.9705037,-1.6281663,-1.978165529432946,-1.437985987086498,0.5401795423464482
A070,T1,Common,1.0,0.01194059,-0.32718143,0.0859174913938196,0.6866852477204869,0.6007677563266673
A070,T2,Common,24.25,-0.12741281,-0.40496716,-0.05816966641971639,0.5606030597350853,0.6187727261548017
A070,T3,Common,81.92,-1.463585,-1.0397756,-1.4397308856406899,-0.46835221351104295,0.9713786721296469
A070,T4,Common,149.2,-2.3457181,-1.4467779,-2.351829558455589,-1.1280585696651966,1.2237709887903923
A070,T1,Congruent,1.0,-0.9093163,-0.52186567,-0.8706871679873172,0.39332537092655984,1.264012538913877
A070,T2,Congruent,24.25,-0.5175091,-0.4394793,-0.46469405823369064,0.5295846647308174,0.994278722964508
A070,T3,Congruent,81.92,-1.4543929,-1.4298435,-1.4354990037267665,-1.10838441317635,0.3271145905504165
A070,T4,Congruent,149.2,-1.90588,-1.0911304,-1.9033328050010836,-0.5481848582226488,1.3551479467784349
A070,T1,Incongruent,1.0,0.059419826,-0.25163588,0.13455582232589072,0.8346677287901499,0.7001119064642592
A070,T2,Incongruent,24.25,-0.9675758,-0.73970205,-0.9343295614938015,0.02886977566959072,0.9631993371633922
A070,T3,Incongruent,81.92,-1.3482205,-1.002729,-1.3305002422230996,-0.40538809949832694,0.9251121427247726
A070,T4,Incongruent,149.2,-2.275799,-1.3446122,-2.295913410395049,-0.9698377575565915,1.3260756528384576
A071,T1,Common,1.0,1.242194,-0.06925742,1.3579619283240332,1.1047519485763972,-0.2532099797476359
A071,T2,Common,30.92,0.069243565,-0.49979705,0.1451670167158434,0.4068941465756284,0.26172712985978497
A071,T3,Common,79.96,-0.25296482,-1.1988554,-0.18798660865920713,-0.7262032261361104,-0.5382166174769033
A071,T4,Common,153.27,-0.73118097,-1.1189433,-0.6824474964023954,-0.5966744242015112,0.08577307220088426
A071,T1,Congruent,1.0,1.3282181,-0.06460686,1.447860192134485,1.149588361229146,-0.29827183090533893
A071,T2,Congruent,30.92,-0.016655037,-0.980287,0.054294103724815475,-0.3648603179271745,-0.41915442165198996
A071,T3,Congruent,79.96,-0.89148223,-1.3873115,-0.8522073913551781,-1.0380404924030147,-0.18583310104783657
A071,T4,Congruent,153.27,-0.6046077,-0.9745958,-0.5549461808827568,-0.3554476093335225,0.19949857154923434
A071,T1,Incongruent,1.0,1.0808501,-0.31428206,1.1976488509903997,0.7312387949330419,-0.46641005605735786
A071,T2,Incongruent,30.92,0.24199724,-0.7196189,0.3245803212619717,0.062027085388912585,-0.2625532358730591
A071,T3,Incongruent,79.96,-0.34237722,-0.7761851,-0.28362997989029953,-0.031363792687738756,0.2522661872025608
