Segment,LocationType,Days_within,theta,CI_lower,CI_upper,n_obs,Data_Type
Late,Source,7.0508474576271185,0.3075437236657391,,,0,predicted
Late,Source,7.186440677966102,0.3045475910364962,,,0,predicted
Late,Source,7.322033898305085,0.30156793530934806,,,0,predicted
Late,Source,7.4576271186440675,0.298604914981662,,,0,predicted
Late,Source,7.593220338983051,0.2956586834939946,,,0,predicted
Late,Source,7.728813559322034,0.2927293892309406,,,0,predicted
Late,Source,7.864406779661017,0.2898171755247907,,,0,predicted
Late,Source,8.0,0.2869221806619507,,,0,predicted
Late,Destination,0.0,0.47799498425974757,,,0,predicted
Late,Destination,0.13559322033898305,0.4764290318037066,,,0,predicted
Late,Destination,0.2711864406779661,0.47486354264764247,,,0,predicted
Late,Destination,0.4067796610169492,0.47329854741105376,,,0,predicted
Late,Destination,0.5423728813559322,0.4717340766746674,,,0,predicted
Late,Destination,0.6779661016949152,0.47017016097805864,,,0,predicted
Late,Destination,0.8135593220338984,0.4686068308172778,,,0,predicted
Late,Destination,0.9491525423728814,0.467044116642483,,,0,predicted
Late,Destination,1.0847457627118644,0.4654820488555824,,,0,predicted
Late,Destination,1.2203389830508475,0.46392065780788316,,,0,predicted
Late,Destination,1.3559322033898304,0.46235997379774935,,,0,predicted
Late,Destination,1.4915254237288136,0.46080002706826806,,,0,predicted
Late,Destination,1.6271186440677967,0.4592408478049257,,,0,predicted
Late,Destination,1.7627118644067796,0.45768246613329266,,,0,predicted
Late,Destination,1.8983050847457628,0.4561249121167187,,,0,predicted
Late,Destination,2.0338983050847457,0.45456821575403855,,,0,predicted
Late,Destination,2.169491525423729,0.4530124069772874,,,0,predicted
Late,Destination,2.305084745762712,0.45145751564942826,,,0,predicted
Late,Destination,2.440677966101695,0.4499035715620905,,,0,predicted
Late,Destination,2.5762711864406778,0.4483506044333199,,,0,predicted
Late,Destination,2.711864406779661,0.4467986439053407,,,0,predicted
Late,Destination,2.847457627118644,0.4452477195423306,,,0,predicted
Late,Destination,2.983050847457627,0.44369786082820784,,,0,predicted
Late,Destination,3.1186440677966103,0.44214909716443224,,,0,predicted
Late,Destination,3.2542372881355934,0.4406014578678188,,,0,predicted
Late,Destination,3.389830508474576,0.43905497216836575,,,0,predicted
Late,Destination,3.5254237288135593,0.4375096692070969,,,0,predicted
Late,Destination,3.6610169491525424,0.43596557803391733,,,0,predicted
Late,Destination,3.7966101694915255,0.43442272760548534,,,0,predicted
Late,Destination,3.9322033898305087,0.43288114678309864,,,0,predicted
Late,Destination,4.067796610169491,0.43134086433059615,,,0,predicted
Late,Destination,4.203389830508475,0.4298019089122752,,,0,predicted
Late,Destination,4.338983050847458,0.42826430909082597,,,0,predicted
Late,Destination,4.47457627118644,0.42672809332528083,,,0,predicted
Late,Destination,4.610169491525424,0.4251932899689809,,,0,predicted
Late,Destination,4.745762711864407,0.4236599272675603,,,0,predicted
Late,Destination,4.88135593220339,0.4221280333569462,,,0,predicted
Late,Destination,5.016949152542373,0.4205976362613778,,,0,predicted
Late,Destination,5.1525423728813555,0.41906876389144215,,,0,predicted
Late,Destination,5.288135593220339,0.41754144404212873,,,0,predicted
Late,Destination,5.423728813559322,0.41601570439090163,,,0,predicted
Late,Destination,5.559322033898305,0.4144915724957912,,,0,predicted
Late,Destination,5.694915254237288,0.41296907579350417,,,0,predicted
Late,Destination,5.830508474576271,0.4114482415975526,,,0,predicted
Late,Destination,5.966101694915254,0.409929097096403,,,0,predicted
Late,Destination,6.101694915254237,0.40841166935164436,,,0,predicted
Late,Destination,6.237288135593221,0.4068959852961763,,,0,predicted
Late,Destination,6.372881355932203,0.405382071732418,,,0,predicted
Late,Destination,6.508474576271187,0.4038699553305359,,,0,predicted
Late,Destination,6.6440677966101696,0.40235966262669387,,,0,predicted
Late,Destination,6.779661016949152,0.40085122002132256,,,0,predicted
Late,Destination,6.915254237288136,0.3993446537774109,,,0,predicted
Late,Destination,7.0508474576271185,0.39783999001881837,,,0,predicted
Late,Destination,7.186440677966102,0.3963372547286084,,,0,predicted
Late,Destination,7.322033898305085,0.3948364737474038,,,0,predicted
Late,Destination,7.4576271186440675,0.3933376727717641,,,0,predicted
Late,Destination,7.593220338983051,0.39184087735258427,,,0,predicted
Late,Destination,7.728813559322034,0.3903461128935166,,,0,predicted
Late,Destination,7.864406779661017,0.3888534046494137,,,0,predicted
Late,Destination,8.0,0.38736277772479516,,,0,predicted
