Segment,LocationType,Days_within,theta,CI_lower,CI_upper,n_obs,Data_Type
Late,Source,4.47457627118644,-0.5435875082055763,,,0,predicted
Late,Source,4.610169491525424,-0.5576948935252485,,,0,predicted
Late,Source,4.745762711864407,-0.5718022788449205,,,0,predicted
Late,Source,4.88135593220339,-0.5859096641645927,,,0,predicted
Late,Source,5.016949152542373,-0.6000170494842647,,,0,predicted
Late,Source,5.1525423728813555,-0.6141244348039365,,,0,predicted
Late,Source,5.288135593220339,-0.6282318201236088,,,0,predicted
Late,Source,5.423728813559322,-0.6423392054432806,,,0,predicted
Late,Source,5.559322033898305,-0.6564465907629529,,,0,predicted
Late,Source,5.694915254237288,-0.6705539760826249,,,0,predicted
Late,Source,5.830508474576271,-0.6846613614022967,,,0,predicted
Late,Source,5.966101694915254,-0.698768746721969,,,0,predicted
Late,Source,6.101694915254237,-0.712876132041641,,,0,predicted
Late,Source,6.237288135593221,-0.7269835173613131,,,0,predicted
Late,Source,6.372881355932203,-0.7410909026809851,,,0,predicted
Late,Source,6.508474576271187,-0.7551982880006571,,,0,predicted
Late,Source,6.6440677966101696,-0.7693056733203292,,,0,predicted
Late,Source,6.779661016949152,-0.7834130586400012,,,0,predicted
Late,Source,6.915254237288136,-0.7975204439596733,,,0,predicted
Late,Source,7.0508474576271185,-0.8116278292793453,,,0,predicted
Late,Source,7.186440677966102,-0.8257352145990173,,,0,predicted
Late,Source,7.322033898305085,-0.8398425999186894,,,0,predicted
Late,Source,7.4576271186440675,-0.8539499852383614,,,0,predicted
Late,Source,7.593220338983051,-0.8680573705580334,,,0,predicted
Late,Source,7.728813559322034,-0.8821647558777055,,,0,predicted
Late,Source,7.864406779661017,-0.8962721411973775,,,0,predicted
Late,Source,8.0,-0.9103795265170496,,,0,predicted
Late,Destination,0.0,-0.08807695727831945,,,0,predicted
Late,Destination,0.13559322033898305,-0.09435381036881052,,,0,predicted
Late,Destination,0.2711864406779661,-0.1006306634593016,,,0,predicted
Late,Destination,0.4067796610169492,-0.10690751654979269,,,0,predicted
Late,Destination,0.5423728813559322,-0.11318436964028376,,,0,predicted
Late,Destination,0.6779661016949152,-0.11946122273077484,,,0,predicted
Late,Destination,0.8135593220338984,-0.12573807582126592,,,0,predicted
Late,Destination,0.9491525423728814,-0.132014928911757,,,0,predicted
Late,Destination,1.0847457627118644,-0.13829178200224806,,,0,predicted
Late,Destination,1.2203389830508475,-0.14456863509273915,,,0,predicted
Late,Destination,1.3559322033898304,-0.15084548818323024,,,0,predicted
Late,Destination,1.4915254237288136,-0.15712234127372132,,,0,predicted
Late,Destination,1.6271186440677967,-0.1633991943642124,,,0,predicted
Late,Destination,1.7627118644067796,-0.16967604745470347,,,0,predicted
Late,Destination,1.8983050847457628,-0.17595290054519455,,,0,predicted
Late,Destination,2.0338983050847457,-0.1822297536356856,,,0,predicted
Late,Destination,2.169491525423729,-0.1885066067261767,,,0,predicted
Late,Destination,2.305084745762712,-0.19478345981666778,,,0,predicted
Late,Destination,2.440677966101695,-0.20106031290715887,,,0,predicted
Late,Destination,2.5762711864406778,-0.20733716599764992,,,0,predicted
Late,Destination,2.711864406779661,-0.21361401908814098,,,0,predicted
Late,Destination,2.847457627118644,-0.21989087217863207,,,0,predicted
Late,Destination,2.983050847457627,-0.22616772526912315,,,0,predicted
Late,Destination,3.1186440677966103,-0.23244457835961424,,,0,predicted
Late,Destination,3.2542372881355934,-0.23872143145010533,,,0,predicted
Late,Destination,3.389830508474576,-0.2449982845405964,,,0,predicted
Late,Destination,3.5254237288135593,-0.2512751376310875,,,0,predicted
Late,Destination,3.6610169491525424,-0.2575519907215786,,,0,predicted
Late,Destination,3.7966101694915255,-0.26382884381206967,,,0,predicted
Late,Destination,3.9322033898305087,-0.2701056969025607,,,0,predicted
Late,Destination,4.067796610169491,-0.2763825499930518,,,0,predicted
Late,Destination,4.203389830508475,-0.28265940308354287,,,0,predicted
Late,Destination,4.338983050847458,-0.28893625617403396,,,0,predicted
Late,Destination,4.47457627118644,-0.295213109264525,,,0,predicted
Late,Destination,4.610169491525424,-0.30148996235501613,,,0,predicted
Late,Destination,4.745762711864407,-0.30776681544550716,,,0,predicted
Late,Destination,4.88135593220339,-0.3140436685359983,,,0,predicted
Late,Destination,5.016949152542373,-0.32032052162648933,,,0,predicted
Late,Destination,5.1525423728813555,-0.3265973747169804,,,0,predicted
Late,Destination,5.288135593220339,-0.3328742278074715,,,0,predicted
Late,Destination,5.423728813559322,-0.33915108089796253,,,0,predicted
Late,Destination,5.559322033898305,-0.3454279339884537,,,0,predicted
Late,Destination,5.694915254237288,-0.3517047870789447,,,0,predicted
Late,Destination,5.830508474576271,-0.3579816401694358,,,0,predicted
Late,Destination,5.966101694915254,-0.3642584932599269,,,0,predicted
Late,Destination,6.101694915254237,-0.37053534635041796,,,0,predicted
Late,Destination,6.237288135593221,-0.37681219944090905,,,0,predicted
Late,Destination,6.372881355932203,-0.38308905253140013,,,0,predicted
Late,Destination,6.508474576271187,-0.3893659056218912,,,0,predicted
Late,Destination,6.6440677966101696,-0.39564275871238225,,,0,predicted
Late,Destination,6.779661016949152,-0.40191961180287333,,,0,predicted
Late,Destination,6.915254237288136,-0.4081964648933644,,,0,predicted
Late,Destination,7.0508474576271185,-0.4144733179838555,,,0,predicted
Late,Destination,7.186440677966102,-0.4207501710743466,,,0,predicted
Late,Destination,7.322033898305085,-0.4270270241648377,,,0,predicted
Late,Destination,7.4576271186440675,-0.4333038772553287,,,0,predicted
Late,Destination,7.593220338983051,-0.43958073034581985,,,0,predicted
Late,Destination,7.728813559322034,-0.4458575834363109,,,0,predicted
Late,Destination,7.864406779661017,-0.45213443652680196,,,0,predicted
Late,Destination,8.0,-0.45841128961729305,,,0,predicted
