UID,theta_all,Education_z,VR_Experience_z,Typical_Sleep_z,Age_z
A061,0.8649,-0.6731890674983149,-0.16802628883594098,-1.0823064542219465,0.1675164660436069
A062,0.0902,1.1627811165879989,0.7654530935859537,-0.06605626246425063,0.23645328334550275
A063,0.2933,1.1627811165879989,-0.16802628883594098,1.9664441210511412,0.029642831439815196
A064,0.3093,-0.061199006136210245,-0.16802628883594098,-2.0985566459796425,0.1675164660436069
A065,-1.9537,-0.061199006136210245,-1.1015056712578357,0.9501939292934453,0.1675164660436069
A066,-0.5499,1.1627811165879989,-0.16802628883594098,-0.06605626246425063,0.1675164660436069
A067,-0.8251,-0.061199006136210245,-0.16802628883594098,-1.5904315501007944,0.23645328334550275
A068,0.3739,1.1627811165879989,-0.16802628883594098,-1.0823064542219465,0.30539010064739863
A069,-1.1794,-0.6731890674983149,-1.1015056712578357,-1.0823064542219465,0.09857964874171105
A070,-0.2107,-0.6731890674983149,-0.16802628883594098,-0.5741813583430986,0.5122005525530862
A071,0.1963,0.5507910552258943,-0.16802628883594098,-0.06605626246425063,0.37432691794929446
A072,0.0779,0.5507910552258943,-1.1015056712578357,-1.0823064542219465,0.37432691794929446
A073,0.3363,-0.061199006136210245,-1.1015056712578357,-3.1148068377373384,0.44326373525119034
A074,-0.255,-0.061199006136210245,-0.16802628883594098,-0.06605626246425063,0.581137369854982
A075,-0.2911,-0.061199006136210245,-1.1015056712578357,0.9501939292934453,0.581137369854982
A076,-1.2208,-3.1211493129467334,-1.1015056712578357,0.9501939292934453,0.6500741871568779
A077,0.4863,-0.061199006136210245,-1.1015056712578357,-0.06605626246425063,0.5122005525530862
A078,-0.4988,0.5507910552258943,-1.1015056712578357,-0.06605626246425063,0.37432691794929446
A079,-0.4405,-0.6731890674983149,-0.16802628883594098,-1.5904315501007944,0.37432691794929446
A080,0.0535,1.1627811165879989,0.7654530935859537,-0.06605626246425063,0.7879478217606696
A081,0.3615,-0.6731890674983149,1.6989324760078484,-0.06605626246425063,0.7190110044587738
A082,0.4909,1.7747711779501036,1.6989324760078484,-0.06605626246425063,0.9258214563644612
A083,0.7503,1.7747711779501036,0.7654530935859537,-1.5904315501007944,0.9258214563644612
A084,-0.0109,-0.6731890674983149,1.6989324760078484,-0.06605626246425063,0.9947582736663572
A085,0.3394,-2.5091592515846286,-1.1015056712578357,-0.06605626246425063,0.9258214563644612
A086,-0.4303,-0.6731890674983149,-1.1015056712578357,-0.06605626246425063,0.9258214563644612
A087,0.5807,-0.061199006136210245,-0.16802628883594098,-1.5904315501007944,0.9947582736663572
A088,1.558,-1.2851791288604195,-0.16802628883594098,-0.06605626246425063,0.7879478217606696
A089,0.8651,-1.897169190222524,-1.1015056712578357,0.9501939292934453,0.7879478217606696
A090,-0.7529,-1.2851791288604195,-0.16802628883594098,-1.0823064542219465,1.1326319082701488
A091,-0.3731,1.1627811165879989,-0.16802628883594098,0.9501939292934453,1.2705055428739405
A092,-0.7276,-0.061199006136210245,-0.16802628883594098,-0.5741813583430986,1.063695090968253
A093,0.4845,-0.061199006136210245,-1.1015056712578357,-0.06605626246425063,1.3394423601758363
A094,-0.9375,-0.6731890674983149,-1.1015056712578357,-1.0823064542219465,1.063695090968253
A095,-0.0135,-0.061199006136210245,1.6989324760078484,-1.0823064542219465,1.1326319082701488
A096,-1.3259,1.1627811165879989,-1.1015056712578357,-0.06605626246425063,1.063695090968253
A097,0.1424,-0.061199006136210245,-1.1015056712578357,0.9501939292934453,1.3394423601758363
A098,0.3545,0.5507910552258943,0.7654530935859537,-0.5741813583430986,1.063695090968253
A099,0.7514,-0.6731890674983149,0.7654530935859537,-0.06605626246425063,1.2705055428739405
A100,0.2622,1.1627811165879989,-1.1015056712578357,-0.5741813583430986,1.4773159947796282
A101,-1.103,-2.5091592515846286,-0.16802628883594098,-0.06605626246425063,1.6841264466853156
A102,0.0113,-0.6731890674983149,-0.16802628883594098,0.9501939292934453,1.6151896293834198
A103,-0.486,-0.061199006136210245,0.7654530935859537,1.9664441210511412,1.6151896293834198
A104,0.0596,-0.061199006136210245,-1.1015056712578357,-1.0823064542219465,1.4773159947796282
A105,0.2862,1.1627811165879989,-1.1015056712578357,-0.06605626246425063,1.6151896293834198
A106,0.6701,1.1627811165879989,-0.16802628883594098,0.4420688334145973,1.4773159947796282
A107,-1.156,-0.6731890674983149,-1.1015056712578357,0.4420688334145973,1.7530632639872115
A108,-0.7731,-1.2851791288604195,-1.1015056712578357,-0.06605626246425063,1.6841264466853156
A109,-0.7203,1.1627811165879989,-0.16802628883594098,-0.06605626246425063,1.6151896293834198
