UID,Common_Intercept,Common_Slope,Congruent_Intercept,Congruent_Slope,Incongruent_Intercept,Incongruent_Slope
A055,-0.3629300681435267,-0.0683690935702531,-0.0889049486186775,-0.0366563610797836,-0.0827475751401696,-0.0230073136169322
A056,-0.0737891785260312,-0.0599134151752746,0.018346068518,0.0078543122312312,0.0380251215409653,-0.008229508756624
A057,-0.4960304244742231,-0.1039441990683911,-0.158252496006108,-0.064050745455729,-0.2505697591608076,-0.0464771315743462
A058,-0.1203702502333764,-0.0630792673512708,0.0039858210542658,0.0025293093623911,0.0645566210112155,0.0106784510558907
A059,0.5176144769248773,0.1448684960965225,0.1165301169782431,0.0473455975342979,0.4850883752124409,0.0938635568413521
A060,0.0076514409901436,0.0842154490421519,0.0684666464386905,0.0276344533925142,0.050288073901569,0.0272601885731201
A061,0.3923121921511976,-0.0465449654992897,0.183409542298487,0.0752045088386897,0.3791188972981311,0.0442395295805492
A062,0.0715388876650086,-0.1706389343350881,-0.0983892226612075,-0.0406820906824051,-0.0657865927144349,-0.0312257934901341
A063,0.2200320517658515,-0.0303900116625834,0.0520990116806606,0.0217316740971045,0.0984181107543453,0.0043491543835674
A064,0.2681402975481793,-0.0228720459418959,0.069157977580089,0.0276525444206946,0.2397832760566228,0.0249734721300807
A065,-0.6397413278370278,-0.1708883495796109,-0.3595095879625609,-0.1478224859684076,-0.5716460627529447,-0.0880264424392751
A066,-0.1200421125828537,-0.0570715970357346,-0.2107155474478425,-0.0856780983546079,-0.288293078137587,-0.0593281593930681
A067,-0.4373092426562404,-0.1516865012580976,-0.2809515023932805,-0.113811057716619,-0.5099053965088394,-0.0940027477339618
A068,0.2261132286908668,0.0149380909933401,0.0921754089172805,0.0374873962307056,0.0912849410360378,0.0090288113909805
A069,-0.4251381023429224,0.0004241737202696,-0.3628814210769416,-0.1471781742496739,-0.4985887582529767,-0.0788348578715275
A070,0.0408787297318916,-0.0435672628506106,-0.1773433777427076,-0.0720135962804963,-0.2755266319470179,-0.0446812851154443
A071,0.2620140439740244,0.0727517941620661,-0.0067913539238086,-0.0022179253763594,-0.0930078657165137,0.0021743189062349
A072,0.2294161662628829,0.025890121062733,0.0454872544846886,0.0182731306503825,0.0134640136880845,-0.0073321513772894
A073,0.3394715435186919,0.1644194215354612,0.1559388238807874,0.06418917741163,0.4504434805714221,0.0935784462438618
A074,-0.1481095312578275,-0.1533029873379781,0.083289952054997,0.0343064474212013,0.021583327629508,-0.0065560633293672
A075,-0.0130019353875982,-0.0412124884720284,0.0075481357700202,0.0024744983572351,-0.2627691827872671,-0.05623199373489
A076,-0.3922853510652446,-0.1612528806993861,-0.2444759201046008,-0.0989727795295558,-0.5294487997480087,-0.0971257020978259
A077,0.0425992424612306,-0.0620291435939518,0.0822394093624876,0.0334872717475519,0.1618339800197232,0.0221687288371763
A078,-0.5313622552526519,-0.0600449052471818,-0.1532832791463085,-0.0623474051498687,-0.1720065827247476,-0.0290729377918047
A079,-0.2877630618699426,-0.0110826710466879,0.0997135404472304,0.0398141167183661,-0.1459279698427319,-0.0336171921315687
A080,0.1659972733213582,0.0794788249445002,-0.0147713336530252,-0.0066449891426385,-0.1212554185163901,-0.016121235939376
A081,-0.0856060885841507,0.0620244274798051,0.1773245686330113,0.0719082698710883,0.0958644945308451,0.0306201358102704
A082,0.0612216770750595,0.0774375805472662,0.0932304074639817,0.0374160008299944,0.2200129695276206,0.0335375215340036
A083,0.121563521204915,-0.040823614721969,0.1575167762000712,0.064412692310712,0.4855350859044192,0.0733832281104435
A084,0.1139316731233496,-0.0144020034170734,0.1793016495599642,0.0725833867620452,-0.1623348408950085,-0.0265397420106728
A085,0.0673815590893094,0.0614506188479254,0.1598814142515411,0.0641926888365355,-0.2307763678004717,-0.0377649021102016
A086,-0.0691647749170525,0.008608767675782,-0.0059915957926444,-0.0037490173830802,-0.1175350290384725,-0.0306283042100138
A087,0.3231562761203664,0.1501052474995127,0.158512004499537,0.0644129159462873,0.1994831819623093,0.0533290284770303
A088,0.8098732096548734,0.2691268471513042,0.220579380095518,0.0892684297094589,0.8360518957796209,0.1569232909609705
A089,0.2516448869694509,-0.0148600970574884,0.2395917790018556,0.0971022699729878,0.2544015135292505,0.0531431591719034
A090,-0.2965119142115403,-0.0614248073216834,-0.1111304247747616,-0.0452808575853515,-0.2819978162860778,-0.0354459332680839
A091,-0.114178389786538,-0.0737287873403515,-0.1600650590323767,-0.0648541012545437,-0.2309895425568767,-0.0436471957795311
A092,-0.5376941001123752,-0.0947682080510925,-0.2164931697168442,-0.0877181080969086,-0.2992124161660551,-0.0465778959337253
A093,0.2617493724442057,0.0494831658047967,0.038071668181735,0.0151609209582386,0.2099352385956932,0.0558537608308532
A094,-0.372031332375503,-0.0862180900964981,-0.1849149965042456,-0.0750366514311335,-0.4701231398690982,-0.0749933804633729
A095,0.2522461644192952,-0.0059000011042808,-0.0007627810143653,0.0002714385532824,0.2467229553258324,0.0405168024991206
A096,-0.51725160470503,-0.1962092319935043,-0.1578345849652951,-0.0635922090968753,-0.7440686013443288,-0.1307958788717845
A097,-0.0021033444369713,0.0696046383640789,-0.0625645961889728,-0.0254761568959774,-0.1192773887699338,-0.0167055104189543
A098,0.0167400684192443,0.041092253780225,0.1386035932359178,0.0564089007189407,0.1079572300151623,0.0151411431769266
A099,0.1535078678263016,0.1236736702627188,0.1344785761744986,0.0550937387462813,0.4674260932373436,0.0986295227270485
A100,0.2456638884331638,0.04530694633553,0.0089775582802305,0.0026815839337264,0.3720220799434156,0.0700404117457215
A101,-0.5042923834564574,-0.0548378833762713,-0.2389174948782743,-0.097066057870891,-0.1524494232691096,-0.0265148196042629
A102,-0.2088254194373275,0.0121967948795985,0.0944464248559497,0.038002530441626,0.1267111779284266,0.0457736600812579
A103,-0.2059559187657438,-0.0768024821228432,0.036320094150882,0.015023145637179,-0.0979727628504924,-0.038203082583956
A104,0.2795502929279911,-0.0923874736232009,0.058833057512247,0.0232352742990898,0.0318148418255358,-0.0172613496805056
A105,0.0673139809098241,0.0120048105360955,0.039969750514696,0.0164407269933203,-0.0822623171292824,-0.0217165563802222
A106,0.2679741847966562,0.1039176494572443,0.1458439416296559,0.0597730379162473,0.1399271338963622,0.0290693511457536
A107,-0.4682719186367441,-0.020451337847987,-0.35636075460357,-0.1445262304591925,-0.4959247033252499,-0.0749117813797529
A108,-0.3472058955678298,-0.0294519390216472,-0.1404558834399998,-0.0571629584498844,-0.4843092526047285,-0.0791637638344965
A109,-0.3945844041065043,-0.0755731343374575,-0.1211290426536064,-0.0492583819848251,-0.3493292754087481,-0.055750143262236
