UID,TEST,LocationType,theta_accuracy,TSVR_hours,theta_confidence,Z_accuracy,Z_confidence,calibration
A100,T2,Destination,1.1456058,31.14,1.6435581,1.3689826607001028,1.7402380220894105,0.3712553613893077
A100,T3,Destination,0.24805592,75.34,0.8536865,0.27525718895323714,0.9076468033538975,0.6323896144006603
A100,T4,Destination,-1.136643,146.8,0.68930566,-1.4120924650898063,0.7343755477316326,2.146468012821439
A101,T1,Destination,0.8865688,1.0,-0.21817127,1.053328487781164,-0.22218159791464953,-1.2755100856958135
A101,T2,Destination,-0.23393802,29.12,-0.88835955,-0.3120851539654989,-0.9286165131938636,-0.6165313592283648
A101,T3,Destination,-0.978317,75.21,-1.6436224,-1.2191614838725908,-1.7247271933944897,-0.5055657095218988
A101,T4,Destination,0.17299545,150.22,-1.1911759,0.18379090970835388,-1.2478104605386469,-1.4316013702470007
A102,T1,Destination,0.20968845,1.0,0.03595928,0.22850382163566396,0.04569341410303314,-0.18281040753263084
A102,T2,Destination,0.24436091,29.13,-0.4667018,0.2707545683798163,-0.48415371701056714,-0.7549082853903835
A102,T3,Destination,0.012451167,75.27,-0.74882245,-0.011843199964121677,-0.7815326527945036,-0.7696894528303819
A102,T4,Destination,-1.0560108,150.41,-0.4704805,-1.313836654523615,-0.4881367851930868,0.8256998693305283
A103,T1,Destination,1.2595557,1.0,-1.5460261,1.5078383509632534,-1.6218524700077055,-3.129690820970959
A103,T2,Destination,-0.42329043,27.26,-1.7063676,-0.5428239224377936,-1.7908659209266655,-1.2480419984888718
A103,T3,Destination,0.97105753,80.24,-2.1477895,1.1562837420078633,-2.256161796481054,-3.4124455384889174
A103,T4,Destination,-0.8396413,149.72,-1.8939518,-1.0501757274460768,-1.9885954730380797,-0.9384197455920029
A104,T1,Destination,0.06332143,1.0,1.4034938,0.05014566955426332,1.4871900227539643,1.437044353199701
A104,T2,Destination,0.2064909,22.6,0.6199584,0.22460738984940581,0.6612776926886503,0.4366703028392445
A104,T3,Destination,1.1526464,72.62,-0.37916905,1.3775621098515873,-0.39188682324989643,-1.7694489331014838
A104,T4,Destination,-1.420157,145.78,-2.4627867,-1.7575735244787738,-2.58819538604963,-0.830621861570856
A105,T1,Destination,1.0632366,1.0,1.9226042,1.268610197692908,2.0343761231205044,0.7657659254275964
A105,T2,Destination,0.89520895,22.77,0.9493199,1.0638570972158994,1.008452464752308,-0.055404632463591286
A105,T3,Destination,0.023725206,69.46,0.5204851,0.0018949820562107836,0.556424453151182,0.5545294710949713
A105,T4,Destination,0.6975893,146.2,0.22215156,0.8230441354641798,0.24195576525522533,-0.5810883702089544
A106,T1,Destination,1.2047487,1.0,1.0958929,1.4410523001088646,1.1629527565765998,-0.27809954353226485
A106,T2,Destination,0.13819233,22.64,-0.45441872,0.14138094488248507,-0.4712063157531655,-0.6125872606356506
A106,T3,Destination,0.28499973,66.08,0.21723706,0.320275729895359,0.23677546817342662,-0.0835002617219324
A106,T4,Destination,0.24336678,147.13,-0.01406853,0.2695431534741314,-0.00704011283801486,-0.27658326631214625
A107,T1,Destination,-0.26651132,1.0,-1.9086866,-0.3517779317182542,-2.0041271937504384,-1.652349262032184
A107,T2,Destination,-1.135201,26.22,-0.13229832,-1.4103352901790827,-0.13166427320400823,1.2786710169750743
A107,T3,Destination,-1.1414355,71.45,-0.2855823,-1.417932451746979,-0.29323850339639645,1.1246939483505825
A107,T4,Destination,-1.0968966,145.95,-1.1628886,-1.3636587779389155,-1.217993262931166,0.1456655150077495
A108,T1,Destination,-0.17483757,1.0,-0.8499682,-0.24006724276406013,-0.8881487955478542,-0.6480815527837941
A108,T2,Destination,-0.8555178,27.61,-1.7737292,-1.0695223206985756,-1.861870723023581,-0.7923484023250054
A108,T3,Destination,0.98977315,68.96,-0.8209312,1.179089995754491,-0.8575413509727826,-2.0366313467272734
A108,T4,Destination,-0.94147485,152.12,-0.6899837,-1.1742668225431068,-0.7195116527086994,0.45475516983440734
A109,T1,Destination,-0.8293198,1.0,0.5619888,-1.0375982788739313,0.6001728499349543,1.6377711288088856
A109,T2,Destination,-1.0111979,24.65,0.046443008,-1.2592290931111563,0.05674414674415053,1.3159732398553068
A109,T3,Destination,-1.1678147,71.17,0.5703379,-1.4500772980749679,0.6089735048063849,2.0590508028813526
A109,T4,Destination,-0.6777049,149.87,0.49588653,-0.852845228685396,0.5304954877656043,1.3833407164510003
