UID,TEST,LocationType,theta_accuracy,TSVR_hours,theta_confidence,Z_accuracy,Z_confidence,calibration
A073,T2,Source,0.3522422,66.66,0.0028061175,0.4355362820589617,0.01758861282224273,-0.417947669236719
A073,T3,Source,1.3783715,66.9,0.30203983,1.6278254862272266,0.3366333112869839,-1.2911921749402426
A073,T4,Source,1.4486346,140.12,0.17517796,1.709466206925286,0.20137245874910956,-1.5080937481761765
A074,T1,Source,1.0531274,1.0,0.98870414,1.249914993709935,1.0687587322502037,-0.1811562614597313
A074,T2,Source,0.28312021,29.33,-0.1324366,0.35522144995385885,-0.12660794733085057,-0.4818293972847094
A074,T3,Source,-0.56265223,73.02,-1.453707,-0.6275059211435762,-1.535354016871354,-0.9078480957277778
A074,T4,Source,-0.6709876,147.21,-0.94918096,-0.7533839095029131,-0.9974254627836859,-0.24404155328077282
A075,T1,Source,1.2248234,1.0,0.25979865,1.4494135239622865,0.29159552318717263,-1.157818000775114
A075,T2,Source,0.43895453,28.68,-0.0069382037,0.5362898371199818,0.007199161737256489,-0.5290906753827253
A075,T3,Source,-1.422566,71.37,-2.638019,-1.6266645110860252,-2.798074255748765,-1.1714097446627398
A075,T4,Source,-0.6957722,244.53,-0.93872964,-0.782181850473538,-0.9862822055280099,-0.20410035505447188
A076,T1,Source,0.15540236,1.0,-0.43817917,0.20682239952758041,-0.4525924269488851,-0.6594148264764654
A076,T2,Source,-1.0829679,27.3,-1.2469751,-1.2320756923220988,-1.3149352808021584,-0.08285958848005959
A076,T3,Source,-1.1610296,74.88,-0.7288916,-1.322777831096444,-0.7625516851969081,0.5602261458995359
A076,T4,Source,-1.1055614,149.28,-1.7479918,-1.2583277310606629,-1.8491221564781395,-0.5907944254174766
A077,T1,Source,0.5334684,1.0,1.0310454,0.6461082263280112,1.1139032262193358,0.46779499989132456
A077,T2,Source,-0.17786074,53.88,-0.91682047,-0.18040560017737758,-0.9629225229646264,-0.7825169227872488
A077,T3,Source,-0.0657532,78.36,-0.40170488,-0.05014461879046867,-0.41370333000341464,-0.363558711212946
A077,T4,Source,-0.39172974,149.75,-0.10747531,-0.42890615445086205,-0.09999407693902111,0.32891207751184093
A078,T1,Source,-0.5279406,1.0,-0.556103,-0.5871734779435982,-0.5783234900360945,0.008849987907503687
A078,T2,Source,0.1811822,26.17,-0.4581931,0.23677673853455078,-0.4739313937671524,-0.7107081323017032
A078,T3,Source,-0.7775617,72.3,-1.1432558,-0.8772154274938223,-1.2043491689733514,-0.3271337414795291
A078,T4,Source,-1.4361522,140.08,-1.5582061,-1.642450708386571,-1.6467715559273413,-0.004320847540770334
A079,T1,Source,0.019097133,1.0,-0.14457574,0.048445428298121665,-0.1395507679394118,-0.18799619623753344
A079,T2,Source,0.19691332,26.11,0.4830254,0.2550551801943645,0.5296011628191515,0.27454598262478697
A079,T3,Source,-0.70234376,74.0,-0.5857522,-0.7898175354135784,-0.6099356369251948,0.17988189848838354
A079,T4,Source,-0.62206274,194.42,-0.75935036,-0.6965367047759418,-0.7950269895956728,-0.09849028481973099
A080,T1,Source,0.10537331,1.0,1.0064683,0.14869220461959531,1.0876989814063862,0.9390067767867909
A080,T2,Source,0.5328905,29.03,0.3322674,0.6454367476643684,0.3688621195833481,-0.27657462808102035
A080,T3,Source,0.045848988,72.87,0.0773038,0.07952917954465055,0.09701846867290839,0.01748928912825784
A080,T4,Source,-0.66487795,145.77,-0.53412056,-0.7462849311029721,-0.5548856865789749,0.19139924452399726
A081,T1,Source,0.37206882,1.0,0.7992755,0.45857340319091516,0.866788831116868,0.40821542792595283
A081,T2,Source,-0.42201942,31.39,0.55668974,-0.46410060651622204,0.6081425041224119,1.0722431106386339
A081,T3,Source,0.83210707,80.13,0.5462277,0.9931051030258786,0.5969878171413249,-0.39611728588455375
A081,T4,Source,-0.09271791,154.53,0.05126938,-0.08147569239545008,0.06926042092752131,0.15073611332297138
A082,T1,Source,0.071322605,1.0,0.7752854,0.10912770922333448,0.8412104490666202,0.7320827398432858
A082,T2,Source,1.181799,27.97,0.18110365,1.3994222337459201,0.20769046337315583,-1.1917317703727643
A082,T3,Source,1.0123066,75.71,0.015849508,1.2024841298358484,0.03149555049401449,-1.170988579341834
A082,T4,Source,-0.5707041,170.25,-0.8982514,-0.6368616209314747,-0.9431240741554179,-0.3062624532239432
A083,T1,Source,1.2475034,1.0,0.7796732,1.475766069543566,0.8458887465626739,-0.629877322980892
A083,T2,Source,0.6259196,25.15,0.3514038,0.7535299398220136,0.38926545888857655,-0.364264480933437
A083,T3,Source,0.113821276,74.3,0.4812683,0.15850813976439682,0.5277277327333874,0.36921959296899054
A083,T4,Source,0.19219941,144.91,-0.15915819,0.24957795232218422,-0.15509865966677577,-0.40467661198896
A084,T1,Source,0.8040474,1.0,-0.22959355,0.9605017638428691,-0.2301972439964258,-1.190699007839295
A084,T2,Source,0.14113443,27.25,-0.83394134,0.19024408049426902,-0.8745563197753047,-1.0648004002695737
A084,T3,Source,-0.11596396,91.97,-0.64221627,-0.10848594778388475,-0.6701379518205863,-0.5616520040367016
A084,T4,Source,-0.59100777,162.51,-0.7588525,-0.6604530402058245,-0.7944961684116204,-0.1340431282057959
A085,T1,Source,-0.11570579,1.0,0.40074217,-0.10818597262106645,0.4418703116235164,0.5500562842445829
A085,T2,Source,1.1474876,24.51,1.4959512,1.3595548293165767,1.6095884534495706,0.2500336241329939
A085,T3,Source,-0.103653476,71.4,0.5722143,-0.09418204166670617,0.6246948789287691,0.7188769205954753
A085,T4,Source,-0.4273231,170.65,-0.46485198,-0.4702631051471092,-0.481031129769368,-0.010768024622258843
A086,T1,Source,0.7650894,1.0,1.0552716,0.9152353409700527,1.1397333394421114,0.22449799847205876
A086,T2,Source,0.30255273,23.47,1.2843833,0.3778006549388289,1.3840135464767525,1.0062128915379236
A086,T3,Source,-1.0298048,145.29,-0.3276325,-1.1703039544035752,-0.3347269341146468,0.8355770202889283
A086,T4,Source,-0.8856172,169.55,-0.22770405,-1.0027682268350007,-0.2281826482721919,0.7745855785628087
A087,T1,Source,-0.14446898,1.0,1.1185037,-0.14160675196577532,1.2071517666949978,1.3487585186607731
A087,T2,Source,0.79339594,31.07,0.30655718,0.9481255255202425,0.3414497357351807,-0.6066757897850619
A087,T3,Source,0.07429415,72.8,0.045922436,0.11258043299138222,0.0635594786040929,-0.04902095438728932
A087,T4,Source,0.63730603,144.2,0.8747149,0.7667601609676504,0.9472227515607785,0.18046259059312808
A088,T1,Source,1.3610681,1.0,0.74752676,1.6077201671262076,0.8116140280798261,-0.7961061390463815
A088,T2,Source,1.6403587,24.25,0.92337906,1.932235963727744,0.9991087577314233,-0.9331272059963207
A088,T3,Source,1.0740212,74.91,0.50201994,1.2741921020373659,0.5498532501797174,-0.7243388518576485
A088,T4,Source,1.2408419,149.93,0.6327073,1.468025880725678,0.6891928620703832,-0.7788330186552949
A089,T1,Source,0.95078164,1.0,0.9935411,1.1309965058152844,1.0739159267113259,-0.057080579103958584
A089,T2,Source,1.0349191,32.14,1.1007651,1.2287582452219452,1.1882387697572392,-0.04051947546470602
A089,T3,Source,0.30402267,79.34,0.6056416,0.37950862058484947,0.6603352576811815,0.28082663709633204
A089,T4,Source,-0.14708613,146.96,0.29004514,-0.14464769397053925,0.32384450409592236,0.4684921980664616
A090,T1,Source,-0.23930658,1.0,-0.633604,-0.25180129238989946,-0.6609555002101349,-0.4091542078202355
A090,T2,Source,0.0107415775,23.54,-0.73193383,0.0387368675763113,-0.7657953282506981,-0.8045321958270094
A090,T3,Source,-0.9169951,95.42,-1.3815377,-1.0392271130781587,-1.4584066957806148,-0.41917958270245603
A090,T4,Source,-0.89684373,144.07,-1.018114,-1.0158126555627167,-1.0709222649231103,-0.05510960936039355
A091,T1,Source,0.61024165,1.0,0.64954895,0.7353132779174272,0.7071495257798532,-0.02816375213757394
A091,T2,Source,-0.23226447,22.2,0.17978463,-0.24361886184477677,0.20628411669298702,0.4499029785377638
A091,T3,Source,-1.0321478,73.64,-0.23546329,-1.173026353623017,-0.23645559440995556,0.9365707592130614
A091,T4,Source,-1.0876396,142.61,0.09006388,-1.2375038751788914,0.11062333906660099,1.3481272142454923
A092,T1,Source,0.23328507,1.0,0.8744924,0.2973165646628784,0.9469855207861597,0.6496689561232813
A092,T2,Source,-0.8227533,22.83,0.5934438,-0.9297248498435111,0.6473298934445791,1.5770547432880901
A092,T3,Source,-0.70078677,71.31,-0.27968797,-0.788008423863993,-0.2836082015724914,0.5044002222915016
A092,T4,Source,-0.77845037,146.16,-0.37245795,-0.8782479987760848,-0.3825200856927677,0.49572791308331715
A093,T1,Source,0.17902495,1.0,1.0293971,0.23427016759296282,1.1121457993168458,0.8778756317238829
A093,T2,Source,1.032644,22.09,0.014159476,1.2261147409692128,0.029693628694057665,-1.1964211122751551
A093,T3,Source,-0.19266124,70.22,0.22156478,-0.1976027276410339,0.25083035196573106,0.44843307960676493
A093,T4,Source,0.2726866,140.95,-0.25663528,0.34309833782412824,-0.25902929143431247,-0.6021276292584408
A094,T1,Source,-1.0644217,1.0,-0.73057723,-1.21052632808667,-0.7643489135592475,0.44617741452742254
A094,T2,Source,0.04552735,22.98,-0.5334831,0.07915545908364209,-0.5542060230752066,-0.6333614821588487
A094,T3,Source,-0.8497856,76.21,-1.4642935,-0.9611344582172685,-1.5466414038174252,-0.5855069456001567
A094,T4,Source,-1.2777404,149.99,-1.7716364,-1.458387472931875,-1.8743321644491477,-0.41594469151727265
A095,T1,Source,1.0975536,1.0,1.0152643,1.3015350757426964,1.0970773269953573,-0.20445774874733913
A095,T2,Source,0.2966555,29.71,-0.11268075,0.3709484934583048,-0.10554414688702639,-0.4764926403453312
A095,T3,Source,0.022464879,78.76,0.17239684,0.052358509425598346,0.1984072126731205,0.14604870324752217
A095,T4,Source,-0.32706589,148.79,-0.6100116,-0.35377136368428325,-0.6358011481781608,-0.28202978449387756
A096,T1,Source,-0.277075,1.0,0.79400086,-0.29568550797997456,0.861164979732442,1.1568504877124166
A096,T2,Source,0.10875838,24.49,0.20638698,0.15262541500190668,0.23464769465783117,0.08202227965592448
A096,T3,Source,-1.7827787,71.19,0.28218946,-2.045206027651532,0.31546873307769024,2.360674760729222
A096,T4,Source,-1.7271752,143.66,0.32424247,-1.9805987186467406,0.3603058932455465,2.340904611892287
A097,T1,Source,0.1794386,1.0,-1.0605619,0.23475079944832863,-1.1161804590711426,-1.3509312585194713
A097,T2,Source,-0.54056513,24.37,-0.7669435,-0.6018422831582025,-0.8031228389619121,-0.20128055580370952
A097,T3,Source,0.7713108,70.83,-0.699544,0.9224641649153511,-0.7312611059555607,-1.6537252708709118
A097,T4,Source,-1.0911156,144.85,-1.3974788,-1.2415427397485796,-1.4754031879211729,-0.23386044817259322
A098,T1,Source,0.7291178,1.0,1.3407856,0.873438902317868,1.444150001844287,0.570711099526419
A098,T2,Source,0.0246297,25.77,0.62343097,0.05487387733026372,0.6793023858837823,0.6244285085535186
A098,T3,Source,1.1876998,78.84,1.1661277,1.4062785433123228,1.2579287483149577,-0.14834979499736511
A098,T4,Source,-0.93667495,146.29,0.16097778,-1.0620936979175652,0.18623214548562642,1.2483258434031916
A099,T1,Source,0.5694854,1.0,0.5927854,0.6879574165485112,0.6466279035928536,-0.041329512955657566
A099,T2,Source,1.1351792,28.75,1.0398009,1.3452533446590538,1.1232383904762977,-0.22201495418275607
A099,T3,Source,0.34919107,78.57,0.74911016,0.4319910861859719,0.8133022582305284,0.3813111720445565
A099,T4,Source,1.2946471,143.51,1.6322693,1.530543693137929,1.7549315925846252,0.22438789944669613
A100,T1,Source,-0.06639828,1.0,0.5608072,-0.05089415583207237,0.6125325635617894,0.6634267193938618
A100,T2,Source,1.3288726,31.14,1.8011457,1.5703112878818477,1.9349885776939184,0.3646772898120707
A100,T3,Source,0.2789706,75.34,0.1713867,0.35039989851340325,0.1973301956184089,-0.15306970289499436
A100,T4,Source,0.11508391,146.8,-0.22593541,0.1599752305949732,-0.22629691417231945,-0.38627214476729266
A101,T1,Source,-0.39517584,1.0,-0.38814855,-0.43291027734890647,-0.39924949329830567,0.0336607840506008
A101,T2,Source,-0.64429396,29.12,-0.99591917,-0.722367799942496,-1.0472580100312885,-0.3248902100887925
A101,T3,Source,-1.402536,75.21,-1.3390596,-1.6033910768711652,-1.4131163022195778,0.19027477465158738
A101,T4,Source,-1.0298448,150.22,-1.4068499,-1.170350431556276,-1.4853947084246755,-0.3150442768683994
A102,T1,Source,-0.4269469,1.0,0.345186,-0.46982598752595933,0.38263600490914207,0.8524619924351013
A102,T2,Source,1.3623424,29.13,0.4709829,1.609200813018369,0.5167613803322044,-1.0924394326861646
A102,T3,Source,-0.3569574,75.27,-0.39899844,-0.3885031705523725,-0.4108177081712392,-0.022314537618866703
A102,T4,Source,-0.13239342,150.41,0.034385204,-0.1275758108141231,0.05125841575323594,0.17883422656735903
A103,T1,Source,1.1801236,1.0,-1.7241926,1.3974755382050523,-1.8237473131014859,-3.221222851306538
A103,T2,Source,-0.6768038,27.26,-1.941286,-0.7601419198913538,-2.0552135398278124,-1.2950716199364587
A103,T3,Source,-0.973742,80.24,-1.8993843,-1.1051629714928985,-2.010537707248754,-0.9053747357558555
A103,T4,Source,-0.9487724,149.72,-1.8351121,-1.076150073691033,-1.9420103194175267,-0.8658602457264937
A104,T1,Source,1.2842352,1.0,1.2953384,1.5184458064828266,1.3956939368543944,-0.12275186962843221
A104,T2,Source,0.9625718,22.6,1.1869268,1.1446958324824175,1.280104867885168,0.13540903540275062
A104,T3,Source,-0.589731,72.62,-0.51822704,-0.6589695243494836,-0.5379399245069846,0.12102959984249906
A104,T4,Source,-1.3339353,145.78,-2.50402,-1.5236819466393456,-2.6552037543189613,-1.1315218076796156
A105,T1,Source,0.53870964,1.0,1.3025925,0.6521981741235326,1.4034282998304013,0.7512301257068686
A105,T2,Source,0.46811488,22.77,1.3931705,0.5701720881138557,1.5000030823176498,0.9298309942037941
A105,T3,Source,-1.190793,69.46,0.10203641,-1.3573607832637213,0.12338851913871625,1.4807493024024376
A105,T4,Source,-0.1631536,146.2,0.23215944,-0.1633169503881247,0.26212643915054806,0.4254433895386728
A106,T1,Source,0.7179772,1.0,0.4562772,0.8604943181334411,0.5010820787487876,-0.3594122393846535
A106,T2,Source,-0.1352828,22.64,-0.44126767,-0.13093306470087956,-0.4558854033417384,-0.3249523386408588
A106,T3,Source,-0.20217995,66.08,0.18073212,-0.20866279109561853,0.2072943359588004,0.4159571270544189
A106,T4,Source,0.47873917,147.13,-0.34956992,0.5825167568305104,-0.3581167369898639,-0.9406334938203743
A107,T1,Source,-0.89261144,1.0,-2.0859585,-1.010895035847629,-2.209464188102078,-1.198569152254449
A107,T2,Source,-1.3602527,26.22,-0.9956245,-1.5542608921014602,-1.046943831189235,0.5073170609122253
A107,T3,Source,-0.8110506,71.45,-0.73969984,-0.9161271454707581,-0.7740754926012445,0.1420516528695136
A107,T4,Source,-1.0200406,145.95,-1.5657803,-1.1589586490435784,-1.6548472113570805,-0.4958885623135021
A108,T1,Source,-0.8011535,1.0,-1.0648606,-0.9046274197709133,-1.1207637576367762,-0.21613633786586284
A108,T2,Source,-0.5113533,27.61,-1.6578233,-0.567900216068803,-1.7529839852367621,-1.1850837691679592
A108,T3,Source,0.030380113,68.96,-0.83507514,0.06155544790758652,-0.8757651838304179,-0.9373206317380044
A108,T4,Source,-1.5837336,152.12,-0.88340235,-1.8139297899760336,-0.927291931980803,0.8866378579952306
A109,T1,Source,-0.121756904,1.0,-0.056996834,-0.11521693635574536,-0.04617363665564338,0.06904329970010198
A109,T2,Source,-0.9755655,24.65,-0.23156387,-1.1072817486916404,-0.232298010467647,0.8749837382239934
A109,T3,Source,0.17754932,71.17,0.32749358,0.23255559057197064,0.36377224535193126,0.1312166547799606
A109,T4,Source,-1.646698,149.87,0.25729924,-1.8870899408136836,0.288930637926994,2.176020578740678
A010,T1,Destination,2.010915,1.0,0.5609358,2.4234206747488622,0.5990628992121678,-1.8243577755366944
A010,T2,Destination,1.0975147,21.9,0.5119907,1.310380390000311,0.5474706398371865,-0.7629097501631246
A010,T3,Destination,-1.186541,80.88,-0.33427307,-1.4728965661267595,-0.3445626775222551,1.1283338886045042
A010,T4,Destination,-0.4293288,145.31,-0.6992717,-0.5501820862836092,-0.729301987289175,-0.17911990100556574
A011,T1,Destination,1.1835473,1.0,1.5244261,1.415216954649631,1.6146628563657672,0.1994459017161363
A011,T2,Destination,0.07751111,24.57,0.7351063,0.06743675810294326,0.7826532813233537,0.7152165232204104
A011,T3,Destination,-0.5014456,72.55,0.77250564,-0.6380613037604969,0.8220753368454206,1.4601366406059175
A011,T4,Destination,-0.84890825,148.85,-0.04556107,-1.0614681352400643,-0.04023590346990604,1.0212322317701583
A012,T1,Destination,0.33868304,1.0,1.1086988,0.38569248818703544,1.1764512541653285,0.7907587659782931
A012,T2,Destination,-1.1255839,25.6,-0.038475133,-1.3986162008351717,-0.03276672883099882,1.365849472004173
A012,T3,Destination,0.09193352,166.33,-0.3311227,0.0850114439588165,-0.341241922101035,-0.4262533660598515
A012,T4,Destination,-0.9537699,166.87,0.2555767,-1.189249175792824,0.27718867912249834,1.4664378549153225
A013,T1,Destination,-0.035398606,1.0,0.02446122,-0.07015139732849036,0.03357349006918503,0.1037248873976754
A013,T2,Destination,-0.3057711,24.77,0.16264062,-0.39961863935801034,0.17922622027260288,0.5788448596306133
A013,T3,Destination,0.9779469,79.66,0.25894642,1.1646789071359436,0.2807406479255259,-0.8839382592104177
A013,T4,Destination,-0.066024296,147.13,-0.55041754,-0.10747088005498047,-0.5723971606208265,-0.464926280565846
A014,T1,Destination,0.7553257,1.0,1.3580784,0.8933998591226419,1.4393183645814702,0.5459185054588284
A014,T2,Destination,-0.4665811,25.66,1.1169219,-0.5955765432369718,1.1851190944203571,1.7806956376573289
A014,T3,Destination,0.12054519,70.56,0.43201923,0.11987670656485198,0.46317397228847285,0.34329726572362085
A014,T4,Destination,-0.5400671,148.87,0.2844532,-0.6851242238815173,0.30762694317429623,0.9927511670558136
A015,T1,Destination,1.0023323,1.0,1.7676098,1.194394172786401,1.8709989661329895,0.6766047933465886
A015,T2,Destination,1.4194467,23.69,0.032688364,1.7026763909428009,0.04224559304094976,-1.660430797901851
A015,T3,Destination,0.24626894,70.59,-0.40273485,0.27307963248862904,-0.4167271620372099,-0.6898067945258389
A015,T4,Destination,-0.43521827,146.54,-0.58203745,-0.557358805369226,-0.6057272099645518,-0.048368404595325765
A016,T1,Destination,1.7207321,1.0,0.8927406,2.069813107896563,0.9488131153413377,-1.1209999925552254
A016,T2,Destination,1.479976,32.85,0.95510375,1.7764354528870883,1.0145491299830662,-0.761886322904022
A016,T3,Destination,-0.6975632,80.64,0.19462939,-0.8770439155991425,0.21294507913542313,1.0899889947345656
A016,T4,Destination,-0.8562173,150.8,0.11810487,-1.0703747089441034,0.13228178731691723,1.2026564962610207
A017,T1,Destination,-0.15520337,1.0,1.3435429,-0.21614163691653632,1.423996722861563,1.6401383597780994
A017,T2,Destination,0.41041905,20.61,1.4296864,0.47310768719356633,1.5147992300679782,1.0416915428744118
A017,T3,Destination,0.22881152,61.28,2.2833974,0.2518065808728423,2.414682555329848,2.1628759744570054
A017,T4,Destination,-0.7611534,140.49,0.122321434,-0.9545328920262548,0.13672640104861272,1.0912592930748675
A018,T1,Destination,1.5116286,1.0,0.8142858,1.815006295175001,0.8661151457629265,-0.9488911494120745
A018,T2,Destination,0.4516168,34.03,-0.67492276,0.5233099428650387,-0.7036361529567113,-1.22694609582175
A018,T3,Destination,-0.5255531,83.64,-1.7499112,-0.6674379293917514,-1.8367645441866123,-1.1693266147948609
A018,T4,Destination,-0.6034264,150.87,-1.954677,-0.7623318329806921,-2.0526049503707977,-1.2902731173901056
A019,T1,Destination,-1.1137557,1.0,0.09515804,-1.3842027360092208,0.1080938950622563,1.4922966310714771
A019,T2,Destination,0.2184492,28.69,-0.04890954,0.23917939035904942,-0.043765472982468974,-0.2829448633415184
A019,T3,Destination,-0.34441203,83.68,0.18271942,-0.4467052362533133,0.2003909672552094,0.6470962035085227
A019,T4,Destination,-0.9084577,154.76,0.019163825,-1.134033183428268,0.027989589395742146,1.1620227728240102
A020,T1,Destination,-0.39048332,1.0,0.19963156,-0.5028462313245139,0.2182177877840468,0.7210640191085607
A020,T2,Destination,0.15357906,26.85,0.33070213,0.16013072013496646,0.3563772121976583,0.19624649206269182
A020,T3,Destination,-0.33567235,78.25,-0.24584635,-0.4360553427555652,-0.2513534640582136,0.18470187869735155
A020,T4,Destination,-1.1523182,145.78,-0.77488387,-1.4311937606241856,-0.8090035853356635,0.622190175288522
A021,T1,Destination,0.64160866,1.0,0.6924623,0.7548279245805113,0.737702912261145,-0.01712501231936625
A021,T2,Destination,0.47721207,30.21,0.25375608,0.5544995172597659,0.27526959224223296,-0.2792299250175329
A021,T3,Destination,-0.59433186,74.19,0.06773279,-0.7512495184782148,0.07918537078865776,0.8304348892668725
A021,T4,Destination,-0.99789435,140.39,-0.47202155,-1.243017814135042,-0.48976118173757877,0.7532566323974633
A022,T1,Destination,-0.42679092,1.0,-1.5716472,-0.5470895071834517,-1.648859268168754,-1.1017697609853023
A022,T2,Destination,-0.60329264,24.15,-2.0526927,-0.762168837338488,-2.1559217566950344,-1.3937529193565465
A022,T3,Destination,-0.09910751,74.46,-1.2207271,-0.1477850226395157,-1.2789599152387485,-1.1311748925992329
A022,T4,Destination,-0.08970222,141.71,-1.8666716,-0.1363240381623454,-1.9598398436859819,-1.8235158055236365
A023,T1,Destination,0.1930206,1.0,0.74832267,0.20819291467609086,0.7965844488771173,0.5883915342010264
A023,T2,Destination,0.101476,25.63,0.74359155,0.0966396037660854,0.7915974497663961,0.6949578460003107
A023,T3,Destination,-0.27825373,72.2,0.6376191,-0.36608685560412796,0.6798935585290251,1.045980414133153
A023,T4,Destination,0.92574984,145.07,0.5440481,1.1010732453845329,0.5812618405025755,-0.5198114048819574
A024,T1,Destination,-0.26954484,1.0,0.049735814,-0.3554744818119978,0.06021504171062307,0.4156895235226209
A024,T2,Destination,-0.57454836,29.57,-0.18637812,-0.7271419804433323,-0.18866893901421436,0.538473041429118
A024,T3,Destination,0.0074428213,91.47,0.28000638,-0.01794620926250617,0.30293962021788473,0.3208858294803909
A024,T4,Destination,-0.940981,145.65,-0.030641675,-1.1736650327860605,-0.02450960407409725,1.1491554287119632
A025,T1,Destination,0.05380287,1.0,0.38545078,0.038546657891144566,0.41408690226326395,0.37554024437211936
A025,T2,Destination,1.5041252,23.33,0.3494011,1.8058628927997418,0.37608750209971176,-1.42977539070003
A025,T3,Destination,-0.27671874,72.94,-0.031346235,-0.3642163660644528,-0.025252269678319877,0.3389640963861329
A025,T4,Destination,-0.14176248,137.74,-1.6843072,-0.19976299982513843,-1.7676124005800762,-1.5678494007549377
A026,T1,Destination,1.0732766,1.0,0.8554834,1.2808446194014138,0.9095408873555831,-0.37130373204583067
A026,T2,Destination,0.63977706,26.48,0.50777274,0.7525959956162385,0.5430245546038679,-0.20957144101237057
A026,T3,Destination,0.61266387,75.46,0.67689455,0.7195567326358764,0.7212931920667871,0.0017364594309107195
A026,T4,Destination,-0.2835504,147.65,1.133408,-0.3725412076390672,1.2024968328922754,1.5750380405313424
A027,T1,Destination,0.52744526,1.0,1.0038637,0.6157120700708698,1.065946225657835,0.4502341555869651
A027,T2,Destination,1.2530484,28.26,0.89208364,1.499908764072441,0.9481206241477557,-0.5517881399246852
A027,T3,Destination,-0.48801902,74.58,0.34410724,-0.6217001043757373,0.37050732761411787,0.9922074319898552
A027,T4,Destination,0.38854283,145.92,-0.15685867,0.44645002774455805,-0.15755295148927734,-0.6040029792338354
A028,T1,Destination,1.5729234,1.0,1.2559813,1.8896981708461666,1.3316994187700733,-0.5579987520760934
A028,T2,Destination,0.35054204,22.82,0.76746184,0.4001434849042832,0.8167587466691714,0.41661526176488817
A028,T3,Destination,0.36001632,72.26,-0.1562987,0.411688538380823,-0.15696269592779707,-0.5686512343086201
A028,T4,Destination,-0.4464555,138.91,-0.045433797,-0.5710521331237548,-0.040101747004244875,0.53095038611951
A029,T1,Destination,1.7540342,1.0,2.2294068,2.110393977934294,2.35777191383538,0.2473779359010857
A029,T2,Destination,0.9775655,28.43,0.77878493,1.1642141453391683,0.8286942375805448,-0.3355199077586235
A029,T3,Destination,0.37505868,93.26,0.2685156,0.43001867540583844,0.2908273699174288,-0.13919130548840963
A029,T4,Destination,1.0688435,143.14,0.69974846,1.275442586047233,0.745383138812273,-0.5300594472349599
A030,T1,Destination,-0.5316837,1.0,-0.0077323057,-0.6749084817549151,-0.00036119855356841053,0.6745472832013467
A030,T2,Destination,1.5800109,32.95,0.5231934,1.898334770832126,0.5592792295448407,-1.3390555412872853
A030,T3,Destination,0.7544972,71.93,-0.023180155,0.8923902756181102,-0.01664453330763419,-0.9090348089257444
A030,T4,Destination,0.12028915,150.46,-0.12728706,0.1195647044399271,-0.126381982929487,-0.2459466873694141
A031,T1,Destination,1.4608339,1.0,1.9325812,1.753109504302787,2.0448927217541613,0.29178321745137437
A031,T2,Destination,-0.6116699,32.41,0.42165378,-0.7723770974581885,0.4522479146251235,1.224625012083312
A031,T3,Destination,-0.31054813,71.56,-0.65397453,-0.4054397747697814,-0.6815549534984048,-0.2761151787286234
A031,T4,Destination,-0.8304748,143.85,-0.53339005,-1.039005724797569,-0.5544487514729259,0.4845569733246431
A032,T1,Destination,-0.66399795,1.0,0.31224978,-0.8361423794187226,0.3369268805551049,1.1730692599738275
A032,T2,Destination,-0.2995187,57.18,-1.2805831,-0.39199966542471754,-1.3420531825351458,-0.9500535171104283
A032,T3,Destination,0.80790555,80.16,-0.61835086,0.957471976480208,-0.644004603769244,-1.601476580249452
A032,T4,Destination,1.2733109,144.51,0.32567814,1.524599996131066,0.35108150343054345,-1.1735184927005224
A033,T1,Destination,-0.8207058,1.0,-0.16518727,-1.0271015349897614,-0.1663319976334362,0.8607695373563252
A033,T2,Destination,0.05391906,29.16,-0.47338432,0.03868824329535884,-0.4911976561407048,-0.5298858994360637
A033,T3,Destination,0.01400444,72.6,-0.11000837,-0.009950431347544437,-0.10816878781618867,-0.09821835646864424
A033,T4,Destination,-1.3077472,168.33,-1.2210691,-1.6205945506372637,-1.2793204120546964,0.3412741385825673
A034,T1,Destination,1.5448427,1.0,1.6428461,1.8554799312375978,1.7394875140983148,-0.11599241713928299
A034,T2,Destination,1.3082612,26.08,1.6413245,1.5671893097803467,1.7378836194926244,0.17069430971227773
A034,T3,Destination,-1.1147809,74.28,1.2023969,-1.3854520118195355,1.275216946300863,2.6606689581203984
A034,T4,Destination,-0.6969951,145.38,0.6421228,-0.8763516471755766,0.6846408377979837,1.5609924849735601
A035,T1,Destination,0.30524516,1.0,0.76337385,0.3449461609999436,0.8124496607667556,0.46750349976681205
A035,T2,Destination,-0.05189664,44.76,0.4686343,-0.09025537196168382,0.5017693411501791,0.592024713111863
A035,T3,Destination,-0.003024264,79.98,0.32487682,-0.030701063407834763,0.3502368446335983,0.380937908041433
A035,T4,Destination,-1.0853919,152.47,-0.19872285,-1.3496395198283735,-0.2016813245660697,1.1479581952623037
A036,T1,Destination,1.3103865,1.0,-0.34990805,1.5697791321366301,-0.3610432638012217,-1.9308223959378519
A036,T2,Destination,-0.8839064,21.63,-1.3774467,-1.1041157573633245,-1.4441555783867108,-0.34003982102338637
A036,T3,Destination,-0.5670363,71.47,-1.0355872,-0.7179880252700659,-1.0838068612771032,-0.36581883600703735
A036,T4,Destination,-0.9257591,143.85,-1.7324836,-1.155116114080413,-1.8183943853865807,-0.6632782713061678
A037,T1,Destination,-0.37298724,1.0,0.36804277,-0.481526069873742,0.3957373929738301,0.8772634628475722
