days,difference,se,ci_lower,ci_upper,sig
1.856080,-0.012408,0.026568,-0.064482,0.039666,0
1.907638,-0.013990,0.026535,-0.065999,0.038019,0
1.959196,-0.015532,0.026503,-0.067478,0.036414,0
2.010754,-0.017035,0.026471,-0.068919,0.034849,0
2.062312,-0.018500,0.026441,-0.070324,0.033323,0
2.113869,-0.019931,0.026411,-0.071696,0.031834,0
2.165427,-0.021328,0.026382,-0.073037,0.030381,0
2.216985,-0.022692,0.026355,-0.074347,0.028963,0
2.268543,-0.024025,0.026328,-0.075629,0.027578,0
2.320101,-0.025329,0.026304,-0.076884,0.026226,0
2.371658,-0.026604,0.026280,-0.078114,0.024906,0
2.423216,-0.027852,0.026259,-0.079319,0.023615,0
2.474774,-0.029073,0.026239,-0.080501,0.022355,0
2.526332,-0.030269,0.026221,-0.081661,0.021123,0
2.577889,-0.031441,0.026204,-0.082801,0.019920,0
2.629447,-0.032589,0.026190,-0.083921,0.018743,0
2.681005,-0.033714,0.026177,-0.085022,0.017593,0
2.732563,-0.034818,0.026167,-0.086105,0.016469,0
2.784121,-0.035901,0.026159,-0.087172,0.015370,0
2.835678,-0.036963,0.026153,-0.088222,0.014296,0
2.887236,-0.038006,0.026149,-0.089257,0.013245,0
2.938794,-0.039030,0.026147,-0.090278,0.012218,0
2.990352,-0.040036,0.026147,-0.091284,0.011213,0
3.041910,-0.041024,0.026150,-0.092278,0.010231,0
3.093467,-0.041994,0.026155,-0.093258,0.009270,0
3.145025,-0.042949,0.026163,-0.094227,0.008330,0
3.196583,-0.043887,0.026172,-0.095185,0.007411,0
3.248141,-0.044810,0.026185,-0.096131,0.006512,0
3.299698,-0.045717,0.026199,-0.097067,0.005633,0
3.351256,-0.046610,0.026216,-0.097994,0.004773,0
3.402814,-0.047489,0.026235,-0.098911,0.003932,0
3.454372,-0.048354,0.026257,-0.099818,0.003110,0
3.505930,-0.049206,0.026281,-0.100718,0.002306,0
3.557487,-0.050045,0.026308,-0.101609,0.001519,0
3.609045,-0.050871,0.026337,-0.102492,0.000750,0
3.660603,-0.051685,0.026369,-0.103367,-0.000003,1
3.712161,-0.052487,0.026402,-0.104236,-0.000738,1
3.763719,-0.053278,0.026439,-0.105098,-0.001458,1
3.815276,-0.054057,0.026477,-0.105953,-0.002161,1
3.866834,-0.054825,0.026518,-0.106801,-0.002849,1
3.918392,-0.055583,0.026562,-0.107644,-0.003522,1
3.969950,-0.056330,0.026607,-0.108481,-0.004180,1
4.021508,-0.057067,0.026655,-0.109312,-0.004823,1
4.073065,-0.057795,0.026706,-0.110138,-0.005451,1
4.124623,-0.058513,0.026758,-0.110959,-0.006066,1
4.176181,-0.059221,0.026813,-0.111775,-0.006667,1
4.227739,-0.059920,0.026870,-0.112586,-0.007254,1
4.279296,-0.060611,0.026930,-0.113393,-0.007828,1
4.330854,-0.061292,0.026991,-0.114195,-0.008389,1
4.382412,-0.061965,0.027055,-0.114994,-0.008937,1
4.433970,-0.062630,0.027121,-0.115788,-0.009473,1
4.485528,-0.063287,0.027189,-0.116578,-0.009996,1
4.537085,-0.063936,0.027259,-0.117364,-0.010508,1
4.588643,-0.064577,0.027332,-0.118147,-0.011007,1
4.640201,-0.065211,0.027406,-0.118926,-0.011496,1
4.691759,-0.065837,0.027482,-0.119702,-0.011972,1
4.743317,-0.066456,0.027560,-0.120475,-0.012438,1
4.794874,-0.067068,0.027641,-0.121244,-0.012893,1
4.846432,-0.067674,0.027723,-0.122010,-0.013337,1
4.897990,-0.068272,0.027807,-0.122774,-0.013770,1
4.949548,-0.068864,0.027893,-0.123534,-0.014194,1
5.001106,-0.069449,0.027981,-0.124292,-0.014607,1
5.052663,-0.070028,0.028070,-0.125047,-0.015010,1
5.104221,-0.070601,0.028162,-0.125799,-0.015404,1
5.155779,-0.071168,0.028255,-0.126548,-0.015788,1
5.207337,-0.071729,0.028350,-0.127295,-0.016163,1
5.258894,-0.072284,0.028447,-0.128040,-0.016529,1
5.310452,-0.072834,0.028545,-0.128782,-0.016885,1
5.362010,-0.073378,0.028645,-0.129522,-0.017233,1
5.413568,-0.073916,0.028747,-0.130259,-0.017573,1
5.465126,-0.074449,0.028850,-0.130994,-0.017903,1
5.516683,-0.074977,0.028955,-0.131728,-0.018226,1
5.568241,-0.075499,0.029061,-0.132458,-0.018540,1
5.619799,-0.076017,0.029169,-0.133187,-0.018846,1
5.671357,-0.076529,0.029278,-0.133914,-0.019145,1
5.722915,-0.077037,0.029388,-0.134638,-0.019436,1
5.774472,-0.077540,0.029501,-0.135361,-0.019719,1
5.826030,-0.078038,0.029614,-0.136082,-0.019995,1
5.877588,-0.078532,0.029729,-0.136801,-0.020263,1
5.929146,-0.079021,0.029845,-0.137517,-0.020525,1
5.980704,-0.079506,0.029963,-0.138232,-0.020779,1
6.032261,-0.079986,0.030081,-0.138946,-0.021027,1
6.083819,-0.080462,0.030201,-0.139657,-0.021267,1
6.135377,-0.080934,0.030323,-0.140366,-0.021501,1
6.186935,-0.081402,0.030445,-0.141074,-0.021729,1
6.238492,-0.081865,0.030569,-0.141780,-0.021950,1
6.290050,-0.082325,0.030694,-0.142484,-0.022165,1
6.341608,-0.082781,0.030820,-0.143187,-0.022374,1
6.393166,-0.083233,0.030947,-0.143888,-0.022577,1
6.444724,-0.083681,0.031075,-0.144587,-0.022774,1
6.496281,-0.084125,0.031204,-0.145285,-0.022965,1
6.547839,-0.084566,0.031334,-0.145981,-0.023151,1
6.599397,-0.085003,0.031465,-0.146675,-0.023331,1
6.650955,-0.085436,0.031598,-0.147368,-0.023505,1
6.702513,-0.085866,0.031731,-0.148059,-0.023674,1
6.754070,-0.086293,0.031865,-0.148748,-0.023838,1
6.805628,-0.086716,0.032000,-0.149436,-0.023996,1
6.857186,-0.087136,0.032136,-0.150123,-0.024150,1
6.908744,-0.087553,0.032273,-0.150808,-0.024298,1
6.960302,-0.087966,0.032411,-0.151491,-0.024442,1
7.011859,-0.088377,0.032549,-0.152173,-0.024580,1
7.063417,-0.088784,0.032689,-0.152853,-0.024714,1
7.114975,-0.089188,0.032829,-0.153532,-0.024844,1
7.166533,-0.089589,0.032970,-0.154209,-0.024968,1
7.218090,-0.089987,0.033111,-0.154885,-0.025088,1
7.269648,-0.090382,0.033254,-0.155560,-0.025204,1
7.321206,-0.090774,0.033397,-0.156233,-0.025316,1
7.372764,-0.091164,0.033541,-0.156904,-0.025423,1
7.424322,-0.091550,0.033686,-0.157574,-0.025526,1
7.475879,-0.091934,0.033831,-0.158243,-0.025625,1
7.527437,-0.092315,0.033977,-0.158910,-0.025720,1
7.578995,-0.092693,0.034124,-0.159576,-0.025811,1
7.630553,-0.093069,0.034271,-0.160241,-0.025898,1
7.682111,-0.093442,0.034419,-0.160904,-0.025981,1
7.733668,-0.093813,0.034568,-0.161565,-0.026060,1
7.785226,-0.094181,0.034717,-0.162226,-0.026136,1
7.836784,-0.094546,0.034866,-0.162884,-0.026208,1
7.888342,-0.094909,0.035017,-0.163542,-0.026277,1
7.939899,-0.095270,0.035167,-0.164198,-0.026342,1
7.991457,-0.095628,0.035319,-0.164853,-0.026403,1
8.043015,-0.095984,0.035471,-0.165506,-0.026461,1
8.094573,-0.096337,0.035623,-0.166158,-0.026516,1
8.146131,-0.096688,0.035776,-0.166809,-0.026568,1
8.197688,-0.097037,0.035929,-0.167459,-0.026616,1
8.249246,-0.097384,0.036083,-0.168107,-0.026661,1
8.300804,-0.097728,0.036237,-0.168753,-0.026703,1
8.352362,-0.098071,0.036392,-0.169399,-0.026742,1
8.403920,-0.098411,0.036547,-0.170043,-0.026778,1
8.455477,-0.098749,0.036703,-0.170686,-0.026812,1
8.507035,-0.099085,0.036859,-0.171327,-0.026842,1
8.558593,-0.099418,0.037015,-0.171968,-0.026869,1
8.610151,-0.099750,0.037172,-0.172607,-0.026893,1
8.661709,-0.100080,0.037329,-0.173244,-0.026915,1
8.713266,-0.100407,0.037486,-0.173881,-0.026934,1
8.764824,-0.100733,0.037644,-0.174516,-0.026950,1
8.816382,-0.101057,0.037802,-0.175150,-0.026964,1
8.867940,-0.101379,0.037961,-0.175782,-0.026975,1
8.919497,-0.101699,0.038120,-0.176414,-0.026984,1
8.971055,-0.102017,0.038279,-0.177044,-0.026990,1
9.022613,-0.102333,0.038439,-0.177673,-0.026993,1
9.074171,-0.102647,0.038598,-0.178300,-0.026994,1
9.125729,-0.102960,0.038759,-0.178927,-0.026993,1
9.177286,-0.103271,0.038919,-0.179552,-0.026989,1
9.228844,-0.103580,0.039080,-0.180176,-0.026983,1
9.280402,-0.103887,0.039241,-0.180799,-0.026975,1
9.331960,-0.104192,0.039402,-0.181420,-0.026965,1
9.383518,-0.104496,0.039563,-0.182040,-0.026952,1
9.435075,-0.104798,0.039725,-0.182660,-0.026937,1
9.486633,-0.105099,0.039887,-0.183277,-0.026920,1
9.538191,-0.105398,0.040049,-0.183894,-0.026901,1
9.589749,-0.105695,0.040212,-0.184510,-0.026880,1
9.641307,-0.105990,0.040374,-0.185124,-0.026856,1
9.692864,-0.106284,0.040537,-0.185737,-0.026831,1
9.744422,-0.106577,0.040700,-0.186349,-0.026804,1
9.795980,-0.106867,0.040864,-0.186960,-0.026775,1
9.847538,-0.107157,0.041027,-0.187570,-0.026744,1
9.899095,-0.107445,0.041191,-0.188178,-0.026711,1
9.950653,-0.107731,0.041355,-0.188786,-0.026676,1
10.002211,-0.108016,0.041519,-0.189392,-0.026639,1
10.053769,-0.108299,0.041683,-0.189997,-0.026601,1
10.105327,-0.108581,0.041847,-0.190601,-0.026560,1
10.156884,-0.108861,0.042012,-0.191204,-0.026518,1
10.208442,-0.109140,0.042176,-0.191806,-0.026474,1
10.260000,-0.109418,0.042341,-0.192406,-0.026429,1
