UID,test,congruence,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,latent_calibration
A098,T4,Congruent,146.29,0.13999347,-0.32335347,0.15538476874768714,0.7107022283312601,0.5553174595835729
A099,T1,Congruent,1.0,0.34448373,-0.4489275,0.3930729314346622,0.5043756043524692,0.11130267291780699
A099,T2,Congruent,28.75,0.4557115,-0.44614545,0.5223579364567569,0.5089467006551058,-0.013411235801651045
A099,T3,Congruent,78.57,-0.579716,-0.35756537,-0.6811656938157457,0.6544897628485484,1.335655456664294
A099,T4,Congruent,143.51,1.6622602,0.20277411,1.9247833805603454,1.5751654247702944,-0.34961795579005095
A100,T1,Congruent,1.0,-1.1675236,-0.47020003,-1.364400721525331,0.46942339888142115,1.8338241204067522
A100,T2,Congruent,31.14,1.4396995,-0.99447477,1.6660911383512198,-0.3919954561283156,-2.0580865944795352
A100,T3,Congruent,75.34,1.0671802,-1.3714874,1.2330953175114494,-1.0114527049341793,-2.2445480224456285
A100,T4,Congruent,146.8,-1.0579654,-2.1504357,-1.2370563322850214,-2.2913174428343517,-1.0542611105493302
A101,T1,Congruent,1.0,-0.7339132,-1.0978798,-0.86039598654204,-0.5618969137969563,0.2984990727450837
A101,T2,Congruent,29.12,-0.07201809,-0.9386994,-0.09104573686563344,-0.30035275107801235,-0.2093070142123789
A101,T3,Congruent,75.21,-1.1354967,-2.1346235,-1.3271744251845692,-2.265336928840515,-0.938162503655946
A101,T4,Congruent,150.22,-0.8799016,-2.62351,-1.0300848243850316,-3.0686105121905687,-2.038525687805537
A102,T1,Congruent,1.0,0.87012297,-0.7033373,1.0040468975872698,0.08636309698036843,-0.9176838006069015
A102,T2,Congruent,29.13,1.6128533,-0.2512314,1.8673555339477044,0.8292036670241333,-1.0381518669235712
A102,T3,Congruent,75.27,-0.063888825,-0.5414447,-0.08159672906523485,0.3523635877279283,0.43396031679316316
A102,T4,Congruent,150.41,-1.3671356,-0.74551696,-1.596418664728457,0.017059062950615336,1.6134777276790724
A103,T1,Congruent,1.0,1.7191428,-1.8939002,1.9909005671826234,-1.869812266599177,-3.8607128337818004
A103,T2,Congruent,27.26,0.036966365,-2.228271,0.035631762935048106,-2.4192061048082993,-2.4548378677433473
A103,T3,Congruent,80.24,-0.29822126,-1.7387944,-0.3539717846454616,-1.6149629472492324,-1.2609911626037709
A103,T4,Congruent,149.72,-1.1549125,-2.116483,-1.3497422767247733,-2.235530860481578,-0.8857885837568045
A104,T1,Congruent,1.0,0.16093552,-0.28758433,0.17972664883233647,0.7694733444515655,0.589746695619229
A104,T2,Congruent,22.6,1.0341785,-0.2856556,1.1947359675915719,0.7726423782833746,-0.4220935893081973
A104,T3,Congruent,72.62,1.1226685,-0.17416877,1.297591846967785,0.9558227799316883,-0.34176906703609666
A104,T4,Congruent,145.78,-1.5214266,-1.1518676,-1.775757985384297,-0.6506025204422329,1.1251554649420643
A105,T1,Congruent,1.0,0.9818146,-0.01984792,1.133871067805516,1.2093823733447322,0.07551130553921626
A105,T2,Congruent,22.77,0.6205603,-0.33624282,0.7139690596131977,0.6895241545624956,-0.02444490505070207
A105,T3,Congruent,69.46,-0.47881082,-0.52430254,-0.563879096205676,0.3805293159482002,0.9444084121538763
A105,T4,Congruent,146.2,-0.58175623,-0.81556505,-0.6835371442709353,-0.09803468633705587,0.5855024579338794
A106,T1,Congruent,1.0,1.75697,-0.20976482,2.034868811281842,0.8973360623876209,-1.137532748894221
A106,T2,Congruent,22.64,-0.51089793,-0.72244436,-0.6011753773186975,0.05496890517207665,0.6561442824907742
A106,T3,Congruent,66.08,0.36100835,-0.49961966,0.4122802353272801,0.4210849571144,0.00880472178711994
A106,T4,Congruent,147.13,0.3227427,-0.3562269,0.3678023612098387,0.6566889595805231,0.28888659837068437
A107,T1,Congruent,1.0,-1.3213788,-2.0901606,-1.54323349237631,-2.192281377073111,-0.6490478846968009
A107,T2,Congruent,26.22,-1.5178664,-2.412119,-1.7716198059091564,-2.7212808026200426,-0.9496609967108862
A107,T3,Congruent,71.45,-0.5515594,-1.3894976,-0.6484380200306369,-1.0410446815808065,-0.39260666155016966
A107,T4,Congruent,145.95,-0.68668693,-2.1262102,-0.8055027835755074,-2.2515133079411878,-1.4460105243656804
A108,T1,Congruent,1.0,-0.24534158,-0.8985952,-0.2925073707282648,-0.23445883819355523,0.058048532534709596
A108,T2,Congruent,27.61,-1.1410556,-1.197226,-1.333635782940976,-0.7251294392731372,0.6085063436678387
A108,T3,Congruent,68.96,0.91510236,-0.7785454,1.0563284515736597,-0.03720889771359258,-1.0935373492872522
A108,T4,Congruent,152.12,-1.0845438,-0.97926974,-1.2679495937203558,-0.36701256350795275,0.900937030212403
A109,T1,Congruent,1.0,0.03716664,-1.0633328,0.0358645515127639,-0.5051338563511188,-0.5409984078638828
A109,T2,Congruent,24.65,-0.63798696,-1.4972928,-0.7488966332766579,-1.2181594854707394,-0.4692628521940815
A109,T3,Congruent,71.17,0.36676112,-1.2767472,0.4189669368438254,-0.8557881489660749,-1.2747550858099004
A109,T4,Congruent,149.87,-1.1214261,-2.0732682,-1.3108195383459327,-2.1645260214243405,-0.8537064830784078
A010,T1,Incongruent,1.0,1.8495548,-0.19839172,2.1424842595909257,0.9160228348609833,-1.2264614247299424
A010,T2,Incongruent,21.9,-0.015681326,-0.5774162,-0.02556299980573766,0.29325998044182716,0.31882298024756484
A010,T3,Incongruent,80.88,-0.78981763,-0.69089967,-0.9253762024836825,0.10679896423888793,1.0321751667225705
A010,T4,Incongruent,145.31,1.004755,-0.5352292,1.1605357193507988,0.3625760745879915,-0.7979596447628072
A011,T1,Incongruent,1.0,0.927548,0.4180711,1.070794574826002,1.9289129400765683,0.8581183652505664
A011,T2,Incongruent,24.57,-0.1538848,-0.3730263,-0.18620307044781678,0.6290864092214298,0.8152894796692466
A011,T3,Incongruent,72.55,-0.42125666,-0.39844763,-0.4969813254003956,0.5873174447631675,1.0842987701635631
A011,T4,Incongruent,148.85,-0.32422063,-1.0058494,-0.3841920136496149,-0.4106847424951534,-0.026492728845538493
A012,T1,Incongruent,1.0,0.6927246,-0.26319304,0.797848848697488,0.8095498835272616,0.011701034829773693
A012,T2,Incongruent,25.6,0.033447273,-0.6835167,0.03154136512438254,0.11892968326603623,0.08738831814165368
A012,T3,Incongruent,166.33,1.1025593,-0.43119046,1.2742180256371018,0.5335187606450303,-0.7406992649920715
A012,T4,Incongruent,166.87,-1.1840969,-0.8213732,-1.3836646083562247,-0.10757786959765853,1.2760867387585662
A013,T1,Incongruent,1.0,-0.16505142,-0.760434,-0.19918253162715918,-0.00745064262271533,0.19173188900444385
A013,T2,Incongruent,24.77,-0.6667165,-0.787793,-0.7822902608139399,-0.052403329937407074,0.7298869308765329
A013,T3,Incongruent,79.66,1.194037,-0.5437398,1.3805466421679347,0.3485925832081743,-1.0319540589597604
A013,T4,Incongruent,147.13,-1.192921,-1.4462161,-1.3939212539116959,-1.1342370130058712,0.25968424090582465
A014,T1,Incongruent,1.0,0.27505073,-0.20865713,0.3123678543329717,0.899156071971729,0.5867882176387573
A014,T2,Incongruent,25.66,1.0895128,-0.085784435,1.259053495969549,1.1010442198517136,-0.15800927611783533
A014,T3,Incongruent,70.56,-0.10083751,-0.3742499,-0.12454383594137554,0.6270759516682203,0.7516197876095958
A014,T4,Incongruent,148.87,-0.9997553,-0.6940057,-1.1693961331204006,0.1016955468851816,1.2710916800055823
A015,T1,Incongruent,1.0,1.1283869,0.029915275,1.3042385986982057,1.2911466682610317,-0.013091930437173938
A015,T2,Incongruent,23.69,1.361513,-0.34297073,1.5752114772273837,0.6784697434176662,-0.8967417338097176
A015,T3,Incongruent,70.59,1.3649361,-0.38712233,1.5791902992489988,0.6059256786037712,-0.9732646206452276
A015,T4,Incongruent,146.54,0.19643967,-0.3982483,0.2209947081583052,0.5876449574340413,0.36665024927573614
A016,T1,Incongruent,1.0,1.2802452,-0.20109226,1.4807502834883148,0.9115856650009438,-0.569164618487371
A016,T2,Incongruent,32.85,1.489516,-0.51146555,1.723995081338508,0.40162135869580884,-1.3223737226426993
A016,T3,Incongruent,80.64,0.26608974,-0.6307198,0.3019520954163546,0.2056785606696348,-0.09627353474671979
A016,T4,Incongruent,150.8,-0.3671518,-1.0874058,-0.43409283004694443,-0.5446874234305654,-0.11059459338362099
A017,T1,Incongruent,1.0,-0.49409226,-0.050550863,-0.5816413964580756,1.158935361527056,1.7405767579851315
A017,T2,Incongruent,20.61,1.3314309,0.37616742,1.5402457087904622,1.8600623598515997,0.31981665106113755
A017,T3,Incongruent,61.28,0.57876515,0.16344005,0.6653886900018209,1.5105369039911238,0.845148213989303
A017,T4,Incongruent,140.49,0.9919836,-0.05830908,1.145690950700495,1.1461880863006029,0.0004971356001077787
A018,T1,Incongruent,1.0,0.6507261,-0.2737818,0.7490321162985516,0.7921518347195451,0.04311971842099349
A018,T2,Incongruent,34.03,0.8876945,-0.24162628,1.0244710717327723,0.8449855287873591,-0.1794855429454132
A018,T3,Incongruent,83.64,-0.38700706,-0.82405907,-0.4571714855734825,-0.11199093565555211,0.34518054991793035
A018,T4,Incongruent,150.87,0.28919047,-0.6834587,0.3288031056817231,0.11902498118863035,-0.20977812449309274
A019,T1,Incongruent,1.0,-0.28521618,-2.4123783,-0.338855399293919,-2.721706850056743,-2.382851450762824
A019,T2,Incongruent,28.69,-1.109437,-2.1736994,-1.2968840719267964,-2.329541275280084,-1.0326572033532875
A019,T3,Incongruent,83.68,-0.12449538,-2.37307,-0.15204243491321562,-2.657120654699745,-2.5050782197865296
A019,T4,Incongruent,154.76,-0.2515996,-1.7481909,-0.29978134688663216,-1.630402032243293,-1.330620685356661
A020,T1,Incongruent,1.0,0.10248403,-0.45759633,0.11178587128911217,0.4901321303814095,0.37834625909229735
A020,T2,Incongruent,26.85,0.029921481,-0.39950776,0.027443179604463717,0.5855755794755867,0.558132399871123
A020,T3,Incongruent,78.25,-1.1270595,-0.81771845,-1.317367490779857,-0.10157286817350662,1.2157946226063503
A020,T4,Incongruent,145.78,-1.7975917,-1.1671014,-2.0967570159359954,-0.6756326841183375,1.4211243318176578
A021,T1,Incongruent,1.0,1.0467342,-0.15455027,1.2093300184977072,0.9880573022491443,-0.22127271624856282
A021,T2,Incongruent,30.21,-0.287681,-0.38272583,-0.34172036967027886,0.6131494254431676,0.9548697951134465
A021,T3,Incongruent,74.19,-0.33009732,-0.34876692,-0.3910227529170056,0.6689462112459296,1.0599689641629353
A021,T4,Incongruent,140.39,1.0272207,-0.2532734,1.1866486058837653,0.8258485229217685,-0.36080008296199684
A022,T1,Incongruent,1.0,0.4842986,-0.97853035,0.555585999620004,-0.3657976957323173,-0.9213836953523213
A022,T2,Incongruent,24.15,0.75264776,-1.6442801,0.8675002140133599,-1.4596695602589556,-2.327169774272315
A022,T3,Incongruent,74.46,0.632036,-0.6643592,0.7273077782814948,0.15040675140563223,-0.5769010268758626
A022,T4,Incongruent,141.71,0.3970194,-1.6971332,0.45413748716376756,-1.5465107780634126,-2.00064826522718
A023,T1,Incongruent,1.0,0.66979575,-0.23518662,0.7711976222330821,0.8555663256875721,0.08436870345448999
A023,T2,Incongruent,25.63,0.14703572,-0.5212391,0.1635702904624248,0.3855627550515052,0.22199246458908042
A023,T3,Incongruent,72.2,0.15521283,-0.7865364,0.17307491064330424,-0.05033865115237695,-0.2234135617956812
A023,T4,Incongruent,145.07,-0.62461984,-0.73089755,-0.7333594326627201,0.04107974230495138,0.7744391749676715
A024,T1,Incongruent,1.0,-0.21332482,-0.63189185,-0.25529286056240247,0.20375280325279999,0.45904566381520245
A024,T2,Incongruent,29.57,0.54554003,-0.38149142,0.6267696490369639,0.6151776445574674,-0.011592004479496487
A024,T3,Incongruent,91.47,-0.9363269,-0.6993244,-1.095670470792158,0.09295656307653903,1.188627033868697
A024,T4,Incongruent,145.65,-1.3045677,-1.1861862,-1.5236931999841588,-0.706990301241165,0.8167028987429937
A025,T1,Incongruent,1.0,0.7944789,-0.1315356,0.9161224164092179,1.0258719615627458,0.10974954515352797
A025,T2,Incongruent,23.33,1.4322243,-0.3282735,1.6574023795139154,0.7026182862950414,-0.954784093218874
A025,T3,Incongruent,72.94,-0.5307447,-1.0377458,-0.6242441645390325,-0.46309268487843996,0.16115147966059257
A025,T4,Incongruent,137.74,-1.0591911,-1.9472052,-1.2384810181405015,-1.9573959866660526,-0.7189149685255511
A026,T1,Incongruent,1.0,0.79825217,-0.5305961,0.9205082566620588,0.37018857122886645,-0.5503196854331924
A026,T2,Incongruent,26.48,0.37958306,-0.41408488,0.4338704503934812,0.5616243854513627,0.12775393505788152
A026,T3,Incongruent,75.46,0.5891306,-0.2952491,0.6774369155061736,0.7568796089660204,0.07944269345984678
A026,T4,Incongruent,147.65,-0.9533398,-0.5032541,-1.1154453243376385,0.4151133263938324,1.530558650731471
A027,T1,Incongruent,1.0,0.7571643,-0.22527617,0.8727499901851064,0.8718498652905505,-0.0009001248945558205
A027,T2,Incongruent,28.26,0.6780212,-0.3967447,0.7807584301550514,0.590115473923912,-0.19064295623113947
A027,T3,Incongruent,74.58,-0.5856879,-1.1700761,-0.688107099918659,-0.6805203174000735,0.0075867825185855775
A027,T4,Incongruent,145.92,-0.2486425,-1.2431318,-0.2963441774787511,-0.8005557733252148,-0.5042115958464637
A028,T1,Incongruent,1.0,1.369158,0.027775345,1.5840976021887483,1.2876306185455695,-0.2964669836431788
A028,T2,Incongruent,22.82,0.3490204,-0.25811836,0.39834610560450834,0.817887925972604,0.4195418203680956
A028,T3,Incongruent,72.26,0.7839161,-0.53546923,0.9038448021852936,0.3621816890645386,-0.541663113120755
A028,T4,Incongruent,138.91,-0.9181857,-1.0116268,-1.074584143761536,-0.42017740142610477,0.6544067423354312
A029,T1,Incongruent,1.0,2.0491304,0.053527508,2.374459893448258,1.3299431639973762,-1.0445167294508817
A029,T2,Incongruent,28.43,0.70584047,-0.047662362,0.8130940102144288,1.1636813640220731,0.3505873538076443
A029,T3,Incongruent,93.26,1.139065,-0.377799,1.316650231261966,0.6212445403392765,-0.6954056909226894
A029,T4,Incongruent,143.14,-0.03329531,-0.76733285,-0.04603652013163375,-0.018785919748376272,0.027250600383257478
A030,T1,Incongruent,1.0,0.5035225,-0.4607326,0.577930797219059,0.4849790266625437,-0.09295177055651532
A030,T2,Incongruent,32.95,0.39696884,-0.3564016,0.45407871901752206,0.6564019156653991,0.202323196647877
A030,T3,Incongruent,71.93,0.04883193,-0.6385999,0.049423639106034825,0.19273102343112092,0.1433073843250861
A030,T4,Incongruent,150.46,0.74509096,-0.36523032,0.8587166078514188,0.6418957316108296,-0.2168208762405892
A031,T1,Incongruent,1.0,1.6509279,0.09475647,1.9116113421169614,1.3976851369165368,-0.5139262052004245
A031,T2,Incongruent,32.41,-0.64630777,-0.30450672,-0.7585682823858497,0.7416687132045438,1.5002369955903934
A031,T3,Incongruent,71.56,-0.78419024,-1.027827,-0.9188352357411929,-0.4467954256607433,0.47203981008044954
A031,T4,Incongruent,143.85,-1.1325623,-1.3784822,-1.323763641000576,-1.0229456343990289,0.3008180066015471
A032,T1,Incongruent,1.0,0.72091097,-0.23351078,0.8306111254832639,0.8583198441461946,0.027708718662930676
A032,T2,Incongruent,57.18,-1.2736943,-0.62136596,-1.487807668214088,0.22104755239855983,1.7088552206126477
A032,T3,Incongruent,80.16,-0.1421679,-0.37818873,-0.17258399424640253,0.6206041875914731,0.7931881818378756
A032,T4,Incongruent,144.51,1.6007003,-0.45590672,1.8532295592380297,0.49290827388131,-1.3603212853567197
A033,T1,Incongruent,1.0,0.4552093,-0.18282865,0.5217742069661621,0.9415940114159254,0.4198198044497633
A033,T2,Incongruent,29.16,0.13419229,-0.7299611,0.14864179812592535,0.04261839298793841,-0.10602340513798694
A033,T3,Incongruent,72.6,0.67858124,-0.17893906,0.7814093896610504,0.9479848708425255,0.16657548118147503
A033,T4,Incongruent,168.33,-0.3395916,-0.52563524,-0.40205837861984195,0.3783395997164561,0.780397978336298
A034,T1,Incongruent,1.0,1.218904,-0.07332657,1.4094506669441613,1.1215133345837451,-0.2879373323604162
A034,T2,Incongruent,26.08,1.4714065,-0.11480117,1.7029456006337558,1.0533677618178574,-0.6495778388158984
A034,T3,Incongruent,74.28,0.68295676,-0.18118839,0.7864952519881858,0.9442890695282393,0.1577938175400535
A034,T4,Incongruent,145.38,-0.03220581,-0.88080823,-0.044770145619481144,-0.20523364353418141,-0.16046349791470027
A035,T1,Incongruent,1.0,0.0068166982,-0.39313075,0.0005874585886381994,0.5960534381887218,0.5954659796000836
A035,T2,Incongruent,44.76,0.64532655,-0.42959154,0.7427559781644593,0.5361458943414815,-0.20661008382297774
A035,T3,Incongruent,79.98,-0.70500445,-0.70731425,-0.8267940552174033,0.07982869916553005,0.9066227543829334
A035,T4,Incongruent,152.47,-0.8544361,-0.9453898,-1.0004851363270029,-0.3113455307560055,0.6891396055709973
A036,T1,Incongruent,1.0,0.5994135,-1.5617707,0.6893891894584583,-1.3241010358712646,-2.013490225329723
A036,T2,Incongruent,21.63,0.21460545,-1.7931703,0.24210960562078482,-1.7043062284420745,-1.9464158340628592
A036,T3,Incongruent,71.47,-0.8283277,-2.3487585,-0.9701381768840611,-2.6171752159903217,-1.6470370391062605
A036,T4,Incongruent,143.85,-0.62613195,-2.2591488,-0.7351170256536067,-2.469940418502718,-1.7348233928491115
A037,T1,Incongruent,1.0,0.8065208,-0.0829327,0.9301192546266485,1.105729813322212,0.17561055869556352
A037,T2,Incongruent,23.7,0.7779129,-0.39432922,0.8968670146943762,0.5940842709250777,-0.3027827437692986
A037,T3,Incongruent,72.08,0.4209121,-0.9148402,0.4819090395332109,-0.26115047185805934,-0.7430595113912702
A037,T4,Incongruent,143.66,-0.68632966,-0.8241759,-0.8050875126971624,-0.11218289524687391,0.6929046174502884
A038,T1,Incongruent,1.0,1.2457225,-0.2604591,1.4406230073334818,0.8140419318461742,-0.6265810754873076
A038,T2,Incongruent,71.85,-0.17449848,-0.5263967,-0.2101632714149301,0.3770884694382058,0.5872517408531359
A038,T3,Incongruent,72.86,1.0740421,-0.36746615,1.241071210365915,0.638222111709561,-0.6028490986563539
A038,T4,Incongruent,152.89,-0.74061143,-0.41754243,-0.8681816384452394,0.5559433969640308,1.4241250354092703
A039,T1,Incongruent,1.0,1.3803084,0.10311875,1.5970582101376298,1.411424928505334,-0.18563328163229587
A039,T2,Incongruent,28.65,0.41327596,-0.02583759,0.47303321294557527,1.1995409404477626,0.7265077275021874
A039,T3,Incongruent,98.84,1.0063004,-0.028886352,1.1623320067955722,1.1945316182911445,0.03219961149557227
A039,T4,Incongruent,246.24,0.9507495,-0.3613406,1.097762714563229,0.6482868046362217,-0.44947590992700726
A040,T1,Incongruent,1.0,0.16926317,-0.2806868,0.1894062483790346,0.7808064527279538,0.5914002043489192
A040,T2,Incongruent,26.26,-0.17563842,-0.5351386,-0.21148827459196837,0.3627249365153539,0.5742132111073223
A040,T3,Incongruent,71.28,-1.4163284,-0.90037173,-1.6535976533483936,-0.23737779713193635,1.4162198562164572
A040,T4,Incongruent,143.53,-1.3937256,-0.93064415,-1.6273254093619016,-0.28711743054394057,1.340207978817961
A041,T1,Incongruent,1.0,1.140502,-0.066298075,1.3183205205450894,1.1330616272124185,-0.18525889333267087
A041,T2,Incongruent,31.78,-0.5317055,-0.44364613,-0.6253609452928428,0.513053252446449,1.1384141977392916
A041,T3,Incongruent,75.74,-0.07379216,-0.3703831,-0.0931078176648758,0.6334293655835114,0.7265371832483871
A041,T4,Incongruent,141.84,1.141611,-0.32759312,1.319609560778203,0.7037361966497755,-0.6158733641284275
A042,T1,Incongruent,1.0,-0.5787848,-0.8585459,-0.6800833184640095,-0.16865512972203606,0.5114281887419734
A042,T2,Incongruent,28.93,-0.9761797,-1.0440209,-1.1419931602441227,-0.47340309856930685,0.6685900616748158
A042,T3,Incongruent,72.17,-0.35500365,-0.9215478,-0.4199724927088934,-0.2721715122993046,0.14780098040958883
A042,T4,Incongruent,146.02,-1.0544331,-1.3068376,-1.232950582226025,-0.9052287112078967,0.3277218710181282
A043,T1,Incongruent,1.0,0.6365562,0.18560928,0.7325618086347139,1.5469624482068292,0.8144006395721153
A043,T2,Incongruent,25.62,-0.36488125,0.16144574,-0.43145366836858917,1.507260117784078,1.9387137861526673
A043,T3,Incongruent,64.94,-0.32173076,-0.29392326,-0.3812979265394053,0.7590580537538163,1.1403559802932217
A043,T4,Incongruent,149.33,-0.3357526,-0.40472743,-0.3975961374521927,0.5769993086544354,0.9745954461066281
A044,T1,Incongruent,1.0,-0.80062515,-0.9532756,-0.9379382656939436,-0.32430243348001586,0.6136358322139277
A044,T2,Incongruent,47.66,-0.89945817,-0.8823597,-1.0528162991836807,-0.2077828136715448,0.8450334855121359
A044,T3,Incongruent,91.63,-1.2523423,-1.1212108,-1.4629892849341593,-0.6002313246942506,0.8627579602399087
A044,T4,Incongruent,155.27,-0.86056197,-1.546574,-1.0076055086379347,-1.2991318300042671,-0.2915263213663324
A045,T1,Incongruent,1.0,-0.771518,-0.42788658,-0.9041057251878374,0.5389472589295168,1.443052984117354
A045,T2,Incongruent,24.66,-1.0636017,-0.8124714,-1.2436076555184732,-0.09295161016062034,1.150656045357853
A045,T3,Incongruent,72.23,-0.3198602,-0.53776765,-0.37912369110346933,0.3584052295602499,0.7375289206637192
A045,T4,Incongruent,151.52,-0.855714,-0.8981609,-1.0019704965739784,-0.23374525392144108,0.7682252426525373
A046,T1,Incongruent,1.0,-0.17337398,-0.6160174,-0.2088562148395142,0.22983559820666197,0.43869181304617616
A046,T2,Incongruent,24.32,-1.5730445,-1.3370029,-1.8357557760505125,-0.9547923392152757,0.8809634368352368
A046,T3,Incongruent,73.05,-1.775866,-1.3811461,-2.071504264454881,-1.0273226022610706,1.0441816621938105
A046,T4,Incongruent,147.94,-0.6509636,-1.1147553,-0.7639799615459374,-0.5896245016027634,0.17435545994317403
A047,T1,Incongruent,1.0,-0.37315792,-0.9227222,-0.44107401158428267,-0.27410113092507216,0.1669728806592105
A047,T2,Incongruent,23.46,0.06363139,-1.006848,0.06662571247695909,-0.4123255098314029,-0.478951222308362
A047,T3,Incongruent,76.85,-1.4591206,-1.4981879,-1.7033369387076747,-1.2196301953071873,0.48370674340048736
A047,T4,Incongruent,144.22,-1.0762047,-2.1297948,-1.258256685327247,-2.2574030481710294,-0.9991463628437824
A048,T1,Incongruent,1.0,1.3832663,-0.24060644,1.6004963094212425,0.8466611948800896,-0.7538351145411529
A048,T2,Incongruent,23.91,0.18211488,-0.33101246,0.20434436492935748,0.6981179897766215,0.49377362484726406
A048,T3,Incongruent,81.15,-0.22094929,-0.39258203,-0.26415512258780144,0.5969550222591672,0.8611101448469687
A048,T4,Incongruent,146.3,0.37752387,-0.5330067,0.4314769618834495,0.3662277923977396,-0.06524916948570986
A049,T1,Incongruent,1.0,1.8093721,-0.09187181,2.0957781126340884,1.0910422510318638,-1.0047358616022246
A049,T2,Incongruent,27.12,-0.7185982,-0.7277334,-0.8425946780026942,0.04627865474936761,0.8888733327520618
A049,T3,Incongruent,111.38,0.42769104,-0.37652382,0.4897885042742956,0.6233397473208894,0.13355124304659377
A049,T4,Incongruent,168.86,-0.3570681,-0.7472229,-0.4223720951518612,0.014256088156301718,0.4366281833081629
A050,T1,Incongruent,1.0,0.44955093,-0.0949954,0.5151972307859611,1.0859099814105584,0.5707127506245973
A050,T2,Incongruent,24.73,-0.22489542,-0.28916386,-0.26874188573937624,0.7668780698364781,1.0356199555758543
A050,T3,Incongruent,93.39,-0.6519587,-0.9606521,-0.7651366107217457,-0.33642252185959204,0.4287140888621536
A050,T4,Incongruent,148.69,-0.07997266,-1.2247796,-0.10029168886483834,-0.7704018675488088,-0.6701101786839705
A051,T1,Incongruent,1.0,1.3508412,-0.041371163,1.562807167435011,1.17401822945873,-0.388788937976281
A051,T2,Incongruent,17.16,0.3942614,-0.18676083,0.45093174057862123,0.9351331737389239,0.4842014331603027
A051,T3,Incongruent,65.63,-0.8183705,-0.5675683,-0.958564478589058,0.3094407461644908,1.2680052247535487
A051,T4,Incongruent,146.99,-0.61102885,-0.7438079,-0.7175620179487036,0.019867164115937502,0.737429182064641
A052,T1,Incongruent,1.0,0.80218923,-0.6164749,0.925084477347525,0.22908389476551017,-0.6960005825820148
A052,T2,Incongruent,31.76,0.65400946,-0.58766717,0.7528485122767263,0.27641694344916345,-0.4764315688275629
A052,T3,Incongruent,80.98,0.8061516,-0.8227223,0.929690116976454,-0.10979453213855002,-1.039484649115004
A052,T4,Incongruent,153.27,-1.0938095,-1.071032,-1.278719530679743,-0.5177841626551971,0.7609353680245459
A053,T1,Incongruent,1.0,1.1644984,-0.21252027,1.3462126080562589,0.8928086716839668,-0.45340393637229204
A053,T2,Incongruent,32.71,0.49758703,-1.2864738,0.5710317353322794,-0.8717696105851064,-1.4428013459173856
A053,T3,Incongruent,78.28,-0.94908994,-1.3044839,-1.1105055222410651,-0.90136142292497,0.20914409931609512
A053,T4,Incongruent,148.9,0.6871204,-1.1440738,0.7913348367277718,-0.6377967799402682,-1.4291316166680401
A054,T1,Incongruent,1.0,-0.18606658,0.068720266,-0.2236093907302422,1.3549058928917723,1.5785152836220144
A054,T2,Incongruent,16.9,0.22012395,-0.48613167,0.24852400465273905,0.443246636889746,0.19472263223700698
A054,T3,Incongruent,72.83,0.9616685,-0.24306852,1.1104543559567068,0.8426158309273224,-0.26783852502938443
A054,T4,Incongruent,136.83,1.3222136,-0.26028132,1.5295320293128447,0.8143340364096014,-0.7151979929032433
A055,T1,Incongruent,1.0,0.4598856,-0.21577889,0.5272096793215354,0.8874545386404564,0.36024485931892103
A055,T2,Incongruent,23.24,0.5980959,-0.57424486,0.6878576841282955,0.2984707065425099,-0.3893869775857856
A055,T3,Incongruent,74.48,-0.84224457,-0.9679104,-0.9863143764773986,-0.3483483996451919,0.6379659768322068
A055,T4,Incongruent,149.21,-0.7144902,-0.50649744,-0.83781976612025,0.4097842994237228,1.2476040655439729
A056,T1,Incongruent,1.0,0.76854396,-0.647325,0.885977077271809,0.17839509404446863,-0.7075819832273403
A056,T2,Incongruent,33.61,0.72379655,-0.9971318,0.8339651640007281,-0.3963611361157332,-1.2303263001164613
A056,T3,Incongruent,71.46,0.03914897,-1.0614076,0.03816870221186943,-0.5019706225480468,-0.5401393247599162
A056,T4,Incongruent,147.84,-1.2513661,-1.3105538,-1.461854604072513,-0.9113346791379696,0.5505199249345435
A057,T1,Incongruent,1.0,0.32195136,-0.6534233,0.3668825513829027,0.1683751747107508,-0.1985073766721519
A057,T2,Incongruent,24.78,-0.6246655,-0.3860979,-0.7334125053201086,0.6076088863769279,1.3410213916970366
A057,T3,Incongruent,73.83,-0.30852878,-0.6926641,-0.36595267552339017,0.10389988641884101,0.4698525619422312
A057,T4,Incongruent,145.06,-1.0764493,-1.5332582,-1.2585409948322241,-1.2772530700442914,-0.018712075212067303
A058,T1,Incongruent,1.0,1.1062307,-0.31420785,1.2784854578389533,0.725729100518072,-0.5527563573208812
A058,T2,Incongruent,22.96,-0.72948736,-0.60790056,-0.8552516350313787,0.24317211527612298,1.0984237503075016
A058,T3,Incongruent,66.28,0.57581717,-0.3849926,0.6619621211772816,0.6094249690293979,-0.05253715214788368
A058,T4,Incongruent,143.48,-0.33740327,-1.0403204,-0.3995147849198154,-0.46732292680103965,-0.06780814188122425
A059,T1,Incongruent,1.0,0.6481601,-0.6233207,0.746049539889021,0.21783578237767023,-0.5282137575113508
A059,T2,Incongruent,30.4,1.2386231,-0.26237887,1.4323710576211586,0.8108876199003383,-0.6214834377208203
A059,T3,Incongruent,79.78,1.1966753,-0.86718345,1.3836132560967207,-0.1828472085376001,-1.5664604646343208
