composite_ID,theta_source,theta_destination,se_source,se_destination
A033_2,0.3838941,0.15842298,0.5,0.5
A033_3,1.2276247,-0.06849611,0.5,0.5
A033_4,-0.45631084,-1.7018633,0.5,0.5
A034_1,1.1943705,1.6248544,0.5,0.5
A034_2,1.247821,0.96406144,0.5,0.5
A034_3,0.1891042,-0.7763812,0.5,0.5
A034_4,0.23178907,-0.6663041,0.5,0.5
A035_1,-0.7343978,0.06904377,0.5,0.5
A035_2,0.5748168,0.17732914,0.5,0.5
A035_3,-0.6645502,-0.22937882,0.5,0.5
A035_4,-1.0453358,-1.1549556,0.5,0.5
A036_1,0.84448385,1.3897429,0.5,0.5
A036_2,0.047239568,-1.0784287,0.5,0.5
A036_3,-0.6581107,-0.37583166,0.5,0.5
A036_4,-0.9201091,-1.0204479,0.5,0.5
A037_1,1.1683489,-0.22732063,0.5,0.5
A037_2,0.6647831,0.890137,0.5,0.5
A037_3,-0.1273016,0.75692904,0.5,0.5
A037_4,-0.47076988,-1.1498913,0.5,0.5
A038_1,0.73003155,0.84235585,0.5,0.5
A038_2,-0.13892359,-0.22788647,0.5,0.5
A038_3,1.7744261,0.58846086,0.5,0.5
A038_4,-0.17398062,-0.12511165,0.5,0.5
A039_1,2.1037908,2.0782063,0.5,0.5
A039_2,0.29843378,1.2337086,0.5,0.5
A039_3,0.99518853,0.8255846,0.5,0.5
A039_4,0.8832308,0.76177645,0.5,0.5
A040_1,-0.29743382,-0.63105875,0.5,0.5
A040_2,-0.23359361,0.856398,0.5,0.5
A040_3,-1.8509897,-1.0020494,0.5,0.5
A040_4,-1.1209462,-0.71097165,0.5,0.5
A041_1,1.092337,0.19688046,0.5,0.5
A041_2,-1.123071,-0.93158406,0.5,0.5
A041_3,-0.3137799,0.99730647,0.5,0.5
A041_4,1.014291,-0.35018548,0.5,0.5
A042_1,-0.672326,-1.4245169,0.5,0.5
A042_2,-1.3955079,-0.39525253,0.5,0.5
A042_3,-0.94798553,-0.065191366,0.5,0.5
A042_4,-1.8812704,-0.6849383,0.5,0.5
A043_1,0.6443822,0.90131676,0.5,0.5
A043_2,0.28203064,0.3007807,0.5,0.5
A043_3,-0.3065897,0.19575205,0.5,0.5
A043_4,-0.35928416,-0.18174584,0.5,0.5
A044_1,-0.7405292,1.5218945,0.5,0.5
A044_2,-0.17795458,-0.093039855,0.5,0.5
A044_3,-1.2989489,-1.4893154,0.5,0.5
A044_4,-1.1309669,-1.57753,0.5,0.5
A045_1,-0.5782893,0.19742185,0.5,0.5
A045_2,-0.98291874,-0.60472494,0.5,0.5
A045_3,-0.7149557,-0.7760185,0.5,0.5
A045_4,-0.37687573,-0.6562222,0.5,0.5
A046_1,-0.55758363,-1.1529267,0.5,0.5
A046_2,-1.7132715,-1.259038,0.5,0.5
A046_3,-1.6188729,-0.99750006,0.5,0.5
A046_4,-0.56073916,-1.1770462,0.5,0.5
A047_1,-0.1942048,-0.70032084,0.5,0.5
A047_2,-0.23540482,0.11192863,0.5,0.5
A047_3,-1.592382,-0.005703552,0.5,0.5
A047_4,-1.5734497,0.26906902,0.5,0.5
A048_1,1.0329876,1.3782035,0.5,0.5
A048_2,0.3362181,-0.22884071,0.5,0.5
A048_3,0.12221645,0.65340275,0.5,0.5
A048_4,-0.23294465,-0.14900376,0.5,0.5
A049_1,1.3780279,1.0144471,0.5,0.5
A049_2,-1.0821121,-0.3121794,0.5,0.5
A049_3,0.719041,0.29796368,0.5,0.5
A049_4,-0.08076334,1.1507366,0.5,0.5
A050_1,0.09865228,-0.97945726,0.5,0.5
A050_2,-0.6424686,-0.16192934,0.5,0.5
A050_3,-1.1277238,-0.63121545,0.5,0.5
A050_4,-0.41384405,0.77618533,0.5,0.5
A051_1,1.0900316,1.5129774,0.5,0.5
A051_2,-0.2666645,0.30498418,0.5,0.5
A051_3,-0.7590097,0.36187702,0.5,0.5
A051_4,-0.42296425,0.41188192,0.5,0.5
A052_1,0.7139098,-0.6627915,0.5,0.5
A052_2,-0.2890356,0.9975444,0.5,0.5
A052_3,0.4531161,-0.29771623,0.5,0.5
A052_4,-0.8069679,-0.099561736,0.5,0.5
A053_1,1.0892514,0.85078794,0.5,0.5
A053_2,1.0134159,0.23895125,0.5,0.5
A053_3,-0.86037016,-0.09114621,0.5,0.5
A053_4,-0.7318863,-0.23900644,0.5,0.5
A054_1,0.12861939,0.59051865,0.5,0.5
A054_2,1.1124192,-0.12455623,0.5,0.5
A054_3,1.2311872,-0.29811203,0.5,0.5
A054_4,1.4125793,0.0943598,0.5,0.5
A055_1,0.22086135,-0.23300695,0.5,0.5
A055_2,0.7982311,0.61848116,0.5,0.5
A055_3,-0.9789097,0.6966264,0.5,0.5
A055_4,-1.8497845,0.0015910312,0.5,0.5
A056_1,0.7978297,0.49660057,0.5,0.5
A056_2,0.16062303,-0.83945197,0.5,0.5
A056_3,-0.12649636,-0.40696606,0.5,0.5
A056_4,-1.3868554,-0.8143576,0.5,0.5
A057_1,0.4868226,-1.1685141,0.5,0.5
A057_2,-1.1870592,-0.606336,0.5,0.5
A057_3,-0.6272887,-0.41835898,0.5,0.5
A057_4,-1.5703326,-0.22949521,0.5,0.5
A058_1,1.2934909,1.7472503,0.5,0.5
A058_2,-0.5065836,0.023878243,0.5,0.5
A058_3,0.47495395,0.512773,0.5,0.5
A058_4,-0.6381057,-1.1462616,0.5,0.5
A059_1,1.1673768,1.584936,0.5,0.5
A059_2,0.75307673,0.06520145,0.5,0.5
A059_3,1.0257947,2.009464,0.5,0.5
A059_4,0.951347,-1.2464645,0.5,0.5
A060_1,-0.7855084,-0.4331563,0.5,0.5
A060_2,0.918507,0.50385845,0.5,0.5
A060_3,-0.46316218,0.189164,0.5,0.5
A060_4,0.6293327,-1.103279,0.5,0.5
A061_1,2.051534,1.9423691,0.5,0.5
A061_2,0.49380702,0.8006226,0.5,0.5
A061_3,0.63472396,1.4965115,0.5,0.5
A061_4,-0.5797545,1.0875723,0.5,0.5
A062_1,0.7656675,0.99241316,0.5,0.5
A062_2,-0.06728099,0.93577975,0.5,0.5
A062_3,-0.66412914,-0.6934884,0.5,0.5
A062_4,-0.7946154,-0.8274865,0.5,0.5
A063_1,1.3378927,0.2968131,0.5,0.5
A063_2,1.0322735,1.1223323,0.5,0.5
A063_3,0.08932246,-0.8767516,0.5,0.5
A063_4,-1.0240835,-0.86422575,0.5,0.5
A064_1,0.9008893,0.59332496,0.5,0.5
A064_2,1.3780915,-0.11642818,0.5,0.5
A064_3,-0.1944161,0.6119071,0.5,0.5
A064_4,-1.0304964,-0.85014504,0.5,0.5
A065_1,-1.3538078,-0.683257,0.5,0.5
A065_2,-0.3332911,-0.72282714,0.5,0.5
A065_3,-1.8532873,0.031575516,0.5,0.5
A065_4,-1.5273708,-1.4169996,0.5,0.5
A066_1,-0.009347245,0.067538284,0.5,0.5
A066_2,-0.47105065,-0.26086766,0.5,0.5
A066_3,-0.71026003,-1.0431888,0.5,0.5
A066_4,-1.271383,-1.4082574,0.5,0.5
A067_1,0.40884718,-0.6420028,0.5,0.5
A067_2,-1.5316594,-0.7210647,0.5,0.5
A067_3,-1.221058,-0.8514677,0.5,0.5
A067_4,-1.8430364,-1.5573533,0.5,0.5
A068_1,1.1515938,1.3010225,0.5,0.5
A068_2,0.020286178,-0.07796224,0.5,0.5
A068_3,1.2962152,-0.46571642,0.5,0.5
A068_4,-0.6249731,-0.53542674,0.5,0.5
A069_1,-1.2529204,0.14559473,0.5,0.5
A069_2,-1.0816036,-0.6459808,0.5,0.5
A069_3,-0.39851618,-0.07382423,0.5,0.5
A069_4,-1.9525158,-0.70175993,0.5,0.5
A070_1,-0.068220176,-0.2042182,0.5,0.5
A070_2,0.07409186,-0.52484035,0.5,0.5
A070_3,-0.7719161,-0.6519469,0.5,0.5
A070_4,-1.1626666,-0.75062954,0.5,0.5
A071_1,0.38593322,0.16574685,0.5,0.5
A071_2,0.85811174,-0.57881767,0.5,0.5
A071_3,-0.6682951,-0.7913346,0.5,0.5
A071_4,0.26755944,-0.44738287,0.5,0.5
A072_1,1.4565356,0.7190021,0.5,0.5
A072_2,0.91524535,1.7409735,0.5,0.5
A072_3,-1.1042457,0.29047364,0.5,0.5
A072_4,-0.09781858,0.64751095,0.5,0.5
A073_1,1.0637223,0.2838797,0.5,0.5
A073_2,0.2632342,-0.97680885,0.5,0.5
A073_3,1.2341305,-0.36875498,0.5,0.5
A073_4,1.1810318,0.8175839,0.5,0.5
A074_1,1.2744017,0.591531,0.5,0.5
A074_2,0.2771836,0.0041448595,0.5,0.5
A074_3,-0.6402093,1.253073,0.5,0.5
A074_4,-0.94048643,-0.02851088,0.5,0.5
A075_1,1.2130826,0.34634966,0.5,0.5
A075_2,0.5075583,0.6514117,0.5,0.5
A075_3,-1.1538785,-1.4749482,0.5,0.5
A075_4,-0.68568695,-0.40087214,0.5,0.5
A076_1,0.10680208,-1.0479777,0.5,0.5
A076_2,-0.83092725,-1.3249161,0.5,0.5
A076_3,-1.1356367,-0.9192318,0.5,0.5
A076_4,-1.2828511,-1.6626078,0.5,0.5
A077_1,0.35719618,-0.21121278,0.5,0.5
A077_2,-0.040318202,-0.77182543,0.5,0.5
A077_3,-0.15948008,-0.3575966,0.5,0.5
A077_4,-0.2962395,0.4570861,0.5,0.5
A078_1,-0.3974331,-0.59543455,0.5,0.5
A078_2,0.23783341,0.041832604,0.5,0.5
A078_3,-0.6014234,0.4430396,0.5,0.5
A078_4,-1.3806679,-1.1339545,0.5,0.5
A079_1,-0.19638194,1.5426432,0.5,0.5
A079_2,0.15443838,-0.21829231,0.5,0.5
A079_3,-0.5434303,-0.22258756,0.5,0.5
A079_4,-0.46825147,-1.402244,0.5,0.5
A080_1,0.3160998,0.20418778,0.5,0.5
A080_2,0.272203,-0.19830962,0.5,0.5
A080_3,0.055467516,1.0473039,0.5,0.5
A080_4,-0.62096703,-0.28107375,0.5,0.5
A081_1,0.2774695,0.4754532,0.5,0.5
A081_2,-0.32971627,-0.33681414,0.5,0.5
A081_3,0.80392855,1.1725457,0.5,0.5
A081_4,-0.28905454,1.2741512,0.5,0.5
A082_1,0.04292658,-0.026549127,0.5,0.5
A082_2,1.5009388,1.3157151,0.5,0.5
A082_3,1.1809633,-1.0282971,0.5,0.5
A082_4,-0.60326654,-0.0042091548,0.5,0.5
A083_1,1.9656618,1.5045501,0.5,0.5
A083_2,0.63177866,-0.24619131,0.5,0.5
A083_3,0.16191423,-0.527358,0.5,0.5
A083_4,0.14206304,0.99493027,0.5,0.5
A084_1,0.4495484,0.16445613,0.5,0.5
A084_2,0.14727822,-0.423418,0.5,0.5
A084_3,-0.16922368,0.7086755,0.5,0.5
A084_4,-0.49090156,0.9733206,0.5,0.5
A085_1,-0.10609865,0.20405845,0.5,0.5
A085_2,1.2198951,0.6715237,0.5,0.5
A085_3,-0.092028394,-1.2677405,0.5,0.5
A085_4,-0.6499192,-0.23891607,0.5,0.5
A086_1,0.43332213,1.0357649,0.5,0.5
A086_2,0.4157533,0.7705804,0.5,0.5
A086_3,-1.0797802,-0.7053368,0.5,0.5
A086_4,-0.6694443,-1.6773723,0.5,0.5
A087_1,-0.0736047,1.5916088,0.5,0.5
A087_2,1.1214246,0.91184247,0.5,0.5
A087_3,-0.0650929,0.46392068,0.5,0.5
A087_4,0.711967,-0.59228134,0.5,0.5
A088_1,1.631757,1.5185728,0.5,0.5
A088_2,1.4013723,2.6636233,0.5,0.5
A088_3,0.8665822,-0.24221194,0.5,0.5
A088_4,1.6345704,1.3252926,0.5,0.5
A089_1,0.8849788,1.5510689,0.5,0.5
A089_2,0.89731276,0.2735605,0.5,0.5
A089_3,0.26742005,0.36066642,0.5,0.5
A089_4,0.06283857,1.0105306,0.5,0.5
A090_1,-0.015424331,-0.28315154,0.5,0.5
A090_2,-0.22919941,-0.5359173,0.5,0.5
A090_3,-0.8408564,-0.5887124,0.5,0.5
A090_4,-0.9325632,-0.017132867,0.5,0.5
A091_1,0.46098605,1.0552709,0.5,0.5
A091_2,-0.30934894,0.08957411,0.5,0.5
A091_3,-1.00186,-0.7591932,0.5,0.5
A091_4,-1.0116142,0.039250307,0.5,0.5
A092_1,0.042476855,-0.580274,0.5,0.5
A092_2,-0.5613633,-0.97773296,0.5,0.5
A092_3,-0.9965328,-0.7118537,0.5,0.5
A092_4,-0.8061415,-0.37527722,0.5,0.5
A093_1,0.044736266,0.42581,0.5,0.5
A093_2,1.2224225,-0.39149672,0.5,0.5
A093_3,-0.023310488,-0.9138209,0.5,0.5
A093_4,0.09151778,-0.8609487,0.5,0.5
A094_1,-1.2495563,-0.76838607,0.5,0.5
A094_2,-0.033086073,-0.5711929,0.5,0.5
A094_3,-0.9392499,-0.79460543,0.5,0.5
A094_4,-1.5286652,-1.5624946,0.5,0.5
A095_1,1.3231205,1.0030953,0.5,0.5
A095_2,0.36959854,-0.9710954,0.5,0.5
A095_3,0.012228179,-0.3974679,0.5,0.5
A095_4,-0.27749833,-1.0935248,0.5,0.5
A096_1,-0.29289985,-0.76180863,0.5,0.5
A096_2,0.06107243,-0.74817705,0.5,0.5
A096_3,-1.6294581,-0.59069484,0.5,0.5
A096_4,-1.8687598,-0.13035062,0.5,0.5
A097_1,0.17766757,-0.34186238,0.5,0.5
A097_2,-0.63203937,0.16819175,0.5,0.5
A097_3,0.52639246,-0.93148124,0.5,0.5
A097_4,-0.70093995,-0.16672403,0.5,0.5
A098_1,0.92348784,0.30050164,0.5,0.5
A098_2,0.028664505,1.1470544,0.5,0.5
A098_3,1.2367451,0.46233302,0.5,0.5
A098_4,-0.9444572,-1.3185995,0.5,0.5
A099_1,0.42094126,1.1649227,0.5,0.5
A099_2,0.7145917,-0.42674366,0.5,0.5
A099_3,0.5806925,-0.017753625,0.5,0.5
A099_4,1.5575035,0.65160507,0.5,0.5
A100_1,-0.013295868,-0.9151295,0.5,0.5
A100_2,1.7804943,0.83201915,0.5,0.5
A100_3,0.10581787,0.16448419,0.5,0.5
A100_4,0.24391396,-1.7209923,0.5,0.5
A101_1,-0.26033738,0.5953464,0.5,0.5
A101_2,-0.5730546,-0.5539652,0.5,0.5
A101_3,-1.3151312,-0.7754518,0.5,0.5
A101_4,-1.1101708,0.14197323,0.5,0.5
A102_1,-0.013555598,-0.3636678,0.5,0.5
A102_2,1.7238266,0.34842947,0.5,0.5
A102_3,-0.30325395,0.0127234515,0.5,0.5
A102_4,-0.23355488,-1.0151991,0.5,0.5
A103_1,0.796649,1.3848482,0.5,0.5
A103_2,-0.6865552,-0.45645946,0.5,0.5
A103_3,-1.0647875,0.5828255,0.5,0.5
A103_4,-0.8373119,-0.5311196,0.5,0.5
A104_1,1.1707971,0.11887531,0.5,0.5
A104_2,1.0731434,0.30514365,0.5,0.5
A104_3,-0.58229375,0.7857379,0.5,0.5
A104_4,-1.5510324,-1.7014627,0.5,0.5
A105_1,0.29879442,1.3607185,0.5,0.5
A105_2,0.34155628,0.9661684,0.5,0.5
A105_3,-1.3049268,0.08300727,0.5,0.5
A105_4,-0.008256462,0.6676966,0.5,0.5
A106_1,0.5742615,0.99843436,0.5,0.5
A106_2,-0.07047197,-0.023946289,0.5,0.5
A106_3,-0.04786151,0.48563057,0.5,0.5
A106_4,0.235527,0.77307594,0.5,0.5
A107_1,-0.8121759,-0.54628646,0.5,0.5
A107_2,-1.5806834,-1.3479109,0.5,0.5
A107_3,-0.9195064,-1.2617866,0.5,0.5
A107_4,-1.1002053,-1.0734582,0.5,0.5
A108_1,-0.5956251,-0.28673038,0.5,0.5
A108_2,-0.36067772,-1.1186485,0.5,0.5
A108_3,-0.07714662,0.738779,0.5,0.5
A108_4,-1.5996926,-0.76301086,0.5,0.5
A109_1,-0.2742539,-0.96702206,0.5,0.5
A109_2,-0.77796376,-0.8878959,0.5,0.5
A109_3,0.5149908,-0.971937,0.5,0.5
A109_4,-1.5869665,-0.6545707,0.5,0.5
