iteration,Delta_f2
126,-0.010941839980191888
127,0.005241102719192153
128,-0.01573650113306058
129,-0.006323698356456279
130,-0.006313887046167964
131,-0.013593571559203266
132,-0.014633259725378215
133,-0.011174580005143134
134,-0.01054198844376365
135,-0.0007788320479637373
136,-0.010839658317892749
137,-0.013887115911620751
138,-0.006215943293238131
139,-0.01975322308886486
140,-0.007458144228930305
141,-0.006459748948525063
142,-0.002016164583125586
143,0.003616176992321765
144,0.001698363772715531
145,-0.0035623803404380514
146,-0.011941095407880162
147,-0.014881391910053447
148,-0.015044580655505348
149,-0.014410659864731813
150,0.0028733942403014554
151,-0.011465865913119822
152,0.0029701566167607395
153,-0.006316748255696376
154,-0.004586625156809113
155,-0.018566918921359678
156,0.0016547134249052329
157,-0.0029307132721393754
158,-0.011128710269377815
159,0.00013543318136159145
160,-0.005752380172051646
161,-0.02005962065762972
162,0.00532606087492658
163,-0.0001458252515248292
164,-0.005599855609291359
165,-0.0016167884366749844
166,-0.010739058029617667
167,-0.004993420957336134
168,-0.005494390568663359
169,-0.0030434510992176566
170,0.004719865890429251
171,-0.0063478452267048836
172,-0.01265889210366097
173,-0.004989401776741664
174,-0.00506339561121175
175,-0.006277189734124687
176,-0.01153706114477726
177,-0.008085458528151585
178,-0.001966026551571968
179,0.0007579750462338615
180,-0.015452916922625147
181,-1.9432426415416648e-05
182,-0.0062456024724858615
183,-0.003377979336595371
184,-0.001660879176329116
185,-0.003561632459902141
186,-0.008068344799588345
187,-0.0022748172467778075
188,0.0003747060951286834
189,-0.000529394781392414
190,-0.010077776508334798
191,-0.013292277200471391
192,-0.0005346249612198971
193,-0.010575859023084326
194,0.0018828690303461723
195,-0.01574545759926793
196,0.0012529305358172094
197,-0.004313592213365615
198,-0.020548510702201532
199,-0.008325232852319477
200,-0.014652759954724544
201,-0.021844247199144372
202,-0.0018464243968450396
203,-0.004557042277433865
204,0.004528467712686135
205,-0.007762674116665888
206,-0.012040830124855906
207,-0.011102927021897581
208,-0.0008367638836983601
209,-0.009242668106443502
210,-0.004053281830201988
211,-0.01760892087382637
212,-0.012951720951920678
213,-0.02064966178848652
214,-0.0026522741186194507
215,-0.004213339888721791
216,-0.010505958621942743
217,-0.003677870894072048
218,-0.0036941837223209454
219,-0.014746119541011763
220,0.0024231224463221917
221,0.01047175712218143
222,0.0016590911441252548
223,-0.002982242685146027
224,-0.009861232287813984
225,0.008759473886956724
226,-0.02049714540366843
227,-0.0096818320505917
228,-0.004309197537205895
229,-0.000496603218132911
230,0.0019198649362967678
231,0.007924206211482428
232,-0.010073853698628864
233,-0.01766035896080583
234,-0.007080722231101763
235,-0.0018686533886695667
236,-0.0012161290704110813
237,-0.010864265658171467
238,-0.003428496313251019
239,0.0031750412313726415
240,0.0019167679381988413
241,-0.006718894017426608
242,-0.004089568870864639
243,-0.005459797942891703
244,-0.004693486886297049
245,-0.00985459412187164
246,-0.006094634124104929
247,-0.005613405943384939
248,-0.004503699225701695
249,-0.011785293406602351
250,-0.01582706345227238
251,-0.0012074495967112388
252,-0.008045215648224729
253,0.0018873322483908403
254,-0.006302997830057616
255,-0.010054286594676404
256,-0.004741814709023207
257,-0.008983087603423201
258,-0.00048774059901218747
259,-0.006331510115608683
260,0.0055702258311823225
261,0.014322998492419501
262,0.0045226012476371385
263,-0.014117734419639604
264,0.0025134564759719414
265,0.0006213761876157648
266,-0.01000879873598625
267,-0.000999671602718256
268,-0.009373315476913347
269,-0.012854065623911368
270,0.005911288526123425
271,-0.006995123765077065
272,-0.012133932225783298
273,-0.010906440503895044
274,-0.009878967539746167
275,-0.0047541784030829945
276,0.00016699123505008358
277,-0.0103565985253859
278,-0.01706920780998005
279,-0.0010586505650760115
280,-0.008978487889199973
281,-0.011416204686338301
282,-0.0027873796329049814
283,-0.005522319078681403
284,-0.0064246433709882035
285,-0.019316407142426786
286,-0.0019316868010704345
287,-0.012200787996680527
288,-0.009219107588110238
289,-0.002662229716007663
290,-0.010942887942756593
291,-0.007255296730947332
292,-0.01030690952113483
293,-0.015026483094193058
294,-0.0012265629083299187
295,-0.004725444670138466
296,-0.019444652457571057
297,-0.0021619748143781696
298,0.007958398231556849
299,-0.0006135290327957781
300,0.000631614844053198
301,0.0011368713590682606
302,-0.007888724811305151
303,-0.016448195954044967
304,-0.012374230092978004
305,-0.006042654874863976
306,-0.008179497276709267
307,-0.00325204132463672
308,-0.014390936828655847
309,-0.005972490958405485
310,-0.0068702812113775324
311,-0.002106400750026112
312,-0.010245651083544199
313,-0.010102544515062005
314,0.0027663118407123665
315,-0.001744439030739545
316,-0.004207056801089656
317,-0.01587300099926143
318,-0.006989279894465136
319,0.011569369115452971
320,-0.004279073724910776
321,-0.011294164803568176
322,-0.011680050393823135
323,-0.004818797488551176
324,0.00014651205329420033
325,-0.01614284446189227
326,-0.013931857367588639
327,0.004005513667217126
328,-0.005405264190384199
329,-0.006503072863946019
330,-0.003802227138123346
331,-0.009315231220121399
332,-0.0013488972799808535
333,-0.01575432875474808
334,-0.004597634838726501
335,0.004491712492166152
336,-0.009793560397456817
337,-0.014851158220405761
338,-0.009635509317753104
339,-0.006824620427367465
340,-0.011062275327820422
341,-0.0026097289751337745
342,-0.007481760113193249
343,-0.013312714081507481
344,-0.01765899335044918
345,-0.006899867501953328
346,-0.006629816487528319
347,-0.007632630479098516
348,-0.004494414475772904
349,-0.0039012923796691006
350,-0.0010069591871948082
351,0.0009484054635166203
352,-0.009224382747168436
353,-0.007327698302413697
354,-0.007745202531312145
355,-0.004750450466348991
356,-0.008148706657525382
357,-0.003819218653137439
358,-0.012807590065899713
359,-0.019909488558706032
360,-0.0013284545904962489
361,-0.002298378625611968
362,-0.00388019188811989
363,0.001513633012806736
364,-0.0069969320171946285
365,-0.01288448319430704
366,0.005532071251546702
367,-0.0006185453827494049
368,-0.017223743743910426
369,-0.019004785607445913
370,-0.0026838544262868707
371,-0.01173000145195413
372,-0.008675343578524387
373,0.005939094270717862
374,-0.003219486937128707
375,-0.005841622887176866
376,0.0034246998195945526
377,-0.0034231025057306283
378,-0.008637804120745404
379,-0.0006122927770176685
380,0.004949715086563988
381,-0.0041278184113643914
382,-0.003385171900252026
383,-0.010691815729531588
384,-0.0028348797800855116
385,-0.010906311893499268
386,-0.00934886253030516
387,-0.0021661015635972506
388,-0.010768225164869479
389,-0.012124268012572
390,0.0024901419702342527
391,-0.01852778849053744
392,-0.010079504767442293
393,-0.0024657301603965695
394,-0.0008444831578294596
395,-0.013064493179355891
396,-0.007862479407521624
397,0.001300659618606436
398,-0.008621034410092827
399,-0.02130111146402876
400,0.009574099751907235
401,0.00412828154283697
402,-0.0054570016121217625
403,-0.002314268898106829
404,-0.0012046258343037797
405,-0.0026555433568465694
406,-0.002630228924118473
407,-0.008581292588218927
408,-0.0037846751709289953
409,-0.011394546402333616
410,-0.004905087537199603
411,-0.010022854735814636
412,-0.021666935354830656
413,-0.006958102418036698
414,-0.0015524774224935489
415,-0.0040802123118169435
416,0.01772062871758373
417,-0.0034309604980150214
418,-0.0009074252536658018
419,-0.003084622067090894
420,-0.009398963105425661
421,-0.007212803884443871
422,-0.002654994877834606
423,0.008429191614037225
424,-0.0036708586660214064
425,-0.00035993772215763865
426,0.00192651672502921
427,0.004624735744930342
428,-0.0035010972108535056
429,0.0020506132129378286
430,-0.008582027086602788
431,-0.003829071651917245
432,-0.011275042099620176
433,-0.01271335437253547
434,-0.0002280461747255517
435,-0.009475306970452001
436,-0.0009791561649525674
437,-0.01091916709042139
438,-0.009227358773015393
439,-0.009093157959499866
440,-0.006069278352719167
441,-0.007205318790022619
442,-0.0009224774546836376
443,-0.008258814774710615
444,-0.0024823594084306035
445,-0.010851011579302896
446,-0.009860532326873114
447,-0.00537701330767029
448,-0.01663078018213693
449,-0.006022984276792146
450,-0.011608636282345026
451,-0.004658586523068713
452,-0.006801656214147194
453,-0.008035529217757052
454,-0.00010661213515494525
455,-0.0042622127649941536
456,-0.0044157360848429
457,0.0021679859779564657
458,-0.008207449702509674
459,-0.007362619983887297
460,-0.0035811805336911987
461,-0.000551290105117213
462,-0.01191978719097454
463,-0.006291285469249985
464,-0.009508996406532104
465,-0.0033303607310994155
466,-0.0026157500213153584
467,-0.002028534836837898
468,0.0007062819107940483
469,0.004095783349670435
470,0.0017620179510338821
471,-0.01872583606243411
472,-0.002146300594528224
473,-0.01368671177938813
474,-0.0014861353209451689
475,-0.010415884866137554
476,-0.021566893192657442
477,-0.007126774306055891
478,-0.009645296877085811
479,-0.00513221450106912
480,0.0057711848659647
481,-0.0026370175090555904
482,-0.013711367170411659
483,-0.013229048445158023
484,-0.011428360191464568
485,0.006929851480549775
486,-0.013609786520152805
487,-0.0019473985347785421
488,-0.01787580709856845
489,-0.008883287989434274
490,-0.012987474530591469
491,-0.006922382495891004
492,-0.0020350385110285123
493,-0.013058112328842306
494,-0.00945519980059258
495,-0.0009791531952421245
496,-0.0032593130275141383
497,-0.005258094089888069
498,-0.011624952306893246
499,6.42480421395638e-05
500,0.0026949038446623438
501,-0.01582586880598861
502,-0.01302420598405005
503,-0.019263053021189688
504,-0.003572536329689108
505,-0.0027199583378344607
506,-0.0138904398885089
507,-0.002886029241342819
508,0.0037038831846847196
509,-0.0029030649947769226
510,-0.013185328063642329
511,-0.008814942400559212
512,-0.0042380172619849495
513,-0.0023462453477920116
514,-0.0009845328829950059
515,0.002598257248584511
516,-0.001455285667557411
517,-0.00728019123163583
518,0.000708138677765621
519,-0.009166035039664925
520,0.007114274753874164
521,-0.0026822785324992658
522,-0.008702135056332855
523,-0.016683170346528445
524,-0.006645246817313755
525,-0.010330648824643717
526,-0.0013334497181395916
527,-0.012886380616653299
528,-0.004458507834784988
529,-0.009713793681978599
530,-0.009638663564922448
531,-0.007103994240909685
532,-0.003170377119944012
533,-0.005318989330782584
534,-0.016884651563568304
535,-0.006101231082058646
536,-0.009159125898877013
537,-0.007280134138177127
538,-0.00234343873294777
539,-0.018504149865811517
540,-0.006919534804917191
541,-0.007864891456184082
542,-0.010628049941342447
543,-0.027099798637537354
544,-0.005100944069460485
545,-0.005380096700020675
546,-0.0013478972166896196
547,-0.008606270748034963
548,-0.005499936396971904
549,-0.006707900157768155
550,-0.010310566103263565
551,-0.008628424771102722
552,-0.005364540728024568
553,-0.015260465051690547
554,-0.0025164281057118015
555,-0.002232860799277712
556,-0.0032475709465017064
557,-0.008409089403027634
558,-0.00396228873227355
559,-0.017433554609414245
560,-0.00019133264055952448
561,-0.0017562989990894222
562,-0.005398382413938679
563,-0.010915658878677478
564,-0.022301590529492328
565,-0.0025744860313958486
566,-0.005946714809205949
567,-0.01827600960155505
568,-0.006036336512593311
569,-0.007428313717121943
570,-0.005850856166334536
571,-0.0022732017077776844
572,-0.014183282528455712
573,-0.003924696481013604
574,-0.010027199209873546
575,-0.005699951190163255
576,-0.012378490419494653
577,0.0020187180826607126
578,-0.006937589881042848
579,-0.008260410550004024
580,0.00039133568785048624
581,-0.009696208247391133
582,-0.0005397273241053383
583,-0.004458342256896194
584,-0.009031061733910134
585,0.002072699238825129
586,-0.008521168400106253
587,-0.0017452750901882355
588,-0.0008635720440853534
589,-0.011143017243888711
590,-0.014096192413972091
591,-0.004555038381509027
592,0.005247559222164711
593,-0.0025996272134018485
594,-0.0025565654544434657
595,-0.0072231103366367155
596,-0.006972921112139199
597,-0.007713574136069931
598,-0.004270626696693957
599,-0.0009257232239572553
600,-0.0037034467273443237
601,-0.008829215965561518
602,-0.007949346697854227
603,-0.010657317847480655
604,-0.017657593869781527
605,0.00697925252802794
606,0.004308265473329831
607,0.0018613088698715367
608,-0.004742117726496064
609,-0.010482973017233109
610,0.0024031558243797976
611,-0.01048719652785809
612,-0.008390459719067163
613,-0.013101351006804398
614,-0.008786293688899022
615,0.002030113395317384
616,-0.014735042066326169
617,0.0029017933182389887
618,-0.012063535138735294
619,-0.008064532127147663
620,-0.0026170075881046147
621,-0.0073894911999482045
622,0.009235637146891768
623,-0.001941236732928956
624,-0.0044650446495851015
625,-0.0086205346480614
626,-0.006615241262740667
627,-0.00818472120967936
628,-0.008248680571659893
629,-0.015142795295994086
630,6.77617562535246e-05
631,0.0012268172124842566
632,-0.010424288506141091
633,-0.02164906638626688
634,-0.011958011849929676
635,-0.007424034313352518
636,-0.002387902361508506
637,-0.032761644971334644
638,-0.012761769207851456
639,-0.007691550678040231
640,-0.003375677958493098
641,-0.01506847678180136
642,-0.004906980515147767
643,0.0015702238100946762
644,-0.016098538525753086
645,-0.011110060041844408
646,-0.006042381675559217
647,-0.0033956989512254447
648,0.007686409916962046
649,0.0028416486837524258
650,-0.014067272688956186
651,-0.0038972436151902467
652,-0.0007558784866669548
653,-0.00984176266709021
654,-0.005956713468927163
655,-0.003961427994953453
656,-0.009884968005326837
657,-0.014351350473738894
658,-0.016275197694813493
659,-0.0020373706806760374
660,-0.016283394667923577
661,-0.014616213886211631
662,-0.009694853989981638
663,-0.005016159230052509
664,-0.014422827390470688
665,-0.010054266816071897
666,-0.0022673669247792105
667,0.0001058508022892023
668,-0.0033640149332829624
669,0.0068189602738179715
670,-0.011639496201485836
671,-0.007819775047000169
672,-0.0037195118939211498
673,-0.002829196226265202
674,-0.004938348030379887
675,-0.00984709616543499
676,-0.011254108233833288
677,0.00274330384782359
678,-0.00705306671878018
679,-0.0046617586967560454
680,-0.008979086547812645
681,0.002781433336817362
682,-0.004449909114625363
683,-0.014141009767369256
684,-0.007627326744396199
685,-0.001530874675865471
686,-0.0038507104342609313
687,-0.001100794312530207
688,0.007554368709157152
689,0.0003024305908650368
690,0.003507684459327624
691,-0.005973379849841634
692,-0.015774173018198268
693,-0.0029757072015299153
694,-0.004017312065290177
695,-0.0046066438603349635
696,-0.003589417716273458
697,-0.0074517286094686885
698,-0.015328600684323675
699,-0.021921215326899016
700,-0.008208985035887422
701,-0.002202542491241053
702,0.007455434095096255
703,-0.006975725857363129
704,-0.004979943574256368
705,-0.009142195972365163
706,0.022420485881061138
707,-0.005173508623423204
708,-0.004093765027249317
709,-0.00802301241065297
710,-0.006681091175838235
711,0.0003651815022202073
712,-0.00550714126519978
713,-1.2378968605509556e-05
714,-0.0084980482548369
715,-0.007741067518515221
716,-0.004847057904776903
717,-0.00040773804167946754
718,-0.011501675120840982
719,-0.010203715716891635
720,-0.009653609291191231
721,-0.0032957434723912566
722,-0.015668013571913643
723,-0.00682013556313207
724,0.0011432887941082957
725,-0.00791457747430934
726,0.0031716738515881722
727,-0.0042964774659588045
728,0.00037433788025097343
729,-0.0018525488625261476
730,-0.0009844131255044427
731,-0.006355777157018588
732,0.0018357749040114908
733,-0.03313397266105382
734,-0.009873535042517496
735,-0.0025607277525245484
736,-0.013774769157792622
737,-0.01058480842238885
738,0.0008277393955910331
739,-0.0036189488451221427
740,-0.004237795744442694
741,-0.003985432368254242
742,-0.002610795396643178
743,-0.009156182338252453
744,-0.022968824362104467
745,-0.02090485012117504
746,-0.001761589247710015
747,-4.403763803740787e-06
748,-0.015882691871928867
749,-0.007712388425033391
750,-0.005955722476675184
751,-0.013687401988828576
752,-0.003319212387245824
753,-0.005650921453409671
754,0.009711377143796935
755,-0.002276963044073577
756,-0.012868929673763406
757,-0.008970264863320638
758,-0.004483046064335374
759,-0.014814561809788865
760,-0.007712721001276552
761,-0.004947062033244772
762,0.004497625601635484
763,-0.013000686831503235
764,0.0011672309642409224
765,-0.0075331228077238
766,0.0007973506775362516
767,-0.0006765097334338558
768,-0.003326448745223417
769,-0.0025417610058667004
770,-0.001575555393132394
771,-0.011730606887806349
772,-0.0078392597891503
773,-0.007931635510018973
774,-0.005281854022558154
775,-0.012518932803635488
776,-0.017781059652063308
777,-0.016062808971767907
778,-0.005421855398854441
779,0.0010058080852216522
780,-0.012013934297999764
781,-0.004929786266264055
782,-0.011084945947643147
783,-0.003913846128931188
784,-0.015211068050351936
785,-0.012526666508297837
786,-0.0137451850297658
787,-0.0031673878892948624
788,-0.008194769384598486
789,0.0014614273894480107
790,-0.0032312761521582816
791,-0.009299567628936961
792,-0.009864412131068047
793,-0.0119414966710842
794,0.002494046290439981
795,-0.002346584571413148
796,-0.015888717833057994
797,-0.014062966893719398
798,0.007361200307266736
799,-0.005889701536232501
800,-0.007153191792762225
801,-0.0023746226313246677
802,-0.0013395592796066787
803,-0.014219248656362144
804,-0.0020466227179986984
805,-0.006922938348640096
806,0.006338312625553552
807,-0.005044248278833048
808,-0.005672991600903187
809,-0.015621385064303737
810,-0.00779580866632962
811,-0.004094041635402898
812,-0.008856663940237852
813,-0.005996198663868609
814,-0.007920743780547105
815,-0.0015533904039377131
816,-0.008524903342723641
817,-0.00161767061518192
818,-0.007800616922022336
819,-0.015194976658055196
820,-0.014046194540634485
821,0.0069608507706980655
822,-0.007298032121340905
823,0.001688969373229889
824,-0.008260409073740229
825,-0.006355843315110131
826,-0.008668870880526166
827,-0.013478051913334467
828,-0.012321223505023123
829,-0.00610915821513346
830,-0.015207529225383348
831,-0.000618148722127055
832,-0.0035565147366933567
833,-0.003604043371020992
834,-0.010867334801151622
835,0.0006683157107398082
836,-0.008700103754894141
837,-0.008093902088332768
838,-0.005159348467866654
839,0.002835327502316399
840,-0.0033348747695761656
841,0.004699013559731849
842,-0.013715532054232534
843,-0.0076316462279704825
844,0.0003209277891733633
845,-0.01301232338482373
846,-0.004226431672067942
847,-0.006578182158670922
848,-0.005915425086884694
849,-0.004174466983959402
850,-0.012771621307305286
851,-0.009534579680223818
852,-0.008444245422965777
853,-0.005806511945562455
854,-0.00015425714465769347
855,0.0026899048125062237
856,-0.002293977819597998
857,-0.00245793947330516
858,-0.010450994037364453
859,-0.0036960244804212705
860,0.0029877619477264375
861,-0.0007583316645182088
862,-0.005256684379465498
863,-0.004180509302691815
864,-0.01127570146076342
865,-0.008970802311130923
866,-0.00798224613390277
867,-0.006946283772128569
868,0.0014426604674253243
869,-0.010413358479965969
870,-0.014492999786257982
871,-0.0064902966773987165
872,-0.005063669513487937
873,-0.00935406198107549
874,-0.004119011010307885
875,-0.004679654490887947
876,0.000868292151815997
877,-0.006705552065864165
878,0.0028619470824860537
879,-0.013700930922217396
880,-0.020445700744775742
881,-0.014363771492295528
882,-0.0028370562171042626
883,-0.01149355399188938
884,0.004912174805920769
885,-0.008054614886391996
886,-0.014435246530798881
887,-0.010539247958989039
888,0.0056489458926479484
889,0.0023665295202728188
890,0.002222134175399025
891,0.004023988769903988
892,-0.005401769427424334
893,-0.01527498068412294
894,-0.011422215853667216
895,-0.006708292075561129
896,-0.0042905821298457845
897,-0.002585090296468931
898,-0.0072830704871315755
899,-0.004946313669058899
900,-0.01156734310108835
901,-0.003934192956524377
902,-0.00027072188377314475
903,-0.006171445463128585
904,-0.006077607275447229
905,-0.011080833409789447
906,-0.004910265792293868
907,-0.011340400885476117
908,-0.013379229525038476
909,-0.004384591134617334
910,-0.007628408069959746
911,-0.010930309621898015
912,-0.002775685662857629
913,-0.0048857630183476
914,-0.0161054126874158
915,-0.008427736773948445
916,-0.006348496830384053
917,-0.008117095754130764
918,-0.004029660141487696
919,-0.0013899425689490926
920,-0.011471133519334605
921,-0.003249241169141939
922,-0.01584770025664846
923,-0.004853383096005791
924,-0.0007569055769433598
925,-0.0145550987197559
926,0.00027722248442671113
927,0.0006650372806703865
928,-0.010901029705284664
929,-0.011011291547935072
930,-0.012126177321212598
931,0.00022473896521045013
932,-0.018536362245343194
933,-0.01049905562336345
934,-0.007089330012283401
935,0.003387202076027958
936,-0.010219965445485113
937,-0.0017611203603787682
938,0.0013693856793042473
939,-0.005072348406865858
940,-0.006917828538942886
941,-0.022089591826991602
942,-0.012191496229735893
943,-0.010199975485975534
944,0.0047586083324602
945,-0.0008480091756850015
946,-0.0012591811876410067
947,-0.005646794142500639
948,-0.012899555225190755
949,-0.007691943322497243
950,-0.007457593658609089
951,0.009073108115201652
952,-0.012456688349784358
953,-0.01073678635533424
954,-0.006020489389705785
955,-0.019688937620017225
956,-0.004614430805453842
957,-0.015249957208164387
958,-0.010688249807595083
959,-0.009364029165553657
960,-0.007498134074476135
961,0.003055999413648928
962,-0.011751442621640166
963,-0.020183189857504943
964,-0.019448142824508574
965,-0.002212939706513527
966,-0.00794310770862394
967,-0.0003258701567809136
968,-0.01638770432967071
969,-0.007962608155188526
970,-0.0037413540327015443
971,-0.017916010068934753
972,-0.00592165712218945
973,0.008666929312566917
974,-0.005815877571140226
975,0.00030624940150072045
976,-0.004700494377031246
977,-0.008297202995233986
978,-0.016313789285587407
979,-0.011825925934049266
980,-0.003169989118008163
981,-0.005324020565051525
982,-0.0173010770540463
983,-0.006619590006180248
984,-0.006905572734904001
985,0.009848647082027937
986,-0.004128914684869247
987,0.0031450852388480357
988,-0.018060991202393607
989,-0.0076202396163277146
990,-0.0050493274685171384
991,-0.006601432729685738
992,0.006939115007783556
993,-0.0024072864450360547
994,-0.0015386844467336416
995,-0.008453898420223803
996,-0.011996028410032684
997,-0.017989332302449153
998,-0.012013191288272032
999,-0.020470116270106732
1000,-0.004690049706672469
1001,-0.007982253502281858
1002,-0.009116255929005949
1003,0.004096902077735729
1004,-0.023527972856898463
1005,-0.007801829706858989
1006,0.0024696514473774855
1007,-0.002875352318619984
1008,-0.01926933573945849
1009,-0.007281144128414583
1010,-0.014422650882623827
1011,-0.013653985883932355
1012,-0.006931115111606382
1013,-0.0033086106625442348
1014,-0.0077871106887442715
1015,-0.007731221227460835
1016,-0.011102837481983721
1017,-0.01605031565371906
1018,-0.013466296031597186
1019,-0.007917648287525805
1020,0.0034142162473706555
1021,-0.008060527820696708
1022,-0.0033880089196779532
1023,-0.008788242299314875
1024,-0.004525026299646635
1025,-0.009425077397015248
1026,-0.014322339435520132
1027,-0.005735003448277569
1028,-0.008308722505775076
1029,-0.0040170197853111045
1030,-0.013323237374959378
1031,0.003511674362222333
1032,-0.009775214246434596
1033,-0.014506166948486358
1034,-0.010052871672674104
1035,-0.004638520406236639
1036,-0.015479032675336233
1037,-0.0122317042039864
1038,-0.0019381126993879855
1039,-0.0043369679824691015
1040,-0.002279506649997152
1041,0.005174995505717789
1042,-0.00044540441020769414
1043,-0.014089350449376866
1044,0.0027890885062073394
1045,-0.008113959755848851
1046,-0.007014820572505791
1047,-0.005331718494739443
1048,0.005505245757729276
1049,-0.0021007744721267896
1050,-0.00974573433685436
1051,-0.013631058812441234
1052,-0.011322704380826417
1053,-0.014928249478052429
1054,0.0007889761504324862
1055,-0.008535214146738721
1056,-0.0009240106947141103
1057,-0.016773455735050347
1058,-0.004474138172677175
1059,-0.013764563480066768
1060,-0.0022778206381836325
1061,-0.011976372408937183
1062,-0.008410392239088413
1063,-0.006181087396609252
1064,-0.0035106683026275304
1065,-0.005159562576567677
1066,-0.003229498079502416
1067,0.003999064298779881
1068,-0.01152701990512925
1069,-0.0008317683462278121
1070,0.0012133010565046542
1071,-0.008390139977158633
1072,-0.0016940206743537196
1073,-0.008621766973172455
1074,-0.008954072586426927
1075,-0.011259093379001592
1076,0.0016459184030537689
1077,-0.002262107280044022
1078,-0.003421923708370354
1079,0.0052484582199921245
1080,0.0013763811318991577
1081,-0.011582629677784284
1082,-0.008445000201480882
1083,-0.018261754250891972
1084,-0.001721931684699942
1085,0.0028910502020118405
1086,-0.006909594784570864
1087,0.0015812422280073162
1088,-0.006581800930705996
1089,-0.008596410167166994
1090,-0.0014131714127497176
1091,-0.01602169004149581
1092,-0.014859841689690607
1093,-0.013558608739199458
1094,-0.003553199703606298
1095,-0.009216475993374672
1096,-0.0056501174781287845
1097,0.0036438884907492447
1098,-0.009738212934797076
1099,-0.013709517605600222
1100,-0.016228451831166744
1101,-0.008633655390818165
1102,0.0002772326643165988
1103,-0.005553095328055169
1104,-0.0027513890039755993
1105,-0.008487239960908402
1106,-0.0024417466101675205
1107,-0.011829380381428608
1108,-0.008514376959778629
1109,0.0023650485760966225
1110,-0.0192089290308943
1111,-0.00345037355343218
1112,0.00014649516462453965
1113,-0.006182794023773232
1114,-0.0028000006438958147
1115,-0.002241803666553169
1116,-0.006461623381045288
1117,-0.015251292674388062
1118,0.0008640099047381496
1119,-5.917394539623616e-05
1120,-0.006310743751173237
1121,-0.0027651130609389896
1122,-0.008330997237084877
1123,0.005022748564345039
1124,-0.011140508409868216
1125,-0.008084915688356594
1126,0.004563455652765901
1127,-0.0034873029418813232
1128,-0.005977072465298036
1129,-0.004097595045790565
1130,-0.012902459204975687
1131,-0.011301126671792545
1132,-0.004699572917276003
1133,0.0023670331400885017
1134,-0.01108331518370026
1135,-0.009096712022532637
1136,0.0012766114535412067
1137,-0.002275248136298808
1138,-0.014347404810011634
1139,0.0027609963856364828
1140,-0.006945839586978083
1141,-0.01244794448890156
1142,-0.00642936358089312
