UID,location,TSVR_hours,test,theta,se,measure
A077,source,74.0,3,-0.84983426,,confidence
A077,source,148.0,4,-1.0859673,,confidence
A078,source,1.0,1,-0.7442093,,confidence
A078,source,26.0,2,-1.217172,,confidence
A078,source,74.0,3,-0.9165854,,confidence
A078,source,148.0,4,-1.074014,,confidence
A079,source,1.0,1,-0.7045413,,confidence
A079,source,26.0,2,-0.8142296,,confidence
A079,source,74.0,3,-0.79181707,,confidence
A079,source,148.0,4,-0.7823519,,confidence
A080,source,1.0,1,-0.42682707,,confidence
A080,source,26.0,2,-0.68094116,,confidence
A080,source,74.0,3,-0.72463816,,confidence
A080,source,148.0,4,-0.9517683,,confidence
A081,source,1.0,1,-0.27029097,,confidence
A081,source,26.0,2,-0.33208665,,confidence
A081,source,74.0,3,-0.4603413,,confidence
A081,source,148.0,4,-1.0726866,,confidence
A082,source,1.0,1,-0.50652784,,confidence
A082,source,26.0,2,-0.8220301,,confidence
A082,source,74.0,3,-0.17880896,,confidence
A082,source,148.0,4,-1.5593513,,confidence
A083,source,1.0,1,-0.29046968,,confidence
A083,source,26.0,2,-1.0763723,,confidence
A083,source,74.0,3,-1.202541,,confidence
A083,source,148.0,4,-0.8063148,,confidence
A084,source,1.0,1,-1.032207,,confidence
A084,source,26.0,2,-0.99167323,,confidence
A084,source,74.0,3,-0.9818901,,confidence
A084,source,148.0,4,-1.455244,,confidence
A085,source,1.0,1,-0.36545935,,confidence
A085,source,26.0,2,-0.2253215,,confidence
A085,source,74.0,3,-0.36988163,,confidence
A085,source,148.0,4,-0.83165544,,confidence
A086,source,1.0,1,-0.3618851,,confidence
A086,source,26.0,2,-0.21183495,,confidence
A086,source,74.0,3,-1.2394054,,confidence
A086,source,148.0,4,-1.546026,,confidence
A087,source,1.0,1,-0.19322239,,confidence
A087,source,26.0,2,-0.5465908,,confidence
A087,source,74.0,3,-0.62504506,,confidence
A087,source,148.0,4,-0.39131248,,confidence
A088,source,1.0,1,-0.34111518,,confidence
A088,source,26.0,2,-0.25505546,,confidence
A088,source,74.0,3,-1.1151365,,confidence
A088,source,148.0,4,-0.17946187,,confidence
A089,source,1.0,1,-0.27448496,,confidence
A089,source,26.0,2,-0.4778019,,confidence
A089,source,74.0,3,-0.5514194,,confidence
A089,source,148.0,4,-0.5722563,,confidence
A090,source,1.0,1,-1.0287526,,confidence
A090,source,26.0,2,-0.9427168,,confidence
A090,source,74.0,3,-0.77250814,,confidence
A090,source,148.0,4,-1.1573464,,confidence
A091,source,1.0,1,-0.6283785,,confidence
A091,source,26.0,2,-0.55644274,,confidence
A091,source,74.0,3,-1.1597253,,confidence
A091,source,148.0,4,-0.64821875,,confidence
A092,source,1.0,1,-0.23264426,,confidence
A092,source,26.0,2,-0.5254265,,confidence
A092,source,74.0,3,-0.9043393,,confidence
A092,source,148.0,4,-0.81648684,,confidence
A093,source,1.0,1,-0.32939866,,confidence
A093,source,26.0,2,-0.27696675,,confidence
A093,source,74.0,3,-0.4471624,,confidence
A093,source,148.0,4,-0.9467834,,confidence
A094,source,1.0,1,-1.3196282,,confidence
A094,source,26.0,2,-1.9649814,,confidence
A094,source,74.0,3,-1.0129862,,confidence
A094,source,148.0,4,-1.1506073,,confidence
A095,source,1.0,1,-0.3826626,,confidence
A095,source,26.0,2,-0.85158104,,confidence
A095,source,74.0,3,-1.1285485,,confidence
A095,source,148.0,4,-1.2775958,,confidence
A096,source,1.0,1,-0.66300774,,confidence
A096,source,26.0,2,-0.90211695,,confidence
A096,source,74.0,3,-1.4942834,,confidence
A096,source,148.0,4,-1.4270912,,confidence
A097,source,1.0,1,-1.4779776,,confidence
A097,source,26.0,2,-1.2857141,,confidence
A097,source,74.0,3,-1.4104755,,confidence
A097,source,148.0,4,-1.1386353,,confidence
A098,source,1.0,1,-0.48590535,,confidence
A098,source,26.0,2,-1.028803,,confidence
A098,source,74.0,3,-0.3599263,,confidence
A098,source,148.0,4,-0.73384935,,confidence
A099,source,1.0,1,-0.31035092,,confidence
A099,source,26.0,2,-0.76345474,,confidence
A099,source,74.0,3,-0.7051677,,confidence
A099,source,148.0,4,-0.15837,,confidence
A100,source,1.0,1,-0.36270642,,confidence
A100,source,26.0,2,-0.38971692,,confidence
A100,source,74.0,3,-0.6291912,,confidence
A100,source,148.0,4,-1.1158364,,confidence
A101,source,1.0,1,-1.5677562,,confidence
A101,source,26.0,2,-0.44245857,,confidence
A101,source,74.0,3,-0.6251148,,confidence
A101,source,148.0,4,-0.7079477,,confidence
A102,source,1.0,1,-0.37073874,,confidence
A102,source,26.0,2,-0.43359956,,confidence
A102,source,74.0,3,-1.4138342,,confidence
A102,source,148.0,4,-0.3470185,,confidence
A103,source,1.0,1,-0.9875712,,confidence
A103,source,26.0,2,-0.68782264,,confidence
A103,source,74.0,3,-0.7828647,,confidence
A103,source,148.0,4,-0.5694739,,confidence
A104,source,1.0,1,-0.32713103,,confidence
A104,source,26.0,2,-0.28146636,,confidence
A104,source,74.0,3,-0.67699015,,confidence
A104,source,148.0,4,-0.7249983,,confidence
A105,source,1.0,1,-0.850042,,confidence
A105,source,26.0,2,-0.2583237,,confidence
A105,source,74.0,3,-0.70324385,,confidence
A105,source,148.0,4,-0.9267532,,confidence
A106,source,1.0,1,-0.5487127,,confidence
A106,source,26.0,2,-0.7079691,,confidence
A106,source,74.0,3,-0.7521782,,confidence
A106,source,148.0,4,-0.68852544,,confidence
A107,source,1.0,1,-0.76167816,,confidence
A107,source,26.0,2,-1.2636036,,confidence
A107,source,74.0,3,-1.8093004,,confidence
A107,source,148.0,4,-0.693725,,confidence
A108,source,1.0,1,-0.8945166,,confidence
A108,source,26.0,2,-1.4660817,,confidence
A108,source,74.0,3,-0.93358773,,confidence
A108,source,148.0,4,-1.7967459,,confidence
A109,source,1.0,1,-1.2752917,,confidence
A109,source,26.0,2,-1.3744121,,confidence
A109,source,74.0,3,-0.9456064,,confidence
A109,source,148.0,4,-0.5972417,,confidence
A010,destination,1.0,1,-0.18136874,,confidence
A010,destination,26.0,2,-1.0370327,,confidence
A010,destination,74.0,3,-0.8030396,,confidence
A010,destination,148.0,4,-1.3974217,,confidence
A011,destination,1.0,1,0.19623198,,confidence
A011,destination,26.0,2,-0.36333618,,confidence
A011,destination,74.0,3,-0.13706665,,confidence
A011,destination,148.0,4,-0.79898894,,confidence
A012,destination,1.0,1,-0.20956913,,confidence
A012,destination,26.0,2,-0.682899,,confidence
A012,destination,74.0,3,-0.68401223,,confidence
A012,destination,148.0,4,-0.34032276,,confidence
A013,destination,1.0,1,-1.162997,,confidence
A013,destination,26.0,2,0.22487366,,confidence
A013,destination,74.0,3,-0.33525032,,confidence
A013,destination,148.0,4,-1.8239713,,confidence
A014,destination,1.0,1,-0.66621673,,confidence
A014,destination,26.0,2,0.06331209,,confidence
A014,destination,74.0,3,-0.88762206,,confidence
A014,destination,148.0,4,-0.806236,,confidence
A015,destination,1.0,1,-0.43783063,,confidence
A015,destination,26.0,2,-0.43825528,,confidence
A015,destination,74.0,3,-0.76876855,,confidence
A015,destination,148.0,4,-0.5559466,,confidence
A016,destination,1.0,1,-0.016394353,,confidence
A016,destination,26.0,2,0.16218348,,confidence
A016,destination,74.0,3,-1.108709,,confidence
A016,destination,148.0,4,-1.155687,,confidence
A017,destination,1.0,1,-0.09132848,,confidence
A017,destination,26.0,2,-0.28459984,,confidence
A017,destination,74.0,3,-0.00015579224,,confidence
A017,destination,148.0,4,-0.21775657,,confidence
A018,destination,1.0,1,-0.35127553,,confidence
A018,destination,26.0,2,-0.99143004,,confidence
A018,destination,74.0,3,-0.8327171,,confidence
A018,destination,148.0,4,-1.6075743,,confidence
A019,destination,1.0,1,-1.7753458,,confidence
A019,destination,26.0,2,-1.8774502,,confidence
A019,destination,74.0,3,-1.1914177,,confidence
A019,destination,148.0,4,-1.5443704,,confidence
A020,destination,1.0,1,-0.9351911,,confidence
A020,destination,26.0,2,-0.6846908,,confidence
A020,destination,74.0,3,-0.5802989,,confidence
A020,destination,148.0,4,-1.0889382,,confidence
A021,destination,1.0,1,-0.42247242,,confidence
A021,destination,26.0,2,-0.8099781,,confidence
A021,destination,74.0,3,-0.98360384,,confidence
A021,destination,148.0,4,-0.7452975,,confidence
A022,destination,1.0,1,-1.377575,,confidence
A022,destination,26.0,2,-2.018942,,confidence
A022,destination,74.0,3,-1.3941609,,confidence
A022,destination,148.0,4,-2.2716188,,confidence
A023,destination,1.0,1,-0.8967467,,confidence
A023,destination,26.0,2,-0.16871227,,confidence
A023,destination,74.0,3,-0.5996533,,confidence
A023,destination,148.0,4,-0.77175325,,confidence
A024,destination,1.0,1,-0.87349665,,confidence
A024,destination,26.0,2,-0.5912097,,confidence
A024,destination,74.0,3,-0.99342185,,confidence
A024,destination,148.0,4,-1.4373827,,confidence
A025,destination,1.0,1,-0.58792794,,confidence
A025,destination,26.0,2,-0.4140724,,confidence
A025,destination,74.0,3,-0.8263933,,confidence
A025,destination,148.0,4,-1.9701414,,confidence
A026,destination,1.0,1,0.10146481,,confidence
A026,destination,26.0,2,-0.35715374,,confidence
A026,destination,74.0,3,-0.24184443,,confidence
A026,destination,148.0,4,0.14823078,,confidence
A027,destination,1.0,1,-0.64518183,,confidence
A027,destination,26.0,2,-0.62670636,,confidence
A027,destination,74.0,3,-0.55970865,,confidence
A027,destination,148.0,4,-0.5290776,,confidence
A028,destination,1.0,1,-0.5362621,,confidence
A028,destination,26.0,2,-0.2256101,,confidence
A028,destination,74.0,3,-0.8214855,,confidence
A028,destination,148.0,4,-1.3494124,,confidence
A029,destination,1.0,1,-0.09229775,,confidence
A029,destination,26.0,2,-0.1341493,,confidence
A029,destination,74.0,3,-0.8170586,,confidence
A029,destination,148.0,4,0.029518291,,confidence
A030,destination,1.0,1,-0.93416893,,confidence
A030,destination,26.0,2,-0.23517105,,confidence
A030,destination,74.0,3,-1.1852552,,confidence
A030,destination,148.0,4,-0.8096277,,confidence
A031,destination,1.0,1,-1.0161982,,confidence
A031,destination,26.0,2,-0.062979154,,confidence
A031,destination,74.0,3,-0.6746685,,confidence
A031,destination,148.0,4,-1.400856,,confidence
A032,destination,1.0,1,-0.27857152,,confidence
A032,destination,26.0,2,0.009445219,,confidence
A032,destination,74.0,3,-0.79742,,confidence
A032,destination,148.0,4,-0.29429692,,confidence
A033,destination,1.0,1,-0.60008603,,confidence
A033,destination,26.0,2,-1.1099766,,confidence
A033,destination,74.0,3,-0.96584976,,confidence
A033,destination,148.0,4,-0.59862155,,confidence
A034,destination,1.0,1,0.107113406,,confidence
A034,destination,26.0,2,0.35705402,,confidence
A034,destination,74.0,3,-0.17364612,,confidence
A034,destination,148.0,4,-0.6132459,,confidence
A035,destination,1.0,1,-0.4079534,,confidence
A035,destination,26.0,2,-1.0234561,,confidence
A035,destination,74.0,3,-0.7567199,,confidence
A035,destination,148.0,4,-1.2301936,,confidence
A036,destination,1.0,1,-1.5473754,,confidence
A036,destination,26.0,2,-2.1995568,,confidence
A036,destination,74.0,3,-2.298785,,confidence
A036,destination,148.0,4,-1.9419423,,confidence
A037,destination,1.0,1,-0.5476868,,confidence
A037,destination,26.0,2,-0.2605572,,confidence
A037,destination,74.0,3,-0.6339259,,confidence
A037,destination,148.0,4,-0.8863542,,confidence
A038,destination,1.0,1,0.08060274,,confidence
A038,destination,26.0,2,0.030163117,,confidence
A038,destination,74.0,3,-0.46460685,,confidence
A038,destination,148.0,4,-0.050142325,,confidence
A039,destination,1.0,1,-0.22031282,,confidence
A039,destination,26.0,2,-0.967514,,confidence
A039,destination,74.0,3,-0.51484126,,confidence
A039,destination,148.0,4,-0.8128166,,confidence
A040,destination,1.0,1,-0.7123903,,confidence
A040,destination,26.0,2,-0.5354826,,confidence
A040,destination,74.0,3,-0.59646285,,confidence
A040,destination,148.0,4,-1.4291942,,confidence
A041,destination,1.0,1,-0.032549784,,confidence
A041,destination,26.0,2,-0.56034625,,confidence
A041,destination,74.0,3,-0.2686508,,confidence
A041,destination,148.0,4,-1.0883445,,confidence
A042,destination,1.0,1,-1.1741979,,confidence
A042,destination,26.0,2,-1.7672555,,confidence
A042,destination,74.0,3,-0.76949203,,confidence
A042,destination,148.0,4,-0.6984549,,confidence
A043,destination,1.0,1,-0.64270407,,confidence
A043,destination,26.0,2,-0.69714564,,confidence
A043,destination,74.0,3,-1.0483463,,confidence
A043,destination,148.0,4,-0.7276009,,confidence
A044,destination,1.0,1,-0.66674685,,confidence
A044,destination,26.0,2,-1.5049372,,confidence
A044,destination,74.0,3,-1.5926526,,confidence
A044,destination,148.0,4,-1.2673125,,confidence
A045,destination,1.0,1,-1.0539119,,confidence
A045,destination,26.0,2,-0.09831003,,confidence
A045,destination,74.0,3,0.077276126,,confidence
A045,destination,148.0,4,-0.64128685,,confidence
A046,destination,1.0,1,-0.57028764,,confidence
A046,destination,26.0,2,-0.5399831,,confidence
A046,destination,74.0,3,-1.9019561,,confidence
A046,destination,148.0,4,-1.036533,,confidence
A047,destination,1.0,1,-0.7438562,,confidence
A047,destination,26.0,2,-0.7751121,,confidence
A047,destination,74.0,3,-1.7040977,,confidence
A047,destination,148.0,4,-1.1266108,,confidence
A048,destination,1.0,1,-0.6093048,,confidence
A048,destination,26.0,2,-0.67946017,,confidence
A048,destination,74.0,3,-1.1166631,,confidence
A048,destination,148.0,4,-0.44719043,,confidence
A049,destination,1.0,1,0.42826122,,confidence
A049,destination,26.0,2,-1.0834807,,confidence
A049,destination,74.0,3,-0.6005491,,confidence
A049,destination,148.0,4,-0.9534854,,confidence
A050,destination,1.0,1,-0.32310376,,confidence
A050,destination,26.0,2,-0.67409724,,confidence
A050,destination,74.0,3,-1.5421544,,confidence
A050,destination,148.0,4,-1.8897492,,confidence
A051,destination,1.0,1,-0.85139066,,confidence
A051,destination,26.0,2,-0.2346883,,confidence
A051,destination,74.0,3,-0.4212014,,confidence
A051,destination,148.0,4,-0.38500118,,confidence
A052,destination,1.0,1,-0.4075357,,confidence
A052,destination,26.0,2,-1.0655898,,confidence
A052,destination,74.0,3,-0.9348245,,confidence
A052,destination,148.0,4,-0.6523952,,confidence
A053,destination,1.0,1,-0.257918,,confidence
A053,destination,26.0,2,-1.7639836,,confidence
A053,destination,74.0,3,-2.2849076,,confidence
A053,destination,148.0,4,-1.8128086,,confidence
A054,destination,1.0,1,-0.8084414,,confidence
A054,destination,26.0,2,-0.6601922,,confidence
A054,destination,74.0,3,-0.31172678,,confidence
A054,destination,148.0,4,-0.021030555,,confidence
A055,destination,1.0,1,0.09445639,,confidence
A055,destination,26.0,2,-1.3968322,,confidence
A055,destination,74.0,3,-1.4395947,,confidence
A055,destination,148.0,4,-1.0727364,,confidence
A056,destination,1.0,1,-0.6386856,,confidence
A056,destination,26.0,2,-1.0387362,,confidence
A056,destination,74.0,3,-0.675115,,confidence
A056,destination,148.0,4,-1.784309,,confidence
A057,destination,1.0,1,-0.8565319,,confidence
A057,destination,26.0,2,-0.19754094,,confidence
A057,destination,74.0,3,-1.119749,,confidence
A057,destination,148.0,4,-1.9614463,,confidence
A058,destination,1.0,1,-0.46394733,,confidence
A058,destination,26.0,2,0.03126305,,confidence
A058,destination,74.0,3,-0.74860144,,confidence
A058,destination,148.0,4,-1.229341,,confidence
A059,destination,1.0,1,-0.3176861,,confidence
A059,destination,26.0,2,-1.3763137,,confidence
A059,destination,74.0,3,-0.67064947,,confidence
A059,destination,148.0,4,-0.9886722,,confidence
A060,destination,1.0,1,-0.7892665,,confidence
A060,destination,26.0,2,-0.60022473,,confidence
A060,destination,74.0,3,-0.5388509,,confidence
A060,destination,148.0,4,-0.48873442,,confidence
A061,destination,1.0,1,-0.78704053,,confidence
A061,destination,26.0,2,-0.39183223,,confidence
A061,destination,74.0,3,-0.014018083,,confidence
A061,destination,148.0,4,-0.46906543,,confidence
A062,destination,1.0,1,-0.4514137,,confidence
A062,destination,26.0,2,-1.0660532,,confidence
A062,destination,74.0,3,-0.688564,,confidence
A062,destination,148.0,4,-1.8564457,,confidence
A063,destination,1.0,1,-1.1258689,,confidence
A063,destination,26.0,2,-1.9922372,,confidence
A063,destination,74.0,3,-1.556461,,confidence
A063,destination,148.0,4,-1.9948773,,confidence
A064,destination,1.0,1,-0.057907153,,confidence
A064,destination,26.0,2,0.023017814,,confidence
A064,destination,74.0,3,-0.6766484,,confidence
A064,destination,148.0,4,0.4154989,,confidence
A065,destination,1.0,1,-0.43923837,,confidence
A065,destination,26.0,2,-1.7641984,,confidence
A065,destination,74.0,3,-1.7751434,,confidence
A065,destination,148.0,4,-1.7987362,,confidence
A066,destination,1.0,1,-0.78057635,,confidence
A066,destination,26.0,2,-0.548325,,confidence
A066,destination,74.0,3,-1.4353126,,confidence
A066,destination,148.0,4,-2.3615482,,confidence
A067,destination,1.0,1,-0.8707844,,confidence
A067,destination,26.0,2,-2.1159236,,confidence
A067,destination,74.0,3,-2.1422584,,confidence
A067,destination,148.0,4,-1.6848738,,confidence
A068,destination,1.0,1,-0.7983189,,confidence
A068,destination,26.0,2,-0.6284966,,confidence
A068,destination,74.0,3,-0.49608186,,confidence
A068,destination,148.0,4,-0.5548903,,confidence
A069,destination,1.0,1,-0.5057384,,confidence
A069,destination,26.0,2,-1.4711027,,confidence
A069,destination,74.0,3,-1.8242164,,confidence
A069,destination,148.0,4,-1.3653631,,confidence
A070,destination,1.0,1,-0.4601987,,confidence
A070,destination,26.0,2,-0.98332644,,confidence
A070,destination,74.0,3,-1.5808581,,confidence
A070,destination,148.0,4,-2.3015401,,confidence
A071,destination,1.0,1,-0.37689722,,confidence
A071,destination,26.0,2,-1.2409844,,confidence
A071,destination,74.0,3,-1.8136119,,confidence
A071,destination,148.0,4,-1.4441723,,confidence
A072,destination,1.0,1,0.36622024,,confidence
A072,destination,26.0,2,0.08794008,,confidence
A072,destination,74.0,3,-0.4184123,,confidence
A072,destination,148.0,4,-0.8041701,,confidence
A073,destination,1.0,1,-0.99301803,,confidence
A073,destination,26.0,2,-1.0216492,,confidence
A073,destination,74.0,3,-0.84401137,,confidence
A073,destination,148.0,4,-1.347937,,confidence
A074,destination,1.0,1,-0.9179718,,confidence
A074,destination,26.0,2,-0.38399434,,confidence
A074,destination,74.0,3,-0.4118035,,confidence
A074,destination,148.0,4,-0.482973,,confidence
A075,destination,1.0,1,-0.77332985,,confidence
A075,destination,26.0,2,-0.5819492,,confidence
A075,destination,74.0,3,-1.5653446,,confidence
A075,destination,148.0,4,-0.93688047,,confidence
A076,destination,1.0,1,-0.70078886,,confidence
A076,destination,26.0,2,-1.3895069,,confidence
A076,destination,74.0,3,-1.3967309,,confidence
A076,destination,148.0,4,-1.869762,,confidence
A077,destination,1.0,1,-0.49119845,,confidence
A077,destination,26.0,2,-0.49433705,,confidence
A077,destination,74.0,3,-0.4989826,,confidence
A077,destination,148.0,4,-0.8942387,,confidence
A078,destination,1.0,1,-1.6547972,,confidence
A078,destination,26.0,2,-1.5204173,,confidence
A078,destination,74.0,3,-1.5768688,,confidence
A078,destination,148.0,4,-1.2363594,,confidence
A079,destination,1.0,1,-0.55983806,,confidence
A079,destination,26.0,2,-0.5231431,,confidence
A079,destination,74.0,3,-1.0692254,,confidence
A079,destination,148.0,4,-1.0383948,,confidence
A080,destination,1.0,1,0.4324323,,confidence
A080,destination,26.0,2,-0.22018896,,confidence
A080,destination,74.0,3,-0.9436877,,confidence
A080,destination,148.0,4,-1.2143112,,confidence
A081,destination,1.0,1,-0.78329015,,confidence
A081,destination,26.0,2,-0.89706063,,confidence
A081,destination,74.0,3,-0.13209185,,confidence
A081,destination,148.0,4,-0.8795057,,confidence
A082,destination,1.0,1,-1.1764239,,confidence
A082,destination,26.0,2,-1.0582744,,confidence
A082,destination,74.0,3,-1.3677479,,confidence
A082,destination,148.0,4,-1.0435083,,confidence
A083,destination,1.0,1,-1.0365682,,confidence
A083,destination,26.0,2,-0.4177013,,confidence
A083,destination,74.0,3,-0.7084331,,confidence
A083,destination,148.0,4,-1.2615808,,confidence
A084,destination,1.0,1,-1.4183103,,confidence
A084,destination,26.0,2,-1.9098439,,confidence
A084,destination,74.0,3,-1.2175366,,confidence
A084,destination,148.0,4,-1.4158593,,confidence
A085,destination,1.0,1,0.0073918123,,confidence
A085,destination,26.0,2,0.27535403,,confidence
A085,destination,74.0,3,-0.5144156,,confidence
A085,destination,148.0,4,-0.7658169,,confidence
A086,destination,1.0,1,-0.27812696,,confidence
A086,destination,26.0,2,0.059859,,confidence
A086,destination,74.0,3,-0.41264915,,confidence
A086,destination,148.0,4,-1.035318,,confidence
A087,destination,1.0,1,-0.014767205,,confidence
A087,destination,26.0,2,-0.19923158,,confidence
A087,destination,74.0,3,0.07385114,,confidence
A087,destination,148.0,4,-1.0872371,,confidence
A088,destination,1.0,1,0.5498859,,confidence
A088,destination,26.0,2,-0.69840395,,confidence
A088,destination,74.0,3,-0.568071,,confidence
A088,destination,148.0,4,-0.38792503,,confidence
A089,destination,1.0,1,-0.25796568,,confidence
A089,destination,26.0,2,0.031638045,,confidence
A089,destination,74.0,3,-1.3225673,,confidence
A089,destination,148.0,4,-0.9284074,,confidence
A090,destination,1.0,1,-1.8708167,,confidence
A090,destination,26.0,2,-1.557978,,confidence
A090,destination,74.0,3,-1.9986427,,confidence
A090,destination,148.0,4,-1.9771423,,confidence
A091,destination,1.0,1,-0.43969902,,confidence
A091,destination,26.0,2,-1.038719,,confidence
A091,destination,74.0,3,-1.0521905,,confidence
A091,destination,148.0,4,-1.1590825,,confidence
A092,destination,1.0,1,-0.78161585,,confidence
A092,destination,26.0,2,-0.8169474,,confidence
A092,destination,74.0,3,-1.0631728,,confidence
A092,destination,148.0,4,-1.8625423,,confidence
A093,destination,1.0,1,-0.46370706,,confidence
A093,destination,26.0,2,-1.0843637,,confidence
A093,destination,74.0,3,-2.0066051,,confidence
A093,destination,148.0,4,-1.9431742,,confidence
A094,destination,1.0,1,-1.4246477,,confidence
A094,destination,26.0,2,-0.9600428,,confidence
A094,destination,74.0,3,-1.8223197,,confidence
A094,destination,148.0,4,-1.2479631,,confidence
A095,destination,1.0,1,0.010824216,,confidence
A095,destination,26.0,2,-1.2839589,,confidence
A095,destination,74.0,3,-0.707032,,confidence
A095,destination,148.0,4,-1.4349427,,confidence
A096,destination,1.0,1,-0.29699335,,confidence
A096,destination,26.0,2,-0.14960408,,confidence
A096,destination,74.0,3,-0.61149085,,confidence
A096,destination,148.0,4,-0.5857403,,confidence
A097,destination,1.0,1,-1.1982393,,confidence
A097,destination,26.0,2,-1.9319931,,confidence
A097,destination,74.0,3,-1.6932471,,confidence
A097,destination,148.0,4,-1.5849942,,confidence
A098,destination,1.0,1,-0.6084861,,confidence
A098,destination,26.0,2,-1.1346993,,confidence
A098,destination,74.0,3,-0.716172,,confidence
A098,destination,148.0,4,-0.36731473,,confidence
A099,destination,1.0,1,-0.47044238,,confidence
A099,destination,26.0,2,0.16673175,,confidence
A099,destination,74.0,3,-0.060389794,,confidence
A099,destination,148.0,4,-0.53642064,,confidence
A100,destination,1.0,1,-0.39480323,,confidence
A100,destination,26.0,2,-0.45809406,,confidence
A100,destination,74.0,3,-0.8427135,,confidence
A100,destination,148.0,4,-0.98631173,,confidence
A101,destination,1.0,1,-0.9365896,,confidence
A101,destination,26.0,2,-2.1290123,,confidence
A101,destination,74.0,3,-2.2356324,,confidence
A101,destination,148.0,4,-1.9734753,,confidence
A102,destination,1.0,1,-0.9376403,,confidence
A102,destination,26.0,2,-0.81403023,,confidence
A102,destination,74.0,3,-0.77805036,,confidence
A102,destination,148.0,4,-0.70786196,,confidence
A103,destination,1.0,1,-1.6287484,,confidence
A103,destination,26.0,2,-1.8562754,,confidence
A103,destination,74.0,3,-1.9553695,,confidence
A103,destination,148.0,4,-1.8315674,,confidence
A104,destination,1.0,1,0.124897674,,confidence
A104,destination,26.0,2,-0.49000484,,confidence
A104,destination,74.0,3,-0.22105755,,confidence
A104,destination,148.0,4,-1.6025496,,confidence
A105,destination,1.0,1,-0.706381,,confidence
A105,destination,26.0,2,0.07295361,,confidence
A105,destination,74.0,3,0.04275472,,confidence
A105,destination,148.0,4,-0.8371109,,confidence
A106,destination,1.0,1,0.36985904,,confidence
A106,destination,26.0,2,-1.0674404,,confidence
A106,destination,74.0,3,-0.5867519,,confidence
A106,destination,148.0,4,-0.8619753,,confidence
A107,destination,1.0,1,-1.9350983,,confidence
A107,destination,26.0,2,-1.612143,,confidence
A107,destination,74.0,3,-1.1583843,,confidence
A107,destination,148.0,4,-1.8400137,,confidence
A108,destination,1.0,1,-1.294088,,confidence
A108,destination,26.0,2,-1.0175229,,confidence
A108,destination,74.0,3,-0.77218366,,confidence
A108,destination,148.0,4,-0.97322947,,confidence
A109,destination,1.0,1,-0.8033006,,confidence
A109,destination,26.0,2,-1.4939446,,confidence
A109,destination,74.0,3,-0.8767856,,confidence
A109,destination,148.0,4,-1.5974748,,confidence
