model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
Ultimate,2600.671982437192,2666.8429813022813,-1287.335991218596,12.0,True,7.261824857827378,0.0016009509418091663,0.9987085208723486
PowerLaw_07,2601.7696271268233,2642.490241813032,-1292.8848135634116,7.0,True,8.359469547458502,0.0009247567458735397,0.9996332776182222
PowerLaw_08,2604.318751757093,2645.039366443302,-1294.1593758785466,7.0,True,10.908594177728446,0.0002585187978755189,0.9998917964160977
PowerLaw_09,2607.0788528298326,2647.799467516041,-1295.5394264149163,7.0,True,13.668695250467863,6.503449841776686e-05,0.9999568309145155
Reciprocal,2610.003993180633,2650.724607866842,-1297.0019965903166,7.0,True,16.593835601268438,1.5064601174567992e-05,0.9999718955156901
PowerLaw_10,2610.003993180633,2650.724607866842,-1297.0019965903166,7.0,True,16.593835601268438,1.5064601174567992e-05,0.9999869601168647
Tanh,2610.3607322342777,2651.0813469204863,-1297.1803661171389,7.0,True,16.950574654912998,1.2603545607163464e-05,0.9999995636624719
Linear,2618.5869088397176,2659.307523525926,-1301.2934544198588,7.0,True,25.17675126035283,2.061584706457798e-07,0.9999997698209425
Exponential_proxy,2618.5869088397176,2659.307523525926,-1301.2934544198588,7.0,True,25.17675126035283,2.061584706457798e-07,0.9999999759794131
Sinh,2624.0182573408074,2664.738872027016,-1304.0091286704037,7.0,True,30.608099761442645,1.3639512311453502e-08,0.9999999896189254
Cos,2625.2001521552356,2665.920766841444,-1304.6000760776178,7.0,True,31.789994575870878,7.553594104114217e-09,0.9999999971725195
Sin+Cos,2627.1679478429396,2672.978639364924,-1304.5839739214698,8.0,True,33.75779026357486,2.823919028006643e-09,0.9999999999964385
Recip_sq,2640.5193043500603,2681.239919036269,-1312.2596521750302,7.0,True,47.10914677069559,3.5615743200320875e-12,1.0
Arctanh,2662.97829701256,2703.6989116987684,-1323.48914850628,7.0,True,69.56813943319503,4.7286124360192146e-17,1.0
Exp_fast,2680.0107865228747,2720.7314012090833,-1332.0053932614373,7.0,True,86.60062894350995,9.466198701894617e-21,1.0
Quadratic_pure,2680.0107865228747,2720.7314012090833,-1332.0053932614373,7.0,True,86.60062894350995,9.466198701894617e-21,1.0
Cubic_pure,2726.892314617555,2767.6129293037634,-1355.4461573087774,7.0,True,133.48215703819005,6.251455427127909e-31,1.0
Sin,2837.162996180399,2877.883610866608,-1410.5814980901996,7.0,True,243.75283860103445,7.095890086697692e-55,1.0
