UID,TEST,congruence,IRT_theta,CTT_mean,TSVR_hours
A033,3,common,0.934703,0.7631578947368421,72.6
A033,4,common,-0.24082223,0.618421052631579,168.33
A034,1,common,1.3387271,0.8421052631578947,1.0
A034,2,common,1.1189219,0.8157894736842105,26.08
A034,3,common,-0.46482885,0.5526315789473685,74.28
A034,4,common,0.049237438,0.5921052631578947,145.38
A035,1,common,-0.80652094,0.3947368421052631,1.0
A035,2,common,1.1643237,0.8157894736842105,44.76
A035,3,common,-0.59551436,0.5263157894736842,79.98
A035,4,common,-0.8755717,0.3684210526315789,152.47
A036,1,common,0.74764776,0.7368421052631579,1.0
A036,2,common,-0.5022708,0.6052631578947368,21.63
A036,3,common,-0.018576257,0.5921052631578947,71.47
A036,4,common,-1.1207412,0.4210526315789473,143.85
A037,1,common,1.6113735,1.0,1.0
A037,2,common,1.1598858,0.8157894736842105,23.7
A037,3,common,-0.4739782,0.5789473684210527,72.08
A037,4,common,0.41819012,0.7368421052631579,143.66
A038,1,common,1.078226,0.7894736842105263,1.0
A038,2,common,-0.3119291,0.7894736842105263,71.85
A038,3,common,1.2023473,0.7894736842105263,72.86
A038,4,common,0.5360858,0.7368421052631579,152.89
A039,1,common,2.113206,0.8421052631578947,1.0
A039,2,common,0.72722864,0.8947368421052632,28.65
A039,3,common,0.6532409,0.5526315789473685,98.84
A039,4,common,-0.19232592,0.5789473684210527,246.24
A040,1,common,-1.5618265,0.1973684210526315,1.0
A040,2,common,-0.31991416,0.5526315789473685,26.26
A040,3,common,-1.1753646,0.4473684210526316,71.28
A040,4,common,-0.6841468,0.4473684210526316,143.53
A041,1,common,1.2749807,0.8026315789473685,1.0
A041,2,common,-1.0111216,0.4736842105263157,31.78
A041,3,common,-0.52210444,0.4473684210526316,75.74
A041,4,common,0.22386456,0.5526315789473685,141.84
A042,1,common,-0.38919944,0.4078947368421052,1.0
A042,2,common,-0.94573104,0.4473684210526316,28.93
A042,3,common,-0.60165393,0.5131578947368421,72.17
A042,4,common,-0.919106,0.5131578947368421,146.02
A043,1,common,1.0159061,0.7894736842105263,1.0
A043,2,common,0.23345459,0.6578947368421053,25.62
A043,3,common,-0.1154044,0.8157894736842105,64.94
A043,4,common,0.06730463,0.4210526315789473,149.33
A044,1,common,-0.021611089,0.5921052631578947,1.0
A044,2,common,0.33177772,0.6578947368421053,47.66
A044,3,common,-1.3885521,0.4210526315789473,91.63
A044,4,common,-0.6907909,0.5263157894736842,155.27
A045,1,common,-0.8811096,0.3421052631578947,1.0
A045,2,common,0.25599375,0.7236842105263158,24.66
A045,3,common,0.28792378,0.631578947368421,72.23
A045,4,common,-0.73880816,0.4736842105263157,151.52
A046,1,common,-0.8263327,0.3552631578947368,1.0
A046,2,common,-1.0503073,0.4736842105263157,24.32
A046,3,common,-1.6721164,0.4736842105263157,73.05
A046,4,common,-1.5642638,0.2368421052631578,147.94
A047,1,common,0.032663453,0.6842105263157895,1.0
A047,2,common,0.31397206,0.6842105263157895,23.46
A047,3,common,-1.4813104,0.4210526315789473,76.85
A047,4,common,-1.0614867,0.4210526315789473,144.22
A048,1,common,1.0506663,0.8552631578947368,1.0
A048,2,common,-0.6741307,0.5,23.91
A048,3,common,-0.10325131,0.5789473684210527,81.15
A048,4,common,0.48396504,0.8421052631578947,146.3
A049,1,common,1.7571232,1.0,1.0
A049,2,common,-0.60318244,0.5526315789473685,27.12
A049,3,common,0.6597407,0.631578947368421,111.38
A049,4,common,0.3402084,0.6973684210526315,168.86
A050,1,common,-0.32734805,0.5921052631578947,1.0
A050,2,common,-0.5032114,0.6447368421052632,24.73
A050,3,common,-0.91217804,0.4473684210526316,93.39
A050,4,common,-0.3601759,0.4078947368421052,148.69
A051,1,common,0.88582057,0.6973684210526315,1.0
A051,2,common,-0.28985074,0.631578947368421,17.16
A051,3,common,-0.6146358,0.5921052631578947,65.63
A051,4,common,-0.11835715,0.631578947368421,146.99
A052,1,common,0.7985213,0.8157894736842105,1.0
A052,2,common,-0.44622117,0.5,31.76
A052,3,common,-0.017932264,0.5,80.98
A052,4,common,0.04671596,0.7631578947368421,153.27
A053,1,common,1.12028,0.7763157894736842,1.0
A053,2,common,0.83742,0.7368421052631579,32.71
A053,3,common,-0.50420165,0.4605263157894737,78.28
A053,4,common,-0.45412505,0.6842105263157895,148.9
A054,1,common,0.18263195,0.5789473684210527,1.0
A054,2,common,0.97050226,0.8289473684210527,16.9
A054,3,common,0.35355416,0.5526315789473685,72.83
A054,4,common,1.2971294,0.9736842105263158,136.83
A055,1,common,-0.84173906,0.4868421052631579,1.0
A055,2,common,0.4803198,0.6973684210526315,23.24
A055,3,common,-1.0578766,0.3684210526315789,74.48
A055,4,common,-1.1588173,0.3815789473684211,149.21
A056,1,common,0.57677263,0.618421052631579,1.0
A056,2,common,-0.4870755,0.4868421052631579,33.61
A056,3,common,0.41734344,0.7105263157894737,71.46
A056,4,common,-1.3208041,0.2763157894736842,147.84
A057,1,common,-0.6586051,0.5657894736842105,1.0
A057,2,common,-0.5845993,0.5789473684210527,24.78
A057,3,common,-0.740959,0.4342105263157895,73.83
A057,4,common,-1.6140344,0.2894736842105263,145.06
A058,1,common,1.2305706,0.75,1.0
A058,2,common,-1.1810384,0.4342105263157895,22.96
A058,3,common,-0.43858027,0.6842105263157895,66.28
A058,4,common,-0.59969,0.5657894736842105,143.48
A059,1,common,0.9413848,0.8157894736842105,1.0
A059,2,common,1.2146442,0.8552631578947368,30.4
A059,3,common,1.4220468,0.9210526315789472,79.78
A059,4,common,0.37158412,0.6052631578947368,151.93
A060,1,common,-0.41893917,0.5131578947368421,1.0
A060,2,common,0.87463915,0.8947368421052632,24.87
A060,3,common,-0.51012707,0.6052631578947368,94.68
A060,4,common,0.5292025,0.6447368421052632,143.91
A061,1,common,2.0136983,0.8421052631578947,1.0
A061,2,common,0.953521,0.8947368421052632,35.16
A061,3,common,-0.3127364,0.4736842105263157,82.55
A061,4,common,-0.5812956,0.5657894736842105,146.56
A062,1,common,2.011653,0.9736842105263158,1.0
A062,2,common,-0.35419762,0.5789473684210527,44.69
A062,3,common,-0.97456145,0.3947368421052631,92.72
A062,4,common,-1.426174,0.3552631578947368,149.18
A063,1,common,1.0972812,0.8421052631578947,1.0
A063,2,common,0.82705617,0.6842105263157895,21.98
A063,3,common,0.27556694,0.6578947368421053,69.99
A063,4,common,-0.8945666,0.5131578947368421,141.09
A064,1,common,1.2642903,0.9736842105263158,1.0
A064,2,common,0.73144156,0.7105263157894737,37.65
A064,3,common,0.31989926,0.6578947368421053,82.99
A064,4,common,-0.92497724,0.5394736842105263,156.21
A065,1,common,-1.3171538,0.3947368421052631,1.0
A065,2,common,0.06738905,0.618421052631579,32.31
A065,3,common,-1.744844,0.2894736842105263,106.41
A065,4,common,-2.1507194,0.2368421052631578,187.43
A066,1,common,0.52085555,0.6578947368421053,1.0
A066,2,common,-0.2666786,0.6447368421052632,23.35
A066,3,common,-0.3462124,0.5789473684210527,73.79
A066,4,common,-0.95671576,0.4342105263157895,164.93
A067,1,common,0.43133983,0.6578947368421053,1.0
A067,2,common,-1.2040907,0.4736842105263157,29.91
A067,3,common,-1.468142,0.3421052631578947,73.19
A067,4,common,-1.2924346,0.3947368421052631,144.19
A068,1,common,1.1973321,0.8421052631578947,1.0
A068,2,common,-0.06428234,0.5657894736842105,30.49
A068,3,common,0.9597233,0.7368421052631579,82.98
A068,4,common,-0.6880742,0.631578947368421,155.59
A069,1,common,-0.8337596,0.5131578947368421,1.0
A069,2,common,-1.1064484,0.4342105263157895,24.96
A069,3,common,0.24429336,0.8421052631578947,79.75
A069,4,common,-0.91262,0.4736842105263157,140.22
A070,1,common,0.56656337,0.7105263157894737,1.0
A070,2,common,0.67100656,0.75,24.25
A070,3,common,-0.3166986,0.7105263157894737,81.92
A070,4,common,-0.90343934,0.4342105263157895,149.2
A071,1,common,0.70789874,0.631578947368421,1.0
A071,2,common,0.873699,0.8157894736842105,30.92
A071,3,common,0.14909524,0.6973684210526315,79.96
A071,4,common,0.23359789,0.4605263157894737,153.27
A072,1,common,0.87721634,0.7368421052631579,1.0
A072,2,common,1.1064863,0.7894736842105263,33.76
A072,3,common,-0.6392919,0.7368421052631579,83.54
A072,4,common,0.11632397,0.6578947368421053,154.89
A073,1,common,0.54635656,0.5394736842105263,1.0
A073,2,common,0.29271653,0.5263157894736842,66.66
A073,3,common,0.8597459,0.7368421052631579,66.9
A073,4,common,1.1421618,0.7894736842105263,140.12
A074,1,common,1.0982429,0.8421052631578947,1.0
A074,2,common,-0.03720683,0.5131578947368421,29.33
A074,3,common,-1.5277796,0.2631578947368421,73.02
A074,4,common,-1.2861127,0.3684210526315789,147.21
A075,1,common,0.6850163,0.7368421052631579,1.0
A075,2,common,0.12656468,0.6052631578947368,28.68
A075,3,common,-0.48466563,0.618421052631579,71.37
A075,4,common,-0.8273441,0.4473684210526316,244.53
A076,1,common,0.4877052,0.6447368421052632,1.0
A076,2,common,-1.0494858,0.4210526315789473,27.3
A076,3,common,-1.029358,0.3421052631578947,74.88
A076,4,common,-1.714471,0.4605263157894737,149.28
A077,1,common,1.1772299,0.8552631578947368,1.0
A077,2,common,-0.79948527,0.4605263157894737,53.88
A077,3,common,0.18209952,0.5263157894736842,78.36
A077,4,common,-0.8510503,0.4342105263157895,149.75
A078,1,common,-1.0481057,0.5,1.0
A078,2,common,-0.51313215,0.5921052631578947,26.17
A078,3,common,-0.97640496,0.5,72.3
A078,4,common,-1.0365397,0.3947368421052631,140.08
A079,1,common,-0.6625905,0.4210526315789473,1.0
A079,2,common,0.35112518,0.5921052631578947,26.11
A079,3,common,-1.1069062,0.4736842105263157,74.0
A079,4,common,-0.49610496,0.4342105263157895,194.42
A080,1,common,0.33154324,0.7763157894736842,1.0
A080,2,common,0.82862,0.7368421052631579,29.03
A080,3,common,-0.1077804,0.631578947368421,72.87
A080,4,common,0.41689837,0.7631578947368421,145.77
A081,1,common,0.00010118604,0.4868421052631579,1.0
A081,2,common,-0.7071566,0.5789473684210527,31.39
A081,3,common,0.545228,0.7236842105263158,80.13
A081,4,common,-0.08591507,0.631578947368421,154.53
A082,1,common,-0.4003049,0.631578947368421,1.0
A082,2,common,0.8779047,0.7631578947368421,27.97
A082,3,common,0.6359619,0.5789473684210527,75.71
A082,4,common,-0.3586941,0.5921052631578947,170.25
A083,1,common,1.3698004,0.7894736842105263,1.0
A083,2,common,0.124128915,0.5394736842105263,25.15
A083,3,common,-0.5477029,0.5657894736842105,74.3
A083,4,common,-0.37580958,0.5526315789473685,144.91
A084,1,common,0.9561993,0.8157894736842105,1.0
A084,2,common,0.013109359,0.5131578947368421,27.25
A084,3,common,0.44351754,0.618421052631579,91.97
A084,4,common,-0.88956237,0.3552631578947368,162.51
A085,1,common,0.0077195168,0.6447368421052632,1.0
A085,2,common,0.49905202,0.4736842105263157,24.51
A085,3,common,0.48035803,0.7631578947368421,71.4
A085,4,common,-0.238934,0.4736842105263157,170.65
A086,1,common,0.6558563,0.7368421052631579,1.0
A086,2,common,-0.6139667,0.631578947368421,23.47
A086,3,common,-0.9025494,0.3684210526315789,145.29
A086,4,common,0.24756022,0.6578947368421053,169.55
A087,1,common,0.3166234,0.9473684210526316,1.0
A087,2,common,1.0431534,0.8026315789473685,31.07
A087,3,common,0.6456617,0.6447368421052632,72.8
A087,4,common,0.8111409,0.8157894736842105,144.2
A088,1,common,1.3131995,0.8157894736842105,1.0
A088,2,common,1.6465031,0.9473684210526316,24.25
A088,3,common,1.5184398,0.868421052631579,74.91
A088,4,common,2.0324988,1.0,149.93
A089,1,common,1.0534189,0.7368421052631579,1.0
A089,2,common,1.2110171,0.7631578947368421,32.14
A089,3,common,-0.28256452,0.6842105263157895,79.34
A089,4,common,-0.5580171,0.6052631578947368,146.96
A090,1,common,-0.20894425,0.7631578947368421,1.0
A090,2,common,0.027675819,0.6578947368421053,23.54
A090,3,common,-1.7316093,0.3026315789473684,95.42
A090,4,common,-0.28820184,0.5526315789473685,144.07
A091,1,common,0.3393673,0.5526315789473685,1.0
A091,2,common,0.5239488,0.7236842105263158,22.2
A091,3,common,-1.0404031,0.3947368421052631,73.64
A091,4,common,-0.8533299,0.5526315789473685,142.61
A092,1,common,-0.16856669,0.5789473684210527,1.0
A092,2,common,-1.4215541,0.3157894736842105,22.83
A092,3,common,-1.2575935,0.4342105263157895,71.31
A092,4,common,-0.93595916,0.5,146.16
A093,1,common,0.9076474,0.8157894736842105,1.0
A093,2,common,1.034495,0.6842105263157895,22.09
A093,3,common,-0.40955505,0.6052631578947368,70.22
A093,4,common,0.45432508,0.7236842105263158,140.95
A094,1,common,-0.50477767,0.4473684210526316,1.0
A094,2,common,0.18280746,0.5789473684210527,22.98
A094,3,common,-1.3660945,0.4605263157894737,76.21
A094,4,common,-1.0502908,0.4078947368421052,149.99
A095,1,common,1.4516914,0.8289473684210527,1.0
A095,2,common,0.27010867,0.5789473684210527,29.71
A095,3,common,0.15615472,0.6842105263157895,78.76
A095,4,common,-0.3831034,0.5921052631578947,148.79
A096,1,common,-0.035375316,0.5921052631578947,1.0
A096,2,common,-0.36524564,0.3815789473684211,24.49
A096,3,common,-1.8691895,0.2894736842105263,71.19
A096,4,common,-1.9366536,0.2894736842105263,143.66
A097,1,common,0.16170047,0.4473684210526316,1.0
A097,2,common,-0.33125505,0.5657894736842105,24.37
A097,3,common,0.5222428,0.6578947368421053,70.83
A097,4,common,0.06591846,0.7368421052631579,144.85
A098,1,common,-0.115731314,0.5526315789473685,1.0
A098,2,common,0.3379284,0.5921052631578947,25.77
A098,3,common,0.88451827,0.6842105263157895,78.84
A098,4,common,-0.7708392,0.4605263157894737,146.29
A099,1,common,-0.055051994,0.631578947368421,1.0
A099,2,common,0.69390166,0.8421052631578947,28.75
A099,3,common,0.45280594,0.7368421052631579,78.57
A099,4,common,0.5266211,0.631578947368421,143.51
A100,1,common,0.57920873,0.8289473684210527,1.0
A100,2,common,1.6019025,0.8289473684210527,31.14
A100,3,common,-0.6404879,0.4342105263157895,75.34
A100,4,common,0.20585074,0.6578947368421053,146.8
A101,1,common,-0.68739074,0.5,1.0
A101,2,common,-0.8576899,0.4605263157894737,29.12
A101,3,common,-1.2362001,0.4473684210526316,75.21
A101,4,common,-0.65415436,0.3157894736842105,150.22
A102,1,common,-0.7212032,0.4342105263157895,1.0
A102,2,common,0.753909,0.6710526315789473,29.13
A102,3,common,-1.0468884,0.4078947368421052,75.27
A102,4,common,-0.22491981,0.6973684210526315,150.41
A103,1,common,1.0644679,0.8157894736842105,1.0
A103,2,common,-1.095788,0.3947368421052631,27.26
A103,3,common,-1.6128502,0.2631578947368421,80.24
A103,4,common,-0.07195855,0.5921052631578947,149.72
A104,1,common,2.1952074,1.0,1.0
A104,2,common,0.42920163,0.618421052631579,22.6
A104,3,common,-0.43959793,0.4868421052631579,72.62
A104,4,common,-0.8763166,0.3684210526315789,145.78
A105,1,common,0.44473863,0.6578947368421053,1.0
A105,2,common,0.78645724,0.7631578947368421,22.77
A105,3,common,-0.6449184,0.5789473684210527,69.46
A105,4,common,-0.025722215,0.6710526315789473,146.2
A106,1,common,0.96928626,0.8157894736842105,1.0
A106,2,common,0.28924912,0.6842105263157895,22.64
A106,3,common,0.18992153,0.7894736842105263,66.08
A106,4,common,0.8632189,0.8421052631578947,147.13
A107,1,common,-0.6073473,0.5526315789473685,1.0
A107,2,common,-1.3971989,0.4210526315789473,26.22
A107,3,common,-0.32358083,0.5921052631578947,71.45
A107,4,common,-0.6526746,0.4210526315789473,145.95
A108,1,common,-1.000375,0.3947368421052631,1.0
A108,2,common,-0.10793777,0.6052631578947368,27.61
A108,3,common,0.21636847,0.7105263157894737,68.96
A108,4,common,-1.3989251,0.3421052631578947,152.12
A109,1,common,-0.3117028,0.5657894736842105,1.0
A109,2,common,-1.0503262,0.5526315789473685,24.65
A109,3,common,0.14444596,0.5263157894736842,71.17
A109,4,common,-1.5979277,0.2763157894736842,149.87
A010,1,congruent,2.3352752,1.0,1.0
A010,2,congruent,0.42396438,0.8055555555555556,21.9
A010,3,congruent,-0.40273643,0.6388888888888888,80.88
A010,4,congruent,0.304145,0.6666666666666666,145.31
A011,1,congruent,0.73472494,0.7638888888888888,1.0
A011,2,congruent,-0.6467364,0.6388888888888888,24.57
A011,3,congruent,0.063042305,0.6111111111111112,72.55
A011,4,congruent,-0.5131098,0.5555555555555556,148.85
A012,1,congruent,0.5804523,0.8611111111111112,1.0
A012,2,congruent,-0.22893,0.6388888888888888,25.6
A012,3,congruent,-0.01893545,0.5555555555555556,166.33
A012,4,congruent,-1.0322822,0.5277777777777778,166.87
A013,1,congruent,0.5701073,0.8472222222222222,1.0
A013,2,congruent,-1.0367917,0.4166666666666667,24.77
A013,3,congruent,1.4323087,0.8611111111111112,79.66
A013,4,congruent,-1.1159241,0.625,147.13
A014,1,congruent,0.53654695,0.8611111111111112,1.0
A014,2,congruent,-0.2694951,0.5277777777777778,25.66
A014,3,congruent,0.38656035,0.6666666666666666,70.56
A014,4,congruent,-0.7313914,0.5833333333333334,148.87
A015,1,congruent,1.073113,0.8055555555555556,1.0
A015,2,congruent,1.3152177,0.8888888888888888,23.69
A015,3,congruent,1.4822278,0.8333333333333334,70.59
A015,4,congruent,-0.32867005,0.7083333333333334,146.54
A016,1,congruent,1.291089,0.9027777777777778,1.0
A016,2,congruent,1.5499188,0.9444444444444444,32.85
A016,3,congruent,-1.2432284,0.3055555555555556,80.64
A016,4,congruent,-1.4394764,0.4027777777777778,150.8
A017,1,congruent,-0.758377,0.5,1.0
A017,2,congruent,0.2569686,0.6805555555555556,20.61
A017,3,congruent,-0.52562934,0.5277777777777778,61.28
A017,4,congruent,0.04020235,0.5555555555555556,140.49
A018,1,congruent,1.5102456,0.9166666666666666,1.0
A018,2,congruent,-0.21597247,0.5694444444444444,34.03
A018,3,congruent,0.060849763,0.6666666666666666,83.64
A018,4,congruent,-0.17055476,0.5138888888888888,150.87
A019,1,congruent,-1.0139009,0.5555555555555556,1.0
A019,2,congruent,-0.52953434,0.625,28.69
A019,3,congruent,-0.8048507,0.6388888888888888,83.68
A019,4,congruent,-1.1073892,0.3333333333333333,154.76
A020,1,congruent,0.5093016,0.75,1.0
A020,2,congruent,-0.5068383,0.5138888888888888,26.85
A020,3,congruent,-1.5806824,0.2777777777777778,78.25
A020,4,congruent,-2.0976696,0.2777777777777778,145.78
A021,1,congruent,2.0377793,1.0,1.0
A021,2,congruent,0.26171365,0.75,30.21
A021,3,congruent,-0.1410835,0.6944444444444444,74.19
A021,4,congruent,0.18201117,0.5972222222222222,140.39
A022,1,congruent,0.49725094,0.8333333333333334,1.0
A022,2,congruent,0.19156887,0.6805555555555556,24.15
A022,3,congruent,1.4768845,0.8888888888888888,74.46
A022,4,congruent,0.73934454,0.7638888888888888,141.71
A023,1,congruent,-0.6562507,0.5277777777777778,1.0
A023,2,congruent,-0.058118515,0.6388888888888888,25.63
A023,3,congruent,0.4286228,0.7083333333333334,72.2
A023,4,congruent,0.59801745,0.7777777777777778,145.07
A024,1,congruent,0.45857278,0.7638888888888888,1.0
A024,2,congruent,0.1918723,0.6527777777777778,29.57
A024,3,congruent,0.4113518,0.7222222222222222,91.47
A024,4,congruent,-1.0682684,0.375,145.65
A025,1,congruent,0.78151184,0.7222222222222222,1.0
A025,2,congruent,1.5787265,0.8888888888888888,23.33
A025,3,congruent,0.42811912,0.8055555555555556,72.94
A025,4,congruent,-0.46808136,0.5,137.74
A026,1,congruent,0.8863477,0.8333333333333334,1.0
A026,2,congruent,0.90089154,0.7222222222222222,26.48
A026,3,congruent,0.34505966,0.8055555555555556,75.46
A026,4,congruent,0.16592842,0.75,147.65
A027,1,congruent,-0.20171066,0.6111111111111112,1.0
A027,2,congruent,1.3977581,0.8888888888888888,28.26
A027,3,congruent,-1.3093231,0.3055555555555556,74.58
A027,4,congruent,-0.176613,0.7083333333333334,145.92
A028,1,congruent,1.7031448,0.9305555555555556,1.0
A028,2,congruent,-1.2437313,0.3888888888888889,22.82
A028,3,congruent,0.33955434,0.6388888888888888,72.26
A028,4,congruent,-0.26649505,0.6666666666666666,138.91
A029,1,congruent,2.0094688,0.8888888888888888,1.0
A029,2,congruent,-1.0400926,0.5,28.43
A029,3,congruent,1.1122811,0.8611111111111112,93.26
A029,4,congruent,0.76615715,0.8055555555555556,143.14
A030,1,congruent,-0.06886573,0.7083333333333334,1.0
A030,2,congruent,1.0834099,0.7777777777777778,32.95
A030,3,congruent,0.44725955,0.7222222222222222,71.93
A030,4,congruent,0.5109756,0.6944444444444444,150.46
A031,1,congruent,0.50127923,0.7777777777777778,1.0
A031,2,congruent,-0.14592373,0.6527777777777778,32.41
A031,3,congruent,-0.8554333,0.4722222222222222,71.56
A031,4,congruent,-0.5366472,0.5972222222222222,143.85
A032,1,congruent,-0.35136977,0.5277777777777778,1.0
A032,2,congruent,0.803311,0.8888888888888888,57.18
A032,3,congruent,0.8270539,0.8611111111111112,80.16
A032,4,congruent,1.7046412,0.7916666666666666,144.51
A033,1,congruent,-0.43331796,0.5555555555555556,1.0
A033,2,congruent,0.6877826,0.7777777777777778,29.16
A033,3,congruent,0.84835505,0.75,72.6
A033,4,congruent,-0.1874351,0.7222222222222222,168.33
A034,1,congruent,1.1752179,0.875,1.0
A034,2,congruent,0.8730519,0.7777777777777778,26.08
A034,3,congruent,-0.32315242,0.5555555555555556,74.28
A034,4,congruent,0.09952562,0.7777777777777778,145.38
A035,1,congruent,-0.9139977,0.4722222222222222,1.0
A035,2,congruent,0.81915426,0.7222222222222222,44.76
A035,3,congruent,0.21742025,0.6944444444444444,79.98
A035,4,congruent,-0.7487059,0.5277777777777778,152.47
A036,1,congruent,0.8550636,0.9166666666666666,1.0
A036,2,congruent,-0.12540075,0.5694444444444444,21.63
A036,3,congruent,0.28238106,0.6666666666666666,71.47
A036,4,congruent,-1.0393022,0.6111111111111112,143.85
A037,1,congruent,0.22852391,0.6527777777777778,1.0
A037,2,congruent,0.30562398,0.8472222222222222,23.7
A037,3,congruent,0.815768,0.8194444444444444,72.08
A037,4,congruent,-0.58786523,0.5833333333333334,143.66
A038,1,congruent,0.9585948,0.7777777777777778,1.0
A038,2,congruent,-0.8893782,0.6388888888888888,71.85
A038,3,congruent,-0.29861468,0.5,72.86
A038,4,congruent,-0.17653099,0.7083333333333334,152.89
A039,1,congruent,1.5005066,0.8472222222222222,1.0
A039,2,congruent,0.20797212,0.8333333333333334,28.65
A039,3,congruent,0.2044791,0.6111111111111112,98.84
A039,4,congruent,0.56958055,0.7638888888888888,246.24
A040,1,congruent,-0.48951146,0.7638888888888888,1.0
A040,2,congruent,-0.74336016,0.6527777777777778,26.26
A040,3,congruent,-1.1314414,0.4861111111111111,71.28
A040,4,congruent,-0.48939034,0.5416666666666666,143.53
A041,1,congruent,1.5223323,0.9166666666666666,1.0
