composite_ID,UID,test,congruence,CTT_mean,n_items,TEST
A098_2,A098,2,congruent,0.5555555555555556,18,2
A098_2,A098,2,incongruent,0.6538461538461539,13,2
A098_3,A098,3,common,0.6842105263157895,19,3
A098_3,A098,3,congruent,0.6805555555555556,18,3
A098_3,A098,3,incongruent,0.8461538461538461,13,3
A098_4,A098,4,common,0.4605263157894737,19,4
A098_4,A098,4,congruent,0.6388888888888888,18,4
A098_4,A098,4,incongruent,0.36538461538461536,13,4
A099_1,A099,1,common,0.631578947368421,19,1
A099_1,A099,1,congruent,0.7916666666666666,18,1
A099_1,A099,1,incongruent,0.8846153846153846,13,1
A099_2,A099,2,common,0.8421052631578947,19,2
A099_2,A099,2,congruent,0.75,18,2
A099_2,A099,2,incongruent,0.6923076923076923,13,2
A099_3,A099,3,common,0.7368421052631579,19,3
A099_3,A099,3,congruent,0.6388888888888888,18,3
A099_3,A099,3,incongruent,0.7692307692307693,13,3
A099_4,A099,4,common,0.631578947368421,19,4
A099_4,A099,4,congruent,0.9722222222222222,18,4
A099_4,A099,4,incongruent,0.8846153846153846,13,4
A100_1,A100,1,common,0.8289473684210527,19,1
A100_1,A100,1,congruent,0.4166666666666667,18,1
A100_1,A100,1,incongruent,0.6538461538461539,13,1
A100_2,A100,2,common,0.8289473684210527,19,2
A100_2,A100,2,congruent,0.8611111111111112,18,2
A100_2,A100,2,incongruent,0.9230769230769231,13,2
A100_3,A100,3,common,0.4342105263157895,19,3
A100_3,A100,3,congruent,0.8333333333333334,18,3
A100_3,A100,3,incongruent,0.6923076923076923,13,3
A100_4,A100,4,common,0.6578947368421053,19,4
A100_4,A100,4,congruent,0.5,18,4
A100_4,A100,4,incongruent,0.7115384615384616,13,4
A101_1,A101,1,common,0.5,19,1
A101_1,A101,1,congruent,0.5,18,1
A101_1,A101,1,incongruent,0.8076923076923077,13,1
A101_2,A101,2,common,0.4605263157894737,19,2
A101_2,A101,2,congruent,0.6388888888888888,18,2
A101_2,A101,2,incongruent,0.5,13,2
A101_3,A101,3,common,0.4473684210526316,19,3
A101_3,A101,3,congruent,0.375,18,3
A101_3,A101,3,incongruent,0.36538461538461536,13,3
A101_4,A101,4,common,0.3157894736842105,19,4
A101_4,A101,4,congruent,0.4722222222222222,18,4
A101_4,A101,4,incongruent,0.4230769230769231,13,4
A102_1,A102,1,common,0.4342105263157895,19,1
A102_1,A102,1,congruent,0.9444444444444444,18,1
A102_1,A102,1,incongruent,0.36538461538461536,13,1
A102_2,A102,2,common,0.6710526315789473,19,2
A102_2,A102,2,congruent,0.9722222222222222,18,2
A102_2,A102,2,incongruent,0.8076923076923077,13,2
A102_3,A102,3,common,0.40789473684210525,19,3
A102_3,A102,3,congruent,0.7222222222222222,18,3
A102_3,A102,3,incongruent,0.6538461538461539,13,3
A102_4,A102,4,common,0.6973684210526315,19,4
A102_4,A102,4,congruent,0.375,18,4
A102_4,A102,4,incongruent,0.7692307692307693,13,4
A103_1,A103,1,common,0.8157894736842105,19,1
A103_1,A103,1,congruent,0.9722222222222222,18,1
A103_1,A103,1,incongruent,0.8269230769230769,13,1
A103_2,A103,2,common,0.39473684210526316,19,2
A103_2,A103,2,congruent,0.6944444444444444,18,2
A103_2,A103,2,incongruent,0.5769230769230769,13,2
A103_3,A103,3,common,0.2631578947368421,19,3
A103_3,A103,3,congruent,0.8472222222222222,18,3
A103_3,A103,3,incongruent,0.3269230769230769,13,3
A103_4,A103,4,common,0.5921052631578947,19,4
A103_4,A103,4,congruent,0.5416666666666666,18,4
A103_4,A103,4,incongruent,0.38461538461538464,13,4
A104_1,A104,1,common,1.0,19,1
A104_1,A104,1,congruent,0.6111111111111112,18,1
A104_1,A104,1,incongruent,0.7692307692307693,13,1
A104_2,A104,2,common,0.618421052631579,19,2
A104_2,A104,2,congruent,0.7777777777777778,18,2
A104_2,A104,2,incongruent,0.6538461538461539,13,2
A104_3,A104,3,common,0.4868421052631579,19,3
A104_3,A104,3,congruent,0.9027777777777778,18,3
A104_3,A104,3,incongruent,0.5576923076923077,13,3
A104_4,A104,4,common,0.3684210526315789,19,4
A104_4,A104,4,congruent,0.3472222222222222,18,4
A104_4,A104,4,incongruent,0.3269230769230769,13,4
A105_1,A105,1,common,0.6578947368421053,19,1
A105_1,A105,1,congruent,0.75,18,1
A105_1,A105,1,incongruent,0.7307692307692307,13,1
A105_2,A105,2,common,0.7631578947368421,19,2
A105_2,A105,2,congruent,0.7222222222222222,18,2
A105_2,A105,2,incongruent,0.6538461538461539,13,2
A105_3,A105,3,common,0.5789473684210527,19,3
A105_3,A105,3,congruent,0.6944444444444444,18,3
A105_3,A105,3,incongruent,0.38461538461538464,13,3
A105_4,A105,4,common,0.6710526315789473,19,4
A105_4,A105,4,congruent,0.4444444444444444,18,4
A105_4,A105,4,incongruent,0.6538461538461539,13,4
A106_1,A106,1,common,0.8157894736842105,19,1
A106_1,A106,1,congruent,0.9027777777777778,18,1
A106_1,A106,1,incongruent,0.8076923076923077,13,1
A106_2,A106,2,common,0.6842105263157895,19,2
A106_2,A106,2,congruent,0.6666666666666666,18,2
A106_2,A106,2,incongruent,0.4423076923076923,13,2
A106_3,A106,3,common,0.7894736842105263,19,3
A106_3,A106,3,congruent,0.7361111111111112,18,3
A106_3,A106,3,incongruent,0.6730769230769231,13,3
A106_4,A106,4,common,0.8421052631578947,19,4
A106_4,A106,4,congruent,0.7222222222222222,18,4
A106_4,A106,4,incongruent,0.6538461538461539,13,4
A107_1,A107,1,common,0.5526315789473685,19,1
A107_1,A107,1,congruent,0.4583333333333333,18,1
A107_1,A107,1,incongruent,0.5192307692307693,13,1
A107_2,A107,2,common,0.42105263157894735,19,2
A107_2,A107,2,congruent,0.375,18,2
A107_2,A107,2,incongruent,0.5192307692307693,13,2
A107_3,A107,3,common,0.5921052631578947,19,3
A107_3,A107,3,congruent,0.5555555555555556,18,3
A107_3,A107,3,incongruent,0.23076923076923078,13,3
A107_4,A107,4,common,0.42105263157894735,19,4
A107_4,A107,4,congruent,0.4444444444444444,18,4
A107_4,A107,4,incongruent,0.46153846153846156,13,4
A108_1,A108,1,common,0.39473684210526316,19,1
A108_1,A108,1,congruent,0.6388888888888888,18,1
A108_1,A108,1,incongruent,0.4807692307692308,13,1
A108_2,A108,2,common,0.6052631578947368,19,2
A108_2,A108,2,congruent,0.3055555555555556,18,2
A108_2,A108,2,incongruent,0.36538461538461536,13,2
A108_3,A108,3,common,0.7105263157894737,19,3
A108_3,A108,3,congruent,0.75,18,3
A108_3,A108,3,incongruent,0.34615384615384615,13,3
A108_4,A108,4,common,0.34210526315789475,19,4
A108_4,A108,4,congruent,0.5138888888888888,18,4
A108_4,A108,4,incongruent,0.3076923076923077,13,4
A109_1,A109,1,common,0.5657894736842105,19,1
A109_1,A109,1,congruent,0.6388888888888888,18,1
A109_1,A109,1,incongruent,0.5769230769230769,13,1
A109_2,A109,2,common,0.5526315789473685,19,2
A109_2,A109,2,congruent,0.4166666666666667,18,2
A109_2,A109,2,incongruent,0.17307692307692307,13,2
A109_3,A109,3,common,0.5263157894736842,19,3
A109_3,A109,3,congruent,0.7222222222222222,18,3
A109_3,A109,3,incongruent,0.5384615384615384,13,3
A109_4,A109,4,common,0.27631578947368424,19,4
A109_4,A109,4,congruent,0.5416666666666666,18,4
A109_4,A109,4,incongruent,0.3269230769230769,13,4
