composite_ID,UID,TEST,TSVR_hours,theta,congruence,recip_TSVR,log_TSVR
A069_1,A069,1,1.0,-0.5619881,incongruent,0.5,0.6931471805599453
A069_2,A069,2,24.96,-1.1514472,incongruent,0.03852080123266564,3.2565568918358894
A069_3,A069,3,79.75,-0.36797193,incongruent,0.01238390092879257,4.391357962102766
A069_4,A069,4,140.22,-1.3764908,incongruent,0.00708114997875655,4.950318958088201
A070_1,A070,1,1.0,-0.4836087,incongruent,0.5,0.6931471805599453
A070_2,A070,2,24.25,0.379365,incongruent,0.039603960396039604,3.228826155721369
A070_3,A070,3,81.92,-1.0311381,incongruent,0.012059816690786299,4.417876287567579
A070_4,A070,4,149.2,-0.76778597,incongruent,0.006657789613848203,5.011967739330034
A071_1,A071,1,1.0,-0.20029435,incongruent,0.5,0.6931471805599453
A071_2,A071,2,30.92,-0.14540964,incongruent,0.03132832080200501,3.463232772581608
A071_3,A071,3,79.96,-0.8588146,incongruent,0.012351778656126484,4.3939552055391555
A071_4,A071,4,153.27,0.5588658,incongruent,0.006482141699617553,5.038704314023848
A072_1,A072,1,1.0,0.889561,incongruent,0.5,0.6931471805599453
A072_2,A072,2,33.76,0.5737382,incongruent,0.028768699654775607,3.548467300397191
A072_3,A072,3,83.54,-1.2315675,incongruent,0.011828720132481665,4.437224795138644
A072_4,A072,4,154.89,-0.19525106,incongruent,0.0064147796523189434,5.04915063032459
A073_1,A073,1,1.0,0.7696608,incongruent,0.5,0.6931471805599453
A073_2,A073,2,66.66,0.19954424,incongruent,0.014779781259237365,4.214495163352562
A073_3,A073,3,66.9,0.96659833,incongruent,0.014727540500736375,4.21803603456465
A073_4,A073,4,140.12,1.1789728,incongruent,0.007086167800453514,4.949610592258481
A074_1,A074,1,1.0,0.94610184,incongruent,0.5,0.6931471805599453
A074_2,A074,2,29.33,-0.17883097,incongruent,0.032970656116056714,3.41213732170049
A074_3,A074,3,73.02,0.50796634,incongruent,0.013509862199405566,4.30433532695801
A074_4,A074,4,147.21,-1.0765446,incongruent,0.006747183051076176,4.998630186968824
A075_1,A075,1,1.0,0.35597882,incongruent,0.5,0.6931471805599453
A075_2,A075,2,28.68,0.19050995,incongruent,0.03369272237196765,3.39047341829918
A075_3,A075,3,71.37,-1.3870107,incongruent,0.01381788033715628,4.281791848878036
A075_4,A075,4,244.53,-1.1910133,incongruent,0.004072822058404269,5.5034191393614815
A076_1,A076,1,1.0,-0.055492114,incongruent,0.5,0.6931471805599453
A076_2,A076,2,27.3,-1.0282166,incongruent,0.0353356890459364,3.342861804649192
A076_3,A076,3,74.88,-1.1447643,incongruent,0.013178703215603585,4.3291531450668135
A076_4,A076,4,149.28,-1.4897717,incongruent,0.006654245408570668,5.0125002207057685
A077_1,A077,1,1.0,1.0832057,incongruent,0.5,0.6931471805599453
A077_2,A077,2,53.88,0.5481428,incongruent,0.01822157434402332,4.00514898341763
A077_3,A077,3,78.36,-0.6028231,incongruent,0.012600806451612904,4.373994462976618
A077_4,A077,4,149.75,-0.024910025,incongruent,0.006633499170812604,5.015622835607295
A078_1,A078,1,1.0,-0.03935432,incongruent,0.5,0.6931471805599453
A078_2,A078,2,26.17,0.13163377,incongruent,0.0368052999631947,3.3021134234382563
A078_3,A078,3,72.3,-0.37939614,incongruent,0.013642564802182811,4.294560608892605
A078_4,A078,4,140.08,-0.82991654,incongruent,0.007088176920895945,4.949327105367852
A079_1,A079,1,1.0,0.571432,incongruent,0.5,0.6931471805599453
A079_2,A079,2,26.11,0.25168815,incongruent,0.03688675765400221,3.299902663510574
A079_3,A079,3,74.0,-1.1842302,incongruent,0.013333333333333334,4.31748811353631
A079_4,A079,4,194.42,-0.72198874,incongruent,0.005117183502200389,5.275151088516197
A080_1,A080,1,1.0,0.1954386,incongruent,0.5,0.6931471805599453
A080_2,A080,2,29.03,-0.48048288,incongruent,0.0333000333000333,3.402196881995239
A080_3,A080,3,72.87,0.054171856,incongruent,0.013537295248409367,4.302306791540646
A080_4,A080,4,145.77,-0.5642178,incongruent,0.006813381481229133,4.988866735623107
A081_1,A081,1,1.0,0.4636711,incongruent,0.5,0.6931471805599453
A081_2,A081,2,31.39,-0.80846375,incongruent,0.030873726458783574,3.477849733183238
A081_3,A081,3,80.13,1.0431083,incongruent,0.01232589670898558,4.396052806406973
A081_4,A081,4,154.53,-0.007744061,incongruent,0.006429627724554748,5.046838639056468
A082_1,A082,1,1.0,0.4081296,incongruent,0.5,0.6931471805599453
A082_2,A082,2,27.97,1.3566974,incongruent,0.03451846738004833,3.366260811781259
A082_3,A082,3,75.71,0.51109195,incongruent,0.01303611002476861,4.3400320779712045
A082_4,A082,4,170.25,-0.71264565,incongruent,0.00583941605839416,5.143124477142335
A083_1,A083,1,1.0,1.9672089,incongruent,0.5,0.6931471805599453
A083_2,A083,2,25.15,0.81551206,incongruent,0.03824091778202677,3.263849190510932
A083_3,A083,3,74.3,0.33076146,incongruent,0.013280212483399735,4.321480134805848
A083_4,A083,4,144.91,0.42488086,incongruent,0.0068535398533342475,4.982989993275931
A084_1,A084,1,1.0,0.34656775,incongruent,0.5,0.6931471805599453
A084_2,A084,2,27.25,-0.46278918,incongruent,0.035398230088495575,3.34109345759245
A084_3,A084,3,91.97,-0.55949694,incongruent,0.010756157900397977,4.532276860467767
A084_4,A084,4,162.51,-0.5263494,incongruent,0.006115833893951441,5.096874150546495
A085_1,A085,1,1.0,-0.60492045,incongruent,0.5,0.6931471805599453
A085_2,A085,2,24.51,0.8101534,incongruent,0.03920031360250882,3.23907053215372
A085_3,A085,3,71.4,-0.8575336,incongruent,0.013812154696132596,4.282206299391671
A085_4,A085,4,170.65,-0.94173086,incongruent,0.005825808330905913,5.145457519903701
A086_1,A086,1,1.0,0.3201268,incongruent,0.5,0.6931471805599453
A086_2,A086,2,23.47,0.5163846,incongruent,0.040866366979975484,3.19744787745458
A086_3,A086,3,145.29,-0.9413575,incongruent,0.006835737234260716,4.985590952989995
A086_4,A086,4,169.55,-0.9490816,incongruent,0.005863383172090296,5.139028508864655
A087_1,A087,1,1.0,-0.16664389,incongruent,0.5,0.6931471805599453
A087_2,A087,2,31.07,0.6195668,incongruent,0.031181789834736514,3.4679210137050633
A087_3,A087,3,72.8,0.7460708,incongruent,0.013550135501355014,4.301358731606427
A087_4,A087,4,144.2,0.29474986,incongruent,0.006887052341597796,4.978112102390695
A088_1,A088,1,1.0,1.5047297,incongruent,0.5,0.6931471805599453
A088_2,A088,2,24.25,1.5726674,incongruent,0.039603960396039604,3.228826155721369
A088_3,A088,3,74.91,1.2116629,incongruent,0.013173494928204453,4.3295484280286765
A088_4,A088,4,149.93,1.7613931,incongruent,0.006625588020936858,5.016816153171337
A089_1,A089,1,1.0,0.56494594,incongruent,0.5,0.6931471805599453
A089_2,A089,2,32.14,0.57670295,incongruent,0.030175015087507542,3.500741011998417
A089_3,A089,3,79.34,0.2386981,incongruent,0.012447099825740602,4.386267628931136
A089_4,A089,4,146.96,0.45080766,incongruent,0.006758583400919167,4.996941966964253
A090_1,A090,1,1.0,-0.26355815,incongruent,0.5,0.6931471805599453
A090_2,A090,2,23.54,-0.85531676,incongruent,0.040749796251018745,3.2003044392827653
A090_3,A090,3,95.42,-0.3625516,incongruent,0.01037129226301597,4.568713648977476
A090_4,A090,4,144.07,-0.49008408,incongruent,0.006893223960846488,4.977216384550811
A091_1,A091,1,1.0,0.57984126,incongruent,0.5,0.6931471805599453
A091_2,A091,2,22.2,-0.4956108,incongruent,0.04310344827586207,3.1441522786722644
A091_3,A091,3,73.64,-1.0913205,incongruent,0.01339764201500536,4.312676556539088
A091_4,A091,4,142.61,-0.5084233,incongruent,0.006963303391128751,4.9671012920725275
A092_1,A092,1,1.0,0.16063099,incongruent,0.5,0.6931471805599453
A092_2,A092,2,22.83,-1.2741792,incongruent,0.04196391103650861,3.170945291110651
A092_3,A092,3,71.31,0.120479345,incongruent,0.013829345871940256,4.28096243218686
A092_4,A092,4,146.16,-1.0033731,incongruent,0.0067953248165262305,4.991520430236574
A093_1,A093,1,1.0,-0.25305656,incongruent,0.5,0.6931471805599453
A093_2,A093,2,22.09,1.1499113,incongruent,0.043308791684711995,3.139399623366404
A093_3,A093,3,70.22,-0.09855731,incongruent,0.014040999719180006,4.265773677849632
A093_4,A093,4,140.95,0.86319566,incongruent,0.007044734061289187,4.95547488291898
A094_1,A094,1,1.0,-0.8723581,incongruent,0.5,0.6931471805599453
A094_2,A094,2,22.98,-0.11033577,incongruent,0.041701417848206836,3.177220149599368
A094_3,A094,3,76.21,-1.204232,incongruent,0.012951690195570523,4.3465289823207245
A094_4,A094,4,149.99,-1.0615593,incongruent,0.006622955162593549,5.017213609456379
A095_1,A095,1,1.0,1.4008193,incongruent,0.5,0.6931471805599453
A095_2,A095,2,29.71,-0.04127826,incongruent,0.0325626831650928,3.424588334452731
A095_3,A095,3,78.76,0.12027418,incongruent,0.012537612838515545,4.379022125653583
A095_4,A095,4,148.79,0.29968035,incongruent,0.006676013084985647,5.009234313180627
A096_1,A096,1,1.0,-0.9870649,incongruent,0.5,0.6931471805599453
A096_2,A096,2,24.49,-0.57167214,incongruent,0.03923107100823853,3.238286218388024
A096_3,A096,3,71.19,-1.7338066,incongruent,0.013852334118298934,4.279301532151069
A096_4,A096,4,143.66,-1.8857074,incongruent,0.006912760956726116,4.974386161421135
A097_1,A097,1,1.0,0.34418228,incongruent,0.5,0.6931471805599453
A097_2,A097,2,24.37,-0.8859063,incongruent,0.039416633819471816,3.2335673736111907
A097_3,A097,3,70.83,0.74868965,incongruent,0.013921759710427398,4.27430221608671
A097_4,A097,4,144.85,-0.9338368,incongruent,0.006856359273225917,4.98257869631373
A098_1,A098,1,1.0,0.76136076,incongruent,0.5,0.6931471805599453
A098_2,A098,2,25.77,-0.03355606,incongruent,0.03735524841240194,3.2872818575322613
A098_3,A098,3,78.84,1.1111528,incongruent,0.0125250501002004,4.380024632003209
A098_4,A098,4,146.29,-1.0091684,incongruent,0.006789327177676692,4.992403432501452
A099_1,A099,1,1.0,0.704551,incongruent,0.5,0.6931471805599453
A099_2,A099,2,28.75,0.70550025,incongruent,0.03361344537815126,3.392829131991639
A099_3,A099,3,78.57,0.7894194,incongruent,0.012567550584391103,4.3766371373894435
A099_4,A099,4,143.51,1.1979358,incongruent,0.0069199363365857035,4.973348709310239
A100_1,A100,1,1.0,0.4960371,incongruent,0.5,0.6931471805599453
A100_2,A100,2,31.14,1.6154647,incongruent,0.031113876789047916,3.4701013603093664
A100_3,A100,3,75.34,0.18737194,incongruent,0.013099292638197537,4.3351970473170836
A100_4,A100,4,146.8,0.3911374,incongruent,0.006765899864682002,4.995860008514102
A101_1,A101,1,1.0,0.44689605,incongruent,0.5,0.6931471805599453
A101_2,A101,2,29.12,-0.50965416,incongruent,0.033200531208499334,3.405189402931693
A101_3,A101,3,75.21,-0.4359814,incongruent,0.013121637580370032,4.333492687678026
A101_4,A101,4,150.22,-0.5481525,incongruent,0.006612881893929374,5.018735730130124
A102_1,A102,1,1.0,-0.64556795,incongruent,0.5,0.6931471805599453
A102_2,A102,2,29.13,1.1701075,incongruent,0.03318951211417192,3.40552135314221
A102_3,A102,3,75.27,-0.24429756,incongruent,0.01311131506490101,4.3342796761761475
A102_4,A102,4,150.41,0.6889397,incongruent,0.006604583581005218,5.019991389020281
A103_1,A103,1,1.0,1.5161003,incongruent,0.5,0.6931471805599453
A103_2,A103,2,27.26,-0.40180504,incongruent,0.035385704175513094,3.3414473772563813
A103_3,A103,3,80.24,-0.86616784,incongruent,0.012309207287050714,4.397407736712184
A103_4,A103,4,149.72,-0.9358198,incongruent,0.006634819532908705,5.015423810828053
A104_1,A104,1,1.0,1.2890347,incongruent,0.5,0.6931471805599453
A104_2,A104,2,22.6,0.59902304,incongruent,0.0423728813559322,3.1612467120315646
A104_3,A104,3,72.62,-0.4135195,incongruent,0.013583265417006248,4.298916727950875
A104_4,A104,4,145.78,-1.1469584,incongruent,0.006812917291184085,4.9889348671169165
A105_1,A105,1,1.0,0.79853475,incongruent,0.5,0.6931471805599453
A105_2,A105,2,22.77,0.124345265,incongruent,0.04206983592763988,3.1684242813721024
A105_3,A105,3,69.46,-0.97130466,incongruent,0.01419244961680386,4.255045172913092
A105_4,A105,4,146.2,-0.40869832,incongruent,0.006793478260869566,4.991792206294776
A106_1,A106,1,1.0,1.2260157,incongruent,0.5,0.6931471805599453
A106_2,A106,2,22.64,-0.43201688,incongruent,0.04230118443316413,3.1629401925378975
A106_3,A106,3,66.08,-0.21938318,incongruent,0.01490757304710793,4.205885936955008
A106_4,A106,4,147.13,0.57478887,incongruent,0.006750826976304598,4.998090266593961
A107_1,A107,1,1.0,-0.5693406,incongruent,0.5,0.6931471805599453
A107_2,A107,2,26.22,-0.9967513,incongruent,0.036737692872887584,3.30395199722332
A107_3,A107,3,71.45,-1.1911126,incongruent,0.013802622498274672,4.282896668766692
A107_4,A107,4,145.95,-0.66778487,incongruent,0.006805035726437565,4.990092392864926
A108_1,A108,1,1.0,-0.5866931,incongruent,0.5,0.6931471805599453
A108_2,A108,2,27.61,-0.8319504,incongruent,0.03495281370150297,3.3537563070620187
A108_3,A108,3,68.96,-0.5968496,incongruent,0.014293882218410521,4.247923650150401
A108_4,A108,4,152.12,-1.3508645,incongruent,0.006530825496342737,5.031221927704644
A109_1,A109,1,1.0,-0.23544823,incongruent,0.5,0.6931471805599453
A109_2,A109,2,24.65,-1.0278164,incongruent,0.038986354775828465,3.2445435716167785
A109_3,A109,3,71.17,0.26390916,incongruent,0.013856172925038103,4.279024447084182
A109_4,A109,4,149.87,-1.3818485,incongruent,0.006628222973420825,5.016418538851983
