composite_ID,UID,TEST,TSVR_hours,theta,congruence,recip_TSVR,log_TSVR
A098_3,A098,3,78.84,0.88451827,common,0.0125250501002004,4.380024632003209
A098_4,A098,4,146.29,-0.7708392,common,0.006789327177676692,4.992403432501452
A099_1,A099,1,1.0,-0.055051994,common,0.5,0.6931471805599453
A099_2,A099,2,28.75,0.69390166,common,0.03361344537815126,3.392829131991639
A099_3,A099,3,78.57,0.45280594,common,0.012567550584391103,4.3766371373894435
A099_4,A099,4,143.51,0.5266211,common,0.0069199363365857035,4.973348709310239
A100_1,A100,1,1.0,0.57920873,common,0.5,0.6931471805599453
A100_2,A100,2,31.14,1.6019025,common,0.031113876789047916,3.4701013603093664
A100_3,A100,3,75.34,-0.6404879,common,0.013099292638197537,4.3351970473170836
A100_4,A100,4,146.8,0.20585074,common,0.006765899864682002,4.995860008514102
A101_1,A101,1,1.0,-0.68739074,common,0.5,0.6931471805599453
A101_2,A101,2,29.12,-0.8576899,common,0.033200531208499334,3.405189402931693
A101_3,A101,3,75.21,-1.2362001,common,0.013121637580370032,4.333492687678026
A101_4,A101,4,150.22,-0.65415436,common,0.006612881893929374,5.018735730130124
A102_1,A102,1,1.0,-0.7212032,common,0.5,0.6931471805599453
A102_2,A102,2,29.13,0.753909,common,0.03318951211417192,3.40552135314221
A102_3,A102,3,75.27,-1.0468884,common,0.01311131506490101,4.3342796761761475
A102_4,A102,4,150.41,-0.22491981,common,0.006604583581005218,5.019991389020281
A103_1,A103,1,1.0,1.0644679,common,0.5,0.6931471805599453
A103_2,A103,2,27.26,-1.095788,common,0.035385704175513094,3.3414473772563813
A103_3,A103,3,80.24,-1.6128502,common,0.012309207287050714,4.397407736712184
A103_4,A103,4,149.72,-0.07195855,common,0.006634819532908705,5.015423810828053
A104_1,A104,1,1.0,2.1952074,common,0.5,0.6931471805599453
A104_2,A104,2,22.6,0.42920163,common,0.0423728813559322,3.1612467120315646
A104_3,A104,3,72.62,-0.43959793,common,0.013583265417006248,4.298916727950875
A104_4,A104,4,145.78,-0.8763166,common,0.006812917291184085,4.9889348671169165
A105_1,A105,1,1.0,0.44473863,common,0.5,0.6931471805599453
A105_2,A105,2,22.77,0.78645724,common,0.04206983592763988,3.1684242813721024
A105_3,A105,3,69.46,-0.6449184,common,0.01419244961680386,4.255045172913092
A105_4,A105,4,146.2,-0.025722215,common,0.006793478260869566,4.991792206294776
A106_1,A106,1,1.0,0.96928626,common,0.5,0.6931471805599453
A106_2,A106,2,22.64,0.28924912,common,0.04230118443316413,3.1629401925378975
A106_3,A106,3,66.08,0.18992153,common,0.01490757304710793,4.205885936955008
A106_4,A106,4,147.13,0.8632189,common,0.006750826976304598,4.998090266593961
A107_1,A107,1,1.0,-0.6073473,common,0.5,0.6931471805599453
A107_2,A107,2,26.22,-1.3971989,common,0.036737692872887584,3.30395199722332
A107_3,A107,3,71.45,-0.32358083,common,0.013802622498274672,4.282896668766692
A107_4,A107,4,145.95,-0.6526746,common,0.006805035726437565,4.990092392864926
A108_1,A108,1,1.0,-1.000375,common,0.5,0.6931471805599453
A108_2,A108,2,27.61,-0.10793777,common,0.03495281370150297,3.3537563070620187
A108_3,A108,3,68.96,0.21636847,common,0.014293882218410521,4.247923650150401
A108_4,A108,4,152.12,-1.3989251,common,0.006530825496342737,5.031221927704644
A109_1,A109,1,1.0,-0.3117028,common,0.5,0.6931471805599453
A109_2,A109,2,24.65,-1.0503262,common,0.038986354775828465,3.2445435716167785
A109_3,A109,3,71.17,0.14444596,common,0.013856172925038103,4.279024447084182
A109_4,A109,4,149.87,-1.5979277,common,0.006628222973420825,5.016418538851983
A010_1,A010,1,1.0,2.3352752,congruent,0.5,0.6931471805599453
A010_2,A010,2,21.9,0.42396438,congruent,0.04366812227074236,3.131136910560194
A010_3,A010,3,80.88,-0.40273643,congruent,0.012212994626282366,4.405254760793088
A010_4,A010,4,145.31,0.304145,congruent,0.00683480281593876,4.985727658390071
A011_1,A011,1,1.0,0.73472494,congruent,0.5,0.6931471805599453
A011_2,A011,2,24.57,-0.6467364,congruent,0.03910833007430583,3.2414197893030954
A011_3,A011,3,72.55,0.063042305,congruent,0.013596193065941536,4.297965447047447
A011_4,A011,4,148.85,-0.5131098,congruent,0.0066733400066733405,5.009634793762673
A012_1,A012,1,1.0,0.5804523,congruent,0.5,0.6931471805599453
A012_2,A012,2,25.6,-0.22893,congruent,0.03759398496240601,3.2809112157876537
A012_3,A012,3,166.33,-0.01893545,congruent,0.005976214665630789,5.119967910506483
A012_4,A012,4,166.87,-1.0322822,congruent,0.005956990528385059,5.123189870334323
A013_1,A013,1,1.0,0.5701073,congruent,0.5,0.6931471805599453
A013_2,A013,2,24.77,-1.0367917,congruent,0.038804811796662786,3.2492110246642736
A013_3,A013,3,79.66,1.4323087,congruent,0.012397718819737169,4.390242789445222
A013_4,A013,4,147.13,-1.1159241,congruent,0.006750826976304598,4.998090266593961
A014_1,A014,1,1.0,0.53654695,congruent,0.5,0.6931471805599453
A014_2,A014,2,25.66,-0.2694951,congruent,0.037509377344336084,3.2831643147505627
A014_3,A014,3,70.56,0.38656035,congruent,0.01397428731134712,4.270536258640519
A014_4,A014,4,148.87,-0.7313914,congruent,0.006672449456195369,5.009768251656904
A015_1,A015,1,1.0,1.073113,congruent,0.5,0.6931471805599453
A015_2,A015,2,23.69,1.3152177,congruent,0.04050222762251924,3.206398303357088
A015_3,A015,3,70.59,1.4822278,congruent,0.013968431345159939,4.270955399408094
A015_4,A015,4,146.54,-0.32867005,congruent,0.0067778229632641995,4.9940993254561565
A016_1,A016,1,1.0,1.291089,congruent,0.5,0.6931471805599453
A016_2,A016,2,32.85,1.5499188,congruent,0.029542097488921712,3.521938999358284
A016_3,A016,3,80.64,-1.2432284,congruent,0.01224889759921607,4.402319337941644
A016_4,A016,4,150.8,-1.4394764,congruent,0.006587615283267457,5.02256386496153
A017_1,A017,1,1.0,-0.758377,congruent,0.5,0.6931471805599453
A017_2,A017,2,20.61,0.2569686,congruent,0.04627487274409996,3.0731561705187946
A017_3,A017,3,61.28,-0.52562934,congruent,0.016056518946692355,4.131640346965797
A017_4,A017,4,140.49,0.04020235,congruent,0.007067637288854335,4.952229043207861
A018_1,A018,1,1.0,1.5102456,congruent,0.5,0.6931471805599453
A018_2,A018,2,34.03,-0.21597247,congruent,0.02854695974878675,3.5562048372093953
A018_3,A018,3,83.64,0.060849763,congruent,0.011814744801512287,4.438406968109989
A018_4,A018,4,150.87,-0.17055476,congruent,0.00658457891617831,5.023024891742178
A019_1,A019,1,1.0,-1.0139009,congruent,0.5,0.6931471805599453
A019_2,A019,2,28.69,-0.52953434,congruent,0.03368137420006736,3.3908102887756684
A019_3,A019,3,83.68,-0.8048507,congruent,0.011809163911195086,4.4388794462666645
A019_4,A019,4,154.76,-1.1073892,congruent,0.006420133538777607,5.048316361063944
A020_1,A020,1,1.0,0.5093016,congruent,0.5,0.6931471805599453
A020_2,A020,2,26.85,-0.5068383,congruent,0.03590664272890485,3.326832966373293
A020_3,A020,3,78.25,-1.5806824,congruent,0.012618296529968454,4.37260741275739
A020_4,A020,4,145.78,-2.0976696,congruent,0.006812917291184085,4.9889348671169165
A021_1,A021,1,1.0,2.0377793,congruent,0.5,0.6931471805599453
A021_2,A021,2,30.21,0.26171365,congruent,0.03204101249599487,3.440738556282688
A021_3,A021,3,74.19,-0.1410835,congruent,0.013299640909695438,4.320018243389936
A021_4,A021,4,140.39,0.18201117,congruent,0.007072635971426551,4.951522029603749
A022_1,A022,1,1.0,0.49725094,congruent,0.5,0.6931471805599453
A022_2,A022,2,24.15,0.19156887,congruent,0.039761431411530816,3.224857896545748
A022_3,A022,3,74.46,1.4768845,congruent,0.0132520540683806,4.323602714536165
A022_4,A022,4,141.71,0.73934454,congruent,0.007007217433956975,4.9608145991123
A023_1,A023,1,1.0,-0.6562507,congruent,0.5,0.6931471805599453
A023_2,A023,2,25.63,-0.058118515,congruent,0.03755163349605708,3.282038399825841
A023_3,A023,3,72.2,0.4286228,congruent,0.01366120218579235,4.293195420967266
A023_4,A023,4,145.07,0.59801745,congruent,0.006846032724036421,4.984085958862719
A024_1,A024,1,1.0,0.45857278,congruent,0.5,0.6931471805599453
A024_2,A024,2,29.57,0.1918723,congruent,0.03271180896303565,3.420019135902743
A024_3,A024,3,91.47,0.4113518,congruent,0.010814318157240186,4.526884267589547
A024_4,A024,4,145.65,-1.0682684,congruent,0.006818956699624957,4.9880487954234605
A025_1,A025,1,1.0,0.78151184,congruent,0.5,0.6931471805599453
A025_2,A025,2,23.33,1.5787265,congruent,0.04110152075626799,3.1917101567954314
A025_3,A025,3,72.94,0.42811912,congruent,0.01352447930754666,4.303253953508486
A025_4,A025,4,137.74,-0.46808136,congruent,0.00720772668300418,4.932601677957155
A026_1,A026,1,1.0,0.8863477,congruent,0.5,0.6931471805599453
A026_2,A026,2,26.48,0.90089154,congruent,0.036390101892285295,3.3134584673541485
A026_3,A026,3,75.46,0.34505966,congruent,0.013078733978550878,4.336767728268267
A026_4,A026,4,147.65,0.16592842,congruent,0.006727211570803902,5.001594549444107
A027_1,A027,1,1.0,-0.20171066,congruent,0.5,0.6931471805599453
A027_2,A027,2,28.26,1.3977581,congruent,0.034176349965823645,3.3762213955919784
A027_3,A027,3,74.58,-1.3093231,congruent,0.013231013495633766,4.325191697921343
A027_4,A027,4,145.92,-0.176613,congruent,0.006806425265450586,4.989888220951467
A028_1,A028,1,1.0,1.7031448,congruent,0.5,0.6931471805599453
A028_2,A028,2,22.82,-1.2437313,congruent,0.041981528127623846,3.170525563927154
A028_3,A028,3,72.26,0.33955434,congruent,0.01365001365001365,4.294014757350668
A028_4,A028,4,138.91,-0.26649505,congruent,0.007147451933385748,4.940999358745194
A029_1,A029,1,1.0,2.0094688,congruent,0.5,0.6931471805599453
A029_2,A029,2,28.43,-1.0400926,congruent,0.03397893306150187,3.382014562245381
A029_3,A029,3,93.26,1.1122811,congruent,0.010608953957139825,4.546056921495585
A029_4,A029,4,143.14,0.76615715,congruent,0.006937699458859443,4.970785049496295
A030_1,A030,1,1.0,-0.06886573,congruent,0.5,0.6931471805599453
A030_2,A030,2,32.95,1.0834099,congruent,0.02945508100147275,3.5248888540047054
A030_3,A030,3,71.93,0.44725955,congruent,0.01371177841766077,4.289500076996142
A030_4,A030,4,150.46,0.5109756,congruent,0.006602403274792024,5.020321563685677
A031_1,A031,1,1.0,0.50127923,congruent,0.5,0.6931471805599453
A031_2,A031,2,32.41,-0.14592373,congruent,0.0299311583358276,3.508855256368665
A031_3,A031,3,71.56,-0.8554333,congruent,0.013781697905181918,4.2844138058068815
A031_4,A031,4,143.85,-0.5366472,congruent,0.0069036934760096655,4.975698724215359
A032_1,A032,1,1.0,-0.35136977,congruent,0.5,0.6931471805599453
A032_2,A032,2,57.18,0.803311,congruent,0.017188037126160193,4.063541653067055
A032_3,A032,3,80.16,0.8270539,congruent,0.01232134056185313,4.396422514957614
A032_4,A032,4,144.51,1.7046412,congruent,0.0068723799051611575,4.980244812772187
A033_1,A033,1,1.0,-0.43331796,congruent,0.5,0.6931471805599453
A033_2,A033,2,29.16,0.6877826,congruent,0.033156498673740056,3.4065165431397553
A033_3,A033,3,72.6,0.84835505,congruent,0.013586956521739132,4.298645025734831
A033_4,A033,4,168.33,-0.1874351,congruent,0.005905628063544557,5.131849473677249
A034_1,A034,1,1.0,1.1752179,congruent,0.5,0.6931471805599453
A034_2,A034,2,26.08,0.8730519,congruent,0.03692762186115214,3.298795448044074
A034_3,A034,3,74.28,-0.32315242,congruent,0.013283740701381509,4.3212144952771245
A034_4,A034,4,145.38,0.09952562,congruent,0.006831534362617844,4.986205980173081
A035_1,A035,1,1.0,-0.9139977,congruent,0.5,0.6931471805599453
A035_2,A035,2,44.76,0.81915426,congruent,0.021853146853146856,3.8234103470715426
A035_3,A035,3,79.98,0.21742025,congruent,0.012348728081007655,4.394202210604015
A035_4,A035,4,152.47,-0.7487059,congruent,0.006515931452401121,5.033505108187003
A036_1,A036,1,1.0,0.8550636,congruent,0.5,0.6931471805599453
A036_2,A036,2,21.63,-0.12540075,congruent,0.04418912947414936,3.119276459645446
A036_3,A036,3,71.47,0.28238106,congruent,0.013798813302056023,4.28317268312119
A036_4,A036,4,143.85,-1.0393022,congruent,0.0069036934760096655,4.975698724215359
A037_1,A037,1,1.0,0.22852391,congruent,0.5,0.6931471805599453
A037_2,A037,2,23.7,0.30562398,congruent,0.04048582995951417,3.2068032436339315
A037_3,A037,3,72.08,0.815768,congruent,0.013683634373289545,4.291554731509806
A037_4,A037,4,143.66,-0.58786523,congruent,0.006912760956726116,4.974386161421135
A038_1,A038,1,1.0,0.9585948,congruent,0.5,0.6931471805599453
A038_2,A038,2,71.85,-0.8893782,congruent,0.013726835964310227,4.288402532641213
A038_3,A038,3,72.86,-0.29861468,congruent,0.013539128080151638,4.3021714094244174
A038_4,A038,4,152.89,-0.17653099,congruent,0.006498148027812074,5.0362380614757605
A039_1,A039,1,1.0,1.5005066,congruent,0.5,0.6931471805599453
A039_2,A039,2,28.65,0.20797212,congruent,0.03372681281618887,3.3894621254437345
A039_3,A039,3,98.84,0.2044791,congruent,0.01001602564102564,4.603568904621118
A039_4,A039,4,246.24,0.56958055,congruent,0.004044652968775279,5.510359524791073
A040_1,A040,1,1.0,-0.48951146,congruent,0.5,0.6931471805599453
A040_2,A040,2,26.26,-0.74336016,congruent,0.036683785766691124,3.3054204262683866
A040_3,A040,3,71.28,-1.1314414,congruent,0.01383508577753182,4.280547465724028
A040_4,A040,4,143.53,-0.48939034,congruent,0.006918978758735211,4.97348709846075
A041_1,A041,1,1.0,1.5223323,congruent,0.5,0.6931471805599453
A041_2,A041,2,31.78,-1.1600494,congruent,0.03050640634533252,3.4898185733156835
A041_3,A041,3,75.74,1.2294152,congruent,0.013031013812874642,4.340423084818807
A041_4,A041,4,141.84,-0.07053544,congruent,0.007000840100812097,4.961725122726247
A042_1,A042,1,1.0,-0.94992256,congruent,0.5,0.6931471805599453
A042_2,A042,2,28.93,-0.5381136,congruent,0.03341129301703976,3.3988613218646075
A042_3,A042,3,72.17,-1.0232941,congruent,0.013666803334700014,4.292785500895938
A042_4,A042,4,146.02,-0.9369889,congruent,0.006801795674057951,4.9905686319459415
A043_1,A043,1,1.0,-0.15874355,congruent,0.5,0.6931471805599453
A043_2,A043,2,25.62,0.34835568,congruent,0.037565740045078885,3.2816628129669656
A043_3,A043,3,64.94,-0.17773217,congruent,0.015165301789505611,4.188745237643585
A043_4,A043,4,149.33,0.36557552,congruent,0.006652032195835827,5.012832877639743
A044_1,A044,1,1.0,-0.42967826,congruent,0.5,0.6931471805599453
A044_2,A044,2,47.66,0.29979682,congruent,0.020550760378133994,3.8848573373553763
A044_3,A044,3,91.63,-1.0432105,congruent,0.010795638562020943,4.5286130632659365
A044_4,A044,4,155.27,-0.95710677,congruent,0.00639918090484418,5.0515852804252095
A045_1,A045,1,1.0,0.5991259,congruent,0.5,0.6931471805599453
A045_2,A045,2,24.66,-0.7401306,congruent,0.03897116134060795,3.2449333591874905
A045_3,A045,3,72.23,-1.3838344,congruent,0.013655605626109518,4.2936051730729785
A045_4,A045,4,151.52,-0.50810874,congruent,0.006556517178075006,5.027295734989363
A046_1,A046,1,1.0,-0.8820126,congruent,0.5,0.6931471805599453
A046_2,A046,2,24.32,-1.3599145,congruent,0.03949447077409163,3.2315945972759756
A046_3,A046,3,73.05,-1.5709262,congruent,0.013504388926401082,4.304740540713808
A046_4,A046,4,147.94,-0.717223,congruent,0.006714113065664026,5.003543540282499
A047_1,A047,1,1.0,-1.0092126,congruent,0.5,0.6931471805599453
A047_2,A047,2,23.46,-0.5068236,congruent,0.04088307440719542,3.1970391302590264
A047_3,A047,3,76.85,-0.5343058,congruent,0.012845215157353887,4.354783898280007
A047_4,A047,4,144.22,-1.0075923,congruent,0.006886103842445944,4.978249833952101
A048_1,A048,1,1.0,1.693677,congruent,0.5,0.6931471805599453
A048_2,A048,2,23.91,0.7271685,congruent,0.04014452027298274,3.215269329274089
A048_3,A048,3,81.15,0.8357988,congruent,0.012172854534388313,4.408546844483277
A048_4,A048,4,146.3,-0.4917495,congruent,0.00678886625933469,4.9924713234685845
A049_1,A049,1,1.0,2.279931,congruent,0.5,0.6931471805599453
A049_2,A049,2,27.12,-0.3166686,congruent,0.03556187766714082,3.336481066942464
A049_3,A049,3,111.38,0.49153835,congruent,0.008898380494749955,4.721885985684052
A049_4,A049,4,168.86,1.0439023,congruent,0.005887201224537854,5.134974568351863
A050_1,A050,1,1.0,-0.65952903,congruent,0.5,0.6931471805599453
A050_2,A050,2,24.73,-0.23185472,congruent,0.0388651379712398,3.2476576262936527
A050_3,A050,3,93.39,-0.99920005,congruent,0.010594342621040365,4.547435135336853
A050_4,A050,4,148.69,-0.44994792,congruent,0.006680472977486807,5.008566488927144
A051_1,A051,1,1.0,1.9709882,congruent,0.5,0.6931471805599453
A051_2,A051,2,17.16,-0.11904877,congruent,0.05506607929515418,2.8992213731731473
A051_3,A051,3,65.63,-0.5767097,congruent,0.015008254539996999,4.199154926574446
A051_4,A051,4,146.99,0.17635673,congruent,0.006757213325224677,4.997144703913756
A052_1,A052,1,1.0,0.70940566,congruent,0.5,0.6931471805599453
A052_2,A052,2,31.76,-0.63751054,congruent,0.03052503052503052,3.4892082589848687
A052_3,A052,3,80.98,0.012148218,congruent,0.01219809709685289,4.406475315076191
A052_4,A052,4,153.27,-0.5512451,congruent,0.006482141699617553,5.038704314023848
A053_1,A053,1,1.0,1.3026041,congruent,0.5,0.6931471805599453
A053_2,A053,2,32.71,0.30480924,congruent,0.029664787896766538,3.5177945292459696
A053_3,A053,3,78.28,0.0602048,congruent,0.012613521695257316,4.372985890021733
A053_4,A053,4,148.9,-0.9437242,congruent,0.0066711140760507,5.009968405108552
A054_1,A054,1,1.0,0.054836024,congruent,0.5,0.6931471805599453
A054_2,A054,2,16.9,0.6558441,congruent,0.0558659217877095,2.884800712846709
A054_3,A054,3,72.83,0.8645091,congruent,0.013544629554381687,4.3017651530710745
A054_4,A054,4,136.83,1.0623502,congruent,0.00725531451788435,4.926021041706347
A055_1,A055,1,1.0,-0.48899728,congruent,0.5,0.6931471805599453
A055_2,A055,2,23.24,0.6668252,congruent,0.041254125412541254,3.1880041612011136
A055_3,A055,3,74.48,0.23135751,congruent,0.013248542660307365,4.32386772050035
A055_4,A055,4,149.21,-1.3891442,congruent,0.006657346381732241,5.012034315009963
A056_1,A056,1,1.0,1.474186,congruent,0.5,0.6931471805599453
A056_2,A056,2,33.61,-0.084054,congruent,0.02889338341519792,3.544142657647253
A056_3,A056,3,71.46,-0.08848558,congruent,0.013800717637317142,4.283034685466931
A056_4,A056,4,147.84,-1.1969587,congruent,0.0067186240257995165,5.002871903478422
A057_1,A057,1,1.0,0.15659064,congruent,0.5,0.6931471805599453
A057_2,A057,2,24.78,-1.1784263,congruent,0.038789759503491075,3.2495989975110415
A057_3,A057,3,73.83,0.18975516,congruent,0.013363624214887078,4.315218874092267
A057_4,A057,4,145.06,-0.96282315,congruent,0.006846501437765302,4.984017496191964
A058_1,A058,1,1.0,1.9888922,congruent,0.5,0.6931471805599453
A058_2,A058,2,22.96,-0.28160018,congruent,0.041736227045075125,3.1763857732472487
A058_3,A058,3,66.28,-1.0928406,congruent,0.014863258026159334,4.208863015664693
A058_4,A058,4,143.48,-0.57762057,congruent,0.006921373200442968,4.973141089668675
A059_1,A059,1,1.0,0.41310668,congruent,0.5,0.6931471805599453
A059_2,A059,2,30.4,-0.16240932,congruent,0.03184713375796178,3.4468078929142076
A059_3,A059,3,79.78,1.0853677,congruent,0.012379301807378064,4.391729410135267
A059_4,A059,4,151.93,0.24016263,congruent,0.00653893938403191,5.029980300360032
A060_1,A060,1,1.0,0.14170144,congruent,0.5,0.6931471805599453
A060_2,A060,2,24.87,0.03884568,congruent,0.038654812524159254,3.2530839961979376
A060_3,A060,3,94.68,0.5968047,congruent,0.010451505016722408,4.561009290202322
A060_4,A060,4,143.91,0.2312482,congruent,0.006900835001035125,4.976112860057833
A061_1,A061,1,1.0,2.2994933,congruent,0.5,0.6931471805599453
A061_2,A061,2,35.16,-0.5375559,congruent,0.02765486725663717,3.5879535355239756
A061_3,A061,3,82.55,0.7270554,congruent,0.01196888090963495,4.425445255041403
A061_4,A061,4,146.56,-0.38772622,congruent,0.006776904310111141,4.994234872728475
A062_1,A062,1,1.0,-0.62250435,congruent,0.5,0.6931471805599453
A062_2,A062,2,44.69,0.71979195,congruent,0.02188662727073758,3.8218794555751803
A062_3,A062,3,92.72,-0.2396038,congruent,0.010670081092616303,4.540311613639595
A062_4,A062,4,149.18,-1.1185472,congruent,0.006658676255160474,5.011834574671738
A063_1,A063,1,1.0,1.5583135,congruent,0.5,0.6931471805599453
A063_2,A063,2,21.98,0.57301795,congruent,0.04351610095735422,3.1346242724206097
A063_3,A063,3,69.99,-1.0391557,congruent,0.014086491055078181,4.262539022051294
A063_4,A063,4,141.09,-0.44467676,congruent,0.007037792948131466,4.956460659649984
A064_1,A064,1,1.0,-0.033955097,congruent,0.5,0.6931471805599453
A064_2,A064,2,37.65,0.8330822,congruent,0.0258732212160414,3.654546775033431
A064_3,A064,3,82.99,0.5105676,congruent,0.011906179307060364,4.430697744137536
A064_4,A064,4,156.21,-0.44249845,congruent,0.006360918516633802,5.057582491203423
A065_1,A065,1,1.0,-1.2773031,congruent,0.5,0.6931471805599453
A065_2,A065,2,32.31,0.064162605,congruent,0.030021014710297205,3.5058576522055884
A065_3,A065,3,106.41,-1.6138492,congruent,0.009310120100549298,4.676653287609955
A065_4,A065,4,187.43,-1.7445728,congruent,0.005307010560951016,5.238726585134399
A066_1,A066,1,1.0,-0.34936783,congruent,0.5,0.6931471805599453
A066_2,A066,2,23.35,-0.483148,congruent,0.04106776180698152,3.192531849528599
A066_3,A066,3,73.79,-0.86631346,congruent,0.013370771493515175,4.314684186203576
A066_4,A066,4,164.93,-0.760719,congruent,0.00602663773880552,5.111566012674697
A067_1,A067,1,1.0,-0.35323784,congruent,0.5,0.6931471805599453
A067_2,A067,2,29.91,-0.94394547,congruent,0.03235198964736331,3.431079756144025
A067_3,A067,3,73.19,-0.8267787,congruent,0.013478905512872355,4.306629370201435
A067_4,A067,4,144.19,-1.2339065,congruent,0.00688752668916592,4.978043229495596
A068_1,A068,1,1.0,1.0260569,congruent,0.5,0.6931471805599453
A068_2,A068,2,30.49,0.42495334,congruent,0.031756113051762465,3.4496700351129332
A068_3,A068,3,82.98,-0.061965823,congruent,0.011907597046915932,4.430578675256047
A068_4,A068,4,155.59,-0.30442154,congruent,0.0063861038380484065,5.053630924557352
A069_1,A069,1,1.0,-0.7663394,congruent,0.5,0.6931471805599453
A069_2,A069,2,24.96,-0.6725282,congruent,0.03852080123266564,3.2565568918358894
A069_3,A069,3,79.75,-1.5109428,congruent,0.01238390092879257,4.391357962102766
A069_4,A069,4,140.22,-1.3962642,congruent,0.00708114997875655,4.950318958088201
A070_1,A070,1,1.0,-0.10258464,congruent,0.5,0.6931471805599453
A070_2,A070,2,24.25,-0.30106032,congruent,0.039603960396039604,3.228826155721369
A070_3,A070,3,81.92,-0.8559272,congruent,0.012059816690786299,4.417876287567579
A070_4,A070,4,149.2,-0.83665365,congruent,0.006657789613848203,5.011967739330034
A071_1,A071,1,1.0,1.2530835,congruent,0.5,0.6931471805599453
A071_2,A071,2,30.92,0.3583971,congruent,0.03132832080200501,3.463232772581608
A071_3,A071,3,79.96,-1.6629909,congruent,0.012351778656126484,4.3939552055391555
A071_4,A071,4,153.27,-0.12990214,congruent,0.006482141699617553,5.038704314023848
A072_1,A072,1,1.0,-0.112263314,congruent,0.5,0.6931471805599453
A072_2,A072,2,33.76,1.1146743,congruent,0.028768699654775607,3.548467300397191
A072_3,A072,3,83.54,-0.5818319,congruent,0.011828720132481665,4.437224795138644
A072_4,A072,4,154.89,0.19786991,congruent,0.0064147796523189434,5.04915063032459
A073_1,A073,1,1.0,1.5546312,congruent,0.5,0.6931471805599453
A073_2,A073,2,66.66,-0.46244034,congruent,0.014779781259237365,4.214495163352562
A073_3,A073,3,66.9,0.36895004,congruent,0.014727540500736375,4.21803603456465
A073_4,A073,4,140.12,0.29205632,congruent,0.007086167800453514,4.949610592258481
A074_1,A074,1,1.0,0.18547921,congruent,0.5,0.6931471805599453
A074_2,A074,2,29.33,0.35892135,congruent,0.032970656116056714,3.41213732170049
A074_3,A074,3,73.02,-0.61961347,congruent,0.013509862199405566,4.30433532695801
A074_4,A074,4,147.21,1.3346335,congruent,0.006747183051076176,4.998630186968824
A075_1,A075,1,1.0,0.6350618,congruent,0.5,0.6931471805599453
A075_2,A075,2,28.68,1.2109066,congruent,0.03369272237196765,3.39047341829918
A075_3,A075,3,71.37,-1.8487816,congruent,0.01381788033715628,4.281791848878036
A075_4,A075,4,244.53,-0.0404494,congruent,0.004072822058404269,5.5034191393614815
A076_1,A076,1,1.0,0.04747704,congruent,0.5,0.6931471805599453
A076_2,A076,2,27.3,-0.67410386,congruent,0.0353356890459364,3.342861804649192
A076_3,A076,3,74.88,-1.2256078,congruent,0.013178703215603585,4.3291531450668135
A076_4,A076,4,149.28,-1.1056327,congruent,0.006654245408570668,5.0125002207057685
A077_1,A077,1,1.0,-0.44953594,congruent,0.5,0.6931471805599453
A077_2,A077,2,53.88,-0.08587926,congruent,0.01822157434402332,4.00514898341763
A077_3,A077,3,78.36,0.77865267,congruent,0.012600806451612904,4.373994462976618
A077_4,A077,4,149.75,0.90057325,congruent,0.006633499170812604,5.015622835607295
A078_1,A078,1,1.0,-0.85716176,congruent,0.5,0.6931471805599453
A078_2,A078,2,26.17,0.5926562,congruent,0.0368052999631947,3.3021134234382563
A078_3,A078,3,72.3,-0.6777786,congruent,0.013642564802182811,4.294560608892605
A078_4,A078,4,140.08,-0.75193495,congruent,0.007088176920895945,4.949327105367852
A079_1,A079,1,1.0,0.7172697,congruent,0.5,0.6931471805599453
A079_2,A079,2,26.11,0.38102,congruent,0.03688675765400221,3.299902663510574
A079_3,A079,3,74.0,0.5062731,congruent,0.013333333333333334,4.31748811353631
A079_4,A079,4,194.42,-0.3939758,congruent,0.005117183502200389,5.275151088516197
A080_1,A080,1,1.0,-0.33438247,congruent,0.5,0.6931471805599453
A080_2,A080,2,29.03,1.5502274,congruent,0.0333000333000333,3.402196881995239
A080_3,A080,3,72.87,0.23595619,congruent,0.013537295248409367,4.302306791540646
A080_4,A080,4,145.77,-1.6039006,congruent,0.006813381481229133,4.988866735623107
A081_1,A081,1,1.0,0.45815384,congruent,0.5,0.6931471805599453
A081_2,A081,2,31.39,0.5767118,congruent,0.030873726458783574,3.477849733183238
A081_3,A081,3,80.13,0.91994727,congruent,0.01232589670898558,4.396052806406973
A081_4,A081,4,154.53,0.3316827,congruent,0.006429627724554748,5.046838639056468
A082_1,A082,1,1.0,0.07705856,congruent,0.5,0.6931471805599453
A082_2,A082,2,27.97,1.2108388,congruent,0.03451846738004833,3.366260811781259
A082_3,A082,3,75.71,-0.06594768,congruent,0.01303611002476861,4.3400320779712045
A082_4,A082,4,170.25,-0.003309914,congruent,0.00583941605839416,5.143124477142335
A083_1,A083,1,1.0,1.1311928,congruent,0.5,0.6931471805599453
A083_2,A083,2,25.15,0.25453722,congruent,0.03824091778202677,3.263849190510932
A083_3,A083,3,74.3,-0.093894005,congruent,0.013280212483399735,4.321480134805848
A083_4,A083,4,144.91,0.7881295,congruent,0.0068535398533342475,4.982989993275931
A084_1,A084,1,1.0,0.4756749,congruent,0.5,0.6931471805599453
A084_2,A084,2,27.25,0.2026438,congruent,0.035398230088495575,3.34109345759245
A084_3,A084,3,91.97,1.1289612,congruent,0.010756157900397977,4.532276860467767
