days,difference,se,ci_lower,ci_upper,sig
7.321206,-0.095682,0.025137,-0.144952,-0.046413,1
7.372764,-0.095628,0.025381,-0.145374,-0.045881,1
7.424322,-0.095573,0.025626,-0.145800,-0.045345,1
7.475879,-0.095517,0.025873,-0.146229,-0.044805,1
7.527437,-0.095460,0.026123,-0.146661,-0.044260,1
7.578995,-0.095404,0.026373,-0.147095,-0.043712,1
7.630553,-0.095346,0.026626,-0.147533,-0.043159,1
7.682111,-0.095288,0.026880,-0.147974,-0.042603,1
7.733668,-0.095230,0.027136,-0.148417,-0.042042,1
7.785226,-0.095171,0.027394,-0.148863,-0.041479,1
7.836784,-0.095112,0.027653,-0.149312,-0.040911,1
7.888342,-0.095052,0.027914,-0.149763,-0.040341,1
7.939899,-0.094992,0.028176,-0.150217,-0.039767,1
7.991457,-0.094931,0.028440,-0.150673,-0.039189,1
8.043015,-0.094870,0.028705,-0.151132,-0.038609,1
8.094573,-0.094809,0.028971,-0.151593,-0.038025,1
8.146131,-0.094747,0.029239,-0.152056,-0.037439,1
8.197688,-0.094685,0.029508,-0.152521,-0.036850,1
8.249246,-0.094623,0.029778,-0.152988,-0.036258,1
8.300804,-0.094561,0.030050,-0.153458,-0.035663,1
8.352362,-0.094498,0.030322,-0.153929,-0.035066,1
8.403920,-0.094435,0.030596,-0.154402,-0.034467,1
8.455477,-0.094371,0.030870,-0.154877,-0.033865,1
8.507035,-0.094308,0.031146,-0.155354,-0.033261,1
8.558593,-0.094244,0.031423,-0.155832,-0.032655,1
8.610151,-0.094180,0.031701,-0.156313,-0.032047,1
8.661709,-0.094115,0.031979,-0.156794,-0.031436,1
8.713266,-0.094051,0.032258,-0.157277,-0.030824,1
8.764824,-0.093986,0.032539,-0.157762,-0.030210,1
8.816382,-0.093921,0.032820,-0.158248,-0.029594,1
8.867940,-0.093856,0.033102,-0.158736,-0.028977,1
8.919497,-0.093791,0.033384,-0.159224,-0.028358,1
8.971055,-0.093726,0.033667,-0.159714,-0.027738,1
9.022613,-0.093661,0.033951,-0.160205,-0.027116,1
9.074171,-0.093595,0.034236,-0.160698,-0.026493,1
9.125729,-0.093530,0.034521,-0.161191,-0.025868,1
9.177286,-0.093464,0.034807,-0.161686,-0.025242,1
9.228844,-0.093398,0.035093,-0.162181,-0.024616,1
9.280402,-0.093333,0.035380,-0.162678,-0.023988,1
9.331960,-0.093267,0.035668,-0.163175,-0.023358,1
9.383518,-0.093201,0.035955,-0.163674,-0.022728,1
9.435075,-0.093135,0.036244,-0.164173,-0.022097,1
9.486633,-0.093069,0.036532,-0.164673,-0.021466,1
9.538191,-0.093003,0.036822,-0.165174,-0.020833,1
9.589749,-0.092937,0.037111,-0.165676,-0.020199,1
9.641307,-0.092871,0.037401,-0.166178,-0.019565,1
9.692864,-0.092806,0.037692,-0.166681,-0.018930,1
9.744422,-0.092740,0.037982,-0.167185,-0.018294,1
9.795980,-0.092674,0.038273,-0.167690,-0.017658,1
9.847538,-0.092608,0.038565,-0.168195,-0.017021,1
9.899095,-0.092542,0.038856,-0.168701,-0.016383,1
9.950653,-0.092476,0.039148,-0.169207,-0.015745,1
10.002211,-0.092410,0.039441,-0.169714,-0.015107,1
10.053769,-0.092345,0.039733,-0.170222,-0.014467,1
10.105327,-0.092279,0.040026,-0.170731,-0.013828,1
10.156884,-0.092214,0.040319,-0.171240,-0.013187,1
10.208442,-0.092148,0.040613,-0.171749,-0.012547,1
10.260000,-0.092083,0.040907,-0.172259,-0.011906,1
