UID,TEST,Paradigm,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,latent_calibration
A034,T4,ICR,145.38,-0.009669799,-0.4572434,-0.059374832290514,0.5227804432797442,0.32942202916883334
A035,T1,ICR,1.0,-0.5415187,-0.60153985,-0.6329372733307752,0.2825041310121524,0.40079100866139095
A035,T2,ICR,44.76,1.0356543,-0.30036494,1.067935275473818,0.7840077835436171,0.054632465758808035
A035,T3,ICR,79.98,-0.39255425,-0.5172327,-0.4722893648560711,0.4228888119921121,0.42739007756722913
A035,T4,ICR,152.47,-0.92812026,-1.1555337,-1.0498604521634285,-0.6399828691664763,-0.02403358736197958
A036,T1,ICR,1.0,1.2325392,-1.1819533,1.280262091672255,-0.6839756635809254,-0.96425053995476
A036,T2,ICR,21.63,-0.050014295,-2.1710746,-0.1028835949574863,-2.331018389506105,-1.472694417730787
A036,T3,ICR,71.47,-0.21859926,-1.7060938,-0.2846908786921706,-1.556752134866891,-0.9079676563648873
A036,T4,ICR,143.85,-1.234061,-2.4439359,-1.3797964872255069,-2.7853754227147607,-1.2624499727028877
A037,T1,ICR,1.0,1.258741,-0.20496579,1.3085189299197195,0.9428623912312132,0.061712683250201406
A037,T2,ICR,23.7,0.58575517,-0.6447914,0.5827500231596655,0.2104834892440605,-0.1210239168849062
A037,T3,ICR,72.08,0.20267418,-0.88650185,0.1696235368072571,-0.1920024732487114,-0.2158610967841611
A037,T4,ICR,143.66,-0.4808938,-0.958937,-0.5675574905269715,-0.3126184046908908,-0.004163005881146875
A038,T1,ICR,1.0,1.1368554,-0.27035648,1.1770736977640983,0.8339765950121566,0.043760539562248735
A038,T2,ICR,71.85,-0.15929624,-0.37996697,-0.2207366525044221,0.6514578683002814,0.4746155819297242
A038,T3,ICR,72.86,0.93710977,-0.39911762,0.96166178111914,0.619569020310415,-0.00858580329424874
A038,T4,ICR,152.89,-0.112696126,-0.33283436,-0.1704816362989934,0.729941086136525,0.5049712178573605
A039,T1,ICR,1.0,2.1386986,-0.043055825,2.2574926480546185,1.212467979654039,-0.13792277705501577
A039,T2,ICR,28.65,0.99968016,0.031228688,1.029139641010856,1.3361633917188127,0.42179038593135687
A039,T3,ICR,98.84,0.8152755,-0.39068496,0.8302719048362929,0.633610727139699,0.05180029438687067
A039,T4,ICR,246.24,0.87478536,-0.4349311,0.8944491937305387,0.559933936399001,-0.020288344911544798
A040,T1,ICR,1.0,-0.49256238,-0.43131572,-0.5801412510944745,0.5659541134293161,0.5608076046111804
A040,T2,ICR,26.26,-0.38509324,-0.51520383,-0.4642431789935459,0.4262672000374891,0.4263937818519158
A040,T3,ICR,71.28,-1.3090754,-0.96728,-1.4606943555792302,-0.3265108135010072,0.3366178812189085
A040,T4,ICR,143.53,-1.4733402,-1.0584334,-1.6378426386495573,-0.4782955788410601,0.30921125641218156
A041,T1,ICR,1.0,1.4855708,-0.18628882,1.5531392601376703,0.973962487428538,-0.014224217265615513
A041,T2,ICR,31.78,-0.81649363,-0.5114481,-0.9294788131913132,0.4325210819193564,0.612506251696352
A041,T3,ICR,75.74,0.18753728,-0.46411788,0.1532994317889742,0.5113333515241445,0.2388694385121911
A041,T4,ICR,141.84,0.48835725,-0.22304514,0.477713068787085,0.9127574264438254,0.3677581679737597
A042,T1,ICR,1.0,-0.6895237,-0.6666075,-0.7925504810041399,0.1741562472636722,0.39420868278494825
A042,T2,ICR,28.93,-0.9664004,-1.0852448,-1.0911429489411415,-0.5229407819540356,0.06673554902431061
A042,T3,ICR,72.17,-0.6056565,-0.8890183,-0.7021054770476276,-0.1961927587755264,0.12272385258627821
A042,T4,ICR,146.02,-1.1014373,-1.3952959,-1.2367709531522657,-1.0392246886094687,-0.2053596392272774
A043,T1,ICR,1.0,0.899163,0.17169975,0.9207388009458796,1.5700698305651757,0.6133293286803315
A043,T2,ICR,25.62,0.034321833,0.1740402,-0.0119328844218187,1.5739670483764707,0.9809268895751455
A043,T3,ICR,64.94,0.037855305,-0.2980961,-0.0081222780224132,0.7877857594281604,0.47828532831098824
A043,T4,ICR,149.33,-0.11178535,-0.46929908,-0.1694994270571981,0.5027058376170397,0.3597360193329837
A044,T1,ICR,1.0,-0.4346427,-1.0690849,-0.5176788619034683,-0.4960320036811603,-0.14060567133871887
A044,T2,ICR,47.66,-0.3329901,-0.81294227,-0.4080535279327412,-0.069514188787431,0.0883622631896949
A044,T3,ICR,91.63,-1.7054782,-1.1340299,-1.8881874972886543,-0.6041756558653877,0.32697181483030996
A044,T4,ICR,155.27,-0.9379744,-2.119675,-1.0604874640499349,-2.2454299613775595,-1.043262734488018
A045,T1,ICR,1.0,-0.45263797,-0.87704515,-0.5370855222706741,-0.176255578559196,0.0708323564723232
A045,T2,ICR,24.66,-0.82860243,-0.7881214,-0.9425373207354858,-0.0281835315822586,0.32394295824711933
A045,T3,ICR,72.23,-0.43453157,-0.6262521,-0.5175590158457761,0.2413543432118648,0.3293929880346992
A045,T4,ICR,151.52,-0.81670034,-1.0574354,-0.9297017357017568,-0.4766337516814657,0.03305443661332952
A046,T1,ICR,1.0,-0.7534626,-0.7581929,-0.8615041847581112,0.0216521338946164,0.3239885439117375
A046,T2,ICR,24.32,-1.6854773,-1.0695574,-1.866617902982015,-0.4968187905878822,0.3869623958028578
A046,T3,ICR,73.05,-2.0226305,-1.9490595,-2.2302144282976424,-1.9613282862795836,-0.4042492490280244
A046,T4,ICR,147.94,-1.145097,-1.3031299,-1.2838549352005533,-0.885753784810693,-0.0890979111481256
A047,T1,ICR,1.0,-0.2947177,-0.89648384,-0.3667793782124068,-0.2086240585080299,-0.01647067309141495
A047,T2,ICR,23.46,-0.074646346,-0.9240137,-0.1294475669292705,-0.2544656106601659,-0.13860064748370005
A047,T3,ICR,76.85,-1.0434045,-1.6775217,-1.1741865718255076,-1.5091750889884863,-0.529428588767531
A047,T4,ICR,144.22,-1.3391343,-2.510875,-1.49311081075394,-2.896839565418975,-1.2891433913015211
A048,T1,ICR,1.0,1.3396158,-0.24209942,1.395736836395459,0.8810290496797808,-0.011846089087963585
A048,T2,ICR,23.91,-0.045005087,-0.38026553,-0.0974815088334832,0.6509607188846818,0.426047943959725
A048,T3,ICR,81.15,-0.04359406,-0.5911359,-0.0959598133124959,0.2998283461194291,0.20162355776107205
A048,T4,ICR,146.3,0.53243536,-0.7187459,0.525248277227877,0.0873376007929335,-0.17701281071908123
A049,T1,ICR,1.0,2.1185856,-0.002109209,2.235802161612036,1.2806505433437014,-0.08596874502916041
A049,T2,ICR,27.12,-0.50056607,-0.68199086,-0.5887726799929793,0.1485405303760788,0.2981070292790886
A049,T3,ICR,111.38,0.64186585,-0.3457687,0.6432615303353265,0.7084033732072381,0.17268574139760812
A049,T4,ICR,168.86,-0.14295964,-0.4569367,-0.2031187535923807,0.5232911470771867,0.38601905576535006
A050,T1,ICR,1.0,-0.081971474,-0.29996568,-0.1373472134053894,0.7846726143169033,0.5268885869445112
A050,T2,ICR,24.73,-0.26677322,-0.38186345,-0.3366431795058482,0.6482999304529592,0.5179765258759171
A050,T3,ICR,93.39,-0.98047173,-1.0657756,-1.1063179100406346,-0.4905214980506536,0.09334170907259026
A050,T4,ICR,148.69,-0.5670056,-1.2356269,-0.6604231411234193,-0.7733506598065832,-0.2615017913052793
A051,T1,ICR,1.0,1.7813605,-0.18016803,1.87212809709414,0.984154566647149,-0.13260195829336552
A051,T2,ICR,17.16,0.20063995,-0.22097383,0.1674297597359055,0.916206483772422,0.491423470669064
A051,T3,ICR,65.63,-0.3531045,-0.8461124,-0.4297455241789837,-0.1247476786885105,0.06164554906040093
A051,T4,ICR,146.99,-0.077873945,-0.54821783,-0.1329283103465425,0.3712936911729101,0.26165108050269226
A052,T1,ICR,1.0,0.66354376,-0.29376572,0.6666396645250804,0.794996524052774,0.21873254096211098
A052,T2,ICR,31.76,-0.25498182,-0.7636299,-0.3239269660200896,0.0125986727055233,0.10777190385389812
A052,T3,ICR,80.98,0.36897573,-1.0018288,0.3489683145955242,-0.3840400060575154,-0.4084832283677956
A052,T4,ICR,153.27,-0.78321314,-0.8222356,-0.8935880948923279,-0.0849890467003303,0.2685702174486999
A053,T1,ICR,1.0,1.2605083,-0.35195634,1.310424841354611,0.6980999782114539,-0.09505677616241681
A053,T2,ICR,32.71,1.0534477,-1.0529191,1.08712423293752,-0.469113400979185,-0.7516792443290629
A053,T3,ICR,78.28,-0.6444452,-1.32056,-0.7439364207892569,-0.9147776461077334,-0.31896119393353745
A053,T4,ICR,148.9,-0.034559526,-1.4939585,-0.0862166900965635,-1.2035134544573638,-0.7604930617047592
A054,T1,ICR,1.0,0.31915054,0.018241584,0.2952352758547055,1.314537818420539,0.6953069832275587
A054,T2,ICR,16.9,0.45086184,-0.16632122,0.4372768493139053,1.0072116858172326,0.4437974424464911
A054,T3,ICR,72.83,0.7501586,-0.29337016,0.7600478091452977,0.7956551937434044,0.18258589214208382
A054,T4,ICR,136.83,1.2492504,-0.36501944,1.2982839709065452,0.6763478596057447,-0.10416983382247397
A055,T1,ICR,1.0,0.041222192,-0.29095507,-0.0044913220821155,0.7996766989085997,0.48444377439519987
A055,T2,ICR,23.24,1.2471511,-0.7417865,1.2960200203179253,0.0489713734849667,-0.5032035557476973
A055,T3,ICR,74.48,-0.31288907,-1.0013765,-0.3863759503114544,-0.3832868553317792,-0.1201376764305487
A055,T4,ICR,149.21,-1.554973,-1.1663964,-1.7258779959642307,-0.6580709752651998,0.2290769892262463
A056,T1,ICR,1.0,0.9120589,-0.7228321,0.9346461416764964,0.080533434320454,-0.34161722867104166
A056,T2,ICR,33.61,-0.018810825,-1.0327523,-0.0692327998002983,-0.4355325032215614,-0.2775937007147509
A056,T3,ICR,71.46,0.29311848,-0.9402596,0.2671614905167407,-0.281517592475852,-0.31110555980498783
A056,T4,ICR,147.84,-1.1334265,-1.0987018,-1.2712691040451731,-0.5453488060889675,0.12296563934160315
A057,T1,ICR,1.0,-0.05232748,-0.44764313,-0.1053782058003086,0.53876640462788,0.35762120645303264
A057,T2,ICR,24.78,-0.85586286,-0.5260172,-0.97193581858931,0.4082612361569848,0.6136625151168302
A057,T3,ICR,73.83,-0.5226535,-0.966214,-0.6125924533219946,-0.3247357556331438,0.005742662427601547
A057,T4,ICR,145.06,-1.2877662,-1.3748393,-1.4377138497520403,-1.0051612282157223,-0.10498276805159801
A058,T1,ICR,1.0,1.6296768,-0.27845326,1.7085476646170992,0.8204941812754224,-0.17289008619009094
A058,T2,ICR,22.96,-0.682836,-0.7241232,-0.7853382567620052,0.0783835495050709,0.33033518034614007
A058,T3,ICR,66.28,-0.061592907,-0.5478489,-0.1153703312280536,0.3719080177199935,0.2551692540659688
A058,T4,ICR,143.48,-0.7328553,-1.035808,-0.8392806297803244,-0.4406207249165239,0.02061369492880566
A059,T1,ICR,1.0,0.8768439,-0.5294735,0.8966691874640202,0.4025059523777199,-0.12150958650064991
A059,T2,ICR,30.4,1.4401908,-0.51880234,1.5042000529202295,0.4202751142137695,-0.34801297138644266
A059,T3,ICR,79.78,2.004653,-0.5818962,2.112933692678105,0.3152139016369687,-0.6532852037972041
A059,T4,ICR,151.93,0.0840155,-0.9557781,0.0416583158141329,-0.3073583387445552,-0.239299895372177
A060,T1,ICR,1.0,-0.034585696,-0.4132212,-0.0862449126406992,0.5960843386555928,0.38666830199653734
A060,T2,ICR,24.87,0.75584376,-0.2854983,0.7661788629862916,0.8087630802609644,0.1885413647506466
A060,T3,ICR,94.68,-0.2604367,-0.3277675,-0.3298096787275879,0.7383782059379905,0.5727216447517828
A060,T4,ICR,143.91,0.36166513,-0.25239906,0.3410843355676744,0.8638785271486735,0.3900864976049935
A061,T1,ICR,1.0,2.3680613,0.3327923,2.504844536623408,1.8383142942909476,0.16419088545475502
A061,T2,ICR,35.16,0.9821358,0.32823777,1.0102192560496974,1.830730284618415,0.7444579147288447
A061,T3,ICR,82.55,0.64583325,-0.30896977,0.6475400982223798,0.769679386551941,0.21007109145883185
A061,T4,ICR,146.56,-0.63718915,-0.1905777,-0.7361112701825995,0.966820826839118,0.8773969903304288
A062,T1,ICR,1.0,1.4751632,-0.31612659,1.541915379726999,0.7577621542349786,-0.14764690737031577
A062,T2,ICR,44.69,0.39018252,-0.7093246,0.3718383782849633,0.1030255489078503,-0.10695713414939698
A062,T3,ICR,92.72,-0.94510424,-1.060009,-1.0681765058566162,-0.4809192009579509,0.0845314479169878
A062,T4,ICR,149.18,-0.8798419,-1.3705329,-0.9977955631339396,-0.997990394067348,-0.2726266870123624
A063,T1,ICR,1.0,1.2077117,-1.3331038,1.2534873414036125,-0.935665048436912,-1.1142079569505676
A063,T2,ICR,21.98,1.3568763,-2.0105996,1.41435109788018,-2.0638022437787376,-1.8963103315957865
A063,T3,ICR,69.99,0.070884176,-2.1341403,0.0274970865,-2.2695169637940733,-1.4845306141831625
A063,T4,ICR,141.09,-1.0678395,-2.4717011,-1.2005380378536734,-2.831608853026956,-1.362095751326526
A064,T1,ICR,1.0,1.2809386,-0.20016147,1.3324575140124886,0.950862340589312,0.0574409910455741
A064,T2,ICR,37.65,0.7598011,-0.6163195,0.7704465818556144,0.2578936863435155,-0.16428000620744987
A064,T3,ICR,82.99,0.16164199,-0.77412903,0.1253731434843088,-0.0048840320901805,-0.07926007357040793
A064,T4,ICR,156.21,-0.7334007,-0.8704908,-0.83986880614913,-0.1653415536659217,0.19632015178014417
A065,T1,ICR,1.0,-1.8375293,-0.5981998,-2.0305955216648326,0.2880658402350014,0.9514780368599358
A065,T2,ICR,32.31,-0.0030232137,-1.6685569,-0.0522069474230593,-1.494247285260699,-0.9591346143455893
A065,T3,ICR,106.41,-1.2474006,-2.0889993,-1.39418232787332,-2.194350090235705,-0.8800703278879428
A065,T4,ICR,187.43,-2.2587807,-2.2364256,-2.484886168540922,-2.439838095624997,-0.6095780215333052
A066,T1,ICR,1.0,-0.14587693,-0.77596503,-0.2062648501067784,-0.0079412612134422,0.048617534017659905
A066,T2,ICR,23.35,-0.5350211,-0.7945988,-0.6259300588570854,-0.0389694226078668,0.19312516449647713
A066,T3,ICR,73.79,-1.1306067,-0.92539597,-1.268228143787092,-0.256767307882503,0.3057309408441694
A066,T4,ICR,164.93,-1.4549768,-1.0373929,-1.6180389754098758,-0.4432598329979277,0.32379218193786097
A067,T1,ICR,1.0,0.20703617,-0.7445105,0.1743276428559658,0.0444354845243103,-0.06698567179753442
A067,T2,ICR,29.91,-1.5590602,-1.4943105,-1.7302857599073582,-1.2040995898884033,-0.11726244177705225
A067,T3,ICR,73.19,-1.4660316,-1.3566617,-1.629960816484079,-0.9748926617064604,-0.010429143508225769
A067,T4,ICR,144.19,-1.5478401,-1.2693241,-1.7181856541581204,-0.8294618042577703,0.11681289582625654
A068,T1,ICR,1.0,1.4069263,-0.00913743,1.4683265787359072,1.2689474486128078,0.20701505351325344
A068,T2,ICR,30.49,-0.21608391,-0.060993813,-0.281978246808645,1.1825984048575675,0.8371644103740683
A068,T3,ICR,82.98,0.7251277,-0.47176874,0.7330537059734371,0.4985934648084585,0.0037918277110951526
A068,T4,ICR,155.59,-0.44046012,-0.53964925,-0.5239525490531133,0.3855617262061341,0.423820598574864
A069,T1,ICR,1.0,-0.8156367,-0.81429595,-0.9285546731551556,-0.0717682791575711,0.29068614920140845
A069,T2,ICR,24.96,-1.003427,-1.7218459,-1.1310735890900463,-1.5829818619216474,-0.5933540342266085
A069,T3,ICR,79.75,-0.15258345,-2.1277711,-0.2134973704238324,-2.2589112428072107,-1.3834278387222285
A069,T4,ICR,140.22,-1.1634574,-1.630314,-1.3036553631466772,-1.4305668344774796,-0.4286367113382109
A070,T1,ICR,1.0,0.17281204,-0.3825703,0.1374192737526907,0.6471229138920782,0.33164485681222344
A070,T2,ICR,24.25,0.050464932,-0.61641556,0.0054763369773142,0.2577337313165109,0.1350811801092251
A070,T3,ICR,81.92,-1.109818,-1.0403204,-1.2458089613921777,-0.4481345815046538,0.17496777837053668
A070,T4,ICR,149.2,-1.0831009,-1.2344764,-1.2169964075546045,-0.7714348961321208,-0.04239867450936413
A071,T1,ICR,1.0,0.5489096,-0.026015846,0.5430146114083496,1.240842228051953,0.5513316075097463
A071,T2,ICR,30.92,0.40938142,-0.96263194,0.3925430707804882,-0.3187710616498804,-0.3839358832693779
A071,T3,ICR,79.96,-0.70280397,-1.1181917,-0.8068723383296922,-0.5778025587520726,-0.0795194980041562
A071,T4,ICR,153.27,0.24814038,-0.9473008,0.2186557047929247,-0.2932422992856078,-0.2995908770381956
A072,T1,ICR,1.0,1.2745856,0.039993748,1.325606240688284,1.3507585968926348,0.31503619699217433
A072,T2,ICR,33.76,1.3061616,-0.39086843,1.359658783815166,0.6333052206978446,-0.1556337029917541
A072,T3,ICR,83.54,-0.58761966,-0.5614795,-0.6826539862960228,0.3492109222474808,0.4627757482085167
A072,T4,ICR,154.89,0.10019777,-0.57266223,0.05910978044125,0.330589915802179,0.16052731992685187
A073,T1,ICR,1.0,1.1698031,-0.71579367,1.2126055249487186,0.092253528644005,-0.44295912575676044
A073,T2,ICR,66.66,0.213315,-1.3146936,0.18109892893911,-0.9050091662990716,-0.6748581821389028
A073,T3,ICR,66.9,1.063813,-0.8243161,1.098302495709026,-0.0884534068261181,-0.5134041867701136
A073,T4,ICR,140.12,1.2432824,-1.3176999,1.2918478935889233,-0.9100151292147916,-1.1128744807264295
A074,T1,ICR,1.0,1.3506466,-0.20255348,1.4076327951212004,0.9468792672586294,0.025473096622881886
A074,T2,ICR,29.33,-0.031553622,-0.636926,-0.0829750294810559,0.223580618844335,0.14793642620619613
A074,T3,ICR,73.02,-0.53760165,-0.68169385,-0.6287130044539335,0.1490350987975928,0.31405774275703213
A074,T4,ICR,147.21,-0.6315205,-0.59078276,-0.7299980212404853,0.3004163798299895,0.4502055412449299
A075,T1,ICR,1.0,0.9588991,-0.38858426,0.98516007411163,0.6371087234464725,-0.006604036035416372
A075,T2,ICR,28.68,0.5673783,-0.6431891,0.5629318334519094,0.2131515710655217,-0.11156491987781954
A075,T3,ICR,71.37,-1.399464,-1.4971204,-1.5581722406716576,-1.208778515876123,-0.18762234965575553
A075,T4,ICR,244.53,-0.7930459,-0.92612106,-0.9041920499200794,-0.2579746969157199,0.1624519654261698
A076,T1,ICR,1.0,0.024194812,-0.7772405,-0.0228541796887727,-0.0100651196174983,-0.024536150141874297
A076,T2,ICR,27.3,-1.0196363,-1.0214627,-1.148554203712119,-0.4167335413969551,0.15691196237717814
A076,T3,ICR,74.88,-1.6319014,-1.3607582,-1.8088399816078216,-0.981713979300928,0.05524850475907528
A076,T4,ICR,149.28,-1.6889011,-1.7398529,-1.8703102356763968,-1.6129663525657525,-0.32307838353724005
A077,T1,ICR,1.0,0.620659,-0.18726541,0.6203914019400162,0.9723363112904736,0.34988228568033125
A077,T2,ICR,53.88,-0.054946523,-0.6217643,-0.1082026634487966,0.248827236926121,0.17390570667200222
A077,T3,ICR,78.36,-0.40346828,-0.84871817,-0.4840593951722316,-0.1290866960809518,0.08014191903209368
A077,T4,ICR,149.75,0.047804616,-0.51105994,0.0026073692384894,0.4331674294446752,0.24803418522377169
A078,T1,ICR,1.0,-0.5550404,-1.2126508,-0.6475194962975461,-0.7350918351557244,-0.2421651676582474
A078,T2,ICR,26.17,0.33242676,-1.0540794,0.3095527655339548,-0.4710454831968979,-0.4485146925821162
A078,T3,ICR,72.3,-0.71275437,-0.94721496,-0.8176031600021563,-0.293099362167993,0.10616483116607833
A078,T4,ICR,140.08,-0.96229225,-1.6853855,-1.0867125918646692,-1.5222695543368017,-0.5720190989552971
A079,T1,ICR,1.0,0.7266939,-0.64858377,0.7347427448968386,0.204168595992326,-0.18454997398898754
A079,T2,ICR,26.11,0.33964783,-0.5477344,0.3173401926177283,0.3720986782508287,0.0858974614494134
A079,T3,ICR,74.0,-0.95795447,-0.8418314,-1.0820345946349716,-0.1176191395399899,0.32154143681102526
A079,T4,ICR,194.42,-0.64385366,-1.002122,-0.7432984856055327,-0.3845282302290515,0.018795591830433944
A080,T1,ICR,1.0,0.4963262,-0.1290965,0.4863070329861908,1.0691967065630217,0.46411581846035066
A080,T2,ICR,29.03,0.06484385,-0.4253731,0.0209830105684245,0.5758495115406878,0.3317930987285082
A080,T3,ICR,72.87,0.17949885,-0.72171897,0.14463053819107,0.0823869710600926,-0.031168031077290867
A080,T4,ICR,145.77,-0.7201712,-1.267292,-0.8256017007748873,-0.8260780377537507,-0.23045025754444493
A081,T1,ICR,1.0,0.59079283,-0.12206005,0.5881827928077706,1.080913503874773,0.4317033327645813
A081,T2,ICR,31.39,-0.37425303,-0.46310452,-0.4525527584675306,0.5130207555025478,0.47711822409801896
A081,T3,ICR,80.13,1.4981886,-0.7616656,1.5667466891554802,0.015869541532769,-0.6302857145399087
A081,T4,ICR,154.53,0.28968403,-0.87593764,0.2634576725302281,-0.1744114000045642,-0.2413809788629161
A082,T1,ICR,1.0,0.3937965,-0.25550312,0.3757358070222856,0.858709778438242,0.37322666546563155
A082,T2,ICR,27.97,1.6726893,-0.39980993,1.754933686001854,0.6184162151392139,-0.3198630661957493
A082,T3,ICR,75.71,0.26070443,-0.7288765,0.2322051681344911,0.0704685564813232,-0.07304827133841015
A082,T4,ICR,170.25,-0.24990185,-1.0825795,-0.3184485679485078,-0.518502637737135,-0.23292228349785146
A083,T1,ICR,1.0,1.8757206,-0.025263725,1.9738889716414825,1.2420946279568643,-0.008014901388306517
A083,T2,ICR,25.15,0.7406226,-0.54452056,0.7497638893562825,0.3774502279488155,-0.07997224752449511
A083,T3,ICR,74.3,0.15675685,-0.34181762,0.1201048561606814,0.7149825436017574,0.38167993407501477
A083,T4,ICR,144.91,0.41007304,-0.57316786,0.3932889353573001,0.3297479622283257,0.029169396227491318
A084,T1,ICR,1.0,1.0363737,-1.274621,1.0687110988689752,-0.8382819768846798,-0.9797968809760865
A084,T2,ICR,27.25,-0.08566386,-1.6068318,-0.1413291976182756,-1.391465273628754,-0.8587276932518124
A084,T3,ICR,91.97,0.1501421,-1.0829709,0.1129713034735601,-0.5191543803726714,-0.4022258123470374
A084,T4,ICR,162.51,-0.5393467,-1.6272607,-0.6305949207949382,-1.4254826091604558,-0.6888789704394305
A085,T1,ICR,1.0,0.075853765,-0.2159739,0.0328564462588478,0.9245321545841162,0.5494121128543271
A085,T2,ICR,24.51,1.2179971,0.0018695894,1.2645794375233623,1.2872758692391633,0.2984594309702482
A085,T3,ICR,71.4,-0.22426121,-0.20279258,-0.2907969021453391,0.946481128106466,0.6901041268587063
A085,T4,ICR,170.65,-0.3583133,-0.7182862,-0.4353628565402487,0.0881030736839812,0.19952589002361765
A086,T1,ICR,1.0,0.88108736,-0.089438975,0.9012454670642608,1.135232730738667,0.34377427796948185
A086,T2,ICR,23.47,0.30652004,-0.3671582,0.2816141507608342,0.67278648740549,0.29155603954621223
A086,T3,ICR,145.29,-0.82387006,-0.99149674,-0.9374337853441328,-0.3668354991210835,0.10607199947604118
A086,T4,ICR,169.55,-0.6613363,-1.0220482,-0.7621523097938957,-0.4177084910983001,0.005025608000287118
A087,T1,ICR,1.0,0.58175397,-0.027251702,0.5784350042985278,1.238784333196094,0.5361537735360123
A087,T2,ICR,31.07,1.1760826,-0.32928872,1.2193775335807575,0.7358451350845655,-0.03535387603964846
A087,T3,ICR,72.8,0.65625054,-0.40278393,0.6587744286312421,0.6134640368099215,0.10609399607293618
A087,T4,ICR,144.2,0.28195977,-0.3757158,0.2551275896580071,0.6585367358013365,0.29284126414682254
A088,T1,ICR,1.0,1.5454081,-0.24900883,1.6176696705394364,0.8695237939735951,-0.10606021166812751
A088,T2,ICR,24.25,2.4344504,-0.44576445,2.576440612469141,0.5418947026721553,-0.6902371464863526
A088,T3,ICR,74.91,1.1459264,-0.6874645,1.186856147051657,0.1394260578171184,-0.4028089661806761
A088,T4,ICR,149.93,2.3584166,-0.118626684,2.494443391364482,1.0866305989325165,-0.3108967689717058
A089,T1,ICR,1.0,1.0743129,-0.16793996,1.109625915318158,1.00451622880689,0.1788745218311476
A089,T2,ICR,32.14,1.006568,-0.23728788,1.0365677024705424,0.8890410214748456,0.13386518475822134
A089,T3,ICR,79.34,1.1093498,-0.50369817,1.1474108009364203,0.4454259357860453,-0.19230822231090317
A089,T4,ICR,146.96,0.019611612,-0.67345893,-0.0277968455001208,0.1627475373878606,0.0875578683676933
A090,T1,ICR,1.0,0.06928799,-1.7896047,0.0257757097390573,-1.6958109342077452,-1.118148889035959
A090,T2,ICR,23.54,-0.5618887,-1.3877722,-0.6549049165881411,-1.0266965433182456,-0.42515688163212373
A090,T3,ICR,95.42,-1.2942528,-2.2462232,-1.4447092014826848,-2.456152642497585,-1.0271761135021202
A090,T4,ICR,144.07,-0.66221637,-2.0635138,-0.7631014047276959,-2.151912719418227,-1.1000681568695927
A091,T1,ICR,1.0,0.37353247,-0.51421577,0.3538824451176925,0.4279124755317866,0.10717065683245175
A091,T2,ICR,22.2,-0.38569748,-0.76323134,-0.4648948102533313,0.0132623378685773,0.16337968360404875
A091,T3,ICR,73.64,-0.9121887,-0.97291255,-1.032679361018935,-0.3358898962342471,0.1630840336646187
A091,T4,ICR,142.61,-0.82411695,-0.5974593,-0.9377000392196266,0.2892988893449008,0.5244278935121574
A092,T1,ICR,1.0,-0.018687323,-0.41074193,-0.0690996113919737,0.6002127136275044,0.3825880504278859
A092,T2,ICR,22.83,-0.92986196,-0.49468276,-1.05173875575996,0.4604380131336194,0.6781629876288626
A092,T3,ICR,71.31,-0.65643394,-0.9305366,-0.7568654518852467,-0.2653272663508657,0.1000910924965494
A092,T4,ICR,146.16,-0.845883,-1.4550121,-0.9611732263341084,-1.1386615653908032,-0.3766338254294777
A093,T1,ICR,1.0,0.5201135,-0.12849993,0.5119599991352306,1.0701900895576095,0.45470667366855655
A093,T2,ICR,22.09,0.55581963,-1.9648439,0.5504666032560519,-1.987611797920768,-1.5095577287860253
A093,T3,ICR,70.22,-0.043852262,-2.1705863,-0.096238266401565,-2.3302052931112858,-1.474777559844566
A093,T4,ICR,140.95,-0.121557094,-2.255066,-0.180037580527709,-2.4708772970134776,-1.5316437263233769
A094,T1,ICR,1.0,-0.73902184,-0.8326643,-0.8459308188256007,-0.1023544744551022,0.238844248062226
A094,T2,ICR,22.98,-0.29991186,-0.86961484,-0.3723809223411097,-0.1638829423245206,0.014242307723650677
A094,T3,ICR,76.21,-1.2893258,-1.1131772,-1.4393957710296146,-0.5694526265959744,0.17341730387113186
A094,T4,ICR,149.99,-1.1009582,-1.2576878,-1.2362542767710871,-0.8100855323367399,-0.05949756743451334
A095,T1,ICR,1.0,1.8624213,-0.11931944,1.9595465917704624,1.0854770511010818,-0.10223587265926404
A095,T2,ICR,29.71,0.055583816,-0.9325416,0.0109967011200652,-0.2686659070873253,-0.20263236348877
A095,T3,ICR,78.76,-0.016563427,-0.5815086,-0.0668091357099047,0.3158593166741016,0.20043084536790268
A095,T4,ICR,148.79,-0.25386304,-0.9078115,-0.3227204387778963,-0.2274863962261172,-0.04574220298481568
A096,T1,ICR,1.0,-0.405043,-0.45224208,-0.4857576223293371,0.5311084286603281,0.5016468970095285
A096,T2,ICR,24.49,-0.70250136,-0.75515527,-0.8065459942685184,0.0267102661940138,0.30569834045791133
A096,T3,ICR,71.19,-1.5279682,-0.8748445,-1.6967551774744658,-0.1725911497628418,0.5271444951588662
A096,T4,ICR,143.66,-2.1239834,-0.687439,-2.339516556441947,0.1394685193327193,0.9776883644296925
A097,T1,ICR,1.0,0.17421606,-1.0440743,0.1389334127063582,-0.4543854161483425,-0.37110235009730547
A097,T2,ICR,24.37,-0.18929343,-2.158307,-0.2530865576906482,-2.309758324934124,-1.4003422260925873
