UID,Total_Intercept_What,Total_Intercept_Where,Total_Slope_What,Total_Slope_Where
A045,-0.7732777026575538,-0.9093694883845844,-0.0059008797965502,-0.0625411287460105
A046,-0.9132401870485162,-0.9219943096096344,0.0191026772372508,-0.0633056585319893
A047,-0.7741863481170635,-0.8159132846142282,0.0264621438208129,-0.0353382296902687
A048,0.2713982349393243,0.2211245296954202,-0.0340808768847579,0.0187607231334495
A049,0.336972638262202,0.4387198832962912,0.0332463036200301,0.0283264197269917
A050,-0.6739989617095148,-0.5729221082607142,0.0016366349128444,-0.0295557234760911
A051,-0.1904063852232405,-0.0010926009794809,0.0366487755661847,0.0580604000859875
A052,0.2172565693803289,-0.1260169513757403,0.007461455010155,-0.0141932813343661
A053,0.311154835218325,0.3321695133376339,-0.0042243672749622,0.0359240132435517
A054,0.7521320287813708,0.8535448956121235,-0.0956149055186474,-0.0862149950246541
A055,0.1311855837166555,0.0518334038552718,-0.0281747725063857,0.0010920079175261
A056,-0.0611496273817808,-0.1211906766735307,0.0053213999934282,0.0176354891960796
A057,-0.2600736876041129,-0.4438210332361031,0.0115838818436958,0.0090540089441479
A058,-0.2576869494172146,-0.2049969445984079,0.0299865622740925,0.0236801445875359
A059,0.8531984470083666,0.800257928950994,-0.0492010017341758,-0.0418273036809322
A060,0.3181176851664281,0.0995455054320959,-0.045100455354506,-0.0420019619489052
A061,0.6572760956624486,0.670230807286424,0.0583080737611596,0.0905860281379406
A062,0.0816291257798163,0.130631457918201,0.0395429621166312,0.0596802205836071
A063,0.1874736950705574,0.2320824359951055,0.0018068459341422,0.0179777891262681
A064,0.4425430058475439,0.1569002666832426,-0.0160691285740059,0.0001400850001238
A065,-1.5124648342407363,-1.459283349622014,0.0110792337192205,-0.0671082190621646
A066,-0.386279925098558,-0.4870133662443511,0.0457263481427182,0.0199726505010041
A067,-0.6221744440491462,-0.7450370223733827,0.0675660183814783,0.0285931570740555
A068,0.3167280868083295,0.2960108702699277,0.0222039488177441,0.0106646978800131
A069,-0.7024154270326876,-1.0266858244349617,-0.0040223679352167,-0.0574696712848527
A070,-0.0593760528901407,-0.2249538127823456,0.0073794672743386,0.0349406486618792
A071,0.0639373564265203,0.1999216689198365,0.0092656995028212,0.0174409293541192
A072,-0.0760992380423029,0.1032514779059817,0.0315167649560189,0.0174110055929267
A073,0.1641137724475561,0.4037291032735011,-0.031905008049568,-0.0317529259534981
A074,-0.4883624793822252,-0.1029418737390923,0.0658750588433031,0.05001792346179
A075,-0.2957586499151232,-0.1418781480420602,0.0152893821939585,0.0317797249806055
A076,-0.9852146135667412,-0.9291636164560684,0.0616535296166632,0.0038231730514277
A077,0.4552561653505783,0.3524877924574671,-0.0173795157956142,-0.0154258262443717
A078,-0.2653397127832057,-0.4508963475296462,7.716154630967855e-05,0.0087892781155537
A079,-0.3937763976464032,-0.3487384903568277,0.00075861069775,0.0143770994320551
A080,0.0859116124190023,0.1065177079625891,-0.0050851735586716,-0.0118438225886591
A081,0.2392245199920624,0.3824305533958433,-0.0558034730788903,-0.0620586096993606
A082,0.4539467424070916,0.3898816518754806,-0.0302701967330057,-0.0224988888006969
A083,0.3353752534156234,0.6753255680007437,0.0388896617072708,0.0510971127609427
A084,-0.1715754426914578,0.0838850407759026,-0.0303603267964459,-0.0314711469801291
A085,0.1895208020523847,0.2461232900327865,-0.010973031832095,-0.0073505263771754
A086,-0.3619789919111251,-0.2779061031379621,0.02813748539784,0.0497174236105116
A087,0.4886647378819064,0.4593821071065277,-0.0115095153391321,0.0227623595795171
A088,1.119460876012305,1.239269953932715,-0.0431537798236895,0.0453660079723116
A089,0.549185159882732,0.6882390754243835,-0.0030847886535746,0.0201998038438644
A090,-0.703029991233693,-0.5101899533347607,0.0608746227349514,0.0042798207533134
A091,-0.2023664906192109,-0.3274510468055631,0.0123067556619809,0.0275339375351013
A092,-0.6208726765658836,-0.5444987111921051,0.0049686035848615,-0.0251639278696599
A093,0.4735439688035554,0.3424789172509192,-0.0734443366734882,-0.0553565335123236
A094,-0.6319899246298408,-0.7429399798595332,0.0146016857405922,-0.0291472758810532
A095,0.0360456629426666,-0.0973411385014375,0.0432370474791124,0.0604982445246854
A096,-1.2283111265082756,-1.0033826518872555,0.0421273636026625,-0.0110123498477084
A097,0.1379674406144195,0.107409643564975,-0.055682592800089,-0.0764474310341509
A098,0.4082042936166936,0.3396713223817434,-0.0425942214702167,-0.0063563173884773
A099,0.2371824504880888,0.661574526674907,0.0049239557664278,-0.0134494944137419
A100,0.330700622229263,0.2060661338584938,-0.055052005928732,-0.0621212246273656
A101,-0.9604959297310216,-0.8445125606736585,-0.0020091007643416,-0.0520181130810208
A102,0.0538609228660009,-0.0141576641439844,-0.0362997616693261,-0.0105800937420505
A103,-0.417818429334095,-0.4803873866222108,0.0845989658258696,0.0774398127779966
A104,-0.0059274480250833,-0.0036989326815697,0.0857449898069281,0.0912461048757424
A105,0.2011552382069877,0.2376361359933755,-0.0175396523079233,-0.0203202904349559
A106,0.6604905204371968,0.5606966269680436,-0.0402227394094016,-0.0341616097419015
A107,-0.8830058600060245,-1.007041300441566,-0.0018120886565415,-0.0521259904910689
A108,-0.7544774930890272,-0.544774309718961,-0.0076301221707664,-0.0511202960196378
A109,-0.5608389946403817,-0.5721486213766335,0.0012013808874265,-0.0383056074393078
