UID,Total_Intercept_What_z,Total_Intercept_Where_z,Total_Slope_What_z,Total_Slope_Where_z
A063,0.3592787307171593,0.4249470202870849,0.04780618409756278,0.4335225147627162
A064,0.8480991926297832,0.2872871465839796,-0.4251628234484991,0.0033780572854463843
A065,-2.8985210202201315,-2.6719734671757287,0.2931383782272713,-1.6182703938032035
A066,-0.7402753817739454,-0.8917300352271568,1.2098442795333588,0.48162727968706043
A067,-1.192348849039873,-1.364175885622849,1.7876861842223208,0.6895051039194745
A068,0.6069847024039482,0.5420011072981217,0.587480119259799,0.25717214790179427
A069,-1.346124441434176,-1.8798797935481308,-0.10642526758121001,-1.385843178102057
A070,-0.11378957943585573,-0.4118943858642217,0.19524861771153557,0.8425706725642739
A071,0.12253096229679263,0.36606009039002557,0.2451552331355041,0.420576495824444
A072,-0.14583826089356958,0.18905527119385304,0.8338819814000181,0.4198549040807531
A073,0.31451125895807186,0.7392350856006581,-0.8441542577762708,-0.7657008441778471
A074,-0.9359086439102576,-0.1884883805214762,1.7429461643589714,1.2061491994408262
A075,-0.566798410305692,-0.2597813832650175,0.4045320113302247,0.7663470850222136
A076,-1.888087049828705,-1.7013149163106216,1.6312514152005149,0.09219329384647436
A077,0.8724629723479774,0.6454113446806979,-0.45983352313106013,-0.3719836148251075
A078,-0.5085028872009322,-0.8255991390278838,0.0020415681372876883,0.21194763854673807
A079,-0.7546417873693128,-0.6385463066221676,0.020071596581494985,0.346694260178586
A080,0.16464291191437255,0.19503579584741493,-0.13454536367503206,-0.28560596172176833
A081,0.4584551548249074,0.7002370663488376,-1.4764685006524103,-1.4965023980748782
A082,0.8699535652925995,0.7138801586544279,-0.8008998278951418,-0.5425458483097444
A083,0.642720544424977,1.2365329871479436,1.0289567538321285,1.2321731368442352
A084,-0.328810968649343,0.15359498434914826,-0.803284521755381,-0.758905930282473
A085,0.3632018517598013,0.45065607086652754,-0.2903284502353534,-0.17725309032614306
A086,-0.693704536581304,-0.5088509603999627,0.744471779001036,1.198902843935316
A087,0.9364878987762439,0.8411367139917404,-0.304522925158805,0.5488992721817453
A088,2.1453595528153904,2.269125071860787,-1.1417783352604565,1.0939713288863424
A089,1.05247057245609,1.2601778462584647,-0.0816184553913691,0.4871049325698428
A090,-1.347302205845329,-0.934166773631184,1.6106428148332395,0.10320505167118073
A091,-0.3878196131035468,-0.5995686232492208,0.32561659835136936,0.6639627240980159
A092,-1.1898541130775853,-0.9969867124116314,0.13146111309067843,-0.6068115058387666
A093,0.9075101228813771,0.627084918222741,-1.9432168584993799,-1.334886255938121
A094,-1.211159452858631,-1.3603361639142468,0.38633668950912076,-0.7028673130876727
A095,0.069078704748556,-0.17823333584110893,1.143981461044066,1.4588752221344865
A096,-2.353962577478229,-1.837211274946437,1.1146210431549517,-0.2655555455620355
A097,0.26440385103407743,0.19666894561549927,-1.4732702064575687,-1.8434793241984184
A098,0.7822917259336236,0.6219441626601153,-1.1269733376931628,-0.1532783970002364
A099,0.45454168771610726,1.2113545887387587,0.13027980494078942,-0.32432567762256514
A100,0.6337619779520949,0.37731071371162817,-1.456585910640222,-1.4980123157215788
A101,-1.8407156180651518,-1.5463173450181111,-0.05315751564411518,-1.2543824514631348
A102,0.10322026242278268,-0.02592293193759114,-0.9604322406632462,-0.2551319749755642
A103,-0.8007164680084538,-0.8795977500551292,2.2383500764026283,1.8674099547211669
A104,-0.011359492338604076,-0.006772810766725616,2.2686719939405036,2.200339572914204
A105,0.3854983422229695,0.43511594261726505,-0.4640704729691906,-0.49001038716152256
A106,1.2657786242708975,1.0266453809546976,-1.064227806465998,-0.8237846633773435
A107,-1.6922119366099853,-1.8439103247679611,-0.04794489794552213,-1.2569838439792926
A108,-1.4458973349283533,-0.997491338159292,-0.201880535739053,-1.232732185820686
A109,-1.074804238830671,-1.0476141840414477,0.03178657061476075,-0.9237144317338717
