UID,test,composite_ID,TSVR_hours,z_theta_accuracy,z_theta_confidence,Calibration,Classification
A079,T2,A079_T2,26.11,-0.4319555444741931,0.0719171333220937,0.2333735280871573,Overconfident
A079,T3,A079_T3,74.0,-1.0081725887834596,-0.436005726831881,0.1853835856769363,Overconfident
A079,T4,A079_T4,194.42,-0.972604631196475,-0.7932319100560663,-0.0428636799203493,Calibrated
A080,T1,A080_T1,1.0,0.3714776094480574,1.1044021807949178,0.4932357321107714,Overconfident
A080,T2,A080_T2,29.03,0.3566516154511393,0.6649345789755019,0.2382878753939656,Overconfident
A080,T3,A080_T3,72.87,0.3301729624199737,0.5982124731976273,0.2102698863935666,Overconfident
A080,T4,A080_T4,145.77,-0.8575952060263299,-0.8870715508537372,-0.149442516494934,Underconfident
A081,T1,A081_T1,1.0,0.5964632892232774,1.2574517848195044,0.4850370433457237,Overconfident
A081,T2,A081_T2,31.39,-0.2633408347720455,0.6615300513169905,0.5098072120498505,Overconfident
A081,T3,A081_T3,80.13,0.983629286077412,0.8078550440275959,0.0467004870902426,Calibrated
A081,T4,A081_T4,154.53,0.188907617879558,0.6812727764013006,0.3220191690169172,Overconfident
A082,T1,A082_T1,1.0,0.4967501877280722,0.1444612389704339,-0.1332133155995836,Underconfident
A082,T2,A082_T2,27.97,1.235070695092198,-0.0761582643802667,-0.5902371728166231,Underconfident
A082,T3,A082_T3,75.71,0.419097167839922,-0.4502745411352967,-0.4528281163157048,Underconfident
A082,T4,A082_T4,170.25,-0.0968842771673264,-0.8996588587951522,-0.4925632056930719,Underconfident
A083,T1,A083_T1,1.0,2.0205124649918744,1.2549910906112565,-0.144727723676537,Underconfident
A083,T2,A083_T2,25.15,0.9499146174647272,0.2788738697065188,-0.2531753432534814,Underconfident
A083,T3,A083_T3,74.3,0.224946275908292,0.6416361149018752,0.2825343050558583,Overconfident
A083,T4,A083_T4,144.91,-0.0423241277318979,0.552594762154065,0.3474750932976558,Overconfident
A084,T1,A084_T1,1.0,0.3919157798331799,-0.4584069733731912,-0.4456744022953862,Underconfident
A084,T2,A084_T2,27.25,-0.4373284829190103,-1.512542321817694,-0.7070307846709969,Underconfident
A084,T3,A084_T3,91.97,0.0059855480162388,-1.0553374389766317,-0.6305809731004448,Underconfident
A084,T4,A084_T4,162.51,-0.0330257834086221,-1.073829564537428,-0.6243719621424829,Underconfident
A085,T1,A085_T1,1.0,0.3110086620492923,0.8451956569227899,0.3656836600994487,Overconfident
A085,T2,A085_T2,24.51,1.8081070103507453,1.0033140223309025,-0.2007642001870552,Underconfident
A085,T3,A085_T3,71.4,-0.164893457082529,0.7629787129471007,0.5267348603617054,Overconfident
A085,T4,A085_T4,170.65,-0.5424621395148743,-0.5914612475732686,-0.1125893212778905,Underconfident
A086,T1,A086_T1,1.0,0.9526222519993433,1.2595817736856971,0.3291645491736953,Overconfident
A086,T2,A086_T2,23.47,-0.3859877067079402,1.091751539851222,0.8199075116136431,Overconfident
A086,T3,A086_T3,145.29,-1.1961517477095636,-0.3790010753097566,0.3022398687529788,Overconfident
A086,T4,A086_T4,169.55,-1.220132004067333,-0.2417738128215752,0.3944722129525703,Overconfident
A087,T1,A087_T1,1.0,1.2273690850151175,1.4811405145510892,0.3397747525396958,Overconfident
A087,T2,A087_T2,31.07,1.1719695688739582,0.6989881080427304,-0.101173889905177,Underconfident
A087,T3,A087_T3,72.8,-0.2536375772634771,0.0971913547448747,0.1697368781599212,Overconfident
A087,T4,A087_T4,144.2,0.2886274037151049,0.1889097440044189,-0.0149405995872036,Calibrated
A088,T1,A088_T1,1.0,2.1226649693548296,0.224319993252572,-0.8030614334009488,Underconfident
A088,T2,A088_T2,24.25,2.7473743074971537,0.7316184021252033,-0.7768381927752763,Underconfident
A088,T3,A088_T3,74.91,0.4533943804210247,0.0263388867187089,-0.1843688287690736,Underconfident
A088,T4,A088_T4,149.93,1.251892245402226,0.2916800855945743,-0.3787901472433439,Underconfident
A089,T1,A089_T1,1.0,1.6920349763380054,1.3149276459997494,0.0358619439543315,Calibrated
A089,T2,A089_T2,32.14,1.0183185124440703,0.8951197797994533,0.0833190565599556,Calibrated
A089,T3,A089_T3,79.34,0.5493619314032608,0.1485415206724236,-0.1539981679302071,Underconfident
A089,T4,A089_T4,146.96,0.3798421874426432,-0.0401157315684785,-0.1914584785886164,Underconfident
A090,T1,A090_T1,1.0,0.2070517247780535,-0.692135549614722,-0.5031827436193129,Underconfident
A090,T2,A090_T2,23.54,-0.5482841152065139,-0.8894812352276119,-0.2873465637199839,Underconfident
A090,T3,A090_T3,95.42,-1.656790827155912,-1.688746552283932,-0.2738392385168218,Underconfident
A090,T4,A090_T4,144.07,-1.2184826351430775,-1.4623929879970337,-0.3325404845261268,Underconfident
A091,T1,A091_T1,1.0,0.6756325526710644,0.965476947384334,0.2763780084227509,Overconfident
A091,T2,A091_T2,22.2,-0.2745212891231356,0.3004564639614044,0.2998964204524914,Overconfident
A091,T3,A091_T3,73.64,-1.1512882773748552,-0.2060575954757987,0.3853495056109883,Overconfident
A091,T4,A091_T4,142.61,-0.8569384563461946,-0.1686537404869393,0.2777360735384758,Overconfident
A092,T1,A092_T1,1.0,-0.3085955667716054,0.1969006012247739,0.2533130894728979,Overconfident
A092,T2,A092_T2,22.83,-0.8401999888908417,0.1180768213306318,0.4409595205306476,Overconfident
A092,T3,A092_T3,71.31,-0.4883519595322113,-0.4301958582111347,-0.0405080208646846,Calibrated
A092,T4,A092_T4,146.16,-1.471965532800168,-0.5550616701631657,0.3191724269304783,Overconfident
A093,T1,A093_T1,1.0,0.5883870912558272,1.6000890847062574,0.6924741654574014,Overconfident
A093,T2,A093_T2,22.09,0.1950264693843144,0.4782739385201989,0.1985324231432674,Overconfident
A093,T3,A093_T3,70.22,0.7042494848638725,0.0191460202766179,-0.2993277374968134,Underconfident
A093,T4,A093_T4,140.95,0.538964974960814,-0.3775062346386897,-0.4624165145153038,Underconfident
A094,T1,A094_T1,1.0,-0.7575012242506391,-0.1903571522921096,0.220949835056318,Overconfident
A094,T2,A094_T2,22.98,-0.1932448059208091,-0.4249398957859374,-0.1675840260729051,Underconfident
A094,T3,A094_T3,76.21,-1.792688656995179,-1.3593562538599626,-0.0178884494351023,Calibrated
A094,T4,A094_T4,149.99,-1.255306464813853,-1.2506538927724125,-0.1903059121856122,Underconfident
A095,T1,A095_T1,1.0,1.625785218614586,1.042096546880903,-0.0972464007251349,Calibrated
A095,T2,A095_T2,29.71,-0.2987596394081406,-0.1675609583203061,0.0321138313896969,Calibrated
A095,T3,A095_T3,78.76,-0.6006681252071127,-0.0949585600473783,0.2085174145774533,Overconfident
A095,T4,A095_T4,148.79,-0.809584693173845,-0.450351106391643,0.0892294986475177,Calibrated
A096,T1,A096_T1,1.0,-0.4934276408069352,1.2317598989132588,0.9506176492113276,Overconfident
A096,T2,A096_T2,24.49,-1.3411348778563943,0.558353782555755,0.9239463254230436,Overconfident
A096,T3,A096_T3,71.19,-2.2613936483638555,0.7145301480140154,1.4228980956916086,Overconfident
A096,T4,A096_T4,143.66,-1.5486401072118323,0.7869254564603454,1.151502357641614,Overconfident
A097,T1,A097_T1,1.0,0.2508044717316057,-0.4421898965263962,-0.3737657089995723,Underconfident
A097,T2,A097_T2,24.37,-0.5882906548656369,-0.9826096777226332,-0.3251080818862469,Underconfident
A097,T3,A097_T3,70.83,0.8298920429707887,-0.6109648122915482,-0.7296866291217226,Underconfident
A097,T4,A097_T4,144.85,0.0848805384670536,-1.1869150340268706,-0.7436804595522171,Underconfident
A098,T1,A098_T1,1.0,0.6299481690709979,0.7430001305097979,0.164157556174593,Overconfident
A098,T2,A098_T2,25.77,0.3624801695506272,0.0848388273944044,-0.1094485735024079,Underconfident
A098,T3,A098_T3,78.84,1.2233536079153855,0.9300775970691094,0.0136564907238353,Calibrated
A098,T4,A098_T4,146.29,-0.7400534645983602,0.4271963469254342,0.5807044773311799,Overconfident
A099,T1,A099_T1,1.0,1.182010486205652,1.564421392359358,0.40934054198737,Overconfident
A099,T2,A099_T2,28.75,1.315826530682076,1.2792753071079483,0.180634159043946,Overconfident
A099,T3,A099_T3,78.57,-0.2336790586158071,0.8345014703988448,0.5996405686869613,Overconfident
A099,T4,A099_T4,143.51,0.8937194423646672,1.2932665471047151,0.3751957851454779,Overconfident
A100,T1,A100_T1,1.0,-0.0805493383595757,0.9227046457097664,0.5845607344748721,Overconfident
A100,T2,A100_T2,31.14,0.8313933606420871,0.8238911218205032,0.123409743748734,Overconfident
A100,T3,A100_T3,75.34,0.2753783420033667,0.6764297714134655,0.2809860170426946,Overconfident
A100,T4,A100_T4,146.8,0.0587569012387533,0.0405604588448249,-0.0017899387670785,Calibrated
A101,T1,A101_T1,1.0,-1.103595138272985,-0.3583629306635297,0.273683210955734,Overconfident
A101,T2,A101_T2,29.12,-0.7484568244788272,-0.8443467236784874,-0.1721732940119484,Underconfident
A101,T3,A101_T3,75.21,-1.6080538292628013,-2.102652368527147,-0.5416219296285615,Underconfident
A101,T4,A101_T4,150.22,-1.2396612948444703,-1.7963433635948198,-0.5219013175355273,Underconfident
A102,T1,A102_T1,1.0,-0.0533932639814874,0.738801061549941,0.4631541515676499,Overconfident
A102,T2,A102_T2,29.13,1.127034170376143,0.2860127212794393,-0.3270740355951218,Underconfident
A102,T3,A102_T3,75.27,-0.5131361058036286,-0.3962800455957564,-0.0093927102745257,Calibrated
A102,T4,A102_T4,150.41,-0.5386541841699667,-0.276526398840777,0.0731210932904536,Calibrated
A103,T1,A103_T1,1.0,1.859114777175156,-1.8674989512486493,-1.9314418919868093,Underconfident
A103,T2,A103_T2,27.26,-1.0810148857497024,-3.054060122632795,-1.340255791451257,Underconfident
A103,T3,A103_T3,80.24,-1.8314600555594955,-2.715123409463064,-0.8074821004757095,Underconfident
A103,T4,A103_T4,149.72,-1.0321139573228546,-2.97292266796393,-1.3135533414273364,Underconfident
A104,T1,A104_T1,1.0,1.8445896314598624,1.605962488348431,0.1417234287341885,Overconfident
A104,T2,A104_T2,22.6,0.0413691311575602,0.5480743817424436,0.3078593447348867,Overconfident
A104,T3,A104_T3,72.62,0.230094171363855,-0.1902409508793118,-0.2147151333294748,Underconfident
A104,T4,A104_T4,145.78,-1.8897350033050213,-1.9138598200237644,-0.3050080630439524,Underconfident
A105,T1,A105_T1,1.0,0.6413970987336896,1.991955016155628,0.90225132369938,Overconfident
A105,T2,A105_T2,22.77,0.495852738236139,1.3700282670705184,0.5964116693575605,Overconfident
A105,T3,A105_T3,69.46,-0.2583412448074239,0.4355383033206362,0.3731331985826117,Overconfident
A105,T4,A105_T4,146.2,0.3075368728793515,0.3547355438719605,0.0753850108739019,Calibrated
A106,T1,A106_T1,1.0,1.2616882468088797,0.8784979070887958,-0.0339476404400516,Calibrated
A106,T2,A106_T2,22.64,0.1254114842234955,0.1114330883817647,0.0109717623062434,Calibrated
A106,T3,A106_T3,66.08,0.3621312279169408,0.4103396976642152,0.084382819858288,Calibrated
A106,T4,A106_T4,147.13,1.06407160385944,-0.1037827058412878,-0.531228075840749,Underconfident
A107,T1,A107_T1,1.0,-0.7652655675503877,-1.6923276446760755,-0.6693173199097096,Underconfident
A107,T2,A107_T2,26.22,-1.7190559341352163,-0.8481601885933547,0.253792870185523,Overconfident
A107,T3,A107_T3,71.45,-1.1097277821883986,-1.3007078735561457,-0.2843190602003334,Underconfident
A107,T4,A107_T4,145.95,-1.33046397998568,-1.8706372176726904,-0.5260443793168398,Underconfident
A108,T1,A108_T1,1.0,-0.5270413345667877,-0.3544710722190444,0.0216192824031765,Calibrated
A108,T2,A108_T2,27.61,-1.1818416449561344,-1.977870192501574,-0.6554226863091401,Underconfident
A108,T3,A108_T3,68.96,-0.3861067324576701,-0.5635275249006293,-0.1649534941662985,Underconfident
A108,T4,A108_T4,152.12,-1.2071659727918072,-0.661866121979485,0.1387908793329037,Overconfident
A109,T1,A109_T1,1.0,-0.2749554428546172,0.4593448152436625,0.3946286987448933,Overconfident
A109,T2,A109_T2,24.65,-1.1712207472223664,-0.0683635899728153,0.4760736560564959,Overconfident
A109,T3,A109_T3,71.17,-0.2522962494371564,0.3786124695683364,0.3365944595624045,Overconfident
A109,T4,A109_T4,149.87,-1.3796898563364297,0.1798555590089223,0.7157454733438648,Overconfident
