composite_ID,UID,test,domain,TSVR_hours,ma_theta,ma_theta_se
A089_T1,A089,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A089_T2,A089,T2,When,32.14,-0.7485855053562062,0.009620952497300958
A089_T3,A089,T3,When,79.34,-0.8813360041182619,0.004755571062201685
A089_T4,A089,T4,When,146.96,-1.0300144520044883,0.0011027477096942771
A090_T1,A090,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A090_T2,A090,T2,When,23.54,-0.7487578065495873,0.018108385947365566
A090_T3,A090,T3,When,95.42,-0.9382978293289835,0.014550976336423951
A090_T4,A090,T4,When,144.07,-1.0283468764213315,0.0026910074436642755
A091_T1,A091,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A091_T2,A091,T2,When,22.2,-0.7480463335617394,0.020466819180471073
A091_T3,A091,T3,When,73.64,-0.8592300314994574,0.004223741717914749
A091_T4,A091,T4,When,142.61,-1.0273794707752173,0.0037458867702390296
A092_T1,A092,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A092_T2,A092,T2,When,22.83,-0.7484505261667813,0.019370837640929957
A092_T3,A092,T3,When,71.31,-0.8501016810811434,0.005625095357125951
A092_T4,A092,T4,When,146.16,-1.0295848884029803,0.001358979210363612
A093_T1,A093,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A093_T2,A093,T2,When,22.09,-0.7479612381810457,0.02065464873427211
A093_T3,A093,T3,When,70.22,-0.845832778734728,0.006427550035388877
A093_T4,A093,T4,When,140.95,-1.0261732515080397,0.004950891951952372
A094_T1,A094,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A094_T2,A094,T2,When,22.98,-0.7485275468046539,0.019105866150949467
A094_T3,A094,T3,When,76.21,-0.8692581267412349,0.003670062391680516
A094_T4,A094,T4,When,149.99,-1.0314290030579154,0.0025532526067239326
A095_T1,A095,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A095_T2,A095,T2,When,29.71,-0.7485520884895561,0.009561965179600007
A095_T3,A095,T3,When,78.76,-0.8791129236729613,0.004449976361762458
A095_T4,A095,T4,When,148.79,-1.0309081292043494,0.0017109241736621447
A096_T1,A096,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A096_T2,A096,T2,When,24.49,-0.7489745082695095,0.01641111194573673
A096_T3,A096,T3,When,71.19,-0.8496314842516345,0.00571026670796993
A096_T4,A096,T4,When,143.66,-1.0280838800956555,0.0029845009914118378
A097_T1,A097,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A097_T2,A097,T2,When,24.37,-0.7489574195976788,0.016624399616771823
A097_T3,A097,T3,When,70.83,-0.8482211603352825,0.005970894359839025
A097_T4,A097,T4,When,144.85,-1.0288288059830921,0.0021475501129165683
A098_T1,A098,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A098_T2,A098,T2,When,25.77,-0.7490179918982608,0.01420032704265415
A098_T3,A098,T3,When,78.84,-0.879420010136188,0.004490152391519703
A098_T4,A098,T4,When,146.29,-1.0296563340777798,0.0012995251190906349
A099_T1,A099,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A099_T2,A099,T2,When,28.75,-0.7486577390094791,0.010221432363660155
A099_T3,A099,T3,When,78.57,-0.8783830281325721,0.004357384606605013
A099_T4,A099,T4,When,143.51,-1.0279859803872553,0.003092641232252626
A100_T1,A100,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A100_T2,A100,T2,When,31.14,-0.748505744130387,0.009312600914332541
A100_T3,A100,T3,When,75.34,-0.8658715503058169,0.0037009551756890732
A100_T4,A100,T4,When,146.8,-1.0299304616332974,0.0011298245018587648
A101_T1,A101,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A101_T2,A101,T2,When,29.12,-0.7486119905121625,0.009922068169085193
A101_T3,A101,T3,When,75.21,-0.8653646828599438,0.0037201900206389415
A101_T4,A101,T4,When,150.22,-1.031523104134236,0.002727036354154646
A102_T1,A102,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A102_T2,A102,T2,When,29.13,-0.748610830268208,0.009914744534666642
A102_T3,A102,T3,When,75.27,-0.8655986463005441,0.0037108475774281766
A102_T4,A102,T4,When,150.41,-1.0315994681899214,0.0028724519026771434
A103_T1,A103,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A103_T2,A103,T2,When,27.26,-0.7488675881979151,0.01192149295943905
A103_T3,A103,T3,When,80.24,-0.8847696419327493,0.005283289064532722
A103_T4,A103,T4,When,149.72,-1.0313162021814481,0.002352989992597549
A104_T1,A104,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A104_T2,A104,T2,When,22.6,-0.7483186190717951,0.01977447583113325
A104_T3,A104,T3,When,72.62,-0.855235416906831,0.004766676876037983
A104_T4,A104,T4,When,145.78,-1.0293723614121224,0.0015590794369426469
A105_T1,A105,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A105_T2,A105,T2,When,22.77,-0.7484177598560385,0.01947646573389548
A105_T3,A105,T3,When,69.46,-0.8428606359146419,0.007017066919140711
A105_T4,A105,T4,When,146.2,-1.02960693993504,0.0013401175896246673
A106_T1,A106,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A106_T2,A106,T2,When,22.64,-0.7483427998295349,0.01970453465625656
A106_T3,A106,T3,When,66.08,-0.829736592189402,0.009767104804946903
A106_T4,A106,T4,When,147.13,-1.0301026465500693,0.001090051385127226
A107_T1,A107,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A107_T2,A107,T2,When,26.22,-0.748987914692952,0.013468159261671893
A107_T3,A107,T3,When,71.45,-0.8506502856506195,0.005526902321138534
A107_T4,A107,T4,When,145.95,-1.0294681199951556,0.0014653157124733225
A108_T1,A108,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A108_T2,A108,T2,When,27.61,-0.7488183409773197,0.011459364132728718
A108_T3,A108,T3,When,68.96,-0.8409082257118025,0.007414163007869161
A108_T4,A108,T4,When,152.12,-1.0322319446286392,0.004230268413445564
A109_T1,A109,T1,When,1.0,-0.38758145735065375,0.0056773236585317575
A109_T2,A109,T2,When,24.65,-0.7489932687909007,0.01612776407465782
A109_T3,A109,T3,When,71.17,-0.8495531218172439,0.005724548756874894
A109_T4,A109,T4,When,149.87,-1.0313791815332267,0.0024637006299473587
