UID,n_ratings,n_unique_values,uses_full_scale,uses_extremes_only,rating_mean,rating_sd,pct_0,pct_0.25,pct_0.5,pct_0.75,pct_1.0
A064,288,4,False,False,0.6588541666666666,0.3256666340146265,0.0,30.90277777777778,17.01388888888889,9.722222222222223,42.36111111111111
A065,288,4,False,False,0.4496527777777778,0.24752220213112097,0.0,50.0,31.25,7.638888888888889,11.11111111111111
A066,288,4,False,False,0.5642361111111112,0.3072426200657658,0.0,39.93055555555556,20.48611111111111,13.541666666666666,26.041666666666668
A067,288,4,False,False,0.4357638888888889,0.2814374803800203,0.0,64.23611111111111,12.5,7.986111111111111,15.277777777777779
A068,288,4,False,False,0.8046875,0.2689109458318766,0.0,12.152777777777777,12.847222222222221,15.972222222222221,59.02777777777778
A069,288,4,False,False,0.4765625,0.2873447459728374,0.0,54.166666666666664,18.055555555555554,10.76388888888889,17.01388888888889
A070,288,4,False,False,0.4835069444444444,0.33129144387549164,0.0,64.58333333333334,4.166666666666666,4.513888888888888,26.73611111111111
A071,288,4,False,False,0.6623263888888888,0.31922617656393176,0.0,28.125,20.833333333333336,9.027777777777777,42.01388888888889
A072,288,4,False,False,0.7534722222222222,0.29386982058492717,0.0,15.972222222222221,20.48611111111111,9.722222222222223,53.81944444444444
A073,288,4,False,False,0.6657986111111112,0.2969498666970644,0.0,22.916666666666664,24.305555555555554,16.319444444444446,36.45833333333333
A074,288,4,False,False,0.5503472222222222,0.3480848659180299,0.0,54.166666666666664,6.25,4.861111111111112,34.72222222222222
A075,288,4,False,False,0.4965277777777778,0.3240720072685417,0.0,59.02777777777778,9.027777777777777,6.25,25.694444444444443
A076,288,4,False,False,0.4652777777777778,0.26370607702843785,0.0,48.95833333333333,30.555555555555557,5.902777777777778,14.583333333333334
A077,288,4,False,False,0.6076388888888888,0.33026291317825507,0.0,38.19444444444444,17.36111111111111,7.638888888888889,36.80555555555556
A078,288,4,False,False,0.4565972222222222,0.2807941693622564,0.0,56.59722222222222,20.833333333333336,5.902777777777778,16.666666666666664
A079,288,4,False,False,0.6015625,0.32856906129183017,0.0,39.93055555555556,13.88888888888889,11.805555555555555,34.375
A080,288,4,False,False,0.7118055555555556,0.2776692496322883,0.0,14.23611111111111,27.77777777777778,17.01388888888889,40.97222222222222
A081,288,4,False,False,0.8029513888888888,0.23573902206857644,0.0,5.555555555555555,19.444444444444446,23.26388888888889,51.736111111111114
A082,288,4,False,False,0.5876736111111112,0.33643732555388195,0.0,44.09722222222222,11.805555555555555,9.027777777777777,35.06944444444444
A083,288,4,False,False,0.7161458333333334,0.2952601364510342,0.0,19.444444444444446,19.09722222222222,17.01388888888889,44.44444444444444
A084,288,4,False,False,0.5234375,0.2820085257465632,0.0,43.05555555555556,20.833333333333336,19.791666666666664,16.319444444444446
A085,288,4,False,False,0.6380208333333334,0.35269878100374513,0.0,41.31944444444444,7.986111111111111,4.861111111111112,45.83333333333333
A086,288,4,False,False,0.7126736111111112,0.2911378618136163,0.0,19.791666666666664,17.01388888888889,21.52777777777778,41.66666666666667
A087,288,4,False,False,0.6857638888888888,0.32774816691815356,0.0,28.125,17.708333333333336,5.902777777777778,48.26388888888889
A088,288,4,False,False,0.7543402777777778,0.30223171443618213,0.0,18.40277777777778,17.01388888888889,9.027777777777777,55.55555555555556
A089,288,4,False,False,0.7057291666666666,0.31039875158034846,0.0,22.916666666666664,18.75,11.458333333333332,46.875
A090,288,4,False,False,0.4626736111111111,0.22272180984673304,0.0,40.97222222222222,40.27777777777778,11.458333333333332,7.291666666666667
A091,288,4,False,False,0.6822916666666666,0.30365074681559184,0.0,28.47222222222222,5.555555555555555,30.555555555555557,35.41666666666667
A092,288,4,False,False,0.5633680555555556,0.3242568050885272,0.0,44.79166666666667,14.930555555555555,10.416666666666668,29.86111111111111
A093,288,4,False,False,0.7977430555555556,0.2022532188498072,0.0,2.7777777777777777,16.666666666666664,39.23611111111111,41.31944444444444
A094,288,4,False,False,0.4913194444444444,0.26827832388465156,0.0,43.75,31.59722222222222,9.027777777777777,15.625
A095,288,4,False,False,0.6371527777777778,0.3143416029188903,0.0,30.90277777777778,19.09722222222222,14.23611111111111,35.76388888888889
A096,288,4,False,False,0.8133680555555556,0.2502154140415752,0.0,10.76388888888889,8.333333333333332,25.694444444444443,55.208333333333336
A097,288,4,False,False,0.4817708333333333,0.21523402053056112,0.0,32.29166666666667,51.388888888888886,7.638888888888889,8.680555555555555
A098,288,4,False,False,0.6935763888888888,0.3126145141264485,0.0,24.305555555555554,19.09722222222222,11.458333333333332,45.13888888888889
A099,288,4,False,False,0.8272569444444444,0.22413826482180646,0.0,1.7361111111111112,24.305555555555554,15.277777777777779,58.68055555555556
A100,288,4,False,False,0.9201388888888888,0.13550566875755457,0.0,0.3472222222222222,2.7777777777777777,25.34722222222222,71.52777777777779
A101,288,4,False,False,0.4305555555555556,0.24816067201674497,0.0,56.59722222222222,25.0,7.986111111111111,10.416666666666668
A102,288,4,False,False,0.6180555555555556,0.33520884405964363,0.0,40.97222222222222,7.291666666666667,15.277777777777779,36.45833333333333
A103,288,4,False,False,0.3263888888888889,0.17988658120817527,0.0,81.94444444444444,8.333333333333332,6.944444444444445,2.7777777777777777
A104,288,4,False,False,0.6050347222222222,0.35114000676357404,0.0,45.13888888888889,9.027777777777777,4.513888888888888,41.31944444444444
A105,288,4,False,False,0.7734375,0.2694148551013948,0.0,11.805555555555555,18.40277777777778,18.40277777777778,51.388888888888886
A106,288,4,False,False,0.671875,0.3103659774049913,0.0,25.0,22.569444444444446,11.11111111111111,41.31944444444444
A107,288,4,False,False,0.4140625,0.17114348750674746,0.0,44.09722222222222,48.61111111111111,4.861111111111112,2.430555555555556
A108,288,4,False,False,0.4635416666666667,0.2901280099417803,0.0,58.333333333333336,15.277777777777779,9.027777777777777,17.36111111111111
A109,288,3,False,False,0.7916666666666666,0.15166895602667746,0.0,0.0,11.458333333333332,60.416666666666664,28.125
