days,difference,se,ci_lower,ci_upper,sig
4.949548,0.158574,0.033842,0.092244,0.224905,1
5.001106,0.158934,0.033987,0.092320,0.225549,1
5.052663,0.159279,0.034138,0.092369,0.226190,1
5.104221,0.159610,0.034295,0.092392,0.226828,1
5.155779,0.159927,0.034458,0.092389,0.227465,1
5.207337,0.160231,0.034627,0.092362,0.228099,1
5.258894,0.160521,0.034801,0.092310,0.228732,1
5.310452,0.160799,0.034982,0.092234,0.229363,1
5.362010,0.161064,0.035168,0.092135,0.229994,1
5.413568,0.161317,0.035360,0.092012,0.230623,1
5.465126,0.161559,0.035557,0.091866,0.231251,1
5.516683,0.161789,0.035760,0.091698,0.231879,1
5.568241,0.162007,0.035969,0.091508,0.232506,1
5.619799,0.162215,0.036183,0.091297,0.233133,1
5.671357,0.162412,0.036402,0.091064,0.233759,1
5.722915,0.162598,0.036626,0.090811,0.234386,1
5.774472,0.162774,0.036856,0.090537,0.235012,1
5.826030,0.162941,0.037091,0.090243,0.235639,1
5.877588,0.163097,0.037331,0.089929,0.236266,1
5.929146,0.163244,0.037576,0.089596,0.236893,1
5.980704,0.163382,0.037826,0.089244,0.237521,1
6.032261,0.163511,0.038080,0.088873,0.238149,1
6.083819,0.163631,0.038340,0.088485,0.238778,1
6.135377,0.163742,0.038604,0.088078,0.239407,1
6.186935,0.163845,0.038873,0.087653,0.240037,1
6.238492,0.163940,0.039147,0.087211,0.240668,1
6.290050,0.164026,0.039425,0.086753,0.241300,1
6.341608,0.164105,0.039708,0.086277,0.241933,1
6.393166,0.164176,0.039995,0.085785,0.242567,1
6.444724,0.164239,0.040287,0.085277,0.243202,1
6.496281,0.164295,0.040583,0.084753,0.243838,1
6.547839,0.164344,0.040883,0.084213,0.244475,1
6.599397,0.164386,0.041188,0.083658,0.245113,1
6.650955,0.164420,0.041496,0.083088,0.245753,1
6.702513,0.164448,0.041809,0.082503,0.246393,1
6.754070,0.164470,0.042125,0.081904,0.247035,1
6.805628,0.164485,0.042446,0.081291,0.247678,1
6.857186,0.164493,0.042770,0.080663,0.248323,1
6.908744,0.164495,0.043099,0.080022,0.248969,1
6.960302,0.164491,0.043431,0.079367,0.249616,1
7.011859,0.164482,0.043767,0.078699,0.250265,1
7.063417,0.164466,0.044106,0.078017,0.250915,1
7.114975,0.164444,0.044450,0.077323,0.251566,1
7.166533,0.164417,0.044797,0.076616,0.252219,1
7.218090,0.164385,0.045147,0.075897,0.252873,1
7.269648,0.164347,0.045501,0.075165,0.253529,1
7.321206,0.164304,0.045858,0.074422,0.254186,1
7.372764,0.164255,0.046219,0.073666,0.254844,1
7.424322,0.164202,0.046583,0.072899,0.255504,1
7.475879,0.164143,0.046950,0.072120,0.256166,1
7.527437,0.164080,0.047321,0.071330,0.256829,1
7.578995,0.164011,0.047695,0.070529,0.257494,1
7.630553,0.163938,0.048072,0.069717,0.258160,1
7.682111,0.163861,0.048452,0.068894,0.258827,1
7.733668,0.163779,0.048836,0.068061,0.259497,1
7.785226,0.163692,0.049222,0.067217,0.260167,1
7.836784,0.163601,0.049611,0.066363,0.260840,1
7.888342,0.163506,0.050004,0.065499,0.261513,1
7.939899,0.163407,0.050399,0.064624,0.262189,1
7.991457,0.163303,0.050797,0.063740,0.262866,1
8.043015,0.163195,0.051198,0.062847,0.263544,1
8.094573,0.163084,0.051602,0.061943,0.264224,1
8.146131,0.162968,0.052009,0.061031,0.264906,1
8.197688,0.162849,0.052418,0.060109,0.265589,1
8.249246,0.162726,0.052831,0.059178,0.266274,1
8.300804,0.162599,0.053245,0.058238,0.266960,1
8.352362,0.162468,0.053663,0.057289,0.267648,1
8.403920,0.162334,0.054083,0.056331,0.268337,1
8.455477,0.162197,0.054506,0.055365,0.269028,1
8.507035,0.162056,0.054931,0.054391,0.269721,1
8.558593,0.161911,0.055359,0.053408,0.270415,1
8.610151,0.161764,0.055789,0.052416,0.271111,1
8.661709,0.161612,0.056222,0.051417,0.271808,1
8.713266,0.161458,0.056658,0.050409,0.272507,1
8.764824,0.161301,0.057095,0.049394,0.273208,1
8.816382,0.161140,0.057535,0.048371,0.273910,1
8.867940,0.160977,0.057978,0.047340,0.274613,1
8.919497,0.160810,0.058423,0.046301,0.275319,1
8.971055,0.160640,0.058870,0.045255,0.276026,1
9.022613,0.160468,0.059320,0.044202,0.276734,1
9.074171,0.160292,0.059771,0.043141,0.277444,1
9.125729,0.160114,0.060225,0.042073,0.278156,1
9.177286,0.159933,0.060682,0.040997,0.278869,1
9.228844,0.159750,0.061140,0.039915,0.279584,1
9.280402,0.159563,0.061601,0.038826,0.280300,1
9.331960,0.159374,0.062063,0.037730,0.281018,1
9.383518,0.159183,0.062528,0.036627,0.281738,1
9.435075,0.158988,0.062995,0.035518,0.282459,1
9.486633,0.158792,0.063465,0.034401,0.283182,1
9.538191,0.158593,0.063936,0.033279,0.283907,1
9.589749,0.158391,0.064409,0.032149,0.284633,1
9.641307,0.158187,0.064884,0.031014,0.285360,1
9.692864,0.157981,0.065362,0.029872,0.286089,1
9.744422,0.157772,0.065841,0.028724,0.286820,1
9.795980,0.157561,0.066322,0.027569,0.287553,1
9.847538,0.157348,0.066806,0.026409,0.288287,1
9.899095,0.157132,0.067291,0.025242,0.289022,1
9.950653,0.156915,0.067778,0.024070,0.289760,1
10.002211,0.156695,0.068267,0.022891,0.290498,1
10.053769,0.156473,0.068758,0.021707,0.291239,1
10.105327,0.156249,0.069251,0.020517,0.291981,1
10.156884,0.156023,0.069746,0.019321,0.292724,1
10.208442,0.155795,0.070242,0.018120,0.293470,1
10.260000,0.155565,0.070741,0.016913,0.294216,1
