days,difference,se,ci_lower,ci_upper,sig
7.785226,-0.019065,0.033354,-0.084438,0.046308,0
7.836784,-0.019671,0.033647,-0.085618,0.046276,0
7.888342,-0.020274,0.033941,-0.086798,0.046250,0
7.939899,-0.020874,0.034236,-0.087976,0.046229,0
7.991457,-0.021471,0.034532,-0.089154,0.046213,0
8.043015,-0.022065,0.034830,-0.090332,0.046202,0
8.094573,-0.022656,0.035129,-0.091509,0.046196,0
8.146131,-0.023245,0.035428,-0.092684,0.046195,0
8.197688,-0.023831,0.035729,-0.093860,0.046198,0
8.249246,-0.024414,0.036031,-0.095034,0.046206,0
8.300804,-0.024994,0.036333,-0.096207,0.046219,0
8.352362,-0.025571,0.036637,-0.097380,0.046237,0
8.403920,-0.026146,0.036941,-0.098552,0.046259,0
8.455477,-0.026718,0.037247,-0.099722,0.046285,0
8.507035,-0.027288,0.037553,-0.100892,0.046316,0
8.558593,-0.027855,0.037860,-0.102061,0.046351,0
8.610151,-0.028419,0.038168,-0.103229,0.046391,0
8.661709,-0.028981,0.038477,-0.104395,0.046434,0
8.713266,-0.029540,0.038786,-0.105561,0.046482,0
8.764824,-0.030096,0.039097,-0.106726,0.046533,0
8.816382,-0.030650,0.039408,-0.107889,0.046589,0
8.867940,-0.031201,0.039719,-0.109051,0.046649,0
8.919497,-0.031750,0.040032,-0.110213,0.046712,0
8.971055,-0.032297,0.040345,-0.111373,0.046779,0
9.022613,-0.032841,0.040659,-0.112532,0.046850,0
9.074171,-0.033382,0.040973,-0.113689,0.046925,0
9.125729,-0.033922,0.041288,-0.114846,0.047003,0
9.177286,-0.034458,0.041604,-0.116001,0.047085,0
9.228844,-0.034993,0.041920,-0.117155,0.047170,0
9.280402,-0.035525,0.042236,-0.118308,0.047259,0
9.331960,-0.036055,0.042554,-0.119460,0.047351,0
9.383518,-0.036582,0.042872,-0.120610,0.047446,0
9.435075,-0.037107,0.043190,-0.121759,0.047545,0
9.486633,-0.037630,0.043509,-0.122907,0.047648,0
9.538191,-0.038150,0.043828,-0.124054,0.047753,0
9.589749,-0.038669,0.044148,-0.125199,0.047862,0
9.641307,-0.039185,0.044468,-0.126343,0.047973,0
9.692864,-0.039698,0.044789,-0.127485,0.048088,0
9.744422,-0.040210,0.045110,-0.128626,0.048206,0
9.795980,-0.040719,0.045432,-0.129766,0.048327,0
9.847538,-0.041227,0.045754,-0.130905,0.048451,0
9.899095,-0.041732,0.046077,-0.132042,0.048578,0
9.950653,-0.042235,0.046399,-0.133178,0.048708,0
10.002211,-0.042736,0.046723,-0.134312,0.048841,0
10.053769,-0.043234,0.047046,-0.135445,0.048976,0
10.105327,-0.043731,0.047370,-0.136577,0.049114,0
10.156884,-0.044226,0.047694,-0.137707,0.049255,0
10.208442,-0.044718,0.048019,-0.138836,0.049399,0
10.260000,-0.045209,0.048344,-0.139963,0.049546,0
