UID,TEST,gamma,n_items,TSVR_hours,TSVR_days
A079,T4,0.589803012746234,72,194.42,8.100833333333332
A080,T1,0.7605363984674329,72,1.0,0.041666666666666664
A080,T2,0.740530303030303,72,29.03,1.2095833333333335
A080,T3,0.6563786008230452,72,72.87,3.0362500000000003
A080,T4,0.7261410788381742,72,145.77,6.07375
A081,T1,0.5932203389830508,72,1.0,0.041666666666666664
A081,T2,0.8300536672629696,72,31.39,1.3079166666666666
A081,T3,0.6488970588235294,72,80.13,3.3387499999999997
A081,T4,0.688715953307393,72,154.53,6.43875
A082,T1,0.6136136136136137,72,1.0,0.041666666666666664
A082,T2,0.888671875,72,27.97,1.1654166666666665
A082,T3,0.9608574091332712,72,75.71,3.154583333333333
A082,T4,0.8119312436804853,72,170.25,7.09375
A083,T1,0.8898128898128899,72,1.0,0.041666666666666664
A083,T2,0.6959395656279509,72,25.15,1.0479166666666666
A083,T3,0.7448015122873346,72,74.3,3.095833333333333
A083,T4,0.6926108374384237,72,144.91,6.037916666666667
A084,T1,0.7047898338220919,72,1.0,0.041666666666666664
A084,T2,0.6136631330977621,72,27.25,1.1354166666666667
A084,T3,0.6501516683518705,72,91.97,3.8320833333333333
A084,T4,0.5246073298429319,72,162.51,6.771249999999999
A085,T1,0.5821917808219178,72,1.0,0.041666666666666664
A085,T2,0.790948275862069,72,24.51,1.02125
A085,T3,0.925777331995988,72,71.4,2.975
A085,T4,0.23252496433666192,72,170.65,7.110416666666667
A086,T1,0.9035743973399833,72,1.0,0.041666666666666664
A086,T2,0.5626283367556468,72,23.47,0.9779166666666667
A086,T3,0.6526829268292683,72,145.29,6.05375
A086,T4,0.7704280155642024,72,169.55,7.064583333333334
A087,T1,0.786697247706422,72,1.0,0.041666666666666664
A087,T2,0.8369351669941061,72,31.07,1.2945833333333334
A087,T3,0.6614173228346457,72,72.8,3.033333333333333
A087,T4,0.9494097807757167,72,144.2,6.008333333333333
A088,T1,0.7295528898582334,72,1.0,0.041666666666666664
A088,T2,0.8333333333333334,72,24.25,1.0104166666666667
A088,T3,0.8576449912126538,72,74.91,3.12125
A088,T4,0.8101135190918473,72,149.93,6.247083333333333
A089,T1,0.7905405405405406,72,1.0,0.041666666666666664
A089,T2,0.9350307287093942,72,32.14,1.3391666666666666
A089,T3,0.7424657534246575,72,79.34,3.3058333333333336
A089,T4,0.7511436413540714,72,146.96,6.123333333333334
A090,T1,0.8147368421052632,72,1.0,0.041666666666666664
A090,T2,0.7121848739495799,72,23.54,0.9808333333333333
A090,T3,0.41916167664670656,72,95.42,3.9758333333333336
A090,T4,0.6428571428571429,72,144.07,6.002916666666667
A091,T1,0.5245901639344263,72,1.0,0.041666666666666664
A091,T2,0.6333002973240832,72,22.2,0.9249999999999999
A091,T3,0.7951807228915663,72,73.64,3.0683333333333334
A091,T4,0.6713147410358565,72,142.61,5.942083333333334
A092,T1,0.7945492662473794,72,1.0,0.041666666666666664
A092,T2,0.763023493360572,72,22.83,0.9512499999999999
A092,T3,0.3137485311398355,72,71.31,2.97125
A092,T4,0.7050209205020921,72,146.16,6.09
A093,T1,0.7611336032388664,72,1.0,0.041666666666666664
A093,T2,0.8703481392557023,72,22.09,0.9204166666666667
A093,T3,0.7642857142857142,72,70.22,2.9258333333333333
A093,T4,0.7567567567567568,72,140.95,5.872916666666666
A094,T1,0.7649442755825735,72,1.0,0.041666666666666664
A094,T2,0.5855855855855856,72,22.98,0.9575
A094,T3,0.7785467128027682,72,76.21,3.1754166666666666
A094,T4,0.6731517509727627,72,149.99,6.249583333333334
A095,T1,0.7979420018709074,72,1.0,0.041666666666666664
A095,T2,0.5888888888888889,72,29.71,1.2379166666666668
A095,T3,0.7134883720930233,72,78.76,3.2816666666666667
A095,T4,0.6865079365079365,72,148.79,6.199583333333333
A096,T1,0.7597402597402597,72,1.0,0.041666666666666664
A096,T2,0.38391845979614947,72,24.49,1.0204166666666665
A096,T3,0.20881971465629054,72,71.19,2.96625
A096,T4,0.30982367758186397,72,143.66,5.985833333333333
A097,T1,0.7139896373056995,72,1.0,0.041666666666666664
A097,T2,0.3696612665684831,72,24.37,1.0154166666666666
A097,T3,0.6124031007751938,72,70.83,2.95125
A097,T4,0.7835909631391201,72,144.85,6.035416666666666
A098,T1,0.7411988582302569,72,1.0,0.041666666666666664
A098,T2,0.6098562628336756,72,25.77,1.07375
A098,T3,0.7316356513222331,72,78.84,3.285
A098,T4,0.8466019417475729,72,146.29,6.095416666666666
A099,T1,0.6100342075256556,72,1.0,0.041666666666666664
A099,T2,0.6313799621928167,72,28.75,1.1979166666666667
A099,T3,0.690522243713733,72,78.57,3.2737499999999997
A099,T4,0.8409638554216867,72,143.51,5.979583333333333
A100,T1,0.4228855721393035,72,1.0,0.041666666666666664
A100,T2,1.0,72,31.14,1.2975
A100,T3,0.4645669291338583,72,75.34,3.1391666666666667
A100,T4,0.32456140350877194,72,146.8,6.116666666666667
A101,T1,0.7057057057057057,72,1.0,0.041666666666666664
A101,T2,0.5971394517282479,72,29.12,1.2133333333333334
A101,T3,0.7404580152671756,72,75.21,3.1337499999999996
A101,T4,0.45454545454545453,72,150.22,6.259166666666666
A102,T1,0.6219281663516069,72,1.0,0.041666666666666664
A102,T2,0.8862815884476535,72,29.13,1.2137499999999999
A102,T3,0.7584204413472706,72,75.27,3.13625
A102,T4,0.7090909090909091,72,150.41,6.267083333333333
A103,T1,0.7068965517241379,72,1.0,0.041666666666666664
A103,T2,0.7078651685393258,72,27.26,1.1358333333333335
A103,T3,0.7294117647058823,72,80.24,3.3433333333333333
A103,T4,0.8416666666666667,72,149.72,6.238333333333333
A104,T1,0.7443609022556391,72,1.0,0.041666666666666664
A104,T2,0.6448979591836734,72,22.6,0.9416666666666668
A104,T3,0.7116883116883117,72,72.62,3.0258333333333334
A104,T4,0.8181818181818182,72,145.78,6.074166666666667
A105,T1,0.660056657223796,72,1.0,0.041666666666666664
A105,T2,0.7926078028747433,72,22.77,0.94875
A105,T3,0.8739054290718039,72,69.46,2.8941666666666666
A105,T4,0.5150943396226415,72,146.2,6.091666666666666
A106,T1,0.8794964028776978,72,1.0,0.041666666666666664
A106,T2,0.589066918001885,72,22.64,0.9433333333333334
A106,T3,0.8956043956043956,72,66.08,2.7533333333333334
A106,T4,0.868421052631579,72,147.13,6.130416666666666
A107,T1,0.649025069637883,72,1.0,0.041666666666666664
A107,T2,1.0,72,26.22,1.0925
A107,T3,0.45263157894736844,72,71.45,2.9770833333333333
A107,T4,0.47096774193548385,72,145.95,6.08125
A108,T1,0.6574712643678161,72,1.0,0.041666666666666664
A108,T2,0.7834757834757835,72,27.61,1.1504166666666666
A108,T3,0.7668449197860963,72,68.96,2.873333333333333
A108,T4,0.22935779816513763,72,152.12,6.338333333333334
A109,T1,0.8007566204287516,72,1.0,0.041666666666666664
A109,T2,0.4080604534005038,72,24.65,1.0270833333333333
A109,T3,0.920863309352518,72,71.17,2.9654166666666666
A109,T4,0.21868365180467092,72,149.87,6.244583333333334
