composite_ID,UID,TEST,paradigm,CTT_mean,n_items
A102_2,A102,T2,ICR,0.7236842105263158,19
A102_2,A102,T2,IRE,0.75,14
A102_3,A102,T3,IFR,0.25,12
A102_3,A102,T3,ICR,0.5526315789473685,19
A102_3,A102,T3,IRE,0.6607142857142857,14
A102_4,A102,T4,IFR,0.625,12
A102_4,A102,T4,ICR,0.5921052631578947,19
A102_4,A102,T4,IRE,0.5714285714285714,14
A103_1,A103,T1,IFR,0.8333333333333334,12
A103_1,A103,T1,ICR,0.881578947368421,19
A103_1,A103,T1,IRE,0.875,14
A103_2,A103,T2,IFR,0.5833333333333334,12
A103_2,A103,T2,ICR,0.5394736842105263,19
A103_2,A103,T2,IRE,0.42857142857142855,14
A103_3,A103,T3,IFR,0.2916666666666667,12
A103_3,A103,T3,ICR,0.47368421052631576,19
A103_3,A103,T3,IRE,0.5,14
A103_4,A103,T4,IFR,0.4166666666666667,12
A103_4,A103,T4,ICR,0.5263157894736842,19
A103_4,A103,T4,IRE,0.4642857142857143,14
A104_1,A104,T1,IFR,0.9166666666666666,12
A104_1,A104,T1,ICR,0.8421052631578947,19
A104_1,A104,T1,IRE,0.7857142857142857,14
A104_2,A104,T2,IFR,0.6041666666666666,12
A104_2,A104,T2,ICR,0.6973684210526315,19
A104_2,A104,T2,IRE,0.7321428571428571,14
A104_3,A104,T3,IFR,0.4166666666666667,12
A104_3,A104,T3,ICR,0.5657894736842105,19
A104_3,A104,T3,IRE,0.75,14
A104_4,A104,T4,IFR,0.16666666666666666,12
A104_4,A104,T4,ICR,0.47368421052631576,19
A104_4,A104,T4,IRE,0.30357142857142855,14
A105_1,A105,T1,IFR,0.5833333333333334,12
A105_1,A105,T1,ICR,0.7631578947368421,19
A105_1,A105,T1,IRE,0.6785714285714286,14
A105_2,A105,T2,IFR,0.625,12
A105_2,A105,T2,ICR,0.7631578947368421,19
A105_2,A105,T2,IRE,0.6964285714285714,14
A105_3,A105,T3,IFR,0.5416666666666666,12
A105_3,A105,T3,ICR,0.5921052631578947,19
A105_3,A105,T3,IRE,0.5178571428571429,14
A105_4,A105,T4,IFR,0.5,12
A105_4,A105,T4,ICR,0.5657894736842105,19
A105_4,A105,T4,IRE,0.6428571428571429,14
A106_1,A106,T1,IFR,0.9166666666666666,12
A106_1,A106,T1,ICR,0.7236842105263158,19
A106_1,A106,T1,IRE,0.7321428571428571,14
A106_2,A106,T2,IFR,0.3333333333333333,12
A106_2,A106,T2,ICR,0.6973684210526315,19
A106_2,A106,T2,IRE,0.5892857142857143,14
A106_3,A106,T3,IFR,0.6875,12
A106_3,A106,T3,ICR,0.7105263157894737,19
A106_3,A106,T3,IRE,0.7321428571428571,14
A106_4,A106,T4,IFR,0.8333333333333334,12
A106_4,A106,T4,ICR,0.7368421052631579,19
A106_4,A106,T4,IRE,0.75,14
A107_1,A107,T1,IFR,0.3958333333333333,12
A107_1,A107,T1,ICR,0.47368421052631576,19
A107_1,A107,T1,IRE,0.6071428571428571,14
A107_2,A107,T2,IFR,0.5208333333333334,12
A107_2,A107,T2,ICR,0.39473684210526316,19
A107_2,A107,T2,IRE,0.30357142857142855,14
A107_3,A107,T3,IFR,0.25,12
A107_3,A107,T3,ICR,0.5921052631578947,19
A107_3,A107,T3,IRE,0.42857142857142855,14
A107_4,A107,T4,IFR,0.5833333333333334,12
A107_4,A107,T4,ICR,0.34210526315789475,19
A107_4,A107,T4,IRE,0.30357142857142855,14
A108_1,A108,T1,IFR,0.5,12
A108_1,A108,T1,ICR,0.40789473684210525,19
A108_1,A108,T1,IRE,0.6785714285714286,14
A108_2,A108,T2,IFR,0.22916666666666666,12
A108_2,A108,T2,ICR,0.631578947368421,19
A108_2,A108,T2,IRE,0.42857142857142855,14
A108_3,A108,T3,IFR,0.4791666666666667,12
A108_3,A108,T3,ICR,0.5657894736842105,19
A108_3,A108,T3,IRE,0.7857142857142857,14
A108_4,A108,T4,IFR,0.25,12
A108_4,A108,T4,ICR,0.4473684210526316,19
A108_4,A108,T4,IRE,0.30357142857142855,14
A109_1,A109,T1,IFR,0.5625,12
A109_1,A109,T1,ICR,0.5526315789473685,19
A109_1,A109,T1,IRE,0.42857142857142855,14
A109_2,A109,T2,IFR,0.2916666666666667,12
A109_2,A109,T2,ICR,0.39473684210526316,19
A109_2,A109,T2,IRE,0.44642857142857145,14
A109_3,A109,T3,IFR,0.5,12
A109_3,A109,T3,ICR,0.5263157894736842,19
A109_3,A109,T3,IRE,0.4642857142857143,14
A109_4,A109,T4,IFR,0.25,12
A109_4,A109,T4,ICR,0.3026315789473684,19
A109_4,A109,T4,IRE,0.30357142857142855,14
