composite_ID,UID,TEST,theta_IFR,theta_ICR,theta_IRE,CTT_IFR,CTT_ICR,CTT_IRE,se_IFR,se_ICR,se_IRE
A069_1,A069,T1,-0.9453881,-0.8156367,-0.8091589,0.2916666666666667,0.5131578947368421,0.5357142857142857,,,
A069_2,A069,T2,-1.0803355,-1.003427,-0.9965671,0.3125,0.4210526315789473,0.5178571428571429,,,
A069_3,A069,T3,-0.40901044,-0.15258345,-0.24949603,0.3541666666666667,0.631578947368421,0.625,,,
A069_4,A069,T4,-1.3295189,-1.1634574,-1.8297737,0.3541666666666667,0.3947368421052631,0.3214285714285714,,,
A070_1,A070,T1,-0.19590467,0.17281204,-0.038579978,0.3958333333333333,0.7763157894736842,0.625,,,
A070_2,A070,T2,0.001917907,0.050464932,0.18958522,0.4791666666666667,0.5921052631578947,0.5714285714285714,,,
A070_3,A070,T3,-0.6862198,-1.109818,-0.277578,0.4583333333333333,0.5789473684210527,0.5178571428571429,,,
A070_4,A070,T4,-0.76803863,-1.0831009,-0.78672224,0.4583333333333333,0.4868421052631579,0.5178571428571429,,,
A071_1,A071,T1,0.8231066,0.5489096,0.70816094,0.75,0.6578947368421053,0.6428571428571429,,,
A071_2,A071,T2,0.7234464,0.40938142,0.56730664,0.7083333333333334,0.631578947368421,0.7142857142857143,,,
A071_3,A071,T3,-0.8875053,-0.70280397,-0.84938395,0.375,0.5131578947368421,0.4642857142857143,,,
A071_4,A071,T4,0.3867004,0.24814038,0.033938855,0.5833333333333334,0.5,0.6071428571428571,,,
A072_1,A072,T1,0.7837958,1.2745856,1.0733924,0.625,0.7894736842105263,0.75,,,
A072_2,A072,T2,1.3752688,1.3061616,1.4070365,0.875,0.75,0.7857142857142857,,,
A072_3,A072,T3,-0.50578904,-0.58761966,-0.5334246,0.5833333333333334,0.6447368421052632,0.6964285714285714,,,
A072_4,A072,T4,0.22475065,0.10019777,-0.2938692,0.625,0.7105263157894737,0.5714285714285714,,,
A073_1,A073,T1,1.0453852,1.1698031,0.68885374,0.7083333333333334,0.6578947368421053,0.6785714285714286,,,
A073_2,A073,T2,-0.18324019,0.213315,0.119342916,0.3333333333333333,0.5657894736842105,0.6607142857142857,,,
A073_3,A073,T3,1.1016877,1.063813,1.1573863,0.7083333333333334,0.7894736842105263,0.75,,,
A073_4,A073,T4,1.1862053,1.2432824,1.3339784,0.6666666666666666,0.7631578947368421,0.8392857142857143,,,
A074_1,A074,T1,1.1920998,1.3506466,1.4998207,0.7916666666666666,0.7894736842105263,0.8928571428571429,,,
A074_2,A074,T2,-0.18063918,-0.031553622,-0.037707042,0.375,0.6447368421052632,0.6785714285714286,,,
A074_3,A074,T3,-0.33134934,-0.53760165,-0.59307206,0.5,0.6052631578947368,0.4107142857142857,,,
A074_4,A074,T4,-0.77555984,-0.6315205,-1.2337722,0.4583333333333333,0.4210526315789473,0.5357142857142857,,,
A075_1,A075,T1,0.6835109,0.9588991,0.8625738,0.5416666666666666,0.7631578947368421,0.6785714285714286,,,
A075_2,A075,T2,0.15669091,0.5673783,0.39767498,0.5,0.6973684210526315,0.625,,,
A075_3,A075,T3,-1.2112106,-1.399464,-1.2247729,0.25,0.3421052631578947,0.4464285714285714,,,
A075_4,A075,T4,-0.9596083,-0.7930459,-1.2319921,0.3541666666666667,0.3684210526315789,0.6071428571428571,,,
A076_1,A076,T1,-0.23747711,0.024194812,-0.22091237,0.4375,0.5657894736842105,0.5,,,
A076_2,A076,T2,-0.96419734,-1.0196363,-1.0255073,0.3541666666666667,0.5,0.4107142857142857,,,
A076_3,A076,T3,-1.6650329,-1.6319014,-1.5301954,0.2083333333333333,0.3947368421052631,0.2857142857142857,,,
A076_4,A076,T4,-1.514256,-1.6889011,-1.7831339,0.25,0.3421052631578947,0.3928571428571428,,,
A077_1,A077,T1,0.94863856,0.620659,0.89236367,0.75,0.6973684210526315,0.6428571428571429,,,
A077_2,A077,T2,-0.2102372,-0.054946523,-0.42042914,0.5208333333333334,0.631578947368421,0.3928571428571428,,,
A077_3,A077,T3,-0.27487096,-0.40346828,-0.1648312,0.3541666666666667,0.6052631578947368,0.4464285714285714,,,
A077_4,A077,T4,0.36480424,0.047804616,0.0786916,0.7291666666666666,0.7236842105263158,0.625,,,
A078_1,A078,T1,-0.96974343,-0.5550404,-0.6276853,0.25,0.6052631578947368,0.5535714285714286,,,
A078_2,A078,T2,0.103746764,0.33242676,0.09190124,0.5,0.6842105263157895,0.625,,,
A078_3,A078,T3,-0.52161014,-0.71275437,-0.71987665,0.4166666666666667,0.5657894736842105,0.5714285714285714,,,
A078_4,A078,T4,-1.1577317,-0.96229225,-1.2768241,0.3958333333333333,0.5,0.3392857142857143,,,
A079_1,A079,T1,0.29714143,0.7266939,0.525917,0.5208333333333334,0.7894736842105263,0.75,,,
A079_2,A079,T2,-0.019604485,0.33964783,-0.23780693,0.5416666666666666,0.5657894736842105,0.5535714285714286,,,
A079_3,A079,T3,-0.63756335,-0.95795447,-0.90638155,0.5416666666666666,0.4473684210526316,0.5357142857142857,,,
A079_4,A079,T4,-0.8638559,-0.64385366,-0.8079388,0.3125,0.5657894736842105,0.4285714285714285,,,
A080_1,A080,T1,-0.03166884,0.4963262,0.19847187,0.5833333333333334,0.7105263157894737,0.7857142857142857,,,
A080_2,A080,T2,0.46226197,0.06484385,0.5421969,0.7291666666666666,0.6842105263157895,0.6785714285714286,,,
A080_3,A080,T3,0.26095873,0.17949885,0.51873004,0.5208333333333334,0.7763157894736842,0.5714285714285714,,,
A080_4,A080,T4,-0.27738324,-0.7201712,-0.7286859,0.5833333333333334,0.5394736842105263,0.3928571428571428,,,
A081_1,A081,T1,-0.21233271,0.59079283,0.09954796,0.2708333333333333,0.631578947368421,0.7142857142857143,,,
A081_2,A081,T2,-0.2756375,-0.37425303,-0.37963817,0.625,0.6052631578947368,0.5892857142857143,,,
A081_3,A081,T3,1.1896797,1.4981886,0.9053249,0.6666666666666666,0.8421052631578947,0.7678571428571429,,,
A081_4,A081,T4,0.5770681,0.28968403,0.20900704,0.8333333333333334,0.5526315789473685,0.7142857142857143,,,
A082_1,A082,T1,0.23409934,0.3937965,0.15080759,0.5625,0.7368421052631579,0.6785714285714286,,,
A082_2,A082,T2,1.3762386,1.6726893,1.0830928,0.7708333333333334,0.8157894736842105,0.7857142857142857,,,
A082_3,A082,T3,0.45864242,0.26070443,0.8160206,0.625,0.6578947368421053,0.5714285714285714,,,
A082_4,A082,T4,-0.5385982,-0.24990185,-0.4891232,0.375,0.6710526315789473,0.5892857142857143,,,
A083_1,A083,T1,2.0915012,1.8757206,1.978909,0.9166666666666666,0.7763157894736842,0.8392857142857143,,,
A083_2,A083,T2,0.5282948,0.7406226,0.57815444,0.6666666666666666,0.5657894736842105,0.7321428571428571,,,
A083_3,A083,T3,0.067734525,0.15675685,0.22213173,0.4375,0.6973684210526315,0.5892857142857143,,,
A083_4,A083,T4,0.35439134,0.41007304,0.27717957,0.625,0.631578947368421,0.75,,,
A084_1,A084,T1,0.4183016,1.0363737,1.0537276,0.4583333333333333,0.8421052631578947,0.8392857142857143,,,
A084_2,A084,T2,-0.43802726,-0.08566386,-0.011237693,0.3958333333333333,0.5789473684210527,0.6428571428571429,,,
A084_3,A084,T3,-0.0573422,0.1501421,-0.19179052,0.6041666666666666,0.6052631578947368,0.5892857142857143,,,
A084_4,A084,T4,-0.6182798,-0.5393467,-0.18041168,0.4166666666666667,0.6447368421052632,0.6428571428571429,,,
A085_1,A085,T1,-0.031216,0.075853765,-0.22509605,0.5416666666666666,0.5789473684210527,0.6607142857142857,,,
A085_2,A085,T2,1.1066616,1.2179971,1.0013424,0.6666666666666666,0.7368421052631579,0.7142857142857143,,,
A085_3,A085,T3,0.061248675,-0.22426121,-0.067706935,0.625,0.6052631578947368,0.5357142857142857,,,
A085_4,A085,T4,-0.76523185,-0.3583133,-1.0312817,0.2916666666666667,0.4868421052631579,0.5892857142857143,,,
A086_1,A086,T1,0.38950622,0.88108736,0.6659961,0.5,0.7368421052631579,0.7321428571428571,,,
A086_2,A086,T2,-0.14577931,0.30652004,0.22458939,0.3333333333333333,0.7368421052631579,0.75,,,
A086_3,A086,T3,-1.0502772,-0.82387006,-1.3325757,0.2916666666666667,0.3815789473684211,0.3571428571428571,,,
A086_4,A086,T4,-0.8074584,-0.6613363,-0.5272459,0.4166666666666667,0.5131578947368421,0.4285714285714285,,,
A087_1,A087,T1,0.78208005,0.58175397,0.7895145,0.8125,0.8026315789473685,0.8571428571428571,,,
A087_2,A087,T2,1.0232055,1.1760826,1.4542019,0.6458333333333334,0.8157894736842105,0.8214285714285714,,,
A087_3,A087,T3,0.5696994,0.65625054,0.04354732,0.6458333333333334,0.6447368421052632,0.625,,,
A087_4,A087,T4,0.74973524,0.28195977,0.38482845,0.75,0.5263157894736842,0.6071428571428571,,,
A088_1,A088,T1,1.4914855,1.5454081,1.9759402,0.6666666666666666,0.8421052631578947,0.8928571428571429,,,
A088_2,A088,T2,2.2012293,2.4344504,2.3444242,0.8541666666666666,0.9473684210526316,0.9642857142857144,,,
A088_3,A088,T3,1.2592479,1.1459264,1.1121235,0.9583333333333334,0.7236842105263158,0.6428571428571429,,,
A088_4,A088,T4,1.9822054,2.3584166,1.9438039,0.75,0.9473684210526316,0.9285714285714286,,,
A089_1,A089,T1,0.9941269,1.0743129,1.5588329,0.7083333333333334,0.9078947368421052,0.6607142857142857,,,
A089_2,A089,T2,1.1067888,1.006568,0.9890919,0.8333333333333334,0.6842105263157895,0.6607142857142857,,,
A089_3,A089,T3,0.42236474,1.1093498,0.07187775,0.6041666666666666,0.7631578947368421,0.75,,,
A089_4,A089,T4,-0.14824519,0.019611612,0.042044263,0.5,0.7368421052631579,0.75,,,
A090_1,A090,T1,0.5147539,0.06928799,0.050371252,0.7916666666666666,0.5394736842105263,0.7857142857142857,,,
A090_2,A090,T2,-0.14470427,-0.5618887,-0.27120855,0.6666666666666666,0.4736842105263157,0.5535714285714286,,,
A090_3,A090,T3,-1.0755081,-1.2942528,-1.3461871,0.4375,0.4210526315789473,0.25,,,
A090_4,A090,T4,-0.72259337,-0.66221637,-0.7518836,0.375,0.631578947368421,0.4107142857142857,,,
A091_1,A091,T1,0.56830114,0.37353247,0.97061104,0.625,0.75,0.75,,,
A091_2,A091,T2,-0.024470944,-0.38569748,0.039785095,0.5833333333333334,0.618421052631579,0.5714285714285714,,,
A091_3,A091,T3,-1.0722411,-0.9121887,-0.97475123,0.4166666666666667,0.4605263157894737,0.5,,,
A091_4,A091,T4,-0.80329055,-0.82411695,-0.9651673,0.375,0.5,0.4464285714285714,,,
A092_1,A092,T1,-0.20546757,-0.018687323,0.05058304,0.375,0.7368421052631579,0.6071428571428571,,,
A092_2,A092,T2,-1.1036576,-0.92986196,-1.2336305,0.25,0.4210526315789473,0.5357142857142857,,,
A092_3,A092,T3,-0.9559158,-0.65643394,-1.2415818,0.2916666666666667,0.5263157894736842,0.3928571428571428,,,
A092_4,A092,T4,-1.0151985,-0.845883,-0.89444345,0.2916666666666667,0.5131578947368421,0.5714285714285714,,,
A093_1,A093,T1,0.5351138,0.5201135,0.5990654,0.625,0.6842105263157895,0.6785714285714286,,,
A093_2,A093,T2,1.1764531,0.55581963,1.2117604,0.875,0.6973684210526315,0.5714285714285714,,,
A093_3,A093,T3,0.49807674,-0.043852262,0.17340481,0.7916666666666666,0.6578947368421053,0.5357142857142857,,,
A093_4,A093,T4,0.36329606,-0.121557094,0.5586453,0.75,0.631578947368421,0.5357142857142857,,,
A094_1,A094,T1,-0.95102084,-0.73902184,-0.9617219,0.25,0.6052631578947368,0.2857142857142857,,,
A094_2,A094,T2,-0.08161993,-0.29991186,0.0140557075,0.5,0.6052631578947368,0.5714285714285714,,,
A094_3,A094,T3,-1.1016859,-1.2893258,-1.5349207,0.4166666666666667,0.3815789473684211,0.3392857142857143,,,
A094_4,A094,T4,-0.83792824,-1.1009582,-1.2094593,0.5,0.3815789473684211,0.4107142857142857,,,
A095_1,A095,T1,1.80899,1.8624213,1.9830589,0.8333333333333334,0.868421052631579,0.7678571428571429,,,
A095_2,A095,T2,-0.14235677,0.055583816,0.3200694,0.4583333333333333,0.6842105263157895,0.5535714285714286,,,
A095_3,A095,T3,-0.18422538,-0.016563427,-0.17800218,0.5833333333333334,0.5394736842105263,0.5535714285714286,,,
A095_4,A095,T4,-0.21127401,-0.25386304,-0.41172364,0.5416666666666666,0.618421052631579,0.375,,,
A096_1,A096,T1,-0.41371152,-0.405043,-0.6706398,0.3541666666666667,0.5789473684210527,0.5535714285714286,,,
A096_2,A096,T2,-0.7807312,-0.70250136,-0.55896944,0.3125,0.5131578947368421,0.5535714285714286,,,
A096_3,A096,T3,-1.6348042,-1.5279682,-1.9151922,0.25,0.3289473684210526,0.3928571428571428,,,
A096_4,A096,T4,-1.5612783,-2.1239834,-1.9204532,0.5,0.3289473684210526,0.1607142857142857,,,
A097_1,A097,T1,0.35705918,0.17421606,0.14730547,0.5208333333333334,0.5263157894736842,0.6964285714285714,,,
A097_2,A097,T2,-0.31381193,-0.18929343,-0.47214893,0.6041666666666666,0.5921052631578947,0.6785714285714286,,,
A097_3,A097,T3,0.67599416,0.3600653,0.31698403,0.6875,0.5526315789473685,0.625,,,
A097_4,A097,T4,-0.4779618,-0.3640842,-0.5914035,0.4791666666666667,0.5789473684210527,0.6071428571428571,,,
A098_1,A098,T1,0.4863022,0.76267684,0.6124665,0.6666666666666666,0.6842105263157895,0.6428571428571429,,,
A098_2,A098,T2,0.35508934,0.50032306,-0.096271254,0.625,0.5789473684210527,0.625,,,
A098_3,A098,T3,1.2622093,0.7660794,1.3472352,0.7708333333333334,0.7236842105263158,0.7678571428571429,,,
A098_4,A098,T4,-0.91847074,-0.8945514,-0.9018639,0.2916666666666667,0.5,0.4285714285714285,,,
A099_1,A099,T1,0.5947077,1.0417407,0.5525987,0.5625,0.7894736842105263,0.7857142857142857,,,
A099_2,A099,T2,0.9436256,0.6420143,0.97143245,0.875,0.7105263157894737,0.6785714285714286,,,
A099_3,A099,T3,0.5655428,0.33446977,0.9325728,0.6666666666666666,0.75,0.6607142857142857,,,
A099_4,A099,T4,1.2966081,0.98564196,1.1421402,0.9166666666666666,0.6578947368421053,0.75,,,
A100_1,A100,T1,0.15649687,0.2507026,0.41694874,0.5625,0.6578947368421053,0.6071428571428571,,,
A100_2,A100,T2,1.812935,1.7990696,1.5501331,0.9166666666666666,0.75,0.7678571428571429,,,
A100_3,A100,T3,0.31755033,0.022800112,0.26074573,0.6875,0.7105263157894737,0.5,,,
A100_4,A100,T4,0.07595712,-0.14655165,0.18579558,0.6666666666666666,0.6052631578947368,0.4464285714285714,,,
A101_1,A101,T1,-0.3487501,0.06431497,-0.24693763,0.4166666666666667,0.6710526315789473,0.6428571428571429,,,
A101_2,A101,T2,-1.0621837,-0.4466182,-0.8620508,0.1666666666666666,0.6578947368421053,0.5178571428571429,,,
A101_3,A101,T3,-1.3082596,-1.0314987,-1.2491857,0.3125,0.4078947368421052,0.3392857142857143,,,
A101_4,A101,T4,-0.9258172,-0.9808568,-1.011913,0.2916666666666667,0.4868421052631579,0.375,,,
A102_1,A102,T1,-0.45942888,-0.4727804,-0.38333195,0.5,0.4868421052631579,0.6071428571428571,,,
A102_2,A102,T2,1.2470385,1.1755204,1.0901707,0.7916666666666666,0.7236842105263158,0.75,,,
A102_3,A102,T3,-0.7463703,-0.62653625,-0.3659669,0.25,0.5526315789473685,0.6607142857142857,,,
A102_4,A102,T4,0.35073677,-0.13949722,0.1741312,0.625,0.5921052631578947,0.5714285714285714,,,
A103_1,A103,T1,1.6094108,1.6574401,1.6768701,0.8333333333333334,0.881578947368421,0.875,,,
A103_2,A103,T2,-0.4749365,-0.61883485,-0.57117534,0.5833333333333334,0.5394736842105263,0.4285714285714285,,,
A103_3,A103,T3,-1.2749491,-1.058727,-1.2689043,0.2916666666666667,0.4736842105263157,0.5,,,
A103_4,A103,T4,-0.7590711,-0.77343935,-0.71614736,0.4166666666666667,0.5263157894736842,0.4642857142857143,,,
A104_1,A104,T1,1.8006684,1.5773517,1.6540266,0.9166666666666666,0.8421052631578947,0.7857142857142857,,,
A104_2,A104,T2,0.63661397,0.6895314,1.0291764,0.6041666666666666,0.6973684210526315,0.7321428571428571,,,
A104_3,A104,T3,-0.25256342,0.17436832,-0.4121698,0.4166666666666667,0.5657894736842105,0.75,,,
A104_4,A104,T4,-1.6931355,-1.2733445,-1.7346635,0.1666666666666666,0.4736842105263157,0.3035714285714285,,,
A105_1,A105,T1,0.6124308,0.91576445,0.6195348,0.5833333333333334,0.7631578947368421,0.6785714285714286,,,
A105_2,A105,T2,0.6128357,0.7752459,0.6627499,0.625,0.7631578947368421,0.6964285714285714,,,
A105_3,A105,T3,-0.43068558,-0.4392154,-0.66510576,0.5416666666666666,0.5921052631578947,0.5178571428571429,,,
A105_4,A105,T4,-0.08775301,-0.16613224,-0.010698175,0.5,0.5657894736842105,0.6428571428571429,,,
A106_1,A106,T1,1.270947,1.0576928,1.0056148,0.9166666666666666,0.7236842105263158,0.7321428571428571,,,
A106_2,A106,T2,-0.42703262,-0.51895714,-0.080483235,0.3333333333333333,0.6973684210526315,0.5892857142857143,,,
A106_3,A106,T3,0.37435147,0.29473698,0.26081502,0.6875,0.7105263157894737,0.7321428571428571,,,
A106_4,A106,T4,1.085603,1.0693434,0.8969831,0.8333333333333334,0.7368421052631579,0.75,,,
A107_1,A107,T1,-0.8262498,-0.5625059,-1.0345303,0.3958333333333333,0.4736842105263157,0.6071428571428571,,,
A107_2,A107,T2,-1.2923126,-1.480025,-1.5771314,0.5208333333333334,0.3947368421052631,0.3035714285714285,,,
A107_3,A107,T3,-0.8783097,-0.9414066,-0.7658409,0.25,0.5921052631578947,0.4285714285714285,,,
A107_4,A107,T4,-0.54525477,-0.7620688,-1.1520263,0.5833333333333334,0.3421052631578947,0.3035714285714285,,,
A108_1,A108,T1,-0.5137304,-0.81889147,-0.7558844,0.5,0.4078947368421052,0.6785714285714286,,,
A108_2,A108,T2,-0.843856,-0.4216877,-0.6152969,0.2291666666666666,0.631578947368421,0.4285714285714285,,,
A108_3,A108,T3,-0.07909426,0.16783781,0.07778465,0.4791666666666667,0.5657894736842105,0.7857142857142857,,,
A108_4,A108,T4,-1.6712129,-1.4309634,-1.6173264,0.25,0.4473684210526316,0.3035714285714285,,,
A109_1,A109,T1,-0.14437068,-0.4498533,-0.15640523,0.5625,0.5526315789473685,0.4285714285714285,,,
A109_2,A109,T2,-1.270778,-1.0999992,-1.224899,0.2916666666666667,0.3947368421052631,0.4464285714285714,,,
A109_3,A109,T3,0.009080338,0.0005814457,-0.13068518,0.5,0.5263157894736842,0.4642857142857143,,,
A109_4,A109,T4,-1.5646012,-1.645536,-1.6439301,0.25,0.3026315789473684,0.3035714285714285,,,
