composite_ID,UID,test,domain,CTT_score,n_items
A086_4,A086,4,what,0.5789473684210527,19
A086_4,A086,4,where,0.24444444444444444,45
A087_1,A087,1,what,0.9473684210526315,19
A087_1,A087,1,where,0.7777777777777778,45
A087_2,A087,2,what,0.8421052631578947,19
A087_2,A087,2,where,0.7555555555555555,45
A087_3,A087,3,what,0.6842105263157895,19
A087_3,A087,3,where,0.4888888888888889,45
A087_4,A087,4,what,0.8947368421052632,19
A087_4,A087,4,where,0.5111111111111111,45
A088_1,A088,1,what,0.8421052631578947,19
A088_1,A088,1,where,0.8444444444444444,45
A088_2,A088,2,what,0.9473684210526315,19
A088_2,A088,2,where,0.9333333333333333,45
A088_3,A088,3,what,0.8421052631578947,19
A088_3,A088,3,where,0.6444444444444445,45
A088_4,A088,4,what,0.8421052631578947,19
A088_4,A088,4,where,0.7555555555555555,45
A089_1,A089,1,what,0.8947368421052632,19
A089_1,A089,1,where,0.8,45
A089_2,A089,2,what,0.8421052631578947,19
A089_2,A089,2,where,0.7333333333333333,45
A089_3,A089,3,what,0.7894736842105263,19
A089_3,A089,3,where,0.6666666666666666,45
A089_4,A089,4,what,0.6842105263157895,19
A089_4,A089,4,where,0.6666666666666666,45
A090_1,A090,1,what,0.8421052631578947,19
A090_1,A090,1,where,0.6222222222222222,45
A090_2,A090,2,what,0.5263157894736842,19
A090_2,A090,2,where,0.4888888888888889,45
A090_3,A090,3,what,0.21052631578947367,19
A090_3,A090,3,where,0.35555555555555557,45
A090_4,A090,4,what,0.5789473684210527,19
A090_4,A090,4,where,0.24444444444444444,45
A091_1,A091,1,what,0.7894736842105263,19
A091_1,A091,1,where,0.6222222222222222,45
A091_2,A091,2,what,0.6842105263157895,19
A091_2,A091,2,where,0.4888888888888889,45
A091_3,A091,3,what,0.5263157894736842,19
A091_3,A091,3,where,0.37777777777777777,45
A091_4,A091,4,what,0.7368421052631579,19
A091_4,A091,4,where,0.3333333333333333,45
A092_1,A092,1,what,0.5789473684210527,19
A092_1,A092,1,where,0.4666666666666667,45
A092_2,A092,2,what,0.631578947368421,19
A092_2,A092,2,where,0.37777777777777777,45
A092_3,A092,3,what,0.5789473684210527,19
A092_3,A092,3,where,0.4888888888888889,45
A092_4,A092,4,what,0.3684210526315789,19
A092_4,A092,4,where,0.35555555555555557,45
A093_1,A093,1,what,0.7894736842105263,19
A093_1,A093,1,where,0.6222222222222222,45
A093_2,A093,2,what,0.8421052631578947,19
A093_2,A093,2,where,0.5111111111111111,45
A093_3,A093,3,what,0.9473684210526315,19
A093_3,A093,3,where,0.6222222222222222,45
A093_4,A093,4,what,0.7894736842105263,19
A093_4,A093,4,where,0.6444444444444445,45
A094_1,A094,1,what,0.6842105263157895,19
A094_1,A094,1,where,0.37777777777777777,45
A094_2,A094,2,what,0.6842105263157895,19
A094_2,A094,2,where,0.4444444444444444,45
A094_3,A094,3,what,0.47368421052631576,19
A094_3,A094,3,where,0.26666666666666666,45
A094_4,A094,4,what,0.631578947368421,19
A094_4,A094,4,where,0.26666666666666666,45
A095_1,A095,1,what,0.8947368421052632,19
A095_1,A095,1,where,0.7555555555555555,45
A095_2,A095,2,what,0.631578947368421,19
A095_2,A095,2,where,0.4222222222222222,45
A095_3,A095,3,what,0.631578947368421,19
A095_3,A095,3,where,0.4444444444444444,45
A095_4,A095,4,what,0.6842105263157895,19
A095_4,A095,4,where,0.3111111111111111,45
A096_1,A096,1,what,0.5789473684210527,19
A096_1,A096,1,where,0.4222222222222222,45
A096_2,A096,2,what,0.21052631578947367,19
A096_2,A096,2,where,0.35555555555555557,45
A096_3,A096,3,what,0.3157894736842105,19
A096_3,A096,3,where,0.17777777777777778,45
A096_4,A096,4,what,0.42105263157894735,19
A096_4,A096,4,where,0.3333333333333333,45
A097_1,A097,1,what,0.8421052631578947,19
A097_1,A097,1,where,0.5111111111111111,45
A097_2,A097,2,what,0.631578947368421,19
A097_2,A097,2,where,0.4222222222222222,45
A097_3,A097,3,what,0.7894736842105263,19
A097_3,A097,3,where,0.6444444444444445,45
A097_4,A097,4,what,0.8421052631578947,19
A097_4,A097,4,where,0.5555555555555556,45
A098_1,A098,1,what,0.7894736842105263,19
A098_1,A098,1,where,0.6666666666666666,45
A098_2,A098,2,what,0.7368421052631579,19
A098_2,A098,2,where,0.5777777777777777,45
A098_3,A098,3,what,0.8421052631578947,19
A098_3,A098,3,where,0.7111111111111111,45
A098_4,A098,4,what,0.7894736842105263,19
A098_4,A098,4,where,0.35555555555555557,45
A099_1,A099,1,what,0.8421052631578947,19
A099_1,A099,1,where,0.7333333333333333,45
A099_2,A099,2,what,0.8421052631578947,19
A099_2,A099,2,where,0.7555555555555555,45
A099_3,A099,3,what,0.631578947368421,19
A099_3,A099,3,where,0.4888888888888889,45
A099_4,A099,4,what,0.6842105263157895,19
A099_4,A099,4,where,0.8,45
A100_1,A100,1,what,0.6842105263157895,19
A100_1,A100,1,where,0.5111111111111111,45
A100_2,A100,2,what,1.0,19
A100_2,A100,2,where,0.6,45
A100_3,A100,3,what,0.8947368421052632,19
A100_3,A100,3,where,0.5555555555555556,45
A100_4,A100,4,what,0.7894736842105263,19
A100_4,A100,4,where,0.4888888888888889,45
A101_1,A101,1,what,0.42105263157894735,19
A101_1,A101,1,where,0.37777777777777777,45
A101_2,A101,2,what,0.47368421052631576,19
A101_2,A101,2,where,0.4,45
A101_3,A101,3,what,0.5263157894736842,19
A101_3,A101,3,where,0.17777777777777778,45
A101_4,A101,4,what,0.3684210526315789,19
A101_4,A101,4,where,0.4,45
A102_1,A102,1,what,0.7368421052631579,19
A102_1,A102,1,where,0.5333333333333333,45
A102_2,A102,2,what,0.8947368421052632,19
A102_2,A102,2,where,0.6888888888888889,45
A102_3,A102,3,what,0.631578947368421,19
A102_3,A102,3,where,0.4444444444444444,45
A102_4,A102,4,what,0.7368421052631579,19
A102_4,A102,4,where,0.4,45
A103_1,A103,1,what,0.9473684210526315,19
A103_1,A103,1,where,0.7777777777777778,45
A103_2,A103,2,what,0.6842105263157895,19
A103_2,A103,2,where,0.3111111111111111,45
A103_3,A103,3,what,0.3684210526315789,19
A103_3,A103,3,where,0.3111111111111111,45
A103_4,A103,4,what,0.631578947368421,19
A103_4,A103,4,where,0.3111111111111111,45
A104_1,A104,1,what,0.9473684210526315,19
A104_1,A104,1,where,0.8222222222222222,45
A104_2,A104,2,what,0.631578947368421,19
A104_2,A104,2,where,0.5555555555555556,45
A104_3,A104,3,what,0.8421052631578947,19
A104_3,A104,3,where,0.5777777777777777,45
A104_4,A104,4,what,0.3684210526315789,19
A104_4,A104,4,where,0.2,45
A105_1,A105,1,what,0.8421052631578947,19
A105_1,A105,1,where,0.6,45
A105_2,A105,2,what,0.7368421052631579,19
A105_2,A105,2,where,0.6666666666666666,45
A105_3,A105,3,what,0.7894736842105263,19
A105_3,A105,3,where,0.4888888888888889,45
A105_4,A105,4,what,0.6842105263157895,19
A105_4,A105,4,where,0.6666666666666666,45
A106_1,A106,1,what,1.0,19
A106_1,A106,1,where,0.6666666666666666,45
A106_2,A106,2,what,0.7368421052631579,19
A106_2,A106,2,where,0.5111111111111111,45
A106_3,A106,3,what,0.8947368421052632,19
A106_3,A106,3,where,0.5555555555555556,45
A106_4,A106,4,what,1.0,19
A106_4,A106,4,where,0.6888888888888889,45
A107_1,A107,1,what,0.631578947368421,19
A107_1,A107,1,where,0.37777777777777777,45
A107_2,A107,2,what,0.47368421052631576,19
A107_2,A107,2,where,0.26666666666666666,45
A107_3,A107,3,what,0.5263157894736842,19
A107_3,A107,3,where,0.28888888888888886,45
A107_4,A107,4,what,0.5263157894736842,19
A107_4,A107,4,where,0.24444444444444444,45
A108_1,A108,1,what,0.5263157894736842,19
A108_1,A108,1,where,0.4666666666666667,45
A108_2,A108,2,what,0.47368421052631576,19
A108_2,A108,2,where,0.3333333333333333,45
A108_3,A108,3,what,0.5263157894736842,19
A108_3,A108,3,where,0.5555555555555556,45
A108_4,A108,4,what,0.42105263157894735,19
A108_4,A108,4,where,0.3333333333333333,45
A109_1,A109,1,what,0.6842105263157895,19
A109_1,A109,1,where,0.4222222222222222,45
A109_2,A109,2,what,0.5263157894736842,19
A109_2,A109,2,where,0.3333333333333333,45
A109_3,A109,3,what,0.7368421052631579,19
A109_3,A109,3,where,0.4222222222222222,45
A109_4,A109,4,what,0.47368421052631576,19
A109_4,A109,4,where,0.28888888888888886,45
