composite_ID,theta_Source,theta_Destination
A050_T2,0.36321643,-0.6759028
A050_T3,-2.4990115,-1.7570821
A050_T4,-2.7438962,-2.2046497
A051_T1,1.0015105,1.5559939
A051_T2,1.0506754,1.224602
A051_T3,-0.3211199,0.14085884
A051_T4,-0.10859255,0.25162408
A052_T1,0.7047565,0.41121083
A052_T2,0.102837585,0.39483026
A052_T3,-0.0015698769,-0.2530656
A052_T4,-0.45169076,-0.15629846
A053_T1,0.84855944,0.27674448
A053_T2,-0.7995727,-0.14668256
A053_T3,-0.7742192,-0.0752174
A053_T4,-0.66131234,-0.19842967
A054_T1,1.8154135,1.7236238
A054_T2,1.1800704,0.7477987
A054_T3,1.6393541,0.39130184
A054_T4,1.33212,0.73316056
A055_T1,0.574144,0.570045
A055_T2,-0.16950391,-0.5764433
A055_T3,-0.89608663,-0.43680644
A055_T4,-1.7656777,-0.3534355
A056_T1,0.45213616,0.23411365
A056_T2,-0.6433356,-0.46979463
A056_T3,-0.5442299,0.10543604
A056_T4,-0.9695138,-0.68625605
A057_T1,0.6876959,-0.18430327
A057_T2,-0.57829076,-0.13640554
A057_T3,-1.252599,-1.1143383
A057_T4,-2.564727,-1.8609331
A058_T1,0.6814561,0.30534035
A058_T2,-1.621224,-0.8726649
A058_T3,-0.60718966,-0.4743847
A058_T4,-1.5838706,-1.3673245
A059_T1,0.23920143,0.26070774
A059_T2,-0.053322088,-1.7803308
A059_T3,-0.57601714,-1.1945233
A059_T4,0.21686792,-0.9576993
A060_T1,0.24117829,1.1205553
A060_T2,0.6847152,0.99378914
A060_T3,0.4573826,1.2311963
A060_T4,0.68922484,1.6289663
A061_T1,0.4348759,2.2966886
A061_T2,1.2298143,1.9969625
A061_T3,0.32175243,1.1333011
A061_T4,0.582617,1.2504314
A062_T1,1.2001371,0.51519597
A062_T2,0.000834527,-0.18536384
A062_T3,-0.6940866,-0.94058126
A062_T4,-0.8138189,-1.6496172
A063_T1,-0.13293676,0.05842032
A063_T2,-0.29875752,-0.22587404
A063_T3,-0.94496095,-0.6147864
A063_T4,-1.0068147,-0.9946281
A064_T1,0.9493055,1.0055289
A064_T2,-0.0040088473,-0.5609506
A064_T3,-0.39947373,-0.33990285
A064_T4,-1.0393686,0.83374274
A065_T1,-0.3550946,-0.0420574
A065_T2,-1.0237894,-0.5968943
A065_T3,-1.6289951,-1.1818291
A065_T4,-1.3768224,-0.9220074
A066_T1,-0.2739165,-0.2369096
A066_T2,-0.14154133,-0.34996164
A066_T3,-0.41517866,-1.2297783
A066_T4,-0.7867853,-1.5177912
A067_T1,-0.029404351,-0.7136271
A067_T2,-1.3702686,-1.6840695
A067_T3,-1.6940686,-1.9274367
A067_T4,-2.9207146,-2.0146925
A068_T1,1.6339319,2.179757
A068_T2,1.4582552,1.4514263
A068_T3,1.0063742,0.42876357
A068_T4,0.3517989,0.28106436
A069_T1,-0.28594458,0.4284194
A069_T2,-1.5041404,-0.9245045
A069_T3,-1.8122358,-1.7875651
A069_T4,-2.0647402,-1.3160499
A070_T1,0.4542324,-0.49763846
A070_T2,-0.31655166,-0.66268843
A070_T3,-1.4130342,-1.7471137
A070_T4,-2.1247447,-2.2185535
A071_T1,1.3271756,0.74664927
A071_T2,0.4215033,-0.14447047
A071_T3,-0.16301413,-0.4445975
A071_T4,-0.056916684,-1.0832429
A072_T1,1.5426162,1.4586939
A072_T2,1.1772798,1.5416913
A072_T3,0.17890772,0.597224
A072_T4,-0.305306,0.7568157
A073_T1,0.12170813,-0.073171444
A073_T2,0.0028061175,-0.11646445
A073_T3,0.30203983,0.21188341
A073_T4,0.17517796,-0.23729247
A074_T1,0.98870414,-0.41321808
A074_T2,-0.1324366,0.26912332
A074_T3,-1.453707,-1.1327794
A074_T4,-0.94918096,-0.9172052
A075_T1,0.25979865,-0.13164216
A075_T2,-0.0069382037,-0.11858212
A075_T3,-2.638019,-2.5341713
A075_T4,-0.93872964,-0.6303648
A076_T1,-0.43817917,-0.5170347
A076_T2,-1.2469751,-0.9599613
A076_T3,-0.7288916,-0.5517695
A076_T4,-1.7479918,-1.6269691
A077_T1,1.0310454,0.14284195
A077_T2,-0.91682047,-0.89152926
A077_T3,-0.40170488,-0.55568767
A077_T4,-0.10747531,-0.42253417
A078_T1,-0.556103,-1.2230827
A078_T2,-0.4581931,-0.85786813
A078_T3,-1.1432558,-1.2683096
A078_T4,-1.5582061,-0.84077936
A079_T1,-0.14457574,0.7505545
A079_T2,0.4830254,0.024114441
A079_T3,-0.5857522,-0.36143973
A079_T4,-0.75935036,-0.590337
A080_T1,1.0064683,1.106992
A080_T2,0.3322674,0.8046346
A080_T3,0.0773038,0.48181114
A080_T4,-0.53412056,-0.43002534
A081_T1,0.7992755,1.2009158
A081_T2,0.55668974,0.009786245
A081_T3,0.5462277,0.32190835
A081_T4,0.05126938,0.79271454
A082_T1,0.7752854,-0.40188107
A082_T2,0.18110365,-0.37836897
A082_T3,0.015849508,-1.4438484
A082_T4,-0.8982514,-1.0390277
A083_T1,0.7796732,1.1439762
A083_T2,0.3514038,0.24409963
A083_T3,0.4812683,0.11060281
A083_T4,-0.15915819,0.5948737
A084_T1,-0.22959355,0.13065845
A084_T2,-0.83394134,-0.7013877
A084_T3,-0.64221627,-0.5774413
A084_T4,-0.7588525,-0.6225055
A085_T1,0.40074217,1.0677788
A085_T2,1.4959512,0.93825793
A085_T3,0.5722143,-0.421368
A085_T4,-0.46485198,-1.3817028
A086_T1,1.0552716,0.94961023
A086_T2,1.2843833,0.6308833
A086_T3,-0.3276325,0.21144061
A086_T4,-0.22770405,0.17004518
A087_T1,1.1185037,1.5478343
A087_T2,0.30655718,1.0058842
A087_T3,0.045922436,0.16136597
A087_T4,0.8747149,-0.4262727
A088_T1,0.74752676,1.0618956
A088_T2,0.92337906,1.0432209
A088_T3,0.50201994,0.37309405
A088_T4,0.6327073,1.3233032
A089_T1,0.9935411,0.8121433
A089_T2,1.1007651,0.7289868
A089_T3,0.6056416,-0.14526197
A089_T4,0.29004514,-0.07424965
A090_T1,-0.633604,-0.2083959
A090_T2,-0.73193383,-0.48259068
A090_T3,-1.3815377,-1.3980002
A090_T4,-1.018114,-0.5008834
A091_T1,0.64954895,0.65458727
A091_T2,0.17978463,0.548435
A091_T3,-0.23546329,0.3316451
A091_T4,0.09006388,0.55651975
A092_T1,0.8744924,0.003960049
A092_T2,0.5934438,-0.23441996
A092_T3,-0.27968797,-0.2751614
A092_T4,-0.37245795,-0.66281474
A093_T1,1.0293971,1.3280941
A093_T2,0.014159476,0.9094467
A093_T3,0.22156478,0.28626767
A093_T4,-0.25663528,0.1377664
A094_T1,-0.73057723,-0.5268859
A094_T2,-0.5334831,-0.21789545
A094_T3,-1.4642935,-1.0557201
A094_T4,-1.7716364,-1.070297
A095_T1,1.0152643,1.1234274
A095_T2,-0.11268075,-0.26930702
A095_T3,0.17239684,-0.29432428
A095_T4,-0.6100116,-0.6069099
A096_T1,0.79400086,1.5010747
A096_T2,0.20638698,0.634124
A096_T3,0.28218946,0.794869
A096_T4,0.32424247,0.70938325
A097_T1,-1.0605619,-0.9642258
A097_T2,-0.7669435,-0.36310253
A097_T3,-0.699544,-0.35814762
A097_T4,-1.3974788,-0.80419695
A098_T1,1.3407856,0.28148198
A098_T2,0.62343097,-0.7234401
A098_T3,1.1661277,0.35625297
A098_T4,0.16097778,-0.27041504
A099_T1,0.5927854,1.3154249
A099_T2,1.0398009,1.3236241
A099_T3,0.74911016,0.6556382
A099_T4,1.6322693,1.9964099
A100_T1,0.5608072,1.5770688
A100_T2,1.8011457,1.6435581
A100_T3,0.1713867,0.8536865
A100_T4,-0.22593541,0.68930566
A101_T1,-0.38814855,-0.21817127
A101_T2,-0.99591917,-0.88835955
A101_T3,-1.3390596,-1.6436224
A101_T4,-1.4068499,-1.1911759
A102_T1,0.345186,0.03595928
A102_T2,0.4709829,-0.4667018
A102_T3,-0.39899844,-0.74882245
A102_T4,0.034385204,-0.4704805
A103_T1,-1.7241926,-1.5460261
A103_T2,-1.941286,-1.7063676
A103_T3,-1.8993843,-2.1477895
A103_T4,-1.8351121,-1.8939518
A104_T1,1.2953384,1.4034938
A104_T2,1.1869268,0.6199584
A104_T3,-0.51822704,-0.37916905
A104_T4,-2.50402,-2.4627867
A105_T1,1.3025925,1.9226042
A105_T2,1.3931705,0.9493199
A105_T3,0.10203641,0.5204851
A105_T4,0.23215944,0.22215156
A106_T1,0.4562772,1.0958929
A106_T2,-0.44126767,-0.45441872
A106_T3,0.18073212,0.21723706
A106_T4,-0.34956992,-0.01406853
A107_T1,-2.0859585,-1.9086866
A107_T2,-0.9956245,-0.13229832
A107_T3,-0.73969984,-0.2855823
A107_T4,-1.5657803,-1.1628886
A108_T1,-1.0648606,-0.8499682
A108_T2,-1.6578233,-1.7737292
A108_T3,-0.83507514,-0.8209312
A108_T4,-0.88340235,-0.6899837
A109_T1,-0.056996834,0.5619888
A109_T2,-0.23156387,0.046443008
A109_T3,0.32749358,0.5703379
A109_T4,0.25729924,0.49588653
