composite_ID,UID,TEST,location,TSVR_hours,ma_theta,ma_theta_se
A091_T2,A091,T2,Destination,22.2,-0.44382079167360833,0.02917117549453562
A091_T3,A091,T3,Destination,73.64,-0.6556655905598182,0.018867481131847375
A091_T4,A091,T4,Destination,142.61,-0.7800812571412726,0.01951089459304821
A092_T1,A092,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A092_T2,A092,T2,Destination,22.83,-0.4482533391912158,0.02933559128800235
A092_T3,A092,T3,Destination,71.31,-0.6496387037410698,0.01977724937222968
A092_T4,A092,T4,Destination,146.16,-0.7847161580052022,0.02126623140696293
A093_T1,A093,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A093_T2,A093,T2,Destination,22.09,-0.44303761621521415,0.029140892070745945
A093_T3,A093,T3,Destination,70.22,-0.6467537215796948,0.02019935753715588
A093_T4,A093,T4,Destination,140.95,-0.7778746807298729,0.018702860812592006
A094_T1,A094,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A094_T2,A094,T2,Destination,22.98,-0.4492956629592357,0.029372508407324527
A094_T3,A094,T3,Destination,76.21,-0.6621026615622518,0.01785567389874405
A094_T4,A094,T4,Destination,149.99,-0.7895937146276552,0.02319451311841303
A095_T1,A095,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A095_T2,A095,T2,Destination,29.71,-0.49156801917294357,0.03025748117692213
A095_T3,A095,T3,Destination,78.76,-0.6682841695357752,0.01684787706776977
A095_T4,A095,T4,Destination,148.79,-0.788078825289459,0.022586970404877272
A096_T1,A096,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A096_T2,A096,T2,Destination,24.49,-0.4595211794182036,0.02969830514780847
A096_T3,A096,T3,Destination,71.19,-0.649323180066801,0.01982384176103632
A096_T4,A096,T4,Destination,143.66,-0.7814639062376846,0.020026430969093963
A097_T1,A097,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A097_T2,A097,T2,Destination,24.37,-0.4587258135813746,0.029675379371009773
A097_T3,A097,T3,Destination,70.83,-0.6483735239625726,0.019963442818072316
A097_T4,A097,T4,Destination,144.85,-0.7830188885262097,0.020614512927136352
A098_T1,A098,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A098_T2,A098,T2,Destination,25.77,-0.46782924266149023,0.029912590933169482
A098_T3,A098,T3,Destination,78.84,-0.6684749236536109,0.01681625548445099
A098_T4,A098,T4,Destination,146.29,-0.7848837698767883,0.021331140018527088
A099_T1,A099,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A099_T2,A099,T2,Destination,28.75,-0.4860204434462118,0.030213811393357447
A099_T3,A099,T3,Destination,78.57,-0.6678303686195258,0.016922984030689252
A099_T4,A099,T4,Destination,143.51,-0.7812669976450577,0.019952584440713194
A100_T1,A100,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A100_T2,A100,T2,Destination,31.14,-0.49957382895403063,0.0302789900481324
A100_T3,A100,T3,Destination,75.34,-0.6599474973576102,0.018198887147793857
A100_T4,A100,T4,Destination,146.8,-0.7855399085590539,0.021586173601313593
A101_T1,A101,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A101_T2,A101,T2,Destination,29.12,-0.4881755939256116,0.030233530603472697
A101_T3,A101,T3,Destination,75.21,-0.6596233855343685,0.018250120819769435
A101_T4,A101,T4,Destination,150.22,-0.7898827056628018,0.02331128353721715
A102_T1,A102,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A102_T2,A102,T2,Destination,29.13,-0.48823354203182995,0.030234012729445994
A102_T3,A102,T3,Destination,75.27,-0.65977304318343,0.018226476355942482
A102_T4,A102,T4,Destination,150.41,-0.7901211092145399,0.023407822379055296
A103_T1,A103,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A103_T2,A103,T2,Destination,27.26,-0.4771162584125435,0.030095991173210088
A103_T3,A103,T3,Destination,80.24,-0.6717828261281077,0.016263312853044606
A103_T4,A103,T4,Destination,149.72,-0.7892539073328839,0.023057565663306093
A104_T1,A104,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A104_T2,A104,T2,Destination,22.6,-0.44664544271095463,0.029277331504374133
A104_T3,A104,T3,Destination,72.62,-0.653050228874212,0.01926685608031514
A104_T4,A104,T4,Destination,145.78,-0.7842253710290114,0.021076736336312667
A105_T1,A105,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A105_T2,A105,T2,Destination,22.77,-0.44783502079223075,0.029320586786442195
A105_T3,A105,T3,Destination,69.46,-0.6447165627165993,0.02049209369566867
A105_T4,A105,T4,Destination,146.2,-0.784767746546296,0.021286198908774392
A106_T1,A106,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A106_T2,A106,T2,Destination,22.64,-0.4469259231578368,0.029287608304652102
A106_T3,A106,T3,Destination,66.08,-0.6353897246874877,0.02177510714034036
A106_T4,A106,T4,Destination,147.13,-0.7859632721870898,0.02175152173914349
A107_T1,A107,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A107_T2,A107,T2,Destination,26.22,-0.47067623253226093,0.02997522706236511
A107_T3,A107,T3,Destination,71.45,-0.6500061682514461,0.019722855489215253
A107_T4,A107,T4,Destination,145.95,-0.7844450894562462,0.021161466331653497
A108_T1,A108,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A108_T2,A108,T2,Destination,27.61,-0.47924113926787393,0.030129356521804283
A108_T3,A108,T3,Destination,68.96,-0.6433646155795466,0.02068391154578373
A108_T4,A108,T4,Destination,152.12,-0.7922535096034352,0.02427965516562434
A109_T1,A109,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A109_T2,A109,T2,Destination,24.65,-0.46057717853553753,0.029728100657569013
A109_T3,A109,T3,Destination,71.17,-0.6492705429428116,0.019831604347729532
A109_T4,A109,T4,Destination,149.87,-0.7894427635432196,0.023133630015148603
