composite_ID,theta_IFR,theta_ICR,theta_IRE
A034_T2,-0.021548213,-0.14402238,0.24530324
A034_T3,-0.31753966,-0.24851997,-0.2242196
A034_T4,-1.0528941,-0.4572434,-0.7880729
A035_T1,-0.7573082,-0.60153985,-0.42769665
A035_T2,-0.33170658,-0.30036494,-0.5282797
A035_T3,-1.0113604,-0.5172327,-0.819093
A035_T4,-0.8755591,-1.1555337,-0.83570474
A036_T1,-1.634751,-1.1819533,-1.3081963
A036_T2,-2.3438737,-2.1710746,-2.2695425
A036_T3,-2.0187669,-1.7060938,-1.9238989
A036_T4,-2.1569333,-2.4439359,-2.1869812
A037_T1,-0.053982724,-0.20496579,0.017677812
A037_T2,-0.4549343,-0.6447914,-0.39754912
A037_T3,-0.74478394,-0.88650185,-0.63320935
A037_T4,-0.8572854,-0.958937,-0.7986159
A038_T1,-0.32439503,-0.27035648,-0.42474094
A038_T2,-0.2553714,-0.37996697,-0.50018156
A038_T3,-0.36756817,-0.39911762,-0.42578152
A038_T4,-0.37407354,-0.33283436,-0.3754877
A039_T1,0.10765596,-0.043055825,0.055318974
A039_T2,0.10201621,0.031228688,0.037231747
A039_T3,-0.24429365,-0.39068496,-0.017234206
A039_T4,-0.61507744,-0.4349311,-0.58535516
A040_T1,-0.42340112,-0.43131572,-0.44161323
A040_T2,-0.5048996,-0.51520383,-0.62640715
A040_T3,-0.5793214,-0.96728,-0.7961782
A040_T4,-0.70157135,-1.0584334,-1.0403498
A041_T1,0.10194059,-0.18628882,-0.039407022
A041_T2,-0.39274108,-0.5114481,-0.5827985
A041_T3,-0.41618338,-0.46411788,-0.37403953
A041_T4,-0.31845248,-0.22304514,-0.7694326
A042_T1,-1.1798056,-0.6666075,-0.8200135
A042_T2,-1.2260817,-1.0852448,-1.185945
A042_T3,-1.1923577,-0.8890183,-1.0771646
A042_T4,-1.102174,-1.3952959,-1.0824571
A043_T1,0.15324675,0.17169975,0.081551924
A043_T2,-0.04548595,0.1740402,0.13267937
A043_T3,-0.17105871,-0.2980961,-0.10741362
A043_T4,-0.42464492,-0.46929908,-0.41021433
A044_T1,-1.4557778,-1.0690849,-1.1607153
A044_T2,-0.95382005,-0.81294227,-1.1709889
A044_T3,-1.4880776,-1.1340299,-1.4171604
A044_T4,-1.8753214,-2.119675,-1.8036519
A045_T1,-0.65397245,-0.87704515,-0.31195673
A045_T2,-0.598393,-0.7881214,-0.7420584
A045_T3,-0.59754133,-0.6262521,-0.73518586
A045_T4,-1.1926738,-1.0574354,-0.924835
A046_T1,-0.9647301,-0.7581929,-0.83840036
A046_T2,-1.1796908,-1.0695574,-0.99357915
A046_T3,-1.8411375,-1.9490595,-1.8138266
A046_T4,-0.8365598,-1.3031299,-0.9739882
A047_T1,-0.9438278,-0.89648384,-0.68811697
A047_T2,-0.71825814,-0.9240137,-0.84360045
A047_T3,-1.4691287,-1.6775217,-1.222404
A047_T4,-2.1670387,-2.510875,-2.0048268
A048_T1,-0.43822536,-0.24209942,-0.4543198
A048_T2,-0.58757037,-0.38026553,-0.52194995
A048_T3,-0.54447675,-0.5911359,-0.40813005
A048_T4,-0.54475516,-0.7187459,-0.5595347
A049_T1,0.042168345,-0.002109209,-0.08692759
A049_T2,-0.5844998,-0.68199086,-0.5175698
A049_T3,-0.5180559,-0.3457687,-0.32937428
A049_T4,-0.5881099,-0.4569367,-0.6700074
A050_T1,-0.45585206,-0.29996568,-0.21192536
A050_T2,-0.41204536,-0.38186345,-0.44171003
A050_T3,-1.0213366,-1.0657756,-1.0012519
A050_T4,-1.2465863,-1.2356269,-1.0370426
A051_T1,-0.16446207,-0.18016803,0.13307014
A051_T2,-0.26510713,-0.22097383,-0.17626743
A051_T3,-0.6704625,-0.8461124,-0.47078723
A051_T4,-0.9372713,-0.54821783,-0.71352655
A052_T1,-0.54505354,-0.29376572,-0.5683773
A052_T2,-0.35872635,-0.7636299,-0.62514925
A052_T3,-0.7488621,-1.0018288,-0.7597451
A052_T4,-0.50986373,-0.8222356,-0.7587226
A053_T1,-0.407479,-0.35195634,-0.27428153
A053_T2,-1.4468019,-1.0529191,-1.2881006
A053_T3,-1.4735703,-1.32056,-1.3131671
A053_T4,-1.4498922,-1.4939585,-1.3329641
A054_T1,0.08053217,0.018241584,0.06427406
A054_T2,-0.45485732,-0.16632122,-0.296604
A054_T3,-0.22336246,-0.29337016,-0.28674665
A054_T4,-0.08711298,-0.36501944,-0.16066244
A055_T1,-0.5442102,-0.29095507,-0.2792385
A055_T2,-1.1166618,-0.7417865,-0.85085034
A055_T3,-0.78869855,-1.0013765,-0.8652429
A055_T4,-0.8674088,-1.1663964,-0.9311152
A056_T1,-0.3793793,-0.7228321,-0.50820136
A056_T2,-0.81827146,-1.0327523,-1.1354724
A056_T3,-0.7588861,-0.9402596,-0.7009103
A056_T4,-1.1386805,-1.0987018,-0.9652513
A057_T1,-0.5011889,-0.44764313,-0.3510294
A057_T2,-0.5067597,-0.5260172,-0.8449234
A057_T3,-0.66122895,-0.966214,-0.75518155
A057_T4,-1.2370822,-1.3748393,-1.4175094
A058_T1,-0.15271345,-0.27845326,-0.37762725
A058_T2,-0.61431795,-0.7241232,-0.6904476
A058_T3,-0.67453474,-0.5478489,-0.8971959
A058_T4,-1.2803134,-1.035808,-1.1293434
A059_T1,-0.75498015,-0.5294735,-0.6595944
A059_T2,-0.533682,-0.51880234,-0.59617144
A059_T3,-0.6213782,-0.5818962,-1.0812949
A059_T4,-0.39551023,-0.9557781,-0.6331387
A060_T1,-0.59167314,-0.4132212,-0.85095626
A060_T2,-0.5356161,-0.2854983,-0.3947506
A060_T3,-0.51016915,-0.3277675,-0.3734443
A060_T4,-0.0043468704,-0.25239906,-0.078040734
A061_T1,0.38957322,0.3327923,0.6057096
A061_T2,-0.19454269,0.32823777,0.06724795
A061_T3,-0.19571824,-0.30896977,-0.35616565
A061_T4,-0.36124137,-0.1905777,-0.04349015
A062_T1,-0.23546267,-0.31612659,-0.22822672
A062_T2,-0.7131469,-0.7093246,-0.722131
A062_T3,-0.8465645,-1.060009,-0.8148648
A062_T4,-1.4831631,-1.3705329,-1.7901479
A063_T1,-1.1761686,-1.3331038,-1.3496302
A063_T2,-1.960452,-2.0105996,-1.8463053
A063_T3,-2.2781718,-2.1341403,-2.3848302
A063_T4,-2.0773058,-2.4717011,-2.2216554
A064_T1,-0.26722994,-0.20016147,-0.36008343
A064_T2,-0.48492604,-0.6163195,-0.5421806
A064_T3,-0.5543253,-0.77412903,-0.87936807
A064_T4,-0.39566955,-0.8704908,-0.69300824
A065_T1,-0.66037697,-0.5981998,-0.66449404
A065_T2,-1.3904742,-1.6685569,-1.2504311
A065_T3,-2.1570559,-2.0889993,-2.3885388
A065_T4,-1.7601811,-2.2364256,-1.7233038
A066_T1,-0.535729,-0.77596503,-0.580781
A066_T2,-0.467701,-0.7945988,-0.58585733
A066_T3,-0.40296277,-0.92539597,-0.9116544
A066_T4,-1.5947227,-1.0373929,-1.5776596
A067_T1,-0.41348854,-0.7445105,-0.47298893
A067_T2,-1.5664383,-1.4943105,-1.4959533
A067_T3,-1.4050277,-1.3566617,-1.2390082
A067_T4,-1.4525421,-1.2693241,-1.7207289
A068_T1,0.11658433,-0.00913743,0.25624478
A068_T2,-0.330725,-0.060993813,0.1773017
A068_T3,-0.25759494,-0.47176874,-0.24323134
A068_T4,-0.70293117,-0.53964925,-0.70535904
A069_T1,-0.6996831,-0.81429595,-0.9169222
A069_T2,-1.257218,-1.7218459,-1.2830238
A069_T3,-1.7944096,-2.1277711,-1.6903186
A069_T4,-1.2702085,-1.630314,-1.0505646
A070_T1,-0.4885555,-0.3825703,-0.1932337
A070_T2,-0.48345467,-0.61641556,-0.45294037
A070_T3,-1.136438,-1.0403204,-1.1770614
A070_T4,-1.5061575,-1.2344764,-1.2880065
A071_T1,-0.14729317,-0.026015846,-0.36259955
A071_T2,-0.75863385,-0.96263194,-0.6494873
A071_T3,-1.0469285,-1.1181917,-1.1995856
A071_T4,-0.7379681,-0.9473008,-1.0448982
A072_T1,-0.034344774,0.039993748,-0.22940466
A072_T2,0.010983466,-0.39086843,-0.05174513
A072_T3,-0.5860369,-0.5614795,-0.7853285
A072_T4,-0.8099445,-0.57266223,-1.0138148
A073_T1,-0.95517385,-0.71579367,-1.1007987
A073_T2,-0.99757874,-1.3146936,-0.84423727
A073_T3,-1.181125,-0.8243161,-1.1174105
A073_T4,-1.0928098,-1.3176999,-0.92444986
A074_T1,-0.3028804,-0.20255348,-0.27120158
A074_T2,-0.6803496,-0.636926,-0.43945855
A074_T3,-0.85118,-0.68169385,-0.7623514
A074_T4,-0.46789822,-0.59078276,-0.95114464
A075_T1,-0.91026443,-0.38858426,-0.5788438
A075_T2,-0.46800318,-0.6431891,-0.47054765
A075_T3,-1.541985,-1.4971204,-1.5936422
A075_T4,-1.0237373,-0.92612106,-1.0968056
A076_T1,-1.0622616,-0.7772405,-0.6571018
A076_T2,-0.99746597,-1.0214627,-0.8910365
A076_T3,-0.87488204,-1.3607582,-1.0260578
A076_T4,-1.6338801,-1.7398529,-1.6393503
A077_T1,-0.27882484,-0.18726541,-0.1909953
A077_T2,-0.62121236,-0.6217643,-0.8049004
A077_T3,-0.42743823,-0.84871817,-0.9275885
A077_T4,-0.40206105,-0.51105994,-0.58439434
A078_T1,-1.1230874,-1.2126508,-0.7179125
A078_T2,-1.0146086,-1.0540794,-0.89232725
A078_T3,-1.3594139,-0.94721496,-1.0176567
A078_T4,-1.5598034,-1.6853855,-1.5921478
A079_T1,-0.45322734,-0.64858377,-0.46154037
A079_T2,-0.37600887,-0.5477344,-0.40846157
A079_T3,-0.76996493,-0.8418314,-0.860966
A079_T4,-0.9996456,-1.002122,-0.9833281
A080_T1,-0.3029975,-0.1290965,-0.26405326
A080_T2,-0.29490125,-0.4253731,-0.3418435
A080_T3,-0.7880184,-0.72171897,-0.62602496
A080_T4,-0.8342689,-1.267292,-0.78379077
A081_T1,-0.6205475,-0.12206005,-0.3031455
A081_T2,-0.594332,-0.46310452,-0.70171684
A081_T3,-0.37709534,-0.7616656,-0.38565055
A081_T4,-0.5964945,-0.87593764,-0.64521545
A082_T1,-0.49522758,-0.25550312,-0.5203472
A082_T2,-0.49281362,-0.39980993,-0.49728477
A082_T3,-0.68815684,-0.7288765,-0.5127705
A082_T4,-0.88679665,-1.0825795,-0.97910553
A083_T1,-0.044387117,-0.025263725,-0.11627018
A083_T2,-0.55142516,-0.54452056,-0.55112505
A083_T3,-0.57234025,-0.34181762,-0.6854371
A083_T4,-0.62404305,-0.57316786,-0.75101763
A084_T1,-1.8201778,-1.274621,-1.5620617
A084_T2,-1.6724533,-1.6068318,-1.4358864
A084_T3,-0.9753281,-1.0829709,-1.5180849
A084_T4,-1.7685333,-1.6272607,-1.7063925
A085_T1,-0.47304928,-0.2159739,-0.01844471
A085_T2,-0.102274835,0.0018695894,-0.16428605
A085_T3,-0.12087421,-0.20279258,-0.3311657
A085_T4,-0.66361755,-0.7182862,-0.7049054
A086_T1,-0.40770036,-0.089438975,-0.07778503
A086_T2,-0.17299093,-0.3671582,-0.089146025
A086_T3,-0.9114661,-0.99149674,-0.5159796
A086_T4,-0.8703605,-1.0220482,-0.6927746
A087_T1,0.15553473,-0.027251702,-0.104414366
A087_T2,-0.19448192,-0.32928872,-0.3750774
A087_T3,-0.41644767,-0.40278393,-0.57867676
A087_T4,-0.2283848,-0.3757158,-0.5009998
A088_T1,-0.42068657,-0.24900883,-0.20791973
A088_T2,-0.11636925,-0.44576445,-0.1263998
A088_T3,-0.25910395,-0.6874645,-0.33885002
A088_T4,-0.34813434,-0.118626684,-0.51892984
A089_T1,-0.19160081,-0.16793996,-0.24634777
A089_T2,-0.2831391,-0.23728788,-0.43813646
A089_T3,-0.74041444,-0.50369817,-0.75720346
A089_T4,-0.38685876,-0.67345893,-0.70551986
A090_T1,-1.3449049,-1.7896047,-1.3531364
A090_T2,-1.1817334,-1.3877722,-1.0804622
A090_T3,-2.2726116,-2.2462232,-2.1874144
A090_T4,-2.2498128,-2.0635138,-2.4239995
A091_T1,-0.36837342,-0.51421577,-0.30639794
A091_T2,-0.46773705,-0.76323134,-0.6922973
A091_T3,-1.0759306,-0.97291255,-0.9675625
A091_T4,-0.65007615,-0.5974593,-0.4389421
A092_T1,-0.6225423,-0.41074193,-0.12943168
A092_T2,-0.5257361,-0.49468276,-0.48104745
A092_T3,-0.8229692,-0.9305366,-0.63441604
A092_T4,-1.1169113,-1.4550121,-1.153522
A093_T1,-0.3699072,-0.12849993,-0.024931433
A093_T2,-1.7352765,-1.9648439,-1.7303154
A093_T3,-2.3204355,-2.1705863,-2.281083
A093_T4,-2.1397004,-2.255066,-2.4248056
A094_T1,-0.990814,-0.8326643,-1.033198
A094_T2,-1.0715034,-0.86961484,-0.8617835
A094_T3,-1.1644566,-1.1131772,-1.234597
A094_T4,-0.9595279,-1.2576878,-1.0338311
A095_T1,-0.28562433,-0.11931944,-0.048999757
A095_T2,-0.93091863,-0.9325416,-0.6065598
A095_T3,-0.73501414,-0.5815086,-0.41894326
A095_T4,-1.2197272,-0.9078115,-1.1093658
A096_T1,-0.25904235,-0.45224208,-0.11507906
A096_T2,-0.85831016,-0.75515527,-0.9060672
A096_T3,-0.57551444,-0.8748445,-0.6411326
A096_T4,-0.37602592,-0.687439,-0.6074202
A097_T1,-0.77765137,-1.0440743,-0.833725
A097_T2,-2.1933274,-2.158307,-2.361964
A097_T3,-1.6234986,-2.0244296,-1.7163297
A097_T4,-2.2878835,-2.0187886,-2.5664153
A098_T1,-0.28488624,-0.26072747,-0.26285478
A098_T2,-0.5906009,-0.45944586,-0.42237103
A098_T3,-0.14794968,-0.067425124,-0.4168463
A098_T4,-0.6385353,-0.51113003,-0.41366634
A099_T1,-0.14926603,-0.3226672,-0.26426882
A099_T2,-0.16806515,-0.52179307,-0.33375144
A099_T3,-0.24285866,-0.34993008,-0.42029873
A099_T4,0.1440323,0.034091577,0.13085288
A100_T1,-1.2366389,-0.9777966,-0.9299864
A100_T2,-1.4770895,-1.4143615,-1.2269031
A100_T3,-1.1177263,-1.1687301,-1.1680386
A100_T4,-2.2838976,-2.1339664,-2.27275
A101_T1,-1.167295,-1.2034521,-1.0540677
A101_T2,-1.1707814,-1.2083303,-0.9742274
A101_T3,-2.110573,-2.1933358,-2.337981
A101_T4,-2.1845388,-2.3255627,-2.2021196
A102_T1,-0.4115233,-0.65494096,-0.46328065
A102_T2,-0.42539954,-0.307941,-0.67301834
A102_T3,-0.6285222,-0.8506725,-0.5467142
A102_T4,-0.6106468,-0.61914474,-0.5703519
A103_T1,-1.2241428,-2.089968,-1.3497282
A103_T2,-2.2234173,-2.3192782,-2.2525246
A103_T3,-2.112029,-2.40412,-2.251464
A103_T4,-2.1594713,-2.0753698,-2.338611
A104_T1,-0.12201773,-0.029558474,-0.22738136
A104_T2,-0.29385793,-0.2876872,-0.024753232
A104_T3,-0.45470965,-0.34935588,-0.50490004
A104_T4,-1.1940105,-1.4351848,-1.0474662
A105_T1,0.23106097,0.050637368,0.17827322
A105_T2,0.006493715,-0.17400134,-0.28131703
A105_T3,-0.5194016,-0.54826665,-0.6700098
A105_T4,-0.64115167,-0.821176,-0.64446265
A106_T1,0.029379582,-0.14219749,-0.32594514
A106_T2,-0.37642252,-0.900719,-0.61866975
A106_T3,-0.22330713,-0.589366,-0.61227256
A106_T4,-0.42896435,-0.4156417,-0.6406035
A107_T1,-2.1409245,-2.2410336,-2.2167213
A107_T2,-2.2612455,-2.2572632,-2.4104211
A107_T3,-1.7788577,-1.6527365,-1.7175354
A107_T4,-2.1289704,-2.3636792,-2.1416445
A108_T1,-0.76647896,-0.86811566,-0.7431695
A108_T2,-1.1847253,-1.1341231,-0.9935347
A108_T3,-0.97185624,-1.1416365,-0.81998044
A108_T4,-1.0818222,-0.950665,-1.1932532
A109_T1,-1.3733232,-1.1148522,-1.4986725
A109_T2,-1.3824699,-1.6196707,-1.6875165
A109_T3,-0.9749525,-1.3348649,-0.9869989
A109_T4,-2.2348204,-2.4018967,-2.206535
