composite_ID,UID,test,theta_observed,theta_ma_fitted,residual_ma,TSVR_hours
A094_4,A094,T4,-1.1788263,-1.2816813164361047,0.10285501643610462,149.99
A095_1,A095,T1,1.5409168,0.6453102383857278,0.8956065616142722,1.0
A095_2,A095,T2,-0.27584857,0.08063717827970517,-0.3564857482797052,29.71
A095_3,A095,T3,-0.5608494,-0.2679968483816653,-0.29285255161833473,78.76
A095_4,A095,T4,-0.7580661,-0.5012389745079496,-0.25682712549205033,148.79
A096_1,A096,T1,-0.45961466,-0.4554895752464585,-0.004125084753541508,1.0
A096_2,A096,T2,-1.2598481,-0.9577460892010037,-0.30210201079899623,24.49
A096_3,A096,T3,-2.12857,-1.331320717311152,-0.7972492826888478,71.19
A096_4,A096,T4,-1.4557325,-1.5894482178885643,0.13371571788856418,143.66
A097_1,A097,T1,0.24293853,0.7501230287441915,-0.5071844987441915,1.0
A097_2,A097,T2,-0.5491651,0.24941018040191748,-0.7985752804019175,24.37
A097_3,A097,T3,0.7895957,-0.12382971724085264,0.9134254172408527,70.83
A097_4,A097,T4,0.086306766,-0.3867999401114046,0.4731067061114046,144.85
A098_1,A098,T1,0.6008492,0.9367428689856578,-0.33589366898565787,1.0
A098_2,A098,T2,0.3483601,0.41834551789752084,-0.06998541789752083,25.77
A098_3,A098,T3,1.1610224,0.023059092768374107,1.137963307231626,78.84
A098_4,A098,T4,-0.6924288,-0.20373148821223924,-0.4886973117877607,146.29
A099_1,A099,T1,1.1219946,1.2683175745877666,-0.14632297458776655,1.0
A099_2,A099,T2,1.2483166,0.7144786190629002,0.5338379809370999,28.75
A099_3,A099,T3,-0.21441267,0.35590665667259885,-0.5703193266725989,78.57
A099_4,A099,T4,0.8498486,0.1347345047653371,0.7151140952346628,143.51
A100_1,A100,T1,-0.06985861,0.8705330488637595,-0.9403916588637595,1.0
A100_2,A100,T2,0.79101294,0.2902050122788579,0.5008079277211421,31.14
A100_3,A100,T3,0.2661362,-0.02630425012636945,0.29244045012636943,75.34
A100_4,A100,T4,0.06164612,-0.27118984877998287,0.3328359687799829,146.8
A101_1,A101,T1,-1.0356112,-0.25347509840480587,-0.7821361015951941,1.0
A101_2,A101,T2,-0.70036155,-0.8115215587579471,0.11116000875794707,29.12
A101_3,A101,T3,-1.5118189,-1.1496718292584645,-0.3621470707415355,75.21
A101_4,A101,T4,-1.1640573,-1.4034485574684916,0.23939125746849155,150.22
A102_1,A102,T1,-0.044223346,0.6616796601080138,-0.7059030061080138,1.0
A102_2,A102,T2,1.0700971,0.10352004312634584,0.966577056873654,29.13
A102_3,A102,T3,-0.4782194,-0.23481285336373928,-0.24340654663626074,75.27
A102_4,A102,T4,-0.5023084,-0.48874604812485223,-0.01356235187514776,150.41
A103_1,A103,T1,1.7611793,0.2533923703587905,1.5077869296412096,1.0
A103_2,A103,T2,-1.0142955,-0.28308206324658963,-0.7312134367534104,27.26
A103_3,A103,T3,-1.7227138,-0.6668223899207947,-1.0558914100792052,80.24
A103_4,A103,T4,-0.96813315,-0.8953879221189756,-0.07274522788102444,149.72
A104_1,A104,T1,1.7474676,0.6796751129137428,1.0677924870862572,1.0
A104_2,A104,T2,0.04523211,0.20237351711141968,-0.1571414071114197,22.6
A104_3,A104,T3,0.22338806,-0.20352692637667844,0.42691498637667846,72.62
A104_4,A104,T4,-1.7777252,-0.4595458890714039,-1.318179310928596,145.78
A105_1,A105,T1,0.61165696,0.8630341036939759,-0.2513771436939759,1.0
A105_2,A105,T2,0.47426346,0.3834300852103227,0.09083337478967735,22.77
A105_3,A105,T3,-0.23769371,-0.003684291332010969,-0.23400941866798902,69.46
A105_4,A105,T4,0.29649377,-0.2772194239648007,0.5737131939648007,146.2
A106_1,A106,T1,1.1972102,1.1746112909673694,0.02259890903263062,1.0
A106_2,A106,T2,0.124567874,0.696766885154802,-0.572199011154802,22.64
A106_3,A106,T3,0.3480307,0.3263494235729146,0.02168127642708545,66.08
A106_4,A106,T4,1.0106606,0.03208306458711957,0.9785775354128805,147.13
A107_1,A107,T1,-0.71622896,-0.31005469632979404,-0.406174263670206,1.0
A107_2,A107,T2,-1.6166046,-0.8339898976854783,-0.7826147023145218,26.22
A107_3,A107,T3,-1.0414004,-1.1872367033121383,0.14583630331213837,71.45
A107_4,A107,T4,-1.2497748,-1.449694020378509,0.19991922037850895,145.95
A108_1,A108,T1,-0.4913459,0.008104589729317494,-0.4994504897293175,1.0
A108_2,A108,T2,-1.1094757,-0.5325108418431252,-0.5769648581568747,27.61
A108_3,A108,T3,-0.358304,-0.8559389658596173,0.49763496585961725,68.96
A108_4,A108,T4,-1.1333818,-1.1463630502073272,0.01298125020732721,152.12
A109_1,A109,T1,-0.25337747,0.04536195053541592,-0.2987394205354159,1.0
A109_2,A109,T2,-1.0994496,-0.45894449944779914,-0.6405051005522009,24.65
A109_3,A109,T3,-0.23198725,-0.8303650794937911,0.5983778294937911,71.17
A109_4,A109,T4,-1.2962439,-1.1037767551727269,-0.192467144827273,149.87
