bootstrap_iteration,cohens_d
2374,1.224050369666462
2375,1.3480194396246554
2376,1.2089814859942267
2377,1.0255647348324413
2378,1.230062228791056
2379,1.135977519707117
2380,1.5121194416288393
2381,1.245080607850749
2382,1.3893052960699817
2383,1.4734473732732094
2384,1.2440792476290845
2385,1.4385966922608795
2386,1.645867586614101
2387,1.167973087119012
2388,1.454107264929516
2389,1.4773409381575546
2390,1.524333261792115
2391,1.5325403788415413
2392,1.3022625417366238
2393,1.3032612182349612
2394,1.4461013940745382
2395,1.2460817234699804
2396,1.4214462641531487
2397,1.2705975839181627
2398,1.6992790070107506
2399,1.3284454487134703
2400,1.3006661967735147
2401,1.3217653685662099
2402,1.1036051140965504
2403,1.105797748551194
2404,1.3711503118431172
2405,1.8781985993109398
2406,1.1699931815793896
2407,1.4320348672648926
2408,1.393456831775392
2409,1.3926117582972477
2410,1.3845195428638615
2411,1.4279367192966177
2412,1.4233454500034948
2413,1.3714038069233683
2414,1.3797682503228588
2415,1.1968105281856587
2416,1.397161882281679
2417,1.4942996917789166
2418,1.528786433601818
2419,1.2290123447760846
2420,1.4865784882486517
2421,1.5192159539324002
2422,1.1815190755259737
2423,1.200597607587101
2424,1.3571859946557991
2425,1.5447196761849245
2426,1.5774796806733713
2427,1.502231404581436
2428,1.607884406315308
2429,1.1678611828726917
2430,1.2939572772637356
2431,1.031775823037757
2432,1.3301847431852938
2433,1.4608742310927392
2434,1.1755384676958525
2435,1.2108613877567873
2436,1.2949446353885015
2437,1.2749377350614235
2438,1.005299108304768
2439,1.6880047273609637
2440,1.4894872759875866
2441,1.3840376262922167
2442,1.443135433900124
2443,1.4583462504853313
2444,1.1912005962552146
2445,1.2894115489118179
2446,1.2179844210676647
2447,1.4249947513265495
2448,1.4697117365701458
2449,1.3803149990338444
2450,1.0771342234428758
2451,1.6598122638762682
2452,1.5096933412341063
2453,1.5591193069204605
2454,1.4746270591313086
2455,1.4527818059625246
2456,1.3950396565192287
2457,1.3687573727971345
2458,1.0927971952433058
2459,1.3733363655623152
2460,1.2829057725824895
2461,1.2742286718887008
2462,1.34449120439686
2463,1.2756121970084928
2464,1.1691637127364773
2465,1.0089943089364213
2466,1.4261159466289106
2467,1.3557893330939346
2468,1.2492256968643476
2469,1.503075518146484
2470,1.5395348088382503
2471,1.2888527961830396
2472,1.4566250902897953
2473,1.1521967436639413
2474,1.2478987360567402
2475,1.2855059989906885
2476,1.5098722017841817
2477,1.2266888349690277
2478,1.316875939437782
2479,1.2638433740178705
2480,1.568049287509791
2481,1.3210302299582772
2482,1.4565110912453332
2483,1.6802862823163438
2484,1.400210321722375
2485,1.5707018827524655
2486,1.3579882198717843
2487,1.3167370180029798
2488,1.1234170805809114
2489,1.3634194842204828
2490,1.478046518544139
2491,1.3351027084439135
2492,1.4955498178296531
2493,1.2707672820433884
2494,1.2844484711607667
2495,1.428204933834931
2496,1.3435120355334993
2497,1.46952374483708
2498,1.4010107970735788
2499,1.5261017185738146
