observation,cooks_d,leverage,studentized_residual,outlier_flag
64,2.030433613629793e-05,0.042627891874245046,-0.06371173936051183,False
65,0.0009590586510503738,0.0452882164530906,-0.4246416239491659,False
66,0.0012084734397350568,0.20457355460614415,-0.2045580480505403,True
67,3.930227097049506e-05,0.08547796233516876,-0.061180028379323494,False
68,0.009912432533299471,0.049969022451296835,-1.3074224964841132,False
69,2.29053475226439e-05,0.17781346156776318,0.030704030805940377,True
70,0.001421925745195143,0.07082784110588375,0.40785646111572743,False
71,0.002437986415806063,0.12212668406692383,0.39529815367631194,True
72,0.023623253177823957,0.12504012615470453,-1.2230393114419609,True
73,0.00031171065445836346,0.07504123032121476,0.18496577695530078,False
74,0.017908439203255515,0.05624227847696285,-1.66035542313401,False
75,0.0017773569813418764,0.09719351547370109,0.3836566081356708,False
76,0.02414853725979603,0.07259551101670667,1.6829662968825598,False
77,4.125297588142483e-05,0.05870246765147773,-0.07673596210854192,False
78,0.03607156633648008,0.060312575364519214,-2.301495749189361,False
79,0.00015471381408394357,0.0923023244184857,-0.11638133365816318,False
80,0.006080975207229598,0.10021304000702194,-0.699023732226901,False
81,0.016559773637465282,0.08744131997900917,1.2510212377916277,False
82,0.006570375064622999,0.126782305355298,0.6360963300071939,True
83,3.365834121801687e-05,0.08301369324006648,0.05752845490158301,False
84,0.0002723444588119127,0.06064851739241157,0.1938097683748535,False
85,0.0005852192911220148,0.0768352889865455,0.2502599888881153,False
86,0.2094938924772066,0.19968561285293004,2.854888686148036,True
87,0.03729666888197292,0.18223278073409066,-1.23078709415167,True
88,0.0022280971532066323,0.05032181390761814,0.6130612852830277,False
89,0.006564447041544409,0.06409786774033663,0.9280739528603772,False
90,4.733528733096236e-05,0.18393935956540822,-0.04323572174707566,True
91,0.02043819707296133,0.2840043818253186,-0.67896154420124,True
92,0.003228862732379763,0.10188242140850429,0.5040524314752431,False
93,0.17133414611669798,0.12016649730567448,-3.5704034412926786,True
94,1.10312421638282e-06,0.054280904252332854,-0.01307952515772298,False
95,0.048357869608670986,0.17123005102167846,1.4603875343595594,True
96,0.00034021519084485646,0.09251321367737764,-0.17238069144385215,False
97,0.00037894048396920757,0.08440208020549173,-0.19132487600292977,False
98,0.002049536542465899,0.13943720610948523,-0.33575571705604323,True
99,0.04239680834235932,0.29157287022640005,0.9624674263676346,True
