UID,test,location_type,ctt_purified_score
A037,T1,destination,0.4166666666666667
A037,T2,source,0.8529411764705882
A037,T2,destination,0.6
A037,T3,source,0.6470588235294118
A037,T3,destination,0.6
A037,T4,source,0.7058823529411765
A037,T4,destination,0.4
A038,T1,source,0.8529411764705882
A038,T1,destination,0.5833333333333334
A038,T2,source,0.7058823529411765
A038,T2,destination,0.5166666666666667
A038,T3,source,0.9411764705882353
A038,T3,destination,0.4
A038,T4,source,0.6323529411764706
A038,T4,destination,0.36666666666666664
A039,T1,source,1.0
A039,T1,destination,0.75
A039,T2,source,0.7941176470588235
A039,T2,destination,0.9
A039,T3,source,0.8382352941176471
A039,T3,destination,0.45
A039,T4,source,0.8529411764705882
A039,T4,destination,0.6666666666666666
A040,T1,source,0.6029411764705882
A040,T1,destination,0.3
A040,T2,source,0.6911764705882353
A040,T2,destination,0.55
A040,T3,source,0.38235294117647056
A040,T3,destination,0.21666666666666667
A040,T4,source,0.38235294117647056
A040,T4,destination,0.3
A041,T1,source,0.8970588235294118
A041,T1,destination,0.5666666666666667
A041,T2,source,0.5735294117647058
A041,T2,destination,0.31666666666666665
A041,T3,source,0.6470588235294118
A041,T3,destination,0.8
A041,T4,source,0.8823529411764706
A041,T4,destination,0.26666666666666666
A042,T1,source,0.5294117647058824
A042,T1,destination,0.3333333333333333
A042,T2,source,0.4264705882352941
A042,T2,destination,0.5
A042,T3,source,0.5
A042,T3,destination,0.5
A042,T4,source,0.36764705882352944
A042,T4,destination,0.4666666666666667
A043,T1,source,0.8529411764705882
A043,T1,destination,0.65
A043,T2,source,0.8235294117647058
A043,T2,destination,0.4666666666666667
A043,T3,source,0.6764705882352942
A043,T3,destination,0.6166666666666667
A043,T4,source,0.6470588235294118
A043,T4,destination,0.2833333333333333
A044,T1,source,0.45588235294117646
A044,T1,destination,0.6666666666666666
A044,T2,source,0.5147058823529411
A044,T2,destination,0.5166666666666667
A044,T3,source,0.4117647058823529
A044,T3,destination,0.26666666666666666
A044,T4,source,0.36764705882352944
A044,T4,destination,0.35
A045,T1,source,0.5588235294117647
A045,T1,destination,0.5333333333333333
A045,T2,source,0.5
A045,T2,destination,0.4166666666666667
A045,T3,source,0.45588235294117646
A045,T3,destination,0.23333333333333334
A045,T4,source,0.5
A045,T4,destination,0.4166666666666667
A046,T1,source,0.5735294117647058
A046,T1,destination,0.23333333333333334
A046,T2,source,0.3235294117647059
A046,T2,destination,0.16666666666666666
A046,T3,source,0.45588235294117646
A046,T3,destination,0.38333333333333336
A046,T4,source,0.5882352941176471
A046,T4,destination,0.26666666666666666
A047,T1,source,0.6029411764705882
A047,T1,destination,0.25
A047,T2,source,0.5735294117647058
A047,T2,destination,0.5166666666666667
A047,T3,source,0.47058823529411764
A047,T3,destination,0.55
A047,T4,source,0.2647058823529412
A047,T4,destination,0.6166666666666667
A048,T1,source,0.8823529411764706
A048,T1,destination,0.7333333333333333
A048,T2,source,0.8235294117647058
A048,T2,destination,0.3333333333333333
A048,T3,source,0.6617647058823529
A048,T3,destination,0.5833333333333334
A048,T4,source,0.5588235294117647
A048,T4,destination,0.48333333333333334
A049,T1,source,1.0
A049,T1,destination,0.6
A049,T2,source,0.5588235294117647
A049,T2,destination,0.38333333333333336
A049,T3,source,0.7941176470588235
A049,T3,destination,0.45
A049,T4,source,0.6764705882352942
A049,T4,destination,0.7333333333333333
A050,T1,source,0.7647058823529411
A050,T1,destination,0.2833333333333333
A050,T2,source,0.5441176470588235
A050,T2,destination,0.45
A050,T3,source,0.5294117647058824
A050,T3,destination,0.3
A050,T4,source,0.45588235294117646
A050,T4,destination,0.5333333333333333
A051,T1,source,0.8529411764705882
A051,T1,destination,0.8333333333333334
A051,T2,source,0.6176470588235294
A051,T2,destination,0.5666666666666667
A051,T3,source,0.5882352941176471
A051,T3,destination,0.55
A051,T4,source,0.7205882352941176
A051,T4,destination,0.48333333333333334
A052,T1,source,0.8823529411764706
A052,T1,destination,0.36666666666666664
A052,T2,source,0.6764705882352942
A052,T2,destination,0.5166666666666667
A052,T3,source,0.7647058823529411
A052,T3,destination,0.36666666666666664
A052,T4,source,0.4264705882352941
A052,T4,destination,0.5666666666666667
A053,T1,source,0.8676470588235294
A053,T1,destination,0.6
A053,T2,source,0.8529411764705882
A053,T2,destination,0.5833333333333334
A053,T3,source,0.5441176470588235
A053,T3,destination,0.4166666666666667
A053,T4,source,0.47058823529411764
A053,T4,destination,0.36666666666666664
A054,T1,source,0.7794117647058824
A054,T1,destination,0.4166666666666667
A054,T2,source,0.9264705882352942
A054,T2,destination,0.36666666666666664
A054,T3,source,0.9411764705882353
A054,T3,destination,0.3333333333333333
A054,T4,source,0.9411764705882353
A054,T4,destination,0.4666666666666667
A055,T1,source,0.75
A055,T1,destination,0.48333333333333334
A055,T2,source,0.8970588235294118
A055,T2,destination,0.5166666666666667
A055,T3,source,0.35294117647058826
A055,T3,destination,0.6833333333333333
A055,T4,source,0.2647058823529412
A055,T4,destination,0.4666666666666667
A056,T1,source,0.8382352941176471
A056,T1,destination,0.6
A056,T2,source,0.7058823529411765
A056,T2,destination,0.23333333333333334
A056,T3,source,0.6911764705882353
A056,T3,destination,0.45
A056,T4,source,0.5147058823529411
A056,T4,destination,0.31666666666666665
A057,T1,source,0.8382352941176471
A057,T1,destination,0.26666666666666666
A057,T2,source,0.45588235294117646
A057,T2,destination,0.2833333333333333
A057,T3,source,0.5882352941176471
A057,T3,destination,0.3
A057,T4,source,0.3235294117647059
A057,T4,destination,0.31666666666666665
A058,T1,source,0.8529411764705882
A058,T1,destination,0.7666666666666667
A058,T2,source,0.5147058823529411
A058,T2,destination,0.38333333333333336
A058,T3,source,0.7647058823529411
A058,T3,destination,0.5166666666666667
A058,T4,source,0.5588235294117647
A058,T4,destination,0.31666666666666665
A059,T1,source,0.8529411764705882
A059,T1,destination,0.7
A059,T2,source,0.8676470588235294
A059,T2,destination,0.5166666666666667
A059,T3,source,0.8235294117647058
A059,T3,destination,0.8833333333333333
A059,T4,source,0.8823529411764706
A059,T4,destination,0.2833333333333333
A060,T1,source,0.6029411764705882
A060,T1,destination,0.43333333333333335
A060,T2,source,0.8823529411764706
A060,T2,destination,0.5
A060,T3,source,0.6470588235294118
A060,T3,destination,0.5333333333333333
A060,T4,source,0.8088235294117647
A060,T4,destination,0.45
A061,T1,source,0.9705882352941176
A061,T1,destination,0.8833333333333333
A061,T2,source,0.8088235294117647
A061,T2,destination,0.7666666666666667
A061,T3,source,0.7647058823529411
A061,T3,destination,0.6666666666666666
A061,T4,source,0.5588235294117647
A061,T4,destination,0.7833333333333333
A062,T1,source,0.8235294117647058
A062,T1,destination,0.6
A062,T2,source,0.5882352941176471
A062,T2,destination,0.6333333333333333
A062,T3,source,0.5588235294117647
A062,T3,destination,0.23333333333333334
A062,T4,source,0.5588235294117647
A062,T4,destination,0.31666666666666665
A063,T1,source,0.9117647058823529
A063,T1,destination,0.6333333333333333
A063,T2,source,0.8823529411764706
A063,T2,destination,0.6666666666666666
A063,T3,source,0.7205882352941176
A063,T3,destination,0.11666666666666667
A063,T4,source,0.5882352941176471
A063,T4,destination,0.35
A064,T1,source,0.8529411764705882
A064,T1,destination,0.6333333333333333
A064,T2,source,0.9705882352941176
A064,T2,destination,0.4
A064,T3,source,0.6176470588235294
A064,T3,destination,0.4
A064,T4,source,0.38235294117647056
A064,T4,destination,0.4166666666666667
A065,T1,source,0.39705882352941174
A065,T1,destination,0.31666666666666665
A065,T2,source,0.6911764705882353
A065,T2,destination,0.3
A065,T3,source,0.29411764705882354
A065,T3,destination,0.5333333333333333
A065,T4,source,0.3088235294117647
A065,T4,destination,0.23333333333333334
A066,T1,source,0.6911764705882353
A066,T1,destination,0.35
A066,T2,source,0.5441176470588235
A066,T2,destination,0.35
A066,T3,source,0.6617647058823529
A066,T3,destination,0.2
A066,T4,source,0.4264705882352941
A066,T4,destination,0.1
A067,T1,source,0.7794117647058824
A067,T1,destination,0.2833333333333333
A067,T2,source,0.45588235294117646
A067,T2,destination,0.43333333333333335
A067,T3,source,0.4411764705882353
A067,T3,destination,0.36666666666666664
A067,T4,source,0.29411764705882354
A067,T4,destination,0.3333333333333333
A068,T1,source,0.9117647058823529
A068,T1,destination,0.7333333333333333
A068,T2,source,0.7058823529411765
A068,T2,destination,0.36666666666666664
A068,T3,source,0.9705882352941176
A068,T3,destination,0.2
A068,T4,source,0.7058823529411765
A068,T4,destination,0.3333333333333333
A069,T1,source,0.3088235294117647
A069,T1,destination,0.5666666666666667
A069,T2,source,0.5294117647058824
A069,T2,destination,0.31666666666666665
A069,T3,source,0.5882352941176471
A069,T3,destination,0.36666666666666664
A069,T4,source,0.27941176470588236
A069,T4,destination,0.5
A070,T1,source,0.7352941176470589
A070,T1,destination,0.48333333333333334
A070,T2,source,0.6911764705882353
A070,T2,destination,0.25
A070,T3,source,0.5147058823529411
A070,T3,destination,0.45
A070,T4,source,0.47058823529411764
A070,T4,destination,0.38333333333333336
A071,T1,source,0.8235294117647058
A071,T1,destination,0.3333333333333333
A071,T2,source,0.8823529411764706
A071,T2,destination,0.3333333333333333
A071,T3,source,0.5588235294117647
A071,T3,destination,0.43333333333333335
A071,T4,source,0.7647058823529411
A071,T4,destination,0.3
A072,T1,source,0.9411764705882353
A072,T1,destination,0.5666666666666667
A072,T2,source,0.8676470588235294
A072,T2,destination,0.6833333333333333
A072,T3,source,0.5735294117647058
A072,T3,destination,0.6833333333333333
A072,T4,source,0.7058823529411765
A072,T4,destination,0.7
A073,T1,source,0.9411764705882353
A073,T1,destination,0.4166666666666667
A073,T2,source,0.7352941176470589
A073,T2,destination,0.36666666666666664
A073,T3,source,0.9411764705882353
A073,T3,destination,0.48333333333333334
A073,T4,source,0.9264705882352942
A073,T4,destination,0.6
A074,T1,source,0.9411764705882353
A074,T1,destination,0.5666666666666667
A074,T2,source,0.7647058823529411
A074,T2,destination,0.4166666666666667
A074,T3,source,0.4852941176470588
A074,T3,destination,0.65
A074,T4,source,0.5294117647058824
A074,T4,destination,0.5
A075,T1,source,0.9411764705882353
A075,T1,destination,0.4
A075,T2,source,0.7205882352941176
A075,T2,destination,0.5166666666666667
A075,T3,source,0.3382352941176471
A075,T3,destination,0.23333333333333334
A075,T4,source,0.45588235294117646
A075,T4,destination,0.4666666666666667
A076,T1,source,0.6911764705882353
A076,T1,destination,0.3
A076,T2,source,0.6470588235294118
A076,T2,destination,0.2
A076,T3,source,0.35294117647058826
A076,T3,destination,0.3
A076,T4,source,0.45588235294117646
A076,T4,destination,0.18333333333333332
A077,T1,source,0.7794117647058824
A077,T1,destination,0.26666666666666666
A077,T2,source,0.75
A077,T2,destination,0.3333333333333333
A077,T3,source,0.6617647058823529
A077,T3,destination,0.3
A077,T4,source,0.7647058823529411
A077,T4,destination,0.5166666666666667
A078,T1,source,0.6470588235294118
A078,T1,destination,0.45
A078,T2,source,0.6470588235294118
A078,T2,destination,0.5166666666666667
A078,T3,source,0.5588235294117647
A078,T3,destination,0.5833333333333334
A078,T4,source,0.39705882352941174
A078,T4,destination,0.3
A079,T1,source,0.7058823529411765
A079,T1,destination,0.75
A079,T2,source,0.7352941176470589
A079,T2,destination,0.4
A079,T3,source,0.6176470588235294
A079,T3,destination,0.5
A079,T4,source,0.47058823529411764
A079,T4,destination,0.2833333333333333
A080,T1,source,0.8235294117647058
A080,T1,destination,0.4666666666666667
A080,T2,source,0.8088235294117647
A080,T2,destination,0.45
A080,T3,source,0.6323529411764706
A080,T3,destination,0.65
A080,T4,source,0.47058823529411764
A080,T4,destination,0.4166666666666667
A081,T1,source,0.6617647058823529
A081,T1,destination,0.4666666666666667
A081,T2,source,0.8088235294117647
A081,T2,destination,0.26666666666666666
A081,T3,source,0.7647058823529411
A081,T3,destination,0.7166666666666667
A081,T4,source,0.5882352941176471
A081,T4,destination,0.8
A082,T1,source,0.7794117647058824
A082,T1,destination,0.3333333333333333
A082,T2,source,0.8970588235294118
A082,T2,destination,0.7666666666666667
A082,T3,source,0.9411764705882353
A082,T3,destination,0.21666666666666667
A082,T4,source,0.6029411764705882
A082,T4,destination,0.5166666666666667
A083,T1,source,1.0
A083,T1,destination,0.65
A083,T2,source,0.8235294117647058
A083,T2,destination,0.35
A083,T3,source,0.7794117647058824
A083,T3,destination,0.21666666666666667
A083,T4,source,0.6764705882352942
A083,T4,destination,0.6
A084,T1,source,0.8235294117647058
A084,T1,destination,0.6166666666666667
A084,T2,source,0.6911764705882353
A084,T2,destination,0.4666666666666667
A084,T3,source,0.6911764705882353
A084,T3,destination,0.5833333333333334
A084,T4,source,0.5588235294117647
A084,T4,destination,0.65
A085,T1,source,0.7058823529411765
A085,T1,destination,0.55
A085,T2,source,0.9117647058823529
A085,T2,destination,0.5
A085,T3,source,0.7352941176470589
A085,T3,destination,0.43333333333333335
A085,T4,source,0.4411764705882353
A085,T4,destination,0.6
A086,T1,source,0.7794117647058824
A086,T1,destination,0.6
A086,T2,source,0.7941176470588235
A086,T2,destination,0.5666666666666667
A086,T3,source,0.3382352941176471
A086,T3,destination,0.26666666666666666
A086,T4,source,0.5147058823529411
A086,T4,destination,0.1
A087,T1,source,0.75
A087,T1,destination,0.85
A087,T2,source,0.8676470588235294
A087,T2,destination,0.6666666666666666
A087,T3,source,0.5735294117647058
A087,T3,destination,0.6
A087,T4,source,0.7794117647058824
A087,T4,destination,0.35
A088,T1,source,0.9411764705882353
A088,T1,destination,0.8
A088,T2,source,0.9558823529411765
A088,T2,destination,0.9333333333333333
A088,T3,source,0.9117647058823529
A088,T3,destination,0.55
A088,T4,source,0.9411764705882353
A088,T4,destination,0.8
A089,T1,source,0.8529411764705882
A089,T1,destination,0.6833333333333333
A089,T2,source,0.8529411764705882
A089,T2,destination,0.48333333333333334
A089,T3,source,0.8382352941176471
A089,T3,destination,0.6
A089,T4,source,0.7647058823529411
A089,T4,destination,0.7
A090,T1,source,0.6911764705882353
A090,T1,destination,0.5166666666666667
A090,T2,source,0.7352941176470589
A090,T2,destination,0.38333333333333336
A090,T3,source,0.5294117647058824
A090,T3,destination,0.38333333333333336
A090,T4,source,0.4411764705882353
A090,T4,destination,0.45
A091,T1,source,0.8676470588235294
A091,T1,destination,0.5666666666666667
A091,T2,source,0.6470588235294118
A091,T2,destination,0.43333333333333335
A091,T3,source,0.5441176470588235
A091,T3,destination,0.4
A091,T4,source,0.45588235294117646
A091,T4,destination,0.3
A092,T1,source,0.7352941176470589
A092,T1,destination,0.43333333333333335
A092,T2,source,0.5294117647058824
A092,T2,destination,0.3333333333333333
A092,T3,source,0.5
A092,T3,destination,0.36666666666666664
A092,T4,source,0.5588235294117647
A092,T4,destination,0.38333333333333336
A093,T1,source,0.6764705882352942
A093,T1,destination,0.6666666666666666
A093,T2,source,1.0
A093,T2,destination,0.16666666666666666
A093,T3,source,0.7058823529411765
A093,T3,destination,0.23333333333333334
A093,T4,source,0.8529411764705882
A093,T4,destination,0.23333333333333334
A094,T1,source,0.35294117647058826
A094,T1,destination,0.35
A094,T2,source,0.6764705882352942
A094,T2,destination,0.3333333333333333
A094,T3,source,0.4411764705882353
A094,T3,destination,0.31666666666666665
A094,T4,source,0.39705882352941174
A094,T4,destination,0.35
A095,T1,source,0.9411764705882353
A095,T1,destination,0.6
A095,T2,source,0.7941176470588235
A095,T2,destination,0.26666666666666666
A095,T3,source,0.7205882352941176
A095,T3,destination,0.25
A095,T4,source,0.7058823529411765
A095,T4,destination,0.2833333333333333
A096,T1,source,0.5441176470588235
A096,T1,destination,0.4166666666666667
A096,T2,source,0.7058823529411765
A096,T2,destination,0.35
A096,T3,source,0.3088235294117647
A096,T3,destination,0.35
A096,T4,source,0.22058823529411764
A096,T4,destination,0.45
A097,T1,source,0.7058823529411765
A097,T1,destination,0.38333333333333336
A097,T2,source,0.6176470588235294
A097,T2,destination,0.5666666666666667
A097,T3,source,0.7794117647058824
A097,T3,destination,0.5
A097,T4,source,0.47058823529411764
A097,T4,destination,0.48333333333333334
A098,T1,source,0.8529411764705882
A098,T1,destination,0.43333333333333335
A098,T2,source,0.5882352941176471
A098,T2,destination,0.65
A098,T3,source,0.9705882352941176
A098,T3,destination,0.43333333333333335
A098,T4,source,0.4411764705882353
A098,T4,destination,0.26666666666666666
A099,T1,source,0.8088235294117647
A099,T1,destination,0.7666666666666667
A099,T2,source,0.9705882352941176
A099,T2,destination,0.36666666666666664
A099,T3,source,0.7941176470588235
A099,T3,destination,0.4666666666666667
A099,T4,source,0.9411764705882353
A099,T4,destination,0.6166666666666667
A100,T1,source,0.7205882352941176
A100,T1,destination,0.26666666666666666
A100,T2,source,0.9705882352941176
A100,T2,destination,0.5166666666666667
A100,T3,source,0.8088235294117647
A100,T3,destination,0.4
A100,T4,source,0.7794117647058824
A100,T4,destination,0.2
A101,T1,source,0.5882352941176471
A101,T1,destination,0.5833333333333334
A101,T2,source,0.4852941176470588
A101,T2,destination,0.5
A101,T3,source,0.3088235294117647
A101,T3,destination,0.26666666666666666
A101,T4,source,0.3382352941176471
A101,T4,destination,0.5166666666666667
A102,T1,source,0.6323529411764706
A102,T1,destination,0.4666666666666667
A102,T2,source,1.0
A102,T2,destination,0.5166666666666667
A102,T3,source,0.6323529411764706
A102,T3,destination,0.38333333333333336
A102,T4,source,0.7352941176470589
A102,T4,destination,0.21666666666666667
A103,T1,source,0.9117647058823529
A103,T1,destination,0.7333333333333333
A103,T2,source,0.5735294117647058
A103,T2,destination,0.3333333333333333
A103,T3,source,0.39705882352941174
A103,T3,destination,0.6166666666666667
A103,T4,source,0.4411764705882353
A103,T4,destination,0.4
A104,T1,source,0.9705882352941176
A104,T1,destination,0.5
A104,T2,source,0.8970588235294118
A104,T2,destination,0.35
A104,T3,source,0.5147058823529411
A104,T3,destination,0.7
A104,T4,source,0.38235294117647056
A104,T4,destination,0.21666666666666667
A105,T1,source,0.6764705882352942
A105,T1,destination,0.5666666666666667
A105,T2,source,0.7941176470588235
A105,T2,destination,0.6
A105,T3,source,0.47058823529411764
A105,T3,destination,0.5
A105,T4,source,0.6764705882352942
A105,T4,destination,0.55
A106,T1,source,0.8088235294117647
A106,T1,destination,0.6
A106,T2,source,0.6617647058823529
A106,T2,destination,0.55
A106,T3,source,0.7352941176470589
A106,T3,destination,0.5
A106,T4,source,0.8235294117647058
A106,T4,destination,0.5666666666666667
A107,T1,source,0.5735294117647058
A107,T1,destination,0.3333333333333333
A107,T2,source,0.5147058823529411
A107,T2,destination,0.18333333333333332
A107,T3,source,0.45588235294117646
A107,T3,destination,0.3
A107,T4,source,0.4264705882352941
A107,T4,destination,0.2
A108,T1,source,0.5441176470588235
A108,T1,destination,0.5
A108,T2,source,0.5147058823529411
A108,T2,destination,0.3
A108,T3,source,0.6323529411764706
A108,T3,destination,0.6833333333333333
A108,T4,source,0.45588235294117646
A108,T4,destination,0.16666666666666666
A109,T1,source,0.6323529411764706
A109,T1,destination,0.26666666666666666
A109,T2,source,0.3235294117647059
A109,T2,destination,0.4166666666666667
A109,T3,source,0.7058823529411765
A109,T3,destination,0.13333333333333333
A109,T4,source,0.3382352941176471
A109,T4,destination,0.2833333333333333
