model,fitted,residuals,std_residuals,cooks_d
Model_3_LearningSlope,-0.11012826632428482,0.05223323382428492,0.08046689587796332,4.632966512065279e-05
Model_3_LearningSlope,0.015236112432032595,0.6247558350679674,0.9624554914344783,0.004643136466436968
Model_3_LearningSlope,0.25029432260012785,0.24639185539987213,0.3795741967716687,0.0021288380650732273
Model_3_LearningSlope,0.15452986660571866,1.0374968433942813,1.5982956512317024,0.021778379077422364
Model_3_LearningSlope,0.22417674369256174,-1.1391899861925618,-1.7549570511476997,0.039226402927432104
Model_3_LearningSlope,0.015236112432032595,0.0945005625679674,0.145581009863306,0.00010623303618121982
Model_3_LearningSlope,0.05441248079338181,-0.8807176282933818,-1.356772470419422,0.009880924092156494
Model_3_LearningSlope,0.06747127024716486,0.3834523022528351,0.5907200113885849,0.0019522048243236978
Model_3_LearningSlope,0.15452986660571866,-1.0463861316057188,-1.6119898718756938,0.02215317279171656
Model_3_LearningSlope,-0.14146936101336421,-0.9305254889866359,-1.4335030047338564,0.01744972419044049
Model_3_LearningSlope,-0.37652757118145946,-0.8362347538185404,-1.2882452404041247,0.05046676020757062
Model_3_LearningSlope,0.07791830181019133,-1.1040086268101912,-1.7007590899073555,0.01682135439023823
Model_3_LearningSlope,0.19432808208391472,0.11947701791608517,0.18405800400574374,0.00036312427136032694
Model_3_LearningSlope,0.14955508967094416,0.34577380682905584,0.5326751356241831,0.002352179721139097
Model_3_LearningSlope,-0.5071154657192901,-0.2870913442807099,-0.44227300544734494,0.010643264286567469
Model_3_LearningSlope,0.14955508967094416,-0.18872868717094407,-0.2907423207005884,0.0007007484672719257
Model_3_LearningSlope,-0.036999045383099685,0.10043661638309968,0.1547256825036233,0.00012674926620993601
Model_3_LearningSlope,0.10478209725797366,0.35352251024202624,0.5446122504660142,0.0019413163889240642
Model_3_LearningSlope,-0.17281045570244363,1.1924175632024436,1.8369557631458662,0.0342995797192883
Model_3_LearningSlope,0.015236112432032595,0.0873241860679673,0.13452558215325502,9.071098834987097e-05
Model_3_LearningSlope,-0.37652757118145946,0.30457870868145953,0.4692128256995019,0.006694961469454046
Model_3_LearningSlope,-0.08923420319823192,-0.4228171268017681,-0.6513627287989049,0.0027349825067186804
Model_3_LearningSlope,0.015236112432032595,-0.2677199464320326,-0.4124307739871246,0.0008526136181574598
Model_3_LearningSlope,-0.29817483445876103,1.288054264458761,1.9842870294425747,0.08079454364271232
Model_3_LearningSlope,-0.036999045383099685,0.27262521438309967,0.4199874894453298,0.0009338848870836855
Model_3_LearningSlope,0.11970642806229717,0.7452212219377029,1.1480361080732047,0.009295175457787885
Model_3_LearningSlope,0.060009104845003144,0.03018288015499676,0.04649765095723363,1.1800795791391997e-05
Model_3_LearningSlope,0.2716632507972274,0.02161391420277259,0.03329689656054039,1.8451308811552532e-05
Model_3_LearningSlope,0.11970642806229717,0.18957713943770274,0.29204938739372793,0.0006015324987636726
Model_3_LearningSlope,-0.08923420319823192,-1.8644396718017682,-2.8722263960586947,0.05317972438141176
Model_3_LearningSlope,-0.04744607694612612,-0.5024801555538739,-0.7740860635532347,0.0032685243720718517
Model_3_LearningSlope,-0.02953687998093788,-0.7955926700190621,-1.2256348660137955,0.007813193432229823
Model_3_LearningSlope,-0.02953687998093788,0.4034448049809379,0.6215190739312948,0.0020091635241587464
Model_3_LearningSlope,-0.23549264508060233,-0.9439046374193978,-1.4541139925102695,0.03081575095418609
Model_3_LearningSlope,0.05441248079338181,-0.2651075450433817,-0.40840628966667863,0.0008952995386206429
Model_3_LearningSlope,0.09358884915473104,0.10266808334526897,0.15816332567739344,0.00015541186527730528
Model_3_LearningSlope,-0.11012826632428482,0.18800049132428473,0.28962051270438005,0.0006001824621490842
Model_3_LearningSlope,0.17194158587742944,0.16440537362257054,0.25327151149723304,0.0006040473342670756
Model_3_LearningSlope,0.15452986660571866,-0.40951643910571867,-0.6308726121895497,0.003393084421872575
Model_3_LearningSlope,-0.036999045383099685,-0.25411671961690036,-0.39147458660229056,0.0008113865194238149
Model_3_LearningSlope,-0.06311662429066581,-1.1577096207093343,-1.783487115117551,0.018323397320854636
Model_3_LearningSlope,0.21467944227162855,0.27158514022837144,0.4183852233670813,0.0021108518417271636
Model_3_LearningSlope,-0.08923420319823192,-0.4095507768017681,-0.6309255104615961,0.0025660488481143804
Model_3_LearningSlope,-0.29817483445876103,-0.14237127804123895,-0.21932731265875777,0.0009870939268521253
Model_3_LearningSlope,0.13276521751608023,-0.07921874251608033,-0.12203889820547387,0.0001125509333935356
Model_3_LearningSlope,0.06747127024716486,0.29404312225283513,0.45298243224890056,0.001147954655380334
Model_3_LearningSlope,0.17194158587742944,0.3189888141225705,0.4914120343110362,0.0022739968738877897
Model_3_LearningSlope,0.2346237752555881,0.5156735622444119,0.7944109104890863,0.008532816609650523
Model_3_LearningSlope,-0.04744607694612612,0.03652698744612612,0.0562709424702816,1.727195941017219e-05
Model_3_LearningSlope,0.06747127024716486,0.27188295225283504,0.4188440119085745,0.0009814465135568578
Model_3_LearningSlope,0.09358884915473104,-0.523925109154731,-0.8071226711336298,0.004047172254167315
Model_3_LearningSlope,0.015236112432032595,0.5654435925679675,0.8710831659607866,0.0038033770400291125
Model_3_LearningSlope,0.015236112432032595,1.5427163075679673,2.376601703580376,0.02831150437204321
Model_3_LearningSlope,0.06747127024716486,0.7976417297528352,1.2287915052676452,0.008447309677802554
Model_3_LearningSlope,0.13276521751608023,-0.8856787625160802,-1.364415249579476,0.014068431303860058
Model_3_LearningSlope,-0.08923420319823192,-0.2838642518017681,-0.4373015706829356,0.0012327380987917796
Model_3_LearningSlope,-0.5071154657192901,-0.22045344678070988,-0.33961528416404463,0.006275790472079268
Model_3_LearningSlope,-0.11012826632428482,0.5945909263242848,0.9159855259865864,0.006003463674233485
Model_3_LearningSlope,0.19432808208391472,-1.1318486520839146,-1.743647501191189,0.032588415556112235
Model_3_LearningSlope,0.14955508967094416,-0.16301690717094416,-0.2511325364192412,0.0005228193071638913
Model_3_LearningSlope,-0.17281045570244363,-1.1531308592975562,-1.7764333929794383,0.032076668759604805
Model_3_LearningSlope,-0.14146936101336421,0.2838883350133642,0.4373386716077305,0.0016241536581878364
Model_3_LearningSlope,0.015236112432032595,0.3392146125679673,0.5225704960488147,0.0013687997301183345
Model_3_LearningSlope,-0.23549264508060233,0.9869294275806023,1.5203949989997287,0.03368904603415945
Model_3_LearningSlope,-0.21982209773606262,0.48205626023606263,0.7426224275185718,0.007353383020194065
Model_3_LearningSlope,0.25029432260012785,-1.353256560100128,-2.084733162110293,0.06421702964056648
Model_3_LearningSlope,0.09358884915473104,-0.08225236065473103,-0.12671227982525812,9.974933434403547e-05
Model_3_LearningSlope,0.05441248079338181,-0.5404032682933818,-0.8325077797817152,0.0037201471474369694
