observation,fitted_values,residuals,studentized_residuals,cooks_d,leverage
54,0.2392675466642803,-1.0643970966642802,-1.9333902500478553,0.030210056016747183,0.055083216390437624
55,0.32960271629814863,0.04430520870185134,0.07764693095140925,2.3064937359609164e-05,0.025800408926936427
56,-0.23617655288884787,-0.9432207296111522,-1.7366001306268246,0.04038153085936444,0.08744959913270994
57,0.09078648795944988,-0.3014815522094498,-0.5317475646969959,0.001484764966409912,0.035181584282668606
58,0.23870950919678247,-0.04245257669678246,-0.07536283572394445,4.366723475606675e-05,0.05053512912485653
59,0.4893915915008432,-0.4115193665008433,-0.728906980611325,0.00323262425330164,0.04064622745120797
60,-0.002874866280403454,0.33922182578040344,0.607034385317422,0.003492366653611986,0.06180536126099753
61,0.3093823086390869,-0.5643688811390869,-1.0224924427276405,0.01258997650328074,0.07777815078696187
62,-0.20925211216466233,-0.0818636528353377,-0.14462142545726026,0.0001294516284579768,0.04109286112851679
63,-1.0731970688377783,-0.1476291761622217,-0.2750137570123676,0.001734443640462873,0.1370969529358721
64,0.36737796841696646,0.11888661408303353,0.21396105216004757,0.0005419431452174374,0.0757757924763987
65,-0.27943155120123686,-0.21935342879876313,-0.39357035221361975,0.0016551586151310272,0.06898464710481458
66,0.0635988817547809,-0.5041449942547809,-0.9599137216444507,0.02625561411597704,0.16617045752867662
67,0.06540058346521727,-0.011854108465217367,-0.021120106938996908,3.9274866514113065e-06,0.05744807622334275
68,-0.4797816721784329,0.8412960646784329,1.539545138632105,0.03009111716681356,0.0827558163746648
69,0.27093323787868806,0.21999716212131193,0.3960908849459155,0.0018442687157662154,0.07537231063677861
70,0.2242876925249362,0.5260096449750638,0.9513030069007931,0.010635519256298995,0.0759383526419587
71,-0.4499326834838775,0.4390135939838775,0.7833436458877974,0.0050036824095112085,0.053778359508092205
72,-0.07314738117386166,0.41250160367386157,0.7232688328957031,0.0016165353426638074,0.021063519770359126
73,0.15646994331644204,-0.586806203316442,-1.0518501003017429,0.009583655249548122,0.05723206236034011
74,-0.07266994231508384,0.6533496473150839,1.1766857551489074,0.01329452087176541,0.06323155623721449
75,-0.2493890876764313,1.8073415076764312,3.4020572148618298,0.07097854300306533,0.045775755952764764
76,0.15673063740084903,0.708382362599151,1.2622471293082804,0.009617544275028192,0.040797826004330615
77,-0.1838147828150395,-0.5690987621849605,-1.021411037099866,0.009557828648944378,0.060291767888433684
78,-0.18303507583120393,-0.19006337916879606,-0.34026793398146316,0.0011668094914094494,0.06528975824910394
79,-0.611496738398809,-0.11607217410119097,-0.2113499134983287,0.0006938170186572356,0.09712517144678907
80,-0.05625515228223521,0.5407178122822351,0.9608582759144642,0.005883551868288329,0.042668820591584944
81,-0.5040771274132599,-0.43344344258674006,-0.7820119838829879,0.007064468640628805,0.07451465827117983
82,0.2402738532258708,-0.2537356707258708,-0.4598634176586818,0.002902470603113327,0.08695207051147277
83,-0.4149442725755381,-0.9109970424244618,-1.7737199895224036,0.09821903944228773,0.18283788633731746
84,-0.3141800469070135,0.45659902090701354,0.8765646741081199,0.024349297099789804,0.18117164309459968
85,0.2456177458901545,0.1088329791098454,0.194508444059201,0.0003666965529009051,0.06289936415217236
86,0.07969054207300774,0.6717462404269923,1.1927989305255602,0.007533453358219962,0.03590164097116736
87,-0.7788771110623948,1.0411112735623949,2.013306723895137,0.10945443513229591,0.16348408445812673
88,-0.36024410941164897,-0.7427181280883511,-1.4661237770010578,0.08236798977349376,0.2136268283950939
89,0.2414149407132311,-0.23007845221323112,-0.409657395098972,0.0013933628049603314,0.05444678804573387
90,-0.27310287829265645,-0.21288790920734357,-0.38976980949324647,0.00259514335576381,0.10590465006771116
91,-0.05953341350642438,0.11912405600642438,0.21184972450264392,0.00036630517703944537,0.05350216535940439
92,0.05803505122438102,0.22814506877561896,0.4257523157336192,0.004222637742650371,0.13910676243632134
93,0.4388836080355639,0.23123373546443615,0.4137529299624507,0.0016794565701190357,0.06370580998828144
94,-0.4342581387225628,-0.7217440512774371,-1.3142240066327695,0.02131757493563203,0.08011698063445095
95,-0.7691631927855478,-0.003963657214452132,-0.007259793898494865,9.23100433747238e-07,0.10813033734375638
96,-0.8158889992732705,0.09562444427327055,0.19388318797951576,0.0020269459333536383,0.2718875164488788
