UID,test,test_code,paradigm,paradigm_code,theta,TSVR_hours,loaded_timestamp,Segment,Days_within
A026,2,T2,free_recall,IFR,0.3370544,26.48,2025-12-02T15:24:02.960793,Late,0.09708333333333341
A026,3,T3,free_recall,IFR,0.7356694,75.46,2025-12-02T15:24:02.960793,Late,2.1379166666666665
A026,4,T4,free_recall,IFR,-0.094755605,147.65,2025-12-02T15:24:02.960793,Late,5.145833333333333
A027,1,T1,free_recall,IFR,0.16043636,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A027,2,T2,free_recall,IFR,0.46374553,28.26,2025-12-02T15:24:02.960793,Late,0.17125000000000012
A027,3,T3,free_recall,IFR,-0.9193564,74.58,2025-12-02T15:24:02.960793,Late,2.10125
A027,4,T4,free_recall,IFR,-0.42966694,145.92,2025-12-02T15:24:02.960793,Late,5.0737499999999995
A028,1,T1,free_recall,IFR,1.7501152,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A028,2,T2,free_recall,IFR,0.095417134,22.82,2025-12-02T15:24:02.960793,Early,0.9508333333333333
A028,3,T3,free_recall,IFR,0.1234633,72.26,2025-12-02T15:24:02.960793,Late,2.0045833333333336
A028,4,T4,free_recall,IFR,-0.8479047,138.91,2025-12-02T15:24:02.960793,Late,4.781666666666666
A029,1,T1,free_recall,IFR,2.242445,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A029,2,T2,free_recall,IFR,0.29875055,28.43,2025-12-02T15:24:02.960793,Late,0.17833333333333337
A029,3,T3,free_recall,IFR,1.3977594,93.26,2025-12-02T15:24:02.960793,Late,2.879583333333334
A029,4,T4,free_recall,IFR,0.5618795,143.14,2025-12-02T15:24:02.960793,Late,4.957916666666666
A030,1,T1,free_recall,IFR,0.12693016,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A030,2,T2,free_recall,IFR,0.890774,32.95,2025-12-02T15:24:02.960793,Late,0.36666666666666686
A030,3,T3,free_recall,IFR,0.30001456,71.93,2025-12-02T15:24:02.960793,Late,1.9908333333333337
A030,4,T4,free_recall,IFR,0.70453537,150.46,2025-12-02T15:24:02.960793,Late,5.2629166666666665
A031,1,T1,free_recall,IFR,1.83632,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A031,2,T2,free_recall,IFR,-0.20975925,32.41,2025-12-02T15:24:02.960793,Late,0.34416666666666657
A031,3,T3,free_recall,IFR,-0.34666744,71.56,2025-12-02T15:24:02.960793,Late,1.9754166666666668
A031,4,T4,free_recall,IFR,-0.9627389,143.85,2025-12-02T15:24:02.960793,Late,4.9875
A032,1,T1,free_recall,IFR,0.71397096,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A032,2,T2,free_recall,IFR,-0.325758,57.18,2025-12-02T15:24:02.960793,Late,1.37625
A032,3,T3,free_recall,IFR,0.41406077,80.16,2025-12-02T15:24:02.960793,Late,2.3337499999999998
A032,4,T4,free_recall,IFR,1.8328576,144.51,2025-12-02T15:24:02.960793,Late,5.015
A033,1,T1,free_recall,IFR,0.10781428,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A033,2,T2,free_recall,IFR,-0.23640966,29.16,2025-12-02T15:24:02.960793,Late,0.20875000000000007
A033,3,T3,free_recall,IFR,0.96893936,72.6,2025-12-02T15:24:02.960793,Late,2.01875
A033,4,T4,free_recall,IFR,-0.08949685,168.33,2025-12-02T15:24:02.960793,Late,6.0075
A034,1,T1,free_recall,IFR,1.6616325,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A034,2,T2,free_recall,IFR,1.3464628,26.08,2025-12-02T15:24:02.960793,Late,0.08041666666666665
A034,3,T3,free_recall,IFR,0.25853375,74.28,2025-12-02T15:24:02.960793,Late,2.08875
A034,4,T4,free_recall,IFR,-0.10638464,145.38,2025-12-02T15:24:02.960793,Late,5.05125
A035,1,T1,free_recall,IFR,-0.65596753,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A035,2,T2,free_recall,IFR,0.8209889,44.76,2025-12-02T15:24:02.960793,Late,0.85875
A035,3,T3,free_recall,IFR,-0.50477034,79.98,2025-12-02T15:24:02.960793,Late,2.3262500000000004
A035,4,T4,free_recall,IFR,-0.99131393,152.47,2025-12-02T15:24:02.960793,Late,5.346666666666667
A036,1,T1,free_recall,IFR,0.8689254,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A036,2,T2,free_recall,IFR,-0.1759345,21.63,2025-12-02T15:24:02.960793,Early,0.90125
A036,3,T3,free_recall,IFR,-0.7087776,71.47,2025-12-02T15:24:02.960793,Late,1.9716666666666667
A036,4,T4,free_recall,IFR,-1.176061,143.85,2025-12-02T15:24:02.960793,Late,4.9875
A037,1,T1,free_recall,IFR,1.0822115,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A037,2,T2,free_recall,IFR,0.93259835,23.7,2025-12-02T15:24:02.960793,Early,0.9874999999999999
A037,3,T3,free_recall,IFR,0.6126821,72.08,2025-12-02T15:24:02.960793,Late,1.9970833333333333
A037,4,T4,free_recall,IFR,-0.28599942,143.66,2025-12-02T15:24:02.960793,Late,4.979583333333333
A038,1,T1,free_recall,IFR,1.1545284,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A038,2,T2,free_recall,IFR,-0.09438367,71.85,2025-12-02T15:24:02.960793,Late,1.9874999999999998
A038,3,T3,free_recall,IFR,0.9860895,72.86,2025-12-02T15:24:02.960793,Late,2.0295833333333335
A038,4,T4,free_recall,IFR,-0.008316844,152.89,2025-12-02T15:24:02.960793,Late,5.364166666666666
A039,1,T1,free_recall,IFR,2.3421638,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A039,2,T2,free_recall,IFR,0.7976839,28.65,2025-12-02T15:24:02.960793,Late,0.1875
A039,3,T3,free_recall,IFR,0.839274,98.84,2025-12-02T15:24:02.960793,Late,3.112083333333333
A039,4,T4,free_recall,IFR,0.6956401,246.24,2025-12-02T15:24:02.960793,Late,9.25375
A040,1,T1,free_recall,IFR,-0.5817445,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A040,2,T2,free_recall,IFR,-0.26374146,26.26,2025-12-02T15:24:02.960793,Late,0.0879166666666668
A040,3,T3,free_recall,IFR,-1.6241969,71.28,2025-12-02T15:24:02.960793,Late,1.96375
A040,4,T4,free_recall,IFR,-0.8882852,143.53,2025-12-02T15:24:02.960793,Late,4.974166666666666
A041,1,T1,free_recall,IFR,1.2497655,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A041,2,T2,free_recall,IFR,-1.167476,31.78,2025-12-02T15:24:02.960793,Late,0.3179166666666668
A041,3,T3,free_recall,IFR,0.075356334,75.74,2025-12-02T15:24:02.960793,Late,2.149583333333333
A041,4,T4,free_recall,IFR,0.66515946,141.84,2025-12-02T15:24:02.960793,Late,4.90375
A042,1,T1,free_recall,IFR,-1.02681,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A042,2,T2,free_recall,IFR,-1.0026407,28.93,2025-12-02T15:24:02.960793,Late,0.19916666666666671
A042,3,T3,free_recall,IFR,-0.5476192,72.17,2025-12-02T15:24:02.960793,Late,2.0008333333333335
A042,4,T4,free_recall,IFR,-0.8089415,146.02,2025-12-02T15:24:02.960793,Late,5.077916666666667
A043,1,T1,free_recall,IFR,0.9052307,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A043,2,T2,free_recall,IFR,0.115137,25.62,2025-12-02T15:24:02.960793,Late,0.0612500000000001
A043,3,T3,free_recall,IFR,0.2997891,64.94,2025-12-02T15:24:02.960793,Late,1.6995833333333332
A043,4,T4,free_recall,IFR,0.048738178,149.33,2025-12-02T15:24:02.960793,Late,5.215833333333333
A044,1,T1,free_recall,IFR,-0.8060287,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A044,2,T2,free_recall,IFR,-0.19541748,47.66,2025-12-02T15:24:02.960793,Late,0.9795833333333333
A044,3,T3,free_recall,IFR,-1.4959046,91.63,2025-12-02T15:24:02.960793,Late,2.811666666666666
A044,4,T4,free_recall,IFR,-1.0974785,155.27,2025-12-02T15:24:02.960793,Late,5.463333333333334
A045,1,T1,free_recall,IFR,-0.76336116,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A045,2,T2,free_recall,IFR,-0.47526395,24.66,2025-12-02T15:24:02.960793,Late,0.021250000000000064
A045,3,T3,free_recall,IFR,-0.4236594,72.23,2025-12-02T15:24:02.960793,Late,2.0033333333333334
A045,4,T4,free_recall,IFR,-1.2165346,151.52,2025-12-02T15:24:02.960793,Late,5.307083333333334
A046,1,T1,free_recall,IFR,-0.77469015,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A046,2,T2,free_recall,IFR,-1.245836,24.32,2025-12-02T15:24:02.960793,Late,0.007083333333333404
A046,3,T3,free_recall,IFR,-1.6056858,73.05,2025-12-02T15:24:02.960793,Late,2.0375
A046,4,T4,free_recall,IFR,-1.0504586,147.94,2025-12-02T15:24:02.960793,Late,5.157916666666666
A047,1,T1,free_recall,IFR,-0.5218471,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A047,2,T2,free_recall,IFR,-0.38599724,23.46,2025-12-02T15:24:02.960793,Early,0.9775
A047,3,T3,free_recall,IFR,-1.1630286,76.85,2025-12-02T15:24:02.960793,Late,2.1958333333333333
A047,4,T4,free_recall,IFR,-0.8443499,144.22,2025-12-02T15:24:02.960793,Late,5.002916666666667
A048,1,T1,free_recall,IFR,1.4464241,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A048,2,T2,free_recall,IFR,-0.24025916,23.91,2025-12-02T15:24:02.960793,Early,0.99625
A048,3,T3,free_recall,IFR,0.37180644,81.15,2025-12-02T15:24:02.960793,Late,2.3750000000000004
A048,4,T4,free_recall,IFR,0.32747135,146.3,2025-12-02T15:24:02.960793,Late,5.089583333333334
A049,1,T1,free_recall,IFR,1.9369724,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A049,2,T2,free_recall,IFR,-0.40477413,27.12,2025-12-02T15:24:02.960793,Late,0.1237500000000001
A049,3,T3,free_recall,IFR,0.5799155,111.38,2025-12-02T15:24:02.960793,Late,3.634583333333333
A049,4,T4,free_recall,IFR,0.29279515,168.86,2025-12-02T15:24:02.960793,Late,6.029583333333334
A050,1,T1,free_recall,IFR,0.10375316,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A050,2,T2,free_recall,IFR,-0.20866837,24.73,2025-12-02T15:24:02.960793,Late,0.024166666666666742
A050,3,T3,free_recall,IFR,-0.78698945,93.39,2025-12-02T15:24:02.960793,Late,2.8850000000000002
A050,4,T4,free_recall,IFR,-0.7662721,148.69,2025-12-02T15:24:02.960793,Late,5.189166666666666
A051,1,T1,free_recall,IFR,1.1308651,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A051,2,T2,free_recall,IFR,-0.1484353,17.16,2025-12-02T15:24:02.960793,Early,0.715
A051,3,T3,free_recall,IFR,-0.51630783,65.63,2025-12-02T15:24:02.960793,Late,1.7283333333333333
A051,4,T4,free_recall,IFR,-0.24947512,146.99,2025-12-02T15:24:02.960793,Late,5.118333333333333
A052,1,T1,free_recall,IFR,0.8560208,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A052,2,T2,free_recall,IFR,0.514484,31.76,2025-12-02T15:24:02.960793,Late,0.31708333333333344
A052,3,T3,free_recall,IFR,0.336497,80.98,2025-12-02T15:24:02.960793,Late,2.367916666666667
A052,4,T4,free_recall,IFR,-0.45561698,153.27,2025-12-02T15:24:02.960793,Late,5.38
A053,1,T1,free_recall,IFR,1.4144037,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A053,2,T2,free_recall,IFR,0.28295353,32.71,2025-12-02T15:24:02.960793,Late,0.35666666666666674
A053,3,T3,free_recall,IFR,-0.83496577,78.28,2025-12-02T15:24:02.960793,Late,2.2554166666666666
A053,4,T4,free_recall,IFR,-0.19286156,148.9,2025-12-02T15:24:02.960793,Late,5.197916666666667
A054,1,T1,free_recall,IFR,0.06454673,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A054,2,T2,free_recall,IFR,0.59928095,16.9,2025-12-02T15:24:02.960793,Early,0.7041666666666666
A054,3,T3,free_recall,IFR,0.76526284,72.83,2025-12-02T15:24:02.960793,Late,2.0283333333333333
A054,4,T4,free_recall,IFR,1.2983474,136.83,2025-12-02T15:24:02.960793,Late,4.695
A055,1,T1,free_recall,IFR,-0.3203487,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A055,2,T2,free_recall,IFR,0.5494155,23.24,2025-12-02T15:24:02.960793,Early,0.9683333333333333
A055,3,T3,free_recall,IFR,-0.9620779,74.48,2025-12-02T15:24:02.960793,Late,2.0970833333333334
A055,4,T4,free_recall,IFR,-0.9730982,149.21,2025-12-02T15:24:02.960793,Late,5.210833333333333
A056,1,T1,free_recall,IFR,0.8824607,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A056,2,T2,free_recall,IFR,0.3381003,33.61,2025-12-02T15:24:02.960793,Late,0.3941666666666667
A056,3,T3,free_recall,IFR,-0.26972502,71.46,2025-12-02T15:24:02.960793,Late,1.9712499999999997
A056,4,T4,free_recall,IFR,-1.5637758,147.84,2025-12-02T15:24:02.960793,Late,5.15375
A057,1,T1,free_recall,IFR,0.009936852,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A057,2,T2,free_recall,IFR,-0.7343016,24.78,2025-12-02T15:24:02.960793,Late,0.026250000000000107
A057,3,T3,free_recall,IFR,-0.6061695,73.83,2025-12-02T15:24:02.960793,Late,2.07
A057,4,T4,free_recall,IFR,-1.3534855,145.06,2025-12-02T15:24:02.960793,Late,5.037916666666667
A058,1,T1,free_recall,IFR,1.2909634,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A058,2,T2,free_recall,IFR,-1.1071848,22.96,2025-12-02T15:24:02.960793,Early,0.9566666666666667
A058,3,T3,free_recall,IFR,-0.0076611126,66.28,2025-12-02T15:24:02.960793,Late,1.7554166666666668
A058,4,T4,free_recall,IFR,-0.8837645,143.48,2025-12-02T15:24:02.960793,Late,4.972083333333333
A059,1,T1,free_recall,IFR,0.98924613,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A059,2,T2,free_recall,IFR,1.1210508,30.4,2025-12-02T15:24:02.960793,Late,0.2604166666666667
A059,3,T3,free_recall,IFR,1.5913445,79.78,2025-12-02T15:24:02.960793,Late,2.3179166666666666
A059,4,T4,free_recall,IFR,0.5147332,151.93,2025-12-02T15:24:02.960793,Late,5.324166666666667
A060,1,T1,free_recall,IFR,0.089007095,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A060,2,T2,free_recall,IFR,0.9243096,24.87,2025-12-02T15:24:02.960793,Late,0.0300000000000001
A060,3,T3,free_recall,IFR,-0.42468035,94.68,2025-12-02T15:24:02.960793,Late,2.93875
A060,4,T4,free_recall,IFR,0.6639469,143.91,2025-12-02T15:24:02.960793,Late,4.989999999999999
A061,1,T1,free_recall,IFR,2.6159682,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A061,2,T2,free_recall,IFR,0.83355284,35.16,2025-12-02T15:24:02.960793,Late,0.45874999999999994
A061,3,T3,free_recall,IFR,0.720659,82.55,2025-12-02T15:24:02.960793,Late,2.433333333333333
A061,4,T4,free_recall,IFR,-0.44061255,146.56,2025-12-02T15:24:02.960793,Late,5.100416666666667
A062,1,T1,free_recall,IFR,1.5698215,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A062,2,T2,free_recall,IFR,0.29121718,44.69,2025-12-02T15:24:02.960793,Late,0.8558333333333333
A062,3,T3,free_recall,IFR,-0.99807596,92.72,2025-12-02T15:24:02.960793,Late,2.857083333333333
A062,4,T4,free_recall,IFR,-1.3407863,149.18,2025-12-02T15:24:02.960793,Late,5.209583333333334
A063,1,T1,free_recall,IFR,1.0055077,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A063,2,T2,free_recall,IFR,0.5848471,21.98,2025-12-02T15:24:02.960793,Early,0.9158333333333334
A063,3,T3,free_recall,IFR,-0.0073365774,69.99,2025-12-02T15:24:02.960793,Late,1.91
A063,4,T4,free_recall,IFR,-1.0480841,141.09,2025-12-02T15:24:02.960793,Late,4.8725
A064,1,T1,free_recall,IFR,0.9337908,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A064,2,T2,free_recall,IFR,1.0231495,37.65,2025-12-02T15:24:02.960793,Late,0.5625
A064,3,T3,free_recall,IFR,0.12078351,82.99,2025-12-02T15:24:02.960793,Late,2.4516666666666667
A064,4,T4,free_recall,IFR,-0.82732314,156.21,2025-12-02T15:24:02.960793,Late,5.5025
A065,1,T1,free_recall,IFR,-1.6313238,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A065,2,T2,free_recall,IFR,0.011327019,32.31,2025-12-02T15:24:02.960793,Late,0.34000000000000014
A065,3,T3,free_recall,IFR,-1.3355386,106.41,2025-12-02T15:24:02.960793,Late,3.4274999999999998
A065,4,T4,free_recall,IFR,-2.3671904,187.43,2025-12-02T15:24:02.960793,Late,6.803333333333334
A066,1,T1,free_recall,IFR,0.2606496,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A066,2,T2,free_recall,IFR,-0.04822852,23.35,2025-12-02T15:24:02.960793,Early,0.9729166666666668
A066,3,T3,free_recall,IFR,-0.73158157,73.79,2025-12-02T15:24:02.960793,Late,2.068333333333334
A066,4,T4,free_recall,IFR,-1.053569,164.93,2025-12-02T15:24:02.960793,Late,5.865833333333334
A067,1,T1,free_recall,IFR,0.53448457,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A067,2,T2,free_recall,IFR,-1.4098325,29.91,2025-12-02T15:24:02.960793,Late,0.24000000000000007
A067,3,T3,free_recall,IFR,-1.5651689,73.19,2025-12-02T15:24:02.960793,Late,2.0433333333333334
A067,4,T4,free_recall,IFR,-1.2525647,144.19,2025-12-02T15:24:02.960793,Late,5.001666666666666
A068,1,T1,free_recall,IFR,1.1313976,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A068,2,T2,free_recall,IFR,-0.6020199,30.49,2025-12-02T15:24:02.960793,Late,0.26416666666666666
A068,3,T3,free_recall,IFR,0.8178577,82.98,2025-12-02T15:24:02.960793,Late,2.4512500000000004
A068,4,T4,free_recall,IFR,-0.18029927,155.59,2025-12-02T15:24:02.960793,Late,5.476666666666667
A069,1,T1,free_recall,IFR,-0.9453881,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A069,2,T2,free_recall,IFR,-1.0803355,24.96,2025-12-02T15:24:02.960793,Late,0.03375000000000009
A069,3,T3,free_recall,IFR,-0.40901044,79.75,2025-12-02T15:24:02.960793,Late,2.316666666666667
A069,4,T4,free_recall,IFR,-1.3295189,140.22,2025-12-02T15:24:02.960793,Late,4.83625
A070,1,T1,free_recall,IFR,-0.19590467,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A070,2,T2,free_recall,IFR,0.001917907,24.25,2025-12-02T15:24:02.960793,Late,0.004166666666666726
A070,3,T3,free_recall,IFR,-0.6862198,81.92,2025-12-02T15:24:02.960793,Late,2.4070833333333335
A070,4,T4,free_recall,IFR,-0.76803863,149.2,2025-12-02T15:24:02.960793,Late,5.210416666666666
A071,1,T1,free_recall,IFR,0.8231066,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A071,2,T2,free_recall,IFR,0.7234464,30.92,2025-12-02T15:24:02.960793,Late,0.28208333333333346
A071,3,T3,free_recall,IFR,-0.8875053,79.96,2025-12-02T15:24:02.960793,Late,2.3254166666666665
A071,4,T4,free_recall,IFR,0.3867004,153.27,2025-12-02T15:24:02.960793,Late,5.38
A072,1,T1,free_recall,IFR,0.7837958,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A072,2,T2,free_recall,IFR,1.3752688,33.76,2025-12-02T15:24:02.960793,Late,0.40041666666666664
A072,3,T3,free_recall,IFR,-0.50578904,83.54,2025-12-02T15:24:02.960793,Late,2.474583333333334
A072,4,T4,free_recall,IFR,0.22475065,154.89,2025-12-02T15:24:02.960793,Late,5.447499999999999
A073,1,T1,free_recall,IFR,1.0453852,1.0,2025-12-02T15:24:02.960793,Early,0.041666666666666664
A073,2,T2,free_recall,IFR,-0.18324019,66.66,2025-12-02T15:24:02.960793,Late,1.77125
A073,3,T3,free_recall,IFR,1.1016877,66.9,2025-12-02T15:24:02.960793,Late,1.7812500000000002
