UID,test,test_code,paradigm,paradigm_code,theta,TSVR_hours,loaded_timestamp
A049,1,T1,recognition,IRE,1.8781378,1.0,2025-12-02T15:24:02.960793
A049,2,T2,recognition,IRE,-0.9171489,27.12,2025-12-02T15:24:02.960793
A049,3,T3,recognition,IRE,0.6688247,111.38,2025-12-02T15:24:02.960793
A049,4,T4,recognition,IRE,0.3420703,168.86,2025-12-02T15:24:02.960793
A050,1,T1,recognition,IRE,-0.004933702,1.0,2025-12-02T15:24:02.960793
A050,2,T2,recognition,IRE,-0.6379478,24.73,2025-12-02T15:24:02.960793
A050,3,T3,recognition,IRE,-1.342118,93.39,2025-12-02T15:24:02.960793
A050,4,T4,recognition,IRE,-0.67183626,148.69,2025-12-02T15:24:02.960793
A051,1,T1,recognition,IRE,1.2244735,1.0,2025-12-02T15:24:02.960793
A051,2,T2,recognition,IRE,-0.15659332,17.16,2025-12-02T15:24:02.960793
A051,3,T3,recognition,IRE,-0.39899728,65.63,2025-12-02T15:24:02.960793
A051,4,T4,recognition,IRE,-0.19292271,146.99,2025-12-02T15:24:02.960793
A052,1,T1,recognition,IRE,0.9162573,1.0,2025-12-02T15:24:02.960793
A052,2,T2,recognition,IRE,0.7441957,31.76,2025-12-02T15:24:02.960793
A052,3,T3,recognition,IRE,0.32922077,80.98,2025-12-02T15:24:02.960793
A052,4,T4,recognition,IRE,-0.8879928,153.27,2025-12-02T15:24:02.960793
A053,1,T1,recognition,IRE,1.3877759,1.0,2025-12-02T15:24:02.960793
A053,2,T2,recognition,IRE,0.41908395,32.71,2025-12-02T15:24:02.960793
A053,3,T3,recognition,IRE,-0.7869955,78.28,2025-12-02T15:24:02.960793
A053,4,T4,recognition,IRE,-0.4435216,148.9,2025-12-02T15:24:02.960793
A054,1,T1,recognition,IRE,0.48956367,1.0,2025-12-02T15:24:02.960793
A054,2,T2,recognition,IRE,0.6934224,16.9,2025-12-02T15:24:02.960793
A054,3,T3,recognition,IRE,0.8463199,72.83,2025-12-02T15:24:02.960793
A054,4,T4,recognition,IRE,1.2287457,136.83,2025-12-02T15:24:02.960793
A055,1,T1,recognition,IRE,-0.13158245,1.0,2025-12-02T15:24:02.960793
A055,2,T2,recognition,IRE,0.76897997,23.24,2025-12-02T15:24:02.960793
A055,3,T3,recognition,IRE,-0.907813,74.48,2025-12-02T15:24:02.960793
A055,4,T4,recognition,IRE,-1.0814104,149.21,2025-12-02T15:24:02.960793
A056,1,T1,recognition,IRE,0.72850454,1.0,2025-12-02T15:24:02.960793
A056,2,T2,recognition,IRE,0.22693743,33.61,2025-12-02T15:24:02.960793
A056,3,T3,recognition,IRE,-0.091664016,71.46,2025-12-02T15:24:02.960793
A056,4,T4,recognition,IRE,-1.3377627,147.84,2025-12-02T15:24:02.960793
A057,1,T1,recognition,IRE,0.27071217,1.0,2025-12-02T15:24:02.960793
A057,2,T2,recognition,IRE,-0.8539148,24.78,2025-12-02T15:24:02.960793
A057,3,T3,recognition,IRE,-0.71713674,73.83,2025-12-02T15:24:02.960793
A057,4,T4,recognition,IRE,-1.8448895,145.06,2025-12-02T15:24:02.960793
A058,1,T1,recognition,IRE,1.2466015,1.0,2025-12-02T15:24:02.960793
A058,2,T2,recognition,IRE,-1.077494,22.96,2025-12-02T15:24:02.960793
A058,3,T3,recognition,IRE,-0.117913626,66.28,2025-12-02T15:24:02.960793
A058,4,T4,recognition,IRE,-0.69132006,143.48,2025-12-02T15:24:02.960793
A059,1,T1,recognition,IRE,1.7848992,1.0,2025-12-02T15:24:02.960793
A059,2,T2,recognition,IRE,0.89374894,30.4,2025-12-02T15:24:02.960793
A059,3,T3,recognition,IRE,1.4927459,79.78,2025-12-02T15:24:02.960793
A059,4,T4,recognition,IRE,0.68180627,151.93,2025-12-02T15:24:02.960793
A060,1,T1,recognition,IRE,-0.38018447,1.0,2025-12-02T15:24:02.960793
A060,2,T2,recognition,IRE,1.1239609,24.87,2025-12-02T15:24:02.960793
A060,3,T3,recognition,IRE,-0.09334896,94.68,2025-12-02T15:24:02.960793
A060,4,T4,recognition,IRE,0.46231183,143.91,2025-12-02T15:24:02.960793
A061,1,T1,recognition,IRE,2.7986915,1.0,2025-12-02T15:24:02.960793
A061,2,T2,recognition,IRE,1.2234498,35.16,2025-12-02T15:24:02.960793
A061,3,T3,recognition,IRE,0.5204708,82.55,2025-12-02T15:24:02.960793
A061,4,T4,recognition,IRE,-0.6823952,146.56,2025-12-02T15:24:02.960793
A062,1,T1,recognition,IRE,1.4583671,1.0,2025-12-02T15:24:02.960793
A062,2,T2,recognition,IRE,0.24000895,44.69,2025-12-02T15:24:02.960793
A062,3,T3,recognition,IRE,-0.984396,92.72,2025-12-02T15:24:02.960793
A062,4,T4,recognition,IRE,-1.181499,149.18,2025-12-02T15:24:02.960793
A063,1,T1,recognition,IRE,0.9245191,1.0,2025-12-02T15:24:02.960793
A063,2,T2,recognition,IRE,1.0350604,21.98,2025-12-02T15:24:02.960793
A063,3,T3,recognition,IRE,0.028180914,69.99,2025-12-02T15:24:02.960793
A063,4,T4,recognition,IRE,-0.9576166,141.09,2025-12-02T15:24:02.960793
A064,1,T1,recognition,IRE,1.2904102,1.0,2025-12-02T15:24:02.960793
A064,2,T2,recognition,IRE,1.1106834,37.65,2025-12-02T15:24:02.960793
A064,3,T3,recognition,IRE,0.2845312,82.99,2025-12-02T15:24:02.960793
A064,4,T4,recognition,IRE,-0.7148069,156.21,2025-12-02T15:24:02.960793
A065,1,T1,recognition,IRE,-1.9897554,1.0,2025-12-02T15:24:02.960793
A065,2,T2,recognition,IRE,-0.46454605,32.31,2025-12-02T15:24:02.960793
A065,3,T3,recognition,IRE,-2.072122,106.41,2025-12-02T15:24:02.960793
A065,4,T4,recognition,IRE,-2.4058857,187.43,2025-12-02T15:24:02.960793
A066,1,T1,recognition,IRE,0.04724063,1.0,2025-12-02T15:24:02.960793
A066,2,T2,recognition,IRE,0.049044065,23.35,2025-12-02T15:24:02.960793
A066,3,T3,recognition,IRE,-0.8186272,73.79,2025-12-02T15:24:02.960793
A066,4,T4,recognition,IRE,-1.2446865,164.93,2025-12-02T15:24:02.960793
A067,1,T1,recognition,IRE,0.4298758,1.0,2025-12-02T15:24:02.960793
A067,2,T2,recognition,IRE,-1.1691964,29.91,2025-12-02T15:24:02.960793
A067,3,T3,recognition,IRE,-1.4345893,73.19,2025-12-02T15:24:02.960793
A067,4,T4,recognition,IRE,-1.3285642,144.19,2025-12-02T15:24:02.960793
A068,1,T1,recognition,IRE,1.041759,1.0,2025-12-02T15:24:02.960793
A068,2,T2,recognition,IRE,-0.0033514237,30.49,2025-12-02T15:24:02.960793
A068,3,T3,recognition,IRE,0.8072276,82.98,2025-12-02T15:24:02.960793
A068,4,T4,recognition,IRE,-0.29118964,155.59,2025-12-02T15:24:02.960793
A069,1,T1,recognition,IRE,-0.8091589,1.0,2025-12-02T15:24:02.960793
A069,2,T2,recognition,IRE,-0.9965671,24.96,2025-12-02T15:24:02.960793
A069,3,T3,recognition,IRE,-0.24949603,79.75,2025-12-02T15:24:02.960793
A069,4,T4,recognition,IRE,-1.8297737,140.22,2025-12-02T15:24:02.960793
A070,1,T1,recognition,IRE,-0.038579978,1.0,2025-12-02T15:24:02.960793
A070,2,T2,recognition,IRE,0.18958522,24.25,2025-12-02T15:24:02.960793
A070,3,T3,recognition,IRE,-0.277578,81.92,2025-12-02T15:24:02.960793
A070,4,T4,recognition,IRE,-0.78672224,149.2,2025-12-02T15:24:02.960793
A071,1,T1,recognition,IRE,0.70816094,1.0,2025-12-02T15:24:02.960793
A071,2,T2,recognition,IRE,0.56730664,30.92,2025-12-02T15:24:02.960793
A071,3,T3,recognition,IRE,-0.84938395,79.96,2025-12-02T15:24:02.960793
A071,4,T4,recognition,IRE,0.033938855,153.27,2025-12-02T15:24:02.960793
A072,1,T1,recognition,IRE,1.0733924,1.0,2025-12-02T15:24:02.960793
A072,2,T2,recognition,IRE,1.4070365,33.76,2025-12-02T15:24:02.960793
A072,3,T3,recognition,IRE,-0.5334246,83.54,2025-12-02T15:24:02.960793
A072,4,T4,recognition,IRE,-0.2938692,154.89,2025-12-02T15:24:02.960793
A073,1,T1,recognition,IRE,0.68885374,1.0,2025-12-02T15:24:02.960793
A073,2,T2,recognition,IRE,0.119342916,66.66,2025-12-02T15:24:02.960793
A073,3,T3,recognition,IRE,1.1573863,66.9,2025-12-02T15:24:02.960793
A073,4,T4,recognition,IRE,1.3339784,140.12,2025-12-02T15:24:02.960793
A074,1,T1,recognition,IRE,1.4998207,1.0,2025-12-02T15:24:02.960793
A074,2,T2,recognition,IRE,-0.037707042,29.33,2025-12-02T15:24:02.960793
A074,3,T3,recognition,IRE,-0.59307206,73.02,2025-12-02T15:24:02.960793
A074,4,T4,recognition,IRE,-1.2337722,147.21,2025-12-02T15:24:02.960793
A075,1,T1,recognition,IRE,0.8625738,1.0,2025-12-02T15:24:02.960793
A075,2,T2,recognition,IRE,0.39767498,28.68,2025-12-02T15:24:02.960793
A075,3,T3,recognition,IRE,-1.2247729,71.37,2025-12-02T15:24:02.960793
A075,4,T4,recognition,IRE,-1.2319921,244.53,2025-12-02T15:24:02.960793
A076,1,T1,recognition,IRE,-0.22091237,1.0,2025-12-02T15:24:02.960793
A076,2,T2,recognition,IRE,-1.0255073,27.3,2025-12-02T15:24:02.960793
A076,3,T3,recognition,IRE,-1.5301954,74.88,2025-12-02T15:24:02.960793
A076,4,T4,recognition,IRE,-1.7831339,149.28,2025-12-02T15:24:02.960793
A077,1,T1,recognition,IRE,0.89236367,1.0,2025-12-02T15:24:02.960793
A077,2,T2,recognition,IRE,-0.42042914,53.88,2025-12-02T15:24:02.960793
A077,3,T3,recognition,IRE,-0.1648312,78.36,2025-12-02T15:24:02.960793
A077,4,T4,recognition,IRE,0.0786916,149.75,2025-12-02T15:24:02.960793
A078,1,T1,recognition,IRE,-0.6276853,1.0,2025-12-02T15:24:02.960793
A078,2,T2,recognition,IRE,0.09190124,26.17,2025-12-02T15:24:02.960793
A078,3,T3,recognition,IRE,-0.71987665,72.3,2025-12-02T15:24:02.960793
A078,4,T4,recognition,IRE,-1.2768241,140.08,2025-12-02T15:24:02.960793
A079,1,T1,recognition,IRE,0.525917,1.0,2025-12-02T15:24:02.960793
A079,2,T2,recognition,IRE,-0.23780693,26.11,2025-12-02T15:24:02.960793
A079,3,T3,recognition,IRE,-0.90638155,74.0,2025-12-02T15:24:02.960793
A079,4,T4,recognition,IRE,-0.8079388,194.42,2025-12-02T15:24:02.960793
A080,1,T1,recognition,IRE,0.19847187,1.0,2025-12-02T15:24:02.960793
A080,2,T2,recognition,IRE,0.5421969,29.03,2025-12-02T15:24:02.960793
A080,3,T3,recognition,IRE,0.51873004,72.87,2025-12-02T15:24:02.960793
A080,4,T4,recognition,IRE,-0.7286859,145.77,2025-12-02T15:24:02.960793
A081,1,T1,recognition,IRE,0.09954796,1.0,2025-12-02T15:24:02.960793
A081,2,T2,recognition,IRE,-0.37963817,31.39,2025-12-02T15:24:02.960793
A081,3,T3,recognition,IRE,0.9053249,80.13,2025-12-02T15:24:02.960793
A081,4,T4,recognition,IRE,0.20900704,154.53,2025-12-02T15:24:02.960793
A082,1,T1,recognition,IRE,0.15080759,1.0,2025-12-02T15:24:02.960793
A082,2,T2,recognition,IRE,1.0830928,27.97,2025-12-02T15:24:02.960793
A082,3,T3,recognition,IRE,0.8160206,75.71,2025-12-02T15:24:02.960793
A082,4,T4,recognition,IRE,-0.4891232,170.25,2025-12-02T15:24:02.960793
A083,1,T1,recognition,IRE,1.978909,1.0,2025-12-02T15:24:02.960793
A083,2,T2,recognition,IRE,0.57815444,25.15,2025-12-02T15:24:02.960793
A083,3,T3,recognition,IRE,0.22213173,74.3,2025-12-02T15:24:02.960793
A083,4,T4,recognition,IRE,0.27717957,144.91,2025-12-02T15:24:02.960793
A084,1,T1,recognition,IRE,1.0537276,1.0,2025-12-02T15:24:02.960793
A084,2,T2,recognition,IRE,-0.011237693,27.25,2025-12-02T15:24:02.960793
A084,3,T3,recognition,IRE,-0.19179052,91.97,2025-12-02T15:24:02.960793
A084,4,T4,recognition,IRE,-0.18041168,162.51,2025-12-02T15:24:02.960793
A085,1,T1,recognition,IRE,-0.22509605,1.0,2025-12-02T15:24:02.960793
A085,2,T2,recognition,IRE,1.0013424,24.51,2025-12-02T15:24:02.960793
A085,3,T3,recognition,IRE,-0.067706935,71.4,2025-12-02T15:24:02.960793
A085,4,T4,recognition,IRE,-1.0312817,170.65,2025-12-02T15:24:02.960793
A086,1,T1,recognition,IRE,0.6659961,1.0,2025-12-02T15:24:02.960793
A086,2,T2,recognition,IRE,0.22458939,23.47,2025-12-02T15:24:02.960793
A086,3,T3,recognition,IRE,-1.3325757,145.29,2025-12-02T15:24:02.960793
A086,4,T4,recognition,IRE,-0.5272459,169.55,2025-12-02T15:24:02.960793
A087,1,T1,recognition,IRE,0.7895145,1.0,2025-12-02T15:24:02.960793
A087,2,T2,recognition,IRE,1.4542019,31.07,2025-12-02T15:24:02.960793
A087,3,T3,recognition,IRE,0.04354732,72.8,2025-12-02T15:24:02.960793
A087,4,T4,recognition,IRE,0.38482845,144.2,2025-12-02T15:24:02.960793
A088,1,T1,recognition,IRE,1.9759402,1.0,2025-12-02T15:24:02.960793
A088,2,T2,recognition,IRE,2.3444242,24.25,2025-12-02T15:24:02.960793
A088,3,T3,recognition,IRE,1.1121235,74.91,2025-12-02T15:24:02.960793
A088,4,T4,recognition,IRE,1.9438039,149.93,2025-12-02T15:24:02.960793
A089,1,T1,recognition,IRE,1.5588329,1.0,2025-12-02T15:24:02.960793
A089,2,T2,recognition,IRE,0.9890919,32.14,2025-12-02T15:24:02.960793
A089,3,T3,recognition,IRE,0.07187775,79.34,2025-12-02T15:24:02.960793
A089,4,T4,recognition,IRE,0.042044263,146.96,2025-12-02T15:24:02.960793
A090,1,T1,recognition,IRE,0.050371252,1.0,2025-12-02T15:24:02.960793
A090,2,T2,recognition,IRE,-0.27120855,23.54,2025-12-02T15:24:02.960793
A090,3,T3,recognition,IRE,-1.3461871,95.42,2025-12-02T15:24:02.960793
A090,4,T4,recognition,IRE,-0.7518836,144.07,2025-12-02T15:24:02.960793
A091,1,T1,recognition,IRE,0.97061104,1.0,2025-12-02T15:24:02.960793
A091,2,T2,recognition,IRE,0.039785095,22.2,2025-12-02T15:24:02.960793
A091,3,T3,recognition,IRE,-0.97475123,73.64,2025-12-02T15:24:02.960793
A091,4,T4,recognition,IRE,-0.9651673,142.61,2025-12-02T15:24:02.960793
A092,1,T1,recognition,IRE,0.05058304,1.0,2025-12-02T15:24:02.960793
A092,2,T2,recognition,IRE,-1.2336305,22.83,2025-12-02T15:24:02.960793
A092,3,T3,recognition,IRE,-1.2415818,71.31,2025-12-02T15:24:02.960793
A092,4,T4,recognition,IRE,-0.89444345,146.16,2025-12-02T15:24:02.960793
A093,1,T1,recognition,IRE,0.5990654,1.0,2025-12-02T15:24:02.960793
A093,2,T2,recognition,IRE,1.2117604,22.09,2025-12-02T15:24:02.960793
A093,3,T3,recognition,IRE,0.17340481,70.22,2025-12-02T15:24:02.960793
A093,4,T4,recognition,IRE,0.5586453,140.95,2025-12-02T15:24:02.960793
A094,1,T1,recognition,IRE,-0.9617219,1.0,2025-12-02T15:24:02.960793
A094,2,T2,recognition,IRE,0.0140557075,22.98,2025-12-02T15:24:02.960793
A094,3,T3,recognition,IRE,-1.5349207,76.21,2025-12-02T15:24:02.960793
A094,4,T4,recognition,IRE,-1.2094593,149.99,2025-12-02T15:24:02.960793
A095,1,T1,recognition,IRE,1.9830589,1.0,2025-12-02T15:24:02.960793
A095,2,T2,recognition,IRE,0.3200694,29.71,2025-12-02T15:24:02.960793
A095,3,T3,recognition,IRE,-0.17800218,78.76,2025-12-02T15:24:02.960793
A095,4,T4,recognition,IRE,-0.41172364,148.79,2025-12-02T15:24:02.960793
A096,1,T1,recognition,IRE,-0.6706398,1.0,2025-12-02T15:24:02.960793
A096,2,T2,recognition,IRE,-0.55896944,24.49,2025-12-02T15:24:02.960793
A096,3,T3,recognition,IRE,-1.9151922,71.19,2025-12-02T15:24:02.960793
A096,4,T4,recognition,IRE,-1.9204532,143.66,2025-12-02T15:24:02.960793
A097,1,T1,recognition,IRE,0.14730547,1.0,2025-12-02T15:24:02.960793
A097,2,T2,recognition,IRE,-0.47214893,24.37,2025-12-02T15:24:02.960793
A097,3,T3,recognition,IRE,0.31698403,70.83,2025-12-02T15:24:02.960793
A097,4,T4,recognition,IRE,-0.5914035,144.85,2025-12-02T15:24:02.960793
A098,1,T1,recognition,IRE,0.6124665,1.0,2025-12-02T15:24:02.960793
A098,2,T2,recognition,IRE,-0.096271254,25.77,2025-12-02T15:24:02.960793
A098,3,T3,recognition,IRE,1.3472352,78.84,2025-12-02T15:24:02.960793
A098,4,T4,recognition,IRE,-0.9018639,146.29,2025-12-02T15:24:02.960793
A099,1,T1,recognition,IRE,0.5525987,1.0,2025-12-02T15:24:02.960793
A099,2,T2,recognition,IRE,0.97143245,28.75,2025-12-02T15:24:02.960793
A099,3,T3,recognition,IRE,0.9325728,78.57,2025-12-02T15:24:02.960793
A099,4,T4,recognition,IRE,1.1421402,143.51,2025-12-02T15:24:02.960793
A100,1,T1,recognition,IRE,0.41694874,1.0,2025-12-02T15:24:02.960793
A100,2,T2,recognition,IRE,1.5501331,31.14,2025-12-02T15:24:02.960793
A100,3,T3,recognition,IRE,0.26074573,75.34,2025-12-02T15:24:02.960793
A100,4,T4,recognition,IRE,0.18579558,146.8,2025-12-02T15:24:02.960793
A101,1,T1,recognition,IRE,-0.24693763,1.0,2025-12-02T15:24:02.960793
A101,2,T2,recognition,IRE,-0.8620508,29.12,2025-12-02T15:24:02.960793
A101,3,T3,recognition,IRE,-1.2491857,75.21,2025-12-02T15:24:02.960793
A101,4,T4,recognition,IRE,-1.011913,150.22,2025-12-02T15:24:02.960793
A102,1,T1,recognition,IRE,-0.38333195,1.0,2025-12-02T15:24:02.960793
A102,2,T2,recognition,IRE,1.0901707,29.13,2025-12-02T15:24:02.960793
A102,3,T3,recognition,IRE,-0.3659669,75.27,2025-12-02T15:24:02.960793
A102,4,T4,recognition,IRE,0.1741312,150.41,2025-12-02T15:24:02.960793
A103,1,T1,recognition,IRE,1.6768701,1.0,2025-12-02T15:24:02.960793
A103,2,T2,recognition,IRE,-0.57117534,27.26,2025-12-02T15:24:02.960793
A103,3,T3,recognition,IRE,-1.2689043,80.24,2025-12-02T15:24:02.960793
A103,4,T4,recognition,IRE,-0.71614736,149.72,2025-12-02T15:24:02.960793
A104,1,T1,recognition,IRE,1.6540266,1.0,2025-12-02T15:24:02.960793
A104,2,T2,recognition,IRE,1.0291764,22.6,2025-12-02T15:24:02.960793
A104,3,T3,recognition,IRE,-0.4121698,72.62,2025-12-02T15:24:02.960793
A104,4,T4,recognition,IRE,-1.7346635,145.78,2025-12-02T15:24:02.960793
A105,1,T1,recognition,IRE,0.6195348,1.0,2025-12-02T15:24:02.960793
A105,2,T2,recognition,IRE,0.6627499,22.77,2025-12-02T15:24:02.960793
A105,3,T3,recognition,IRE,-0.66510576,69.46,2025-12-02T15:24:02.960793
A105,4,T4,recognition,IRE,-0.010698175,146.2,2025-12-02T15:24:02.960793
A106,1,T1,recognition,IRE,1.0056148,1.0,2025-12-02T15:24:02.960793
A106,2,T2,recognition,IRE,-0.080483235,22.64,2025-12-02T15:24:02.960793
A106,3,T3,recognition,IRE,0.26081502,66.08,2025-12-02T15:24:02.960793
A106,4,T4,recognition,IRE,0.8969831,147.13,2025-12-02T15:24:02.960793
A107,1,T1,recognition,IRE,-1.0345303,1.0,2025-12-02T15:24:02.960793
A107,2,T2,recognition,IRE,-1.5771314,26.22,2025-12-02T15:24:02.960793
A107,3,T3,recognition,IRE,-0.7658409,71.45,2025-12-02T15:24:02.960793
A107,4,T4,recognition,IRE,-1.1520263,145.95,2025-12-02T15:24:02.960793
A108,1,T1,recognition,IRE,-0.7558844,1.0,2025-12-02T15:24:02.960793
A108,2,T2,recognition,IRE,-0.6152969,27.61,2025-12-02T15:24:02.960793
A108,3,T3,recognition,IRE,0.07778465,68.96,2025-12-02T15:24:02.960793
A108,4,T4,recognition,IRE,-1.6173264,152.12,2025-12-02T15:24:02.960793
A109,1,T1,recognition,IRE,-0.15640523,1.0,2025-12-02T15:24:02.960793
A109,2,T2,recognition,IRE,-1.224899,24.65,2025-12-02T15:24:02.960793
A109,3,T3,recognition,IRE,-0.13068518,71.17,2025-12-02T15:24:02.960793
A109,4,T4,recognition,IRE,-1.6439301,149.87,2025-12-02T15:24:02.960793
