UID,test,test_code,paradigm,paradigm_code,theta,TSVR_hours,loaded_timestamp
A090,1,T1,free_recall,IFR,0.5147539,1.0,2025-12-02T15:24:02.960793
A090,2,T2,free_recall,IFR,-0.14470427,23.54,2025-12-02T15:24:02.960793
A090,3,T3,free_recall,IFR,-1.0755081,95.42,2025-12-02T15:24:02.960793
A090,4,T4,free_recall,IFR,-0.72259337,144.07,2025-12-02T15:24:02.960793
A091,1,T1,free_recall,IFR,0.56830114,1.0,2025-12-02T15:24:02.960793
A091,2,T2,free_recall,IFR,-0.024470944,22.2,2025-12-02T15:24:02.960793
A091,3,T3,free_recall,IFR,-1.0722411,73.64,2025-12-02T15:24:02.960793
A091,4,T4,free_recall,IFR,-0.80329055,142.61,2025-12-02T15:24:02.960793
A092,1,T1,free_recall,IFR,-0.20546757,1.0,2025-12-02T15:24:02.960793
A092,2,T2,free_recall,IFR,-1.1036576,22.83,2025-12-02T15:24:02.960793
A092,3,T3,free_recall,IFR,-0.9559158,71.31,2025-12-02T15:24:02.960793
A092,4,T4,free_recall,IFR,-1.0151985,146.16,2025-12-02T15:24:02.960793
A093,1,T1,free_recall,IFR,0.5351138,1.0,2025-12-02T15:24:02.960793
A093,2,T2,free_recall,IFR,1.1764531,22.09,2025-12-02T15:24:02.960793
A093,3,T3,free_recall,IFR,0.49807674,70.22,2025-12-02T15:24:02.960793
A093,4,T4,free_recall,IFR,0.36329606,140.95,2025-12-02T15:24:02.960793
A094,1,T1,free_recall,IFR,-0.95102084,1.0,2025-12-02T15:24:02.960793
A094,2,T2,free_recall,IFR,-0.08161993,22.98,2025-12-02T15:24:02.960793
A094,3,T3,free_recall,IFR,-1.1016859,76.21,2025-12-02T15:24:02.960793
A094,4,T4,free_recall,IFR,-0.83792824,149.99,2025-12-02T15:24:02.960793
A095,1,T1,free_recall,IFR,1.80899,1.0,2025-12-02T15:24:02.960793
A095,2,T2,free_recall,IFR,-0.14235677,29.71,2025-12-02T15:24:02.960793
A095,3,T3,free_recall,IFR,-0.18422538,78.76,2025-12-02T15:24:02.960793
A095,4,T4,free_recall,IFR,-0.21127401,148.79,2025-12-02T15:24:02.960793
A096,1,T1,free_recall,IFR,-0.41371152,1.0,2025-12-02T15:24:02.960793
A096,2,T2,free_recall,IFR,-0.7807312,24.49,2025-12-02T15:24:02.960793
A096,3,T3,free_recall,IFR,-1.6348042,71.19,2025-12-02T15:24:02.960793
A096,4,T4,free_recall,IFR,-1.5612783,143.66,2025-12-02T15:24:02.960793
A097,1,T1,free_recall,IFR,0.35705918,1.0,2025-12-02T15:24:02.960793
A097,2,T2,free_recall,IFR,-0.31381193,24.37,2025-12-02T15:24:02.960793
A097,3,T3,free_recall,IFR,0.67599416,70.83,2025-12-02T15:24:02.960793
A097,4,T4,free_recall,IFR,-0.4779618,144.85,2025-12-02T15:24:02.960793
A098,1,T1,free_recall,IFR,0.4863022,1.0,2025-12-02T15:24:02.960793
A098,2,T2,free_recall,IFR,0.35508934,25.77,2025-12-02T15:24:02.960793
A098,3,T3,free_recall,IFR,1.2622093,78.84,2025-12-02T15:24:02.960793
A098,4,T4,free_recall,IFR,-0.91847074,146.29,2025-12-02T15:24:02.960793
A099,1,T1,free_recall,IFR,0.5947077,1.0,2025-12-02T15:24:02.960793
A099,2,T2,free_recall,IFR,0.9436256,28.75,2025-12-02T15:24:02.960793
A099,3,T3,free_recall,IFR,0.5655428,78.57,2025-12-02T15:24:02.960793
A099,4,T4,free_recall,IFR,1.2966081,143.51,2025-12-02T15:24:02.960793
A100,1,T1,free_recall,IFR,0.15649687,1.0,2025-12-02T15:24:02.960793
A100,2,T2,free_recall,IFR,1.812935,31.14,2025-12-02T15:24:02.960793
A100,3,T3,free_recall,IFR,0.31755033,75.34,2025-12-02T15:24:02.960793
A100,4,T4,free_recall,IFR,0.07595712,146.8,2025-12-02T15:24:02.960793
A101,1,T1,free_recall,IFR,-0.3487501,1.0,2025-12-02T15:24:02.960793
A101,2,T2,free_recall,IFR,-1.0621837,29.12,2025-12-02T15:24:02.960793
A101,3,T3,free_recall,IFR,-1.3082596,75.21,2025-12-02T15:24:02.960793
A101,4,T4,free_recall,IFR,-0.9258172,150.22,2025-12-02T15:24:02.960793
A102,1,T1,free_recall,IFR,-0.45942888,1.0,2025-12-02T15:24:02.960793
A102,2,T2,free_recall,IFR,1.2470385,29.13,2025-12-02T15:24:02.960793
A102,3,T3,free_recall,IFR,-0.7463703,75.27,2025-12-02T15:24:02.960793
A102,4,T4,free_recall,IFR,0.35073677,150.41,2025-12-02T15:24:02.960793
A103,1,T1,free_recall,IFR,1.6094108,1.0,2025-12-02T15:24:02.960793
A103,2,T2,free_recall,IFR,-0.4749365,27.26,2025-12-02T15:24:02.960793
A103,3,T3,free_recall,IFR,-1.2749491,80.24,2025-12-02T15:24:02.960793
A103,4,T4,free_recall,IFR,-0.7590711,149.72,2025-12-02T15:24:02.960793
A104,1,T1,free_recall,IFR,1.8006684,1.0,2025-12-02T15:24:02.960793
A104,2,T2,free_recall,IFR,0.63661397,22.6,2025-12-02T15:24:02.960793
A104,3,T3,free_recall,IFR,-0.25256342,72.62,2025-12-02T15:24:02.960793
A104,4,T4,free_recall,IFR,-1.6931355,145.78,2025-12-02T15:24:02.960793
A105,1,T1,free_recall,IFR,0.6124308,1.0,2025-12-02T15:24:02.960793
A105,2,T2,free_recall,IFR,0.6128357,22.77,2025-12-02T15:24:02.960793
A105,3,T3,free_recall,IFR,-0.43068558,69.46,2025-12-02T15:24:02.960793
A105,4,T4,free_recall,IFR,-0.08775301,146.2,2025-12-02T15:24:02.960793
A106,1,T1,free_recall,IFR,1.270947,1.0,2025-12-02T15:24:02.960793
A106,2,T2,free_recall,IFR,-0.42703262,22.64,2025-12-02T15:24:02.960793
A106,3,T3,free_recall,IFR,0.37435147,66.08,2025-12-02T15:24:02.960793
A106,4,T4,free_recall,IFR,1.085603,147.13,2025-12-02T15:24:02.960793
A107,1,T1,free_recall,IFR,-0.8262498,1.0,2025-12-02T15:24:02.960793
A107,2,T2,free_recall,IFR,-1.2923126,26.22,2025-12-02T15:24:02.960793
A107,3,T3,free_recall,IFR,-0.8783097,71.45,2025-12-02T15:24:02.960793
A107,4,T4,free_recall,IFR,-0.54525477,145.95,2025-12-02T15:24:02.960793
A108,1,T1,free_recall,IFR,-0.5137304,1.0,2025-12-02T15:24:02.960793
A108,2,T2,free_recall,IFR,-0.843856,27.61,2025-12-02T15:24:02.960793
A108,3,T3,free_recall,IFR,-0.07909426,68.96,2025-12-02T15:24:02.960793
A108,4,T4,free_recall,IFR,-1.6712129,152.12,2025-12-02T15:24:02.960793
A109,1,T1,free_recall,IFR,-0.14437068,1.0,2025-12-02T15:24:02.960793
A109,2,T2,free_recall,IFR,-1.270778,24.65,2025-12-02T15:24:02.960793
A109,3,T3,free_recall,IFR,0.009080338,71.17,2025-12-02T15:24:02.960793
A109,4,T4,free_recall,IFR,-1.5646012,149.87,2025-12-02T15:24:02.960793
A010,1,T1,cued_recall,ICR,2.3076186,1.0,2025-12-02T15:24:02.960793
A010,2,T2,cued_recall,ICR,0.50561595,21.9,2025-12-02T15:24:02.960793
A010,3,T3,cued_recall,ICR,-0.34386626,80.88,2025-12-02T15:24:02.960793
A010,4,T4,cued_recall,ICR,0.39210933,145.31,2025-12-02T15:24:02.960793
A011,1,T1,cued_recall,ICR,0.5639205,1.0,2025-12-02T15:24:02.960793
A011,2,T2,cued_recall,ICR,-0.21693763,24.57,2025-12-02T15:24:02.960793
A011,3,T3,cued_recall,ICR,-0.11885676,72.55,2025-12-02T15:24:02.960793
A011,4,T4,cued_recall,ICR,-0.40435803,148.85,2025-12-02T15:24:02.960793
A012,1,T1,cued_recall,ICR,0.84081537,1.0,2025-12-02T15:24:02.960793
A012,2,T2,cued_recall,ICR,-0.011747679,25.6,2025-12-02T15:24:02.960793
A012,3,T3,cued_recall,ICR,0.46904305,166.33,2025-12-02T15:24:02.960793
A012,4,T4,cued_recall,ICR,-1.1657566,166.87,2025-12-02T15:24:02.960793
A013,1,T1,cued_recall,ICR,-0.06196794,1.0,2025-12-02T15:24:02.960793
A013,2,T2,cued_recall,ICR,-0.72638094,24.77,2025-12-02T15:24:02.960793
A013,3,T3,cued_recall,ICR,1.0730467,79.66,2025-12-02T15:24:02.960793
A013,4,T4,cued_recall,ICR,-1.4795078,147.13,2025-12-02T15:24:02.960793
A014,1,T1,cued_recall,ICR,0.5662233,1.0,2025-12-02T15:24:02.960793
A014,2,T2,cued_recall,ICR,1.1082016,25.66,2025-12-02T15:24:02.960793
A014,3,T3,cued_recall,ICR,0.03844115,70.56,2025-12-02T15:24:02.960793
A014,4,T4,cued_recall,ICR,-0.97037005,148.87,2025-12-02T15:24:02.960793
A015,1,T1,cued_recall,ICR,1.659924,1.0,2025-12-02T15:24:02.960793
A015,2,T2,cued_recall,ICR,1.7755525,23.69,2025-12-02T15:24:02.960793
A015,3,T3,cued_recall,ICR,1.6194718,70.59,2025-12-02T15:24:02.960793
A015,4,T4,cued_recall,ICR,-0.014565401,146.54,2025-12-02T15:24:02.960793
A016,1,T1,cued_recall,ICR,1.3016679,1.0,2025-12-02T15:24:02.960793
A016,2,T2,cued_recall,ICR,1.4167509,32.85,2025-12-02T15:24:02.960793
A016,3,T3,cued_recall,ICR,-0.14719886,80.64,2025-12-02T15:24:02.960793
A016,4,T4,cued_recall,ICR,-1.0612006,150.8,2025-12-02T15:24:02.960793
A017,1,T1,cued_recall,ICR,-0.64893633,1.0,2025-12-02T15:24:02.960793
A017,2,T2,cued_recall,ICR,0.68695086,20.61,2025-12-02T15:24:02.960793
A017,3,T3,cued_recall,ICR,0.23617989,61.28,2025-12-02T15:24:02.960793
A017,4,T4,cued_recall,ICR,1.1511014,140.49,2025-12-02T15:24:02.960793
A018,1,T1,cued_recall,ICR,1.2432209,1.0,2025-12-02T15:24:02.960793
A018,2,T2,cued_recall,ICR,0.6348993,34.03,2025-12-02T15:24:02.960793
A018,3,T3,cued_recall,ICR,-0.3062067,83.64,2025-12-02T15:24:02.960793
A018,4,T4,cued_recall,ICR,0.14981274,150.87,2025-12-02T15:24:02.960793
A019,1,T1,cued_recall,ICR,-0.40954873,1.0,2025-12-02T15:24:02.960793
A019,2,T2,cued_recall,ICR,-0.72419274,28.69,2025-12-02T15:24:02.960793
A019,3,T3,cued_recall,ICR,-0.7890297,83.68,2025-12-02T15:24:02.960793
A019,4,T4,cued_recall,ICR,-0.43077806,154.76,2025-12-02T15:24:02.960793
A020,1,T1,cued_recall,ICR,-0.19779886,1.0,2025-12-02T15:24:02.960793
A020,2,T2,cued_recall,ICR,0.26416394,26.85,2025-12-02T15:24:02.960793
A020,3,T3,cued_recall,ICR,-0.7218849,78.25,2025-12-02T15:24:02.960793
A020,4,T4,cued_recall,ICR,-2.0933332,145.78,2025-12-02T15:24:02.960793
A021,1,T1,cued_recall,ICR,1.0224657,1.0,2025-12-02T15:24:02.960793
A021,2,T2,cued_recall,ICR,0.23119716,30.21,2025-12-02T15:24:02.960793
A021,3,T3,cued_recall,ICR,-0.09928185,74.19,2025-12-02T15:24:02.960793
A021,4,T4,cued_recall,ICR,0.77135384,140.39,2025-12-02T15:24:02.960793
A022,1,T1,cued_recall,ICR,0.08487166,1.0,2025-12-02T15:24:02.960793
A022,2,T2,cued_recall,ICR,0.80793685,24.15,2025-12-02T15:24:02.960793
A022,3,T3,cued_recall,ICR,0.55696887,74.46,2025-12-02T15:24:02.960793
A022,4,T4,cued_recall,ICR,0.63891745,141.71,2025-12-02T15:24:02.960793
A023,1,T1,cued_recall,ICR,0.8567801,1.0,2025-12-02T15:24:02.960793
A023,2,T2,cued_recall,ICR,0.26234666,25.63,2025-12-02T15:24:02.960793
A023,3,T3,cued_recall,ICR,0.40942284,72.2,2025-12-02T15:24:02.960793
A023,4,T4,cued_recall,ICR,0.22926755,145.07,2025-12-02T15:24:02.960793
A024,1,T1,cued_recall,ICR,-0.18276915,1.0,2025-12-02T15:24:02.960793
A024,2,T2,cued_recall,ICR,0.632458,29.57,2025-12-02T15:24:02.960793
A024,3,T3,cued_recall,ICR,-0.5480257,91.47,2025-12-02T15:24:02.960793
A024,4,T4,cued_recall,ICR,-1.3661549,145.65,2025-12-02T15:24:02.960793
A025,1,T1,cued_recall,ICR,1.6351862,1.0,2025-12-02T15:24:02.960793
A025,2,T2,cued_recall,ICR,1.7770549,23.33,2025-12-02T15:24:02.960793
A025,3,T3,cued_recall,ICR,-0.15167001,72.94,2025-12-02T15:24:02.960793
A025,4,T4,cued_recall,ICR,-0.76431817,137.74,2025-12-02T15:24:02.960793
A026,1,T1,cued_recall,ICR,1.1173441,1.0,2025-12-02T15:24:02.960793
A026,2,T2,cued_recall,ICR,0.28154746,26.48,2025-12-02T15:24:02.960793
A026,3,T3,cued_recall,ICR,0.8135648,75.46,2025-12-02T15:24:02.960793
A026,4,T4,cued_recall,ICR,-0.47460285,147.65,2025-12-02T15:24:02.960793
A027,1,T1,cued_recall,ICR,0.56165755,1.0,2025-12-02T15:24:02.960793
A027,2,T2,cued_recall,ICR,0.6846959,28.26,2025-12-02T15:24:02.960793
A027,3,T3,cued_recall,ICR,-0.94683594,74.58,2025-12-02T15:24:02.960793
A027,4,T4,cued_recall,ICR,-0.47532603,145.92,2025-12-02T15:24:02.960793
A028,1,T1,cued_recall,ICR,2.2565992,1.0,2025-12-02T15:24:02.960793
A028,2,T2,cued_recall,ICR,-0.061017342,22.82,2025-12-02T15:24:02.960793
A028,3,T3,cued_recall,ICR,0.45241958,72.26,2025-12-02T15:24:02.960793
A028,4,T4,cued_recall,ICR,-0.528568,138.91,2025-12-02T15:24:02.960793
A029,1,T1,cued_recall,ICR,1.9823364,1.0,2025-12-02T15:24:02.960793
A029,2,T2,cued_recall,ICR,0.30846474,28.43,2025-12-02T15:24:02.960793
A029,3,T3,cued_recall,ICR,1.6233219,93.26,2025-12-02T15:24:02.960793
A029,4,T4,cued_recall,ICR,0.09506731,143.14,2025-12-02T15:24:02.960793
A030,1,T1,cued_recall,ICR,0.42693013,1.0,2025-12-02T15:24:02.960793
A030,2,T2,cued_recall,ICR,0.69716036,32.95,2025-12-02T15:24:02.960793
A030,3,T3,cued_recall,ICR,0.42517364,71.93,2025-12-02T15:24:02.960793
A030,4,T4,cued_recall,ICR,0.6671635,150.46,2025-12-02T15:24:02.960793
A031,1,T1,cued_recall,ICR,1.4814626,1.0,2025-12-02T15:24:02.960793
A031,2,T2,cued_recall,ICR,0.110624164,32.41,2025-12-02T15:24:02.960793
A031,3,T3,cued_recall,ICR,-0.1332235,71.56,2025-12-02T15:24:02.960793
A031,4,T4,cued_recall,ICR,-1.0655026,143.85,2025-12-02T15:24:02.960793
A032,1,T1,cued_recall,ICR,0.9454206,1.0,2025-12-02T15:24:02.960793
A032,2,T2,cued_recall,ICR,-0.39917567,57.18,2025-12-02T15:24:02.960793
A032,3,T3,cued_recall,ICR,0.39128196,80.16,2025-12-02T15:24:02.960793
A032,4,T4,cued_recall,ICR,1.7303392,144.51,2025-12-02T15:24:02.960793
A033,1,T1,cued_recall,ICR,0.14129296,1.0,2025-12-02T15:24:02.960793
A033,2,T2,cued_recall,ICR,0.38250932,29.16,2025-12-02T15:24:02.960793
A033,3,T3,cued_recall,ICR,0.8144951,72.6,2025-12-02T15:24:02.960793
A033,4,T4,cued_recall,ICR,-0.39993677,168.33,2025-12-02T15:24:02.960793
A034,1,T1,cued_recall,ICR,1.903067,1.0,2025-12-02T15:24:02.960793
A034,2,T2,cued_recall,ICR,1.1695625,26.08,2025-12-02T15:24:02.960793
A034,3,T3,cued_recall,ICR,0.31177452,74.28,2025-12-02T15:24:02.960793
A034,4,T4,cued_recall,ICR,-0.009669799,145.38,2025-12-02T15:24:02.960793
A035,1,T1,cued_recall,ICR,-0.5415187,1.0,2025-12-02T15:24:02.960793
A035,2,T2,cued_recall,ICR,1.0356543,44.76,2025-12-02T15:24:02.960793
A035,3,T3,cued_recall,ICR,-0.39255425,79.98,2025-12-02T15:24:02.960793
A035,4,T4,cued_recall,ICR,-0.92812026,152.47,2025-12-02T15:24:02.960793
A036,1,T1,cued_recall,ICR,1.2325392,1.0,2025-12-02T15:24:02.960793
A036,2,T2,cued_recall,ICR,-0.050014295,21.63,2025-12-02T15:24:02.960793
A036,3,T3,cued_recall,ICR,-0.21859926,71.47,2025-12-02T15:24:02.960793
A036,4,T4,cued_recall,ICR,-1.234061,143.85,2025-12-02T15:24:02.960793
A037,1,T1,cued_recall,ICR,1.258741,1.0,2025-12-02T15:24:02.960793
A037,2,T2,cued_recall,ICR,0.58575517,23.7,2025-12-02T15:24:02.960793
A037,3,T3,cued_recall,ICR,0.20267418,72.08,2025-12-02T15:24:02.960793
A037,4,T4,cued_recall,ICR,-0.4808938,143.66,2025-12-02T15:24:02.960793
A038,1,T1,cued_recall,ICR,1.1368554,1.0,2025-12-02T15:24:02.960793
A038,2,T2,cued_recall,ICR,-0.15929624,71.85,2025-12-02T15:24:02.960793
A038,3,T3,cued_recall,ICR,0.93710977,72.86,2025-12-02T15:24:02.960793
A038,4,T4,cued_recall,ICR,-0.112696126,152.89,2025-12-02T15:24:02.960793
A039,1,T1,cued_recall,ICR,2.1386986,1.0,2025-12-02T15:24:02.960793
A039,2,T2,cued_recall,ICR,0.99968016,28.65,2025-12-02T15:24:02.960793
A039,3,T3,cued_recall,ICR,0.8152755,98.84,2025-12-02T15:24:02.960793
A039,4,T4,cued_recall,ICR,0.87478536,246.24,2025-12-02T15:24:02.960793
A040,1,T1,cued_recall,ICR,-0.49256238,1.0,2025-12-02T15:24:02.960793
A040,2,T2,cued_recall,ICR,-0.38509324,26.26,2025-12-02T15:24:02.960793
A040,3,T3,cued_recall,ICR,-1.3090754,71.28,2025-12-02T15:24:02.960793
A040,4,T4,cued_recall,ICR,-1.4733402,143.53,2025-12-02T15:24:02.960793
A041,1,T1,cued_recall,ICR,1.4855708,1.0,2025-12-02T15:24:02.960793
A041,2,T2,cued_recall,ICR,-0.81649363,31.78,2025-12-02T15:24:02.960793
A041,3,T3,cued_recall,ICR,0.18753728,75.74,2025-12-02T15:24:02.960793
A041,4,T4,cued_recall,ICR,0.48835725,141.84,2025-12-02T15:24:02.960793
A042,1,T1,cued_recall,ICR,-0.6895237,1.0,2025-12-02T15:24:02.960793
A042,2,T2,cued_recall,ICR,-0.9664004,28.93,2025-12-02T15:24:02.960793
A042,3,T3,cued_recall,ICR,-0.6056565,72.17,2025-12-02T15:24:02.960793
A042,4,T4,cued_recall,ICR,-1.1014373,146.02,2025-12-02T15:24:02.960793
A043,1,T1,cued_recall,ICR,0.899163,1.0,2025-12-02T15:24:02.960793
A043,2,T2,cued_recall,ICR,0.034321833,25.62,2025-12-02T15:24:02.960793
A043,3,T3,cued_recall,ICR,0.037855305,64.94,2025-12-02T15:24:02.960793
A043,4,T4,cued_recall,ICR,-0.11178535,149.33,2025-12-02T15:24:02.960793
A044,1,T1,cued_recall,ICR,-0.4346427,1.0,2025-12-02T15:24:02.960793
A044,2,T2,cued_recall,ICR,-0.3329901,47.66,2025-12-02T15:24:02.960793
A044,3,T3,cued_recall,ICR,-1.7054782,91.63,2025-12-02T15:24:02.960793
A044,4,T4,cued_recall,ICR,-0.9379744,155.27,2025-12-02T15:24:02.960793
A045,1,T1,cued_recall,ICR,-0.45263797,1.0,2025-12-02T15:24:02.960793
A045,2,T2,cued_recall,ICR,-0.82860243,24.66,2025-12-02T15:24:02.960793
A045,3,T3,cued_recall,ICR,-0.43453157,72.23,2025-12-02T15:24:02.960793
A045,4,T4,cued_recall,ICR,-0.81670034,151.52,2025-12-02T15:24:02.960793
A046,1,T1,cued_recall,ICR,-0.7534626,1.0,2025-12-02T15:24:02.960793
A046,2,T2,cued_recall,ICR,-1.6854773,24.32,2025-12-02T15:24:02.960793
A046,3,T3,cued_recall,ICR,-2.0226305,73.05,2025-12-02T15:24:02.960793
A046,4,T4,cued_recall,ICR,-1.145097,147.94,2025-12-02T15:24:02.960793
A047,1,T1,cued_recall,ICR,-0.2947177,1.0,2025-12-02T15:24:02.960793
A047,2,T2,cued_recall,ICR,-0.074646346,23.46,2025-12-02T15:24:02.960793
A047,3,T3,cued_recall,ICR,-1.0434045,76.85,2025-12-02T15:24:02.960793
A047,4,T4,cued_recall,ICR,-1.3391343,144.22,2025-12-02T15:24:02.960793
A048,1,T1,cued_recall,ICR,1.3396158,1.0,2025-12-02T15:24:02.960793
A048,2,T2,cued_recall,ICR,-0.045005087,23.91,2025-12-02T15:24:02.960793
A048,3,T3,cued_recall,ICR,-0.04359406,81.15,2025-12-02T15:24:02.960793
A048,4,T4,cued_recall,ICR,0.53243536,146.3,2025-12-02T15:24:02.960793
A049,1,T1,cued_recall,ICR,2.1185856,1.0,2025-12-02T15:24:02.960793
A049,2,T2,cued_recall,ICR,-0.50056607,27.12,2025-12-02T15:24:02.960793
A049,3,T3,cued_recall,ICR,0.64186585,111.38,2025-12-02T15:24:02.960793
A049,4,T4,cued_recall,ICR,-0.14295964,168.86,2025-12-02T15:24:02.960793
A050,1,T1,cued_recall,ICR,-0.081971474,1.0,2025-12-02T15:24:02.960793
A050,2,T2,cued_recall,ICR,-0.26677322,24.73,2025-12-02T15:24:02.960793
A050,3,T3,cued_recall,ICR,-0.98047173,93.39,2025-12-02T15:24:02.960793
A050,4,T4,cued_recall,ICR,-0.5670056,148.69,2025-12-02T15:24:02.960793
A051,1,T1,cued_recall,ICR,1.7813605,1.0,2025-12-02T15:24:02.960793
A051,2,T2,cued_recall,ICR,0.20063995,17.16,2025-12-02T15:24:02.960793
A051,3,T3,cued_recall,ICR,-0.3531045,65.63,2025-12-02T15:24:02.960793
A051,4,T4,cued_recall,ICR,-0.077873945,146.99,2025-12-02T15:24:02.960793
A052,1,T1,cued_recall,ICR,0.66354376,1.0,2025-12-02T15:24:02.960793
A052,2,T2,cued_recall,ICR,-0.25498182,31.76,2025-12-02T15:24:02.960793
A052,3,T3,cued_recall,ICR,0.36897573,80.98,2025-12-02T15:24:02.960793
A052,4,T4,cued_recall,ICR,-0.78321314,153.27,2025-12-02T15:24:02.960793
A053,1,T1,cued_recall,ICR,1.2605083,1.0,2025-12-02T15:24:02.960793
A053,2,T2,cued_recall,ICR,1.0534477,32.71,2025-12-02T15:24:02.960793
A053,3,T3,cued_recall,ICR,-0.6444452,78.28,2025-12-02T15:24:02.960793
A053,4,T4,cued_recall,ICR,-0.034559526,148.9,2025-12-02T15:24:02.960793
A054,1,T1,cued_recall,ICR,0.31915054,1.0,2025-12-02T15:24:02.960793
A054,2,T2,cued_recall,ICR,0.45086184,16.9,2025-12-02T15:24:02.960793
A054,3,T3,cued_recall,ICR,0.7501586,72.83,2025-12-02T15:24:02.960793
A054,4,T4,cued_recall,ICR,1.2492504,136.83,2025-12-02T15:24:02.960793
A055,1,T1,cued_recall,ICR,0.041222192,1.0,2025-12-02T15:24:02.960793
A055,2,T2,cued_recall,ICR,1.2471511,23.24,2025-12-02T15:24:02.960793
A055,3,T3,cued_recall,ICR,-0.31288907,74.48,2025-12-02T15:24:02.960793
A055,4,T4,cued_recall,ICR,-1.554973,149.21,2025-12-02T15:24:02.960793
A056,1,T1,cued_recall,ICR,0.9120589,1.0,2025-12-02T15:24:02.960793
A056,2,T2,cued_recall,ICR,-0.018810825,33.61,2025-12-02T15:24:02.960793
A056,3,T3,cued_recall,ICR,0.29311848,71.46,2025-12-02T15:24:02.960793
A056,4,T4,cued_recall,ICR,-1.1334265,147.84,2025-12-02T15:24:02.960793
A057,1,T1,cued_recall,ICR,-0.05232748,1.0,2025-12-02T15:24:02.960793
A057,2,T2,cued_recall,ICR,-0.85586286,24.78,2025-12-02T15:24:02.960793
A057,3,T3,cued_recall,ICR,-0.5226535,73.83,2025-12-02T15:24:02.960793
A057,4,T4,cued_recall,ICR,-1.2877662,145.06,2025-12-02T15:24:02.960793
A058,1,T1,cued_recall,ICR,1.6296768,1.0,2025-12-02T15:24:02.960793
A058,2,T2,cued_recall,ICR,-0.682836,22.96,2025-12-02T15:24:02.960793
A058,3,T3,cued_recall,ICR,-0.061592907,66.28,2025-12-02T15:24:02.960793
A058,4,T4,cued_recall,ICR,-0.7328553,143.48,2025-12-02T15:24:02.960793
A059,1,T1,cued_recall,ICR,0.8768439,1.0,2025-12-02T15:24:02.960793
A059,2,T2,cued_recall,ICR,1.4401908,30.4,2025-12-02T15:24:02.960793
A059,3,T3,cued_recall,ICR,2.004653,79.78,2025-12-02T15:24:02.960793
A059,4,T4,cued_recall,ICR,0.0840155,151.93,2025-12-02T15:24:02.960793
A060,1,T1,cued_recall,ICR,-0.034585696,1.0,2025-12-02T15:24:02.960793
A060,2,T2,cued_recall,ICR,0.75584376,24.87,2025-12-02T15:24:02.960793
A060,3,T3,cued_recall,ICR,-0.2604367,94.68,2025-12-02T15:24:02.960793
A060,4,T4,cued_recall,ICR,0.36166513,143.91,2025-12-02T15:24:02.960793
A061,1,T1,cued_recall,ICR,2.3680613,1.0,2025-12-02T15:24:02.960793
A061,2,T2,cued_recall,ICR,0.9821358,35.16,2025-12-02T15:24:02.960793
A061,3,T3,cued_recall,ICR,0.64583325,82.55,2025-12-02T15:24:02.960793
A061,4,T4,cued_recall,ICR,-0.63718915,146.56,2025-12-02T15:24:02.960793
A062,1,T1,cued_recall,ICR,1.4751632,1.0,2025-12-02T15:24:02.960793
A062,2,T2,cued_recall,ICR,0.39018252,44.69,2025-12-02T15:24:02.960793
A062,3,T3,cued_recall,ICR,-0.94510424,92.72,2025-12-02T15:24:02.960793
A062,4,T4,cued_recall,ICR,-0.8798419,149.18,2025-12-02T15:24:02.960793
A063,1,T1,cued_recall,ICR,1.2077117,1.0,2025-12-02T15:24:02.960793
A063,2,T2,cued_recall,ICR,1.3568763,21.98,2025-12-02T15:24:02.960793
A063,3,T3,cued_recall,ICR,0.070884176,69.99,2025-12-02T15:24:02.960793
A063,4,T4,cued_recall,ICR,-1.0678395,141.09,2025-12-02T15:24:02.960793
A064,1,T1,cued_recall,ICR,1.2809386,1.0,2025-12-02T15:24:02.960793
A064,2,T2,cued_recall,ICR,0.7598011,37.65,2025-12-02T15:24:02.960793
A064,3,T3,cued_recall,ICR,0.16164199,82.99,2025-12-02T15:24:02.960793
A064,4,T4,cued_recall,ICR,-0.7334007,156.21,2025-12-02T15:24:02.960793
A065,1,T1,cued_recall,ICR,-1.8375293,1.0,2025-12-02T15:24:02.960793
A065,2,T2,cued_recall,ICR,-0.0030232137,32.31,2025-12-02T15:24:02.960793
A065,3,T3,cued_recall,ICR,-1.2474006,106.41,2025-12-02T15:24:02.960793
A065,4,T4,cued_recall,ICR,-2.2587807,187.43,2025-12-02T15:24:02.960793
A066,1,T1,cued_recall,ICR,-0.14587693,1.0,2025-12-02T15:24:02.960793
A066,2,T2,cued_recall,ICR,-0.5350211,23.35,2025-12-02T15:24:02.960793
A066,3,T3,cued_recall,ICR,-1.1306067,73.79,2025-12-02T15:24:02.960793
A066,4,T4,cued_recall,ICR,-1.4549768,164.93,2025-12-02T15:24:02.960793
A067,1,T1,cued_recall,ICR,0.20703617,1.0,2025-12-02T15:24:02.960793
A067,2,T2,cued_recall,ICR,-1.5590602,29.91,2025-12-02T15:24:02.960793
A067,3,T3,cued_recall,ICR,-1.4660316,73.19,2025-12-02T15:24:02.960793
A067,4,T4,cued_recall,ICR,-1.5478401,144.19,2025-12-02T15:24:02.960793
A068,1,T1,cued_recall,ICR,1.4069263,1.0,2025-12-02T15:24:02.960793
A068,2,T2,cued_recall,ICR,-0.21608391,30.49,2025-12-02T15:24:02.960793
A068,3,T3,cued_recall,ICR,0.7251277,82.98,2025-12-02T15:24:02.960793
